阿斗,a'dou
小幾多,xiao'ji'duo
小幾個,xiao'ji'ge
小幾乎,xiao'ji'hu
小幾厘,xiao'ji'li
小幾米,xiao'ji'mi
小幾千,xiao'ji'qian
小幾十,xiao'ji'shi
小幾歲,xiao'ji'sui
小幾天,xiao'ji'tian
小幾萬,xiao'ji'wan
笑納,xiao'na
小僕,xiao'pu
笑容可掬,xiao'rong'ke'ju
小舍,xiao'she
校舍,xiao'she
蕭條,xiao'tiao
肖像,xiao'xiang
梟雄,xiao'xiong
笑靨,xiao'ye
傚尤,xiao'you
校準,xiao'zhun
蟹螯,xie'ao
斜衝,xie'chong
些醜,xie'chou
些丑角,xie'chou'jue
懈怠,xie'dai
械鬥,xie'dou
褻瀆,xie'dou
些幹頭,xie'gan'tou
些睏意,xie'kun'yi
寫明,xie'ming
歇斯底里,xie'si'di'li
些像,xie'xiang
些象形,xie'xiang'xing
些象牙,xie'xiang'ya
些象徵,xie'xiang'zheng
洩慾,xie'yu
械鐘,xie'zhong
寫字檯,xie'zi'tai
新德里,xin'de'li
信而有徵,xin'er'you'zheng
信箋,xin'jian
薪金,xin'jin
心裡長,xin'li'chang
心理系,xin'li'xi
心頭發,xin'tou'fa
信託,xin'tuo
心繫,xin'xi
心細如髮,xin'xi'ru'fa
心細似髮,xin'xi'si'fa
心系統,xin'xi'tong
心嚮神往,xin'xiang'shen'wang
心相繫,xin'xiang'xi
心臟,xin'zang
新徵,xin'zheng
新征伐,xin'zheng'fa
新征服,xin'zheng'fu
新征途,xin'zheng'tu
釁鐘,xin'zhong
興沖沖,xing'chong'chong
倖存,xing'cun
星斗,xing'dou
型範,xing'fan
倖免,xing'mian
形單影隻,xing'shan'ying'zhi
形單隻影,xing'shan'zhi'ying
惺忪,xing'song
星系,xing'xi
形象,xing'xiang
行兇,xing'xiong
行佣,xing'yong
行遊,xing'you
刑餘,xing'yu
姓于,xing'yu
性慾,xing'yu
型扎實,xing'zha'shi
性徵,xing'zheng
姓鍾,xing'zhong
形狀,xing'zhuang
兇案,xiong'an
兄長,xiong'chang
雄斗斗,xiong'dou'dou
兇惡,xiong'e
兇犯,xiong'fan
雄赳赳,xiong'jiu'jiu
兇懼,xiong'ju
兇猛,xiong'meng
兇殺,xiong'sha
兇手,xiong'shou
兇徒,xiong'tu
兇嫌,xiong'xian
秀髮,xiu'fa
修復,xiu'fu
羞赧,xiu'nan
繡像,xiu'xiang
袖一捲,xiu'yi'juan
鬚鬢,xu'bin
須採,xu'cai
蓄髮,xu'fa
鬚髮,xu'fa
須發暗器,xu'fa'an'qi
須發出,xu'fa'chu
須發放,xu'fa'fang
須發揮,xu'fa'hui
須發覺,xu'fa'jue
須發射,xu'fa'she
須發生,xu'fa'sheng
須發誓,xu'fa'shi
須發現,xu'fa'xian
須發展,xu'fa'zhan
鬚根,xu'gen
須根部,xu'gen'bu
須根除,xu'gen'chu
須根莖,xu'gen'jing
須根據,xu'gen'ju
須根絕,xu'gen'jue
須根治,xu'gen'zhi
續亂發,xu'luan'fa
鬚眉,xu'mei
需求,xu'qiu
鬚髯,xu'ran
戌衛,xu'wei
續絃,xu'xian
緒餘,xu'yu
須臾,xu'yu
鬚子,xu'zi
軒闢,xuan'bi
宣佈,xuan'bu
漩渦,xuan'guo
旋捲,xuan'juan
旋里,xuan'li
懸樑,xuan'liang
渲染,xuan'ran
喧染發,xuan'ran'fa
玄武岩,xuan'wu'yan
炫耀,xuan'yao
血才乾,xue'cai'qian
血鬥,xue'dou
削髮,xue'fa
踅門瞭戶,xue'men'liao'hu
學舍,xue'she
血未乾,xue'wei'qian
學系,xue'xi
血已乾,xue'yi'qian
尋對象,xun'dui'xiang
燻黑,xun'hei
巡迴,xun'hui
荀況,xun'kuang
恂慄,xun'li
燻熱,xun're
燻肉,xun'rou
燻熟,xun'shu
燻煙,xun'yan
巡弋,xun'yi
巡遊,xun'you
旬餘,xun'yu
燻煮,xun'zhu
尋準,xun'zhun
雅範,ya'fan
亞里,ya'li
牙籤,ya'qian
丫頭發,ya'tou'fa
嚥不了,yan'bu'liao
嚥不下,yan'bu'xia
岩層,yan'ceng
岩床,yan'chuang
嚥得下,yan'dei'xia
唁弔,yan'diao
煙斗,yan'dou
研發,yan'fa
眼花瞭亂,yan'hua'liao'luan
嚥回,yan'hui
岩漿,yan'jiang
嚥嚼,yan'jiao
嚥口水,yan'kou'shui
嚥苦吞甘,yan'ku'tun'gan
岩塊,yan'kuai
眼眶,yan'kuang
眼睏,yan'kun
眼困惑,yan'kun'huo
眼困境,yan'kun'jing
眼困窘,yan'kun'jiong
眼困苦,yan'kun'ku
眼困難,yan'kun'nuo
眼困擾,yan'kun'rao
嚥了,yan'le
延釐,yan'li
岩棉,yan'mian
嚴明,yan'ming
言明,yan'ming
驗明,yan'ming
湮沒,yan'mo
贗品,yan'pin
偃仆,yan'pu
嚥氣,yan'qi
嚥入,yan'ru
嚥食,yan'shi
岩石,yan'shi
嚥唾,yan'tuo
嚥下,yan'xia
岩鹽,yan'yan
岩羊,yan'yang
嚥一口,yan'yi'kou
燕遊,yan'you
湮鬱,yan'yu
鹽餘,yan'yu
研製,yan'zhi
醃製,yan'zhi
嚥住,yan'zhu
嚥著,yan'zhu
咽著聲,yan'zhu'sheng
仰衝,yang'chong
樣醜,yang'chou
陽春麵,yang'chun'mian
樣範,yang'fan
樣幹,yang'gan
樣幹啊,yang'gan'a
樣幹吧,yang'gan'ba
樣幹的,yang'gan'de
樣幹呢,yang'gan'ne
陽曆,yang'li
泱鬱,yang'yu
洋鐘,yang'zhong
要衝,yao'chong
要沖淡,yao'chong'dan
要沖犯,yao'chong'fan
要沖激,yao'chong'ji
要沖積,yao'chong'ji
要沖涼,yao'chong'liang
要沖去,yao'chong'qu
要沖蝕,yao'chong'shi
要沖刷,yao'chong'shua
要沖喜,yao'chong'xi
要沖洗,yao'chong'xi
要沖壓,yao'chong'ya
要沖走,yao'chong'zou
要醜上,yao'chou'shang
約鬥,yao'dou
要鬥,yao'dou
邀鬥,yao'dou
要斗大,yao'dou'da
要鬥大還,yao'dou'da'huan
要鬥大或,yao'dou'da'huo
要鬥鬥,yao'dou'dou
要斗笠,yao'dou'li
要斗篷,yao'dou'peng
要斗蓬,yao'dou'peng
要斗室,yao'dou'shi
要鬥一鬥,yao'dou'yi'dou
腰幹,yao'gan
腰間繫,yao'jian'xi
咬薑呷醋,yao'jiang'xia'cu
要亂發,yao'luan'fa
么妹,yao'mei
瑤籤,yao'qian
藥籤,yao'qian
僥天之悻,yao'tian'zhi'xing
邀天之倖,yao'tian'zhi'xing
腰繫,yao'xi
僥倖,yao'xing
曜岩,yao'yan
腰一捲,yao'yi'juan
約佔一,yao'zhan'yi
藥製,yao'zhi
餚饌,yao'zhuan
咬字不準,yao'zi'bu'zhun
要自制,yao'zi'zhi
也鬥了,ye'dou'le
也斗了膽,ye'dou'le'dan
也沒幹,ye'mo'gan
也沒干擾,ye'mo'gan'rao
也沒干涉,ye'mo'gan'she
也沒干預,ye'mo'gan'yu
也捨下,ye'she'xia
也像,ye'xiang
也象徵,ye'xiang'zheng
頁岩,ye'yan
冶遊,ye'you
夜遊,ye'you
野遊,ye'you
業餘,ye'yu
一半只,yi'ban'zhi
一併,yi'bing
一並不,yi'bing'bu
一並非,yi'bing'fei
已佈了,yi'bu'le
已吃乾,yi'chi'qian
一衝,yi'chong
一沖淡,yi'chong'dan
一沖激,yi'chong'ji
一沖積,yi'chong'ji
一沖涼,yi'chong'liang
一沖氣,yi'chong'qi
一沖蝕,yi'chong'shi
一沖刷,yi'chong'shua
一沖水,yi'chong'shui
一沖喜,yi'chong'xi
一沖洗,yi'chong'xi
一沖壓,yi'chong'ya
一齣電影,yi'chu'dian'ying
一齣好戲,yi'chu'hao'hu
一齣戲,yi'chu'hu
一出戲院,yi'chu'hu'yuan
一齣話劇,yi'chu'hua'ju
一齣京劇,yi'chu'jing'ju
一齣劇,yi'chu'ju
一出劇院,yi'chu'ju'yuan
一大夥,yi'da'huo
一點醜,yi'dian'chou
一鬥不,yi'dou'bu
一鬥到,yi'dou'dao
易鬥的,yi'dou'de
一斗斗,yi'dou'dou
已鬥了,yi'dou'le
一鬥上,yi'dou'shang
已鬥上,yi'dou'shang
已鬥數,yi'dou'shuo
一鬥再鬥,yi'dou'zai'dou
依對象,yi'dui'xiang
一髮千鈞,yi'fa'qian'jun
一髮之差,yi'fa'zhi'cha
一髮之間,yi'fa'zhi'jian
儀範,yi'fan
懿範,yi'fan
一幹便,yi'gan'bian
一干部下,yi'gan'bu'xia
一干弟兄,yi'gan'di'xiong
一干弟子,yi'gan'di'zi
一干兒郎,yi'gan'er'lang
一干兒女,yi'gan'er'nv
一幹就,yi'gan'jiu
一干土匪,yi'gan'tu'fei
一個,yi'ge
一鍋麵,yi'guo'mian
一海里,yi'hai'li
一毫一髮,yi'hao'yi'fa
一夥,yi'huo
一伙食,yi'huo'shi
一伙頭,yi'huo'tou
一箭雙鵰,yi'jian'shuang'diao
已經鬥,yi'jing'dou
已經瞭然,yi'jing'liao'ran
已經像,yi'jing'xiang
已經象徵,yi'jing'xiang'zheng
已經像征戰,yi'jing'xiang'zheng'zhan
已捲,yi'juan
一卷了,yi'juan'le
一卷一卷,yi'juan'yi'juan
宜可佔,yi'ke'zhan
一里,yi'li
億里,yi'li
邑里,yi'li
一裡一外,yi'li'yi'wai
一里餘,yi'li'yu
醫療,yi'liao
已瞭然,yi'liao'ran
一面點,yi'mian'dian
一面食,yi'mian'shi
一目瞭然,yi'mu'liao'ran
役僕,yi'pu
弈棋,yi'qi
一乾而盡,yi'qian'er'jin
一乾二淨,yi'qian'er'jing
以前幹的,yi'qian'gan'de
以前幹了,yi'qian'gan'le
衣袪,yi'qu
一日鐘,yi'ri'zhong
衣衫已乾,yi'shan'yi'qian
亦捨下,yi'she'xia
一聲,yi'sheng
已是瞭然,yi'shi'liao'ran
一手幹,yi'shou'gan
一手乾脆,yi'shou'qian'cui
一手乾淨,yi'shou'qian'jing
一鬆,yi'song
已鬆,yi'song
一松林,yi'song'lin
一松樹,yi'song'shu
一松鼠,yi'song'shu
已鬆下,yi'song'xia
一罈罈,yi'tan'tan
一頭發,yi'tou'fa
衣物漸乾,yi'wu'jian'qian
衣物已乾,yi'wu'yi'qian
疑係,yi'xi
已像,yi'xiang
異象,yi'xiang
已象徵,yi'xiang'zheng
已像征服,yi'xiang'zheng'fu
已像征戰,yi'xiang'zheng'zhan
意興闌珊,yi'xing'lan'shan
肄業,yi'ye
一遊,yi'you
伊于,yi'yu
已於,yi'yu
已癒,yi'yu
已餘,yi'yu
悒鬱,yi'yu
抑鬱,yi'yu
挹鬱,yi'yu
亦云,yi'yun
一讚,yi'zan
胰臟,yi'zang
已佔,yi'zhan
已占卜,yi'zhan'bu
已占掛,yi'zhan'gua
已占算,yi'zhan'suan
已徵了,yi'zheng'le
已徵去,yi'zheng'qu
一隻,yi'zhi
一直發,yi'zhi'fa
一直髮女,yi'zhi'fa'nv
一隻隻,yi'zhi'zhi
一隻只夠,yi'zhi'zhi'gou
一隻只有,yi'zhi'zhi'you
依準,yi'zhun
以自制,yi'zi'zhi
飲白乾,yin'bai'qian
音不準,yin'bu'zhun
銀打製,yin'da'zhi
飲而乾,yin'er'qian
銀髮,yin'fa
銀河系,yin'he'xi
因姦成孕,yin'jian'cheng'yun
陰曆,yin'li
銀兩,yin'liang
飲兩罈,yin'liang'tan
陰乾,yin'qian
飲乾,yin'qian
慇勤,yin'qin
飲三罈,yin'san'tan
銀所製,yin'suo'zhi
印象,yin'xiang
音響當,yin'xiang'dang
銀鬚,yin'xu
銀須要,yin'xu'yao
銀須用,yin'xu'yong
瘖啞,yin'ya
飲一罈,yin'yi'tan
陰影後,yin'ying'hou
吟遊,yin'you
氤鬱,yin'yu
淫慾,yin'yu
蔭鬱,yin'yu
陰鬱,yin'yu
音樂系,yin'yue'xi
印製,yin'zhi
銀製,yin'zhi
銀制服,yin'zhi'fu
銀制住,yin'zhi'zhu
音準,yin'zhun
影,ying
營編制,ying'bian'zhi
營長,ying'chang
硬衝,ying'chong
英吋,ying'cun
迎鬥,ying'dou
硬幹,ying'gan
螢光,ying'guang
影后,ying'hou
縈迴,ying'hui
英里,ying'li
迎面,ying'mian
英明,ying'ming
螢幕,ying'mu
硬拚,ying'pan
楹舍,ying'she
營舍,ying'she
影像,ying'xiang
應像,ying'xiang
映像,ying'xiang
影響當,ying'xiang'dang
嬴餘,ying'yu
熒鬱,ying'yu
盈餘,ying'yu
贏餘,ying'yu
應徵,ying'zheng
應征服,ying'zheng'fu
應征戰,ying'zheng'zhan
勇鬥,yong'dou
勇斗膽,yong'dou'dan
佣金,yong'jin
佣錢,yong'qian
用乾布,yong'qian'bu
佣鈿,yong'tian
永誌,yong'zhi
遊伴,you'ban
遊遍,you'bian
遊兵,you'bing
遊唱,you'chang
又衝,you'chong
右衝,you'chong
又沖淡,you'chong'dan
又沖掉,you'chong'diao
又沖積,you'chong'ji
又沖蝕,you'chong'shi
又沖刷,you'chong'shua
又沖洗,you'chong'xi
又醜,you'chou
有齣好戲,you'chu'hao'hu
遊船,you'chuan
郵戳,you'chuo
猶帶,you'dai
遊蕩,you'dang
有得鬥,you'de'dou
有得斗大,you'de'dou'da
有點醜,you'dian'chou
有點睏,you'dian'kun
有點睏了,you'dian'kun'le
有點像,you'dian'xiang
又鬥,you'dou
游鬥,you'dou
又斗膽,you'dou'dan
又斗笠,you'dou'li
又斗篷,you'dou'peng
又斗然,you'dou'ran
有對象,you'dui'xiang
遊惰,you'duo
遊方,you'fang
遊蜂,you'feng
誘拐,you'guai
遊觀,you'guan
遊逛,you'guang
遊戲,you'hu
遊湖,you'hu
遊魂,you'hun
遊記,you'ji
誘姦,you'jian
遊街,you'jie
又捲,you'juan
遊軍,you'jun
遊客,you'ke
有睏意,you'kun'yi
遊覽,you'lan
遊廊,you'lang
尤里,you'li
牖里,you'li
羑里,you'li
遊歷,you'li
猶憐,you'lian
遊獵,you'lie
右面,you'mian
遊民,you'min
遊牧,you'mu
遊目,you'mu
由你幹,you'ni'gan
遊憩,you'qi
又乾又,you'qian'you
遊人,you'ren
猶如,you'ru
遊山,you'shan
遊說,you'shuo
又鬆,you'song
由他幹,you'ta'gan
由她幹,you'ta'gan
猶太曆,you'tai'li
遊艇,you'ting
遊玩,you'wan
由我幹,you'wo'gan
遊俠,you'xia
遊狎,you'xia
遊仙,you'xian
又像,you'xiang
有些睏,you'xie'kun
有些像,you'xie'xiang
遊星,you'xing
遊興,you'xing
遊行,you'xing
遊學,you'xue
遊巡,you'xun
遊冶,you'ye
猶疑,you'yi
遊藝,you'yi
優遊,you'you
悠遊,you'you
又於,you'yu
幽鬱,you'yu
憂鬱,you'yu
有餘,you'yu
猶豫,you'yu
遊豫,you'yu
遊園,you'yuan
遊樂,you'yue
又佔,you'zhan
又占卜,you'zhan'bu
又占掛,you'zhan'gua
有隻手,you'zhi'shou
有隻眼,you'zhi'yan
又準又,you'zhun'you
遊子,you'zi
遊蹤,you'zong
遊走,you'zou
愚闇,yu'an
鬱暗,yu'an
鬱閉,yu'bi
餘波,yu'bo
預佈,yu'bu
餘部,yu'bu
余部長,yu'bu'chang
鬱沉,yu'chen
餘尺,yu'chi
餘次,yu'ci
餘存,yu'cun
餘寸,yu'cun
餘黨,yu'dang
禦敵,yu'di
餘低,yu'di
餘地,yu'di
餘點,yu'dian
愈鬥愈,yu'dou'yu
餘毒,yu'du
餘額,yu'e
愈發結,yu'fa'jie
餘飯,yu'fan
于飛,yu'fei
餘匪,yu'fei
於飛奔,yu'fei'ben
於飛馳,yu'fei'chi
於飛船,yu'fei'chuan
於飛彈,yu'fei'dan
於飛刀,yu'fei'dao
於飛抵,yu'fei'di
於飛碟,yu'fei'die
於飛航,yu'fei'hang
於飛黃騰,yu'fei'huang'teng
於飛回,yu'fei'hui
於飛機,yu'fei'ji
於飛劍,yu'fei'jian
於飛濺,yu'fei'jian
於飛離,yu'fei'li
於飛龍,yu'fei'long
於飛鳥,yu'fei'niao
於飛瀑,yu'fei'pu
於飛起,yu'fei'qi
於飛禽,yu'fei'qin
於飛騰,yu'fei'teng
於飛天,yu'fei'tian
於飛向,yu'fei'xiang
於飛翔,yu'fei'xiang
於飛行,yu'fei'xing
於飛越,yu'fei'yue
於飛躍,yu'fei'yue
餘憤,yu'fen
鬱憤,yu'fen
餘風,yu'feng
餘羹,yu'geng
餘辜,yu'gu
餘光,yu'guang
于歸,yu'gui
於歸程,yu'gui'cheng
於歸還,yu'gui'huan
於歸回,yu'gui'hui
於歸家,yu'gui'jia
於歸來,yu'gui'lai
於歸路,yu'gui'lu
於歸去,yu'gui'qu
於歸途,yu'gui'tu
慾海,yu'hai
餘海里,yu'hai'li
餘杭,yu'hang
癒合,yu'he
愈合得來,yu'he'de'lai
愈合乎,yu'he'hu
愈合力,yu'he'li
愈合理,yu'he'li
愈合攏,yu'he'long
慾壑難填,yu'he'nuo'tian
愈合拍,yu'he'pai
愈合情合理,yu'he'qing'he'li
愈合情理,yu'he'qing'li
愈合身,yu'he'shen
愈合式,yu'he'shi
愈合適,yu'he'shi
愈合他,yu'he'ta
愈合我,yu'he'wo
愈合心,yu'he'xin
愈合意,yu'he'yi
愈合用,yu'he'yong
愈合於,yu'he'yu
愈合作,yu'he'zuo
餘恨,yu'hen
語彙,yu'hui
迂迴,yu'hui
餘暉,yu'hui
餘輝,yu'hui
慾火,yu'huo
餘禍,yu'huo
鬱火,yu'huo
餘悸,yu'ji
餘騎,yu'ji
鬱積,yu'ji
于嗟,yu'jie
鬱結,yu'jie
餘燼,yu'jin
鬱金香,yu'jin'xiang
餘勁,yu'jing
愈捲,yu'juan
籲俊,yu'jun
禦寇,yu'kou
餘款,yu'kuan
鬱壘,yu'lei
餘利,yu'li
餘力,yu'li
餘瀝,yu'li
餘裡,yu'li
餘里,yu'li
餘糧,yu'liang
域瞭望,yu'liao'wang
鬱林,yu'lin
餘漏,yu'lou
餘僇,yu'lu
餘路,yu'lu
鬱律,yu'lv
鬱悶,yu'men
餘名,yu'ming
餘脈,yu'mo
餘畝,yu'mu
餘孬,yu'nao
慾念,yu'nian
餘年,yu'nian
餘孽,yu'nie
餘怒,yu'nu
鬱怒,yu'nu
餘怒未息,yu'nu'wei'xi
與女鬥,yu'nv'dou
玉珮,yu'pei
餘匹,yu'pi
餘氣,yu'qi
于謙,yu'qian
餘錢,yu'qian
魚乾,yu'qian
籲請,yu'qing
餘情,yu'qing
餘慶,yu'qing
慾求不滿,yu'qiu'bu'man
餘熱,yu're
鬱熱,yu're
餘人,yu'ren
餘刃,yu'ren
餘日,yu'ri
于思,yu'sai
鬱塞,yu'sai
餘僧,yu'seng
漁舍,yu'she
鬱沈,yu'shen
餘生,yu'sheng
于氏,yu'shi
餘事,yu'shi
餘勢,yu'shi
餘數,yu'shuo
於思春,yu'si'chun
於思及,yu'si'ji
於思考,yu'si'kao
於思量,yu'si'liang
於思路,yu'si'lu
於思慮,yu'si'lv
於思念,yu'si'nian
於思巧,yu'si'qiao
於思維,yu'si'wei
於思悟,yu'si'wu
於思想,yu'si'xiang
於思鄉,yu'si'xiang
於思緒,yu'si'xu
魚鬆,yu'song
餘歲,yu'sui
玉所製,yu'suo'zhi
玉所制服,yu'suo'zhi'fu
與他一鬥,yu'ta'yi'dou
與她一鬥,yu'ta'yi'dou
于闐,yu'tian
籲天,yu'tian
餘桶,yu'tong
鬱痛,yu'tong
芋頭,yu'tou
慾望,yu'wang
餘位,yu'wei
餘味,yu'wei
餘威,yu'wei
鬱巍,yu'wei
餘溫,yu'wen
語文系,yu'wen'xi
鬱蓊,yu'weng
禦侮,yu'wu
餘下,yu'xia
餘暇,yu'xia
踰閑,yu'xian
餘弦,yu'xian
于先生,yu'xian'sheng
愈像,yu'xiang
餘香,yu'xiang
于小姐,yu'xiao'jie
餘興,yu'xing
鬱血,yu'xue
餘殃,yu'yang
鬱泱,yu'yang
鬱悒,yu'yi
鬱抑,yu'yi
鬱挹,yu'yi
鬱邑,yu'yi
餘蔭,yu'yin
餘音,yu'yin
鬱堙,yu'yin
語有云,yu'you'yun
于于,yu'yu
紆餘,yu'yu
紆鬱,yu'yu
裕餘,yu'yu
餘裕,yu'yu
鬱於,yu'yu
鬱燠,yu'yu
鬱紆,yu'yu
鬱鬱,yu'yu
餘月,yu'yue
餘韻,yu'yun
餘載,yu'zai
餘責,yu'ze
餘賊,yu'zei
欲佔,yu'zhan
欲占卜,yu'zhan'bu
欲占掛,yu'zhan'gua
欲占算,yu'zhan'suan
慾障,yu'zhang
餘丈,yu'zhang
餘者,yu'zhe
餘震,yu'zhen
鬱症,yu'zheng
玉製,yu'zhi
餘枝,yu'zhi
玉制服,yu'zhi'fu
餘眾,yu'zhong
餘子,yu'zi
餘字,yu'zi
餘子碌碌,yu'zi'lu'lu
院長發,yuan'chang'fa
園丁,yuan'ding
願幹,yuan'gan
願干犯,yuan'gan'fan
願幹犯法,yuan'gan'fan'fa
願干犯法紀,yuan'gan'fan'fa'ji
願干戈,yuan'gan'ge
願干冒奇,yuan'gan'mao'qi
願干擾,yuan'gan'rao
願干涉,yuan'gan'she
願干休,yuan'gan'xiu
願干預,yuan'gan'yu
願乾杯,yuan'qian'bei
願乾脆,yuan'qian'cui
願乾旱,yuan'qian'han
願乾涸,yuan'qian'he
願乾淨,yuan'qian'jing
願乾坤,yuan'qian'kun
願乾糧,yuan'qian'liang
願乾那杯,yuan'qian'na'bei
願乾一杯,yuan'qian'yi'bei
願乾燥,yuan'qian'zao
願乾這杯,yuan'qian'zhe'bei
院舍,yuan'she
元兇,yuan'xiong
願意幹,yuan'yi'gan
願意干擾,yuan'yi'gan'rao
願意干涉,yuan'yi'gan'she
願意干休,yuan'yi'gan'xiu
願意干預,yuan'yi'gan'yu
願意乾杯,yuan'yi'qian'bei
願意乾脆,yuan'yi'qian'cui
願意乾淨,yuan'yi'qian'jing
願意乾枯,yuan'yi'qian'ku
願意乾坤,yuan'yi'qian'kun
願意乾那杯,yuan'yi'qian'na'bei
願意乾這杯,yuan'yi'qian'zhe'bei
遠遊,yuan'you
園遊會,yuan'you'kuai
遠征,yuan'zheng
圓錐,yuan'zhui
原子鐘,yuan'zi'zhong
越醜,yue'chou
越鬥,yue'dou
越發結,yue'fa'jie
越捲,yue'juan
嶽立,yue'li
月曆,yue'li
月明,yue'ming
越像,yue'xiang
月餘,yue'yu
嶽峙,yue'zhi
樂鐘,yue'zhong
越準,yue'zhun
月準到,yue'zhun'dao
員編制,yun'bian'zhi
運籌帷幄,yun'chou'wei'wo
熅斗,yun'dou
熨斗,yun'dou
云爾,yun'er
員幹將,yun'gan'jiang
蘊涵,yun'han
醞釀,yun'niang
熨乾,yun'qian
云然,yun'ran
雲吞麵,yun'tun'mian
雲霄,yun'xiao
隕岩,yun'yan
雲遊,yun'you
云云,yun'yun
允准,yun'zhun
雜誌,za'zhi
再衝,zai'chong
再沖茶,zai'chong'cha
再沖淡,zai'chong'dan
再沖積,zai'chong'ji
再沖蝕,zai'chong'shi
再沖刷,zai'chong'shua
再沖水,zai'chong'shui
再沖喜,zai'chong'xi
再沖洗,zai'chong'xi
再沖走,zai'chong'zou
再醜,zai'chou
再鬥,zai'dou
再斗膽,zai'dou'dan
再鬥鬥,zai'dou'dou
再鬥一鬥,zai'dou'yi'dou
再幹殺,zai'gan'sha
再幹他一次,zai'gan'ta'yi'ci
再幹一次,zai'gan'yi'ci
再捲,zai'juan
再像,zai'xiang
再佔,zai'zhan
再占卜,zai'zhan'bu
再占算,zai'zhan'suan
再占一掛,zai'zhan'yi'gua
讚不絕口,zan'bu'jue'kou
暫採,zan'cai
暫采聲,zan'cai'sheng
讚辭,zan'ci
讚道,zan'dao
讚得,zan'de
讚的,zan'de
讚歌,zan'ge
讚個不,zan'ge'bu
讚過,zan'guo
贊過酒,zan'guo'jiu
贊過禮,zan'guo'li
讚好,zan'hao
讚口不,zan'kou'bu
讚了,zan'le
讚兩句,zan'liang'ju
讚美,zan'mei
讚妙,zan'miao
讚那,zan'na
讚你,zan'ni
讚您,zan'nin
讚佩,zan'pei
讚捧,zan'peng
讚賞,zan'shang
讚聲,zan'sheng
暫鬆,zan'song
讚誦,zan'song
讚頌,zan'song
暫鬆下,zan'song'xia
讚他,zan'ta
讚她,zan'ta
讚歎,zan'tan
讚我,zan'wo
讚羨,zan'xian
讚許,zan'xu
讚仰,zan'yang
讚揚,zan'yang
讚一句,zan'yi'ju
讚一聲,zan'yi'sheng
讚一讚,zan'yi'zan
讚詠,zan'yong
讚譽,zan'yu
讚這,zan'zhe
讚著,zan'zhu
讚自己,zan'zi'ji
臟腑,zang'fu
臟器,zang'qi
蹧躂,zao'da
糟蹋,zao'ta
造像,zao'xiang
噪音,zao'yin
躁鬱,zao'yu
側衝,ze'chong
則像,ze'xiang
則象限,ze'xiang'xian
則象徵,ze'xiang'zheng
則像征服,ze'xiang'zheng'fu
則像征戰,ze'xiang'zheng'zhan
怎麼,zen'mo
怎麼辦,zen'mo'ban
怎麼鬥,zen'mo'dou
怎麼斗大,zen'mo'dou'da
怎麼斗膽,zen'mo'dou'dan
怎麼斗室,zen'mo'dou'shi
怎麼幹,zen'mo'gan
怎麼干擾,zen'mo'gan'rao
怎麼干涉,zen'mo'gan'she
怎麼乾淨,zen'mo'qian'jing
怎麼說,zen'mo'shuo
怎麼像,zen'mo'xiang
怎麼象牙,zen'mo'xiang'ya
怎麼樣,zen'mo'yang
紮彩,zha'cai
紮成,zha'cheng
紮囮,zha'e
紮裹,zha'guo
紮好,zha'hao
扎好底子,zha'hao'di'zi
扎好根,zha'hao'gen
炸醬麵,zha'jiang'mian
紮結,zha'jie
紮緊,zha'jin
紮腳,zha'jue
紮了,zha'le
紮起,zha'qi
搾乾,zha'qian
紮實,zha'shi
扎實根基,zha'shi'gen'ji
紮穩,zha'wen
紮下,zha'xia
紮營,zha'ying
紮在,zha'zai
紮詐,zha'zha
扎扎實實,zha'zha'shi'shi
紮紮跳,zha'zha'tiao
紮寨,zha'zhai
紮住,zha'zhu
紮著,zha'zhu
宅第,zhai'di
宅舍,zhai'she
齋舍,zhai'she
寨主,zhai'zhu
佔八,zhan'ba
佔百,zhan'bai
佔半,zhan'ban
佔遍,zhan'bian
佔別的,zhan'bie'de
佔別人,zhan'bie'ren
展佈,zhan'bu
佔不到,zhan'bu'dao
佔不了,zhan'bu'liao
佔不上,zhan'bu'shang
佔不佔,zhan'bu'zhan
佔不著,zhan'bu'zhu
佔大,zhan'da
佔到,zhan'dao
棧道,zhan'dao
佔得,zhan'de
占的掛,zhan'de'gua
佔地,zhan'di
佔第,zhan'di
佔點,zhan'dian
佔定,zhan'ding
戰鬥,zhan'dou
佔多,zhan'duo
佔奪,zhan'duo
佔二,zhan'er
佔個,zhan'ge
佔個便宜,zhan'ge'pian'yi
佔過,zhan'guo
占過卜,zhan'guo'bu
占過掛,zhan'guo'gua
占過一掛,zhan'guo'yi'gua
佔機,zhan'ji
佔盡,zhan'jin
佔九,zhan'jiu
佔居,zhan'ju
佔據,zhan'ju
佔絕大,zhan'jue'da
佔絕對,zhan'jue'dui
佔絕多,zhan'jue'duo
佔絕少,zhan'jue'shao
佔絕小,zhan'jue'xiao
佔空間,zhan'kong'jian
佔了,zhan'le
占了卜,zhan'le'bu
占了掛,zhan'le'gua
占了一掛,zhan'le'yi'gua
戰慄,zhan'li
佔兩,zhan'liang
佔劣,zhan'lie
佔領,zhan'ling
佔六,zhan'liu
佔滿,zhan'man
蘸墨,zhan'mo
佔你,zhan'ni
佔朋友,zhan'peng'you
佔便宜,zhan'pian'yi
佔七,zhan'qi
佔其,zhan'qi
佔起你,zhan'qi'ni
佔起他,zhan'qi'ta
