阿魏,a'wei
云雾移睛,yun'wu'yi'jing
芸香草,yun'xiang'cao
孕痈病,yun'yong'bing
脏腑,zang'fu
脏腑并,zang'fu'bing
脏腑虚冷,zang'fu'xu'leng
脏腑学说,zang'fu'xue'shuo
脏腑证候,zang'fu'zheng'hou
脏结证,zang'jie'zheng
脏躁,zang'zao
脏躁病,zang'zao'bing
脏燥证,zang'zao'zheng
皂矾,zao'fan
燥干清窍证,zao'gan'qing'qiao'zheng
燥化,zao'hua
燥火,zao'huo
燥剂,zao'ji
皂荚,zao'jia
皂角,zao'jiao
皂角刺,zao'jiao'ci
燥结,zao'jie
枣皮,zao'pi
燥气化火证,zao'qi'hua'huo'zheng
燥热,zao're
燥热伤肺证,zao're'shang'fei'zheng
燥热伤津证,zao're'shang'jin'zheng
燥热外犯证,zao're'wai'fan'zheng
燥伤肺卫证,zao'shang'fei'wei'zheng
燥伤真阴证,zao'shang'zhen'yin'zheng
燥湿,zao'shi
燥矢,zao'shi
燥湿化痰,zao'shi'hua'tan
燥痰证,zao'tan'zheng
早泄,zao'xie
燥邪,zao'xie
早泄病,zao'xie'bing
燥邪犯肺证,zao'xie'fan'fei'zheng
燥邪伤肺证,zao'xie'shang'fei'zheng
燥邪伤阴证,zao'xie'shang'yin'zheng
灶心土,zao'xin'tu
蚤休,zao'xiu
燥证类,zao'zheng'lei
泽兰,ze'lan
泽漆,ze'qi
泽泻,ze'xie
增液,zeng'ye
扎蓬果,zha'peng'guo
痄腮,zha'sai
痄腮病,zha'sai'bing
谵语,zhan'yu
掌参,zhang'can
樟脑,zhang'nao
爪为筋之余,zhao'wei'jin'zhi'yu
浙贝母,zhe'bei'mu
赭石,zhe'shi
振胞瘀痛,zhen'bao'yu'tong
振颤,zhen'chan
疹出热退,zhen'chu're'tui
镇肝,zhen'gan
振寒,zhen'han
真寒假热,zhen'han'jia're
疹后阴伤,zhen'hou'yin'shang
疹回期,zhen'hui'qi
珍菊降压片,zhen'ju'jiang'ya'pian
真气,zhen'qi
疹前期,zhen'qian'qi
真热假寒,zhen're'jia'han
真实假虚,zhen'shi'jia'xu
镇心,zhen'xin
真心痛,zhen'xin'tong
真虚假实,zhen'xu'jia'shi
真牙,zhen'ya
针眼病,zhen'yan'bing
真阴衰竭,zhen'yin'shuai'jie
珍珠,zhen'zhu
珍珠母,zhen'zhu'mu
珍珠母阿胶,zhen'zhu'mu'e'jiao
怔忡,zheng'chong
怔忡病,zheng'chong'bing
癥积,zheng'ji
症瘕,zheng'jia
正气,zheng'qi
正气内存,zheng'qi'nei'cun
正气虚,zheng'qi'xu
正盛邪实证,zheng'sheng'xie'shi'zheng
正胜邪退,zheng'sheng'xie'tui
正水,zheng'shui
正邪,zheng'xie
正虚毒炽证,zheng'xu'du'chi'zheng
正虚毒结证,zheng'xu'du'jie'zheng
正虚毒恋证,zheng'xu'du'lian'zheng
正虚邪恋肺脾气虚证,zheng'xu'xie'lian'fei'pi'qi'xu'zheng
正虚邪恋内风扰动证,zheng'xu'xie'lian'nei'feng'rao'dong'zheng
正虚邪恋痰蒙清窍证,zheng'xu'xie'lian'tan'meng'qing'qiao'zheng
正虚邪恋阴虚肺热证,zheng'xu'xie'lian'yin'xu'fei're'zheng
正虚邪恋余热未清证,zheng'xu'xie'lian'yu're'wei'qing'zheng
正虚邪恋证,zheng'xu'xie'lian'zheng
正虚邪留证,zheng'xu'xie'liu'zheng
正虚邪实证,zheng'xu'xie'shi'zheng
正虚瘀结证,zheng'xu'yu'jie'zheng
症与证,zheng'yu'zheng
正治,zheng'zhi
炙百部,zhi'bai'bu
制白附子,zhi'bai'fu'zi
炙必甲,zhi'bi'jia
治病求本,zhi'bing'qiu'ben
制草乌,zhi'cao'wu
制川乌,zhi'chuan'wu
制大黄,zhi'da'huang
炙冬花,zhi'dong'hua
治风,zhi'feng
治风化痰,zhi'feng'hua'tan
炙甘草,zhi'gan'cao
制龟板,zhi'gui'ban
制何首乌,zhi'he'shou'wu
制黄精,zhi'huang'jing
制黄芪,zhi'huang'qi
炙黄芪,zhi'huang'qi
制剂,zhi'ji
支节烦痛,zhi'jie'fan'tong
枳具子,zhi'ju'zi
肢厥,zhi'jue
枳壳,zhi'ke
脂瘤病,zhi'liu'bing
制马兜铃,zhi'ma'dou'ling
炙麻黄,zhi'ma'huang
制马钱子,zhi'ma'qian'zi
知母,zhi'mu
炙杷叶,zhi'pa'ye
炙桑皮,zhi'sang'pi
炙升麻,zhi'sheng'ma
枳实,zhi'shi
炙苏子,zhi'su'zi
制天南星,zhi'tian'nan'xing
肢痿,zhi'wei
制香附,zhi'xiang'fu
至虚有盛候,zhi'xu'you'sheng'hou
支饮,zhi'yin
至阴,zhi'yin
制远志,zhi'yuan'zhi
治则,zhi'ze
支柱蓼,zhi'zhu'liao
蜘蛛香,zhi'zhu'xiang
栀子,zhi'zi
炙紫苑,zhi'zi'yuan
中草,zhong'cao
中毒病,zhong'du'bing
中恶,zhong'e
中风,zhong'feng
中风病,zhong'feng'bing
中风痰厥,zhong'feng'tan'jue
中腑,zhong'fu
中侯,zhong'hou
中焦寒热互结,zhong'jiao'han're'hu'jie
中焦湿热证,zhong'jiao'shi're'zheng
中焦虚寒,zhong'jiao'xu'han
中焦虚寒证,zhong'jiao'xu'han'zheng
肿节风,zhong'jie'feng
中经络,zhong'jing'luo
肿满,zhong'man
中期,zhong'qi
中气不足,zhong'qi'bu'zu
中气不足膀胱失约证,zhong'qi'bu'zu'pang'guang'shi'yue'zheng
中气不足证,zhong'qi'bu'zu'zheng
中气亏虚证,zhong'qi'kui'xu'zheng
中气下陷,zhong'qi'xia'xian
中气下陷膀胱失约证,zhong'qi'xia'xian'pang'guang'shi'yue'zheng
中气下陷清阳不升证,zhong'qi'xia'xian'qing'yang'bu'sheng'zheng
中气下陷证,zhong'qi'xia'xian'zheng
中气虚寒证,zhong'qi'xu'han'zheng
钟乳石,zhong'ru'shi
重身,zhong'shen
中暑,zhong'shu
中暑病,zhong'shu'bing
中虚脏寒证,zhong'xu'zang'han'zheng
肿疡,zhong'yang
中脏,zhong'zang
周痹,zhou'bi
州都之官,zhou'du'zhi'guan
肘痈病,zhou'yong'bing
猪胆汁,zhu'dan'zhi
珠儿参,zhu'er'can
竹菇,zhu'gu
逐寒开窍,zhu'han'kai'qiao
竹黄,zhu'huang
竹节参,zhu'jie'can
主津与传导,zhu'jin'yu'chuan'dao
竹沥,zhu'li
猪苓,zhu'ling
竹苓,zhu'ling
苎麻根,zhu'ma'gen
侏儒,zhu'ru
竹茹,zhu'ru
朱砂,zhu'sha
朱砂冬,zhu'sha'dong
朱砂根,zhu'sha'gen
朱砂莲,zhu'sha'lian
朱砂七,zhu'sha'qi
诸湿肿满皆属于脾,zhu'shi'zhong'man'jie'shu'yu'pi
逐水,zhu'shui
猪蹄甲,zhu'ti'jia
疰夏,zhu'xia
疰夏病,zhu'xia'bing
逐血,zhu'xue
猪牙皂,zhu'ya'zao
助阳,zhu'yang
猪殃殃,zhu'yang'yang
竹叶,zhu'ye
竹叶柴胡,zhu'ye'chai'hu
逐瘀,zhu'yu
珠子参,zhu'zi'can
猪鬃草,zhu'zong'cao
抓痕,zhua'hen
转胞,zhuan'bao
转筋,zhuan'jin
专科证候,zhuan'ke'zheng'hou
壮火,zhuang'huo
撞击伤目病,zhuang'ji'shang'mu'bing
壮热,zhuang're
壮水制阳,zhuang'shui'zhi'yang
壮水之主,zhuang'shui'zhi'zhu
壮阳,zhuang'yang
浊闭证,zhuo'bi'zheng
浊气,zhuo'qi
浊痰上逆,zhuo'tan'shang'ni
浊邪上犯,zhuo'xie'shang'fan
浊阴不降,zhuo'yin'bu'xiang
紫白癜风病,zi'bai'dian'feng'bing
紫斑,zi'ban
紫贝齿,zi'bei'chi
紫背天葵,zi'bei'tian'kui
子病,zi'bing
紫草,zi'cao
紫草根,zi'cao'gen
紫草茸,zi'cao'rong
子处,zi'chu
紫丹参,zi'dan'shen
紫癜病,zi'dian'bing
紫癜风病,zi'dian'feng'bing
子烦,zi'fan
子烦病,zi'fan'bing
紫绀,zi'gan
子宫虚寒,zi'gong'xu'han
自汗,zi'han
自汗病,zi'han'bing
紫河车,zi'he'che
紫花地丁,zi'hua'di'ding
紫花杜鹃,zi'hua'du'juan
紫金锭,zi'jin'ding
紫荆皮,zi'jing'pi
自利清水,zi'li'qing'shui
自利益甚,zi'li'yi'shen
子淋,zi'lin
子淋病,zi'lin'bing
子苓,zi'ling
子满病,zi'man'bing
子门,zi'men
子鸣,zi'ming
滋脾,zi'pi
紫萍,zi'ping
子气,zi'qi
紫萁贯众,zi'qi'guan'zhong
自然铜,zi'ran'tong
滋肾,zi'shen
紫石英,zi'shi'ying
滋水制火,zi'shui'zhi'huo
子嗽病,zi'sou'bing
紫苏,zi'su
紫苏梗,zi'su'geng
紫苏叶,zi'su'ye
紫苏子,zi'su'zi
子痰,zi'tan
子痰病,zi'tan'bing
紫菀,zi'wan
紫菀花,zi'wan'hua
紫葳,zi'wei
子痫病,zi'xian'bing
子悬,zi'xuan
子悬病,zi'xuan'bing
紫血,zi'xue
子瘖,zi'yin
滋阴,zi'yin
滋阴涵阳,zi'yin'han'yang
子痈,zi'yong
子痈病,zi'yong'bing
紫苑,zi'yuan
子晕病,zi'yun'bing
子脏,zi'zang
紫芝,zi'zhi
子肿,zi'zhong
子肿病,zi'zhong'bing
紫株,zi'zhu
紫珠,zi'zhu
紫竹,zi'zhu
棕板,zong'ban
宗筋,zong'jin
棕榈,zong'lv
棕榈炭,zong'lv'tan
宗脉,zong'mai
宗脉所聚,zong'mai'suo'ju
宗气,zong'qi
走黄病,zou'huang'bing
足底疔病,zu'di'ding'bing
足发背病,zu'fa'bei'bing
足跟痹,zu'gen'bi
足内抛,zu'nei'pao
祖司麻,zu'si'ma
足外抛,zu'wai'pao
