阿魏,a'wei
腊梅花,la'mei'hua
莱菔子,lai'fu'zi
癞皮病,lai'pi'bing
蓝布正,lan'bu'zheng
烂疔病,lan'ding'bing
烂喉丹沙,lan'hou'dan'sha
烂喉丹痧,lan'hou'dan'sha
烂喉痧病,lan'hou'sha'bing
蓝花参,lan'hua'shen
狼把草,lang'ba'cao
莨菪子,lang'dang'zi
狼毒,lang'du
老鹳草,lao'guan'cao
老鹳嘴,lao'guan'zui
劳淋,lao'lin
痨淋,lao'lin
劳淋病,lao'lin'bing
劳伤筋脉证,lao'shang'jin'mai'zheng
劳伤心脾气不摄精证,lao'shang'xin'pi'qi'bu'she'jing'zheng
劳伤心脾证,lao'shang'xin'pi'zheng
老少年,lao'shao'nian
老勿大,lao'wu'da
老鸦瓣,lao'ya'ban
痨瘵,lao'zhai
落枕,lao'zhen
落枕病,lao'zhen'bing
了哥王,le'ge'wang
雷公藤,lei'gong'teng
类霍乱,lei'huo'luan
泪窍,lei'qiao
类中风,lei'zhong'feng
冷厥,leng'jue
冷泪,leng'lei
冷哮,leng'xiao
里寒,li'han
里喉痈,li'hou'yong
痢疾,li'ji
里结,li'jie
栗壳,li'ke
藜芦,li'lu
利气,li'qi
理气,li'qi
利窍,li'qiao
里热,li're
里热炽盛,li're'chi'sheng
理伤续断,li'shang'xu'duan
里实,li'shi
利水,li'shui
利水渗湿,li'shui'shen'shi
利水通淋,li'shui'tong'lin
利水退肿,li'shui'tui'zhong
里虚,li'xu
理血,li'xue
鲤鱼,li'yu
荔枝核,li'zhi'he
黧足肿,li'zu'zhong
臁疮,lian'chuang
莲房,lian'fang
敛汗,lian'han
莲花,lian'hua
连钱草,lian'qian'cao
连翘,lian'qiao
莲肉,lian'rou
莲芯,lian'xin
莲须,lian'xu
敛阴,lian'yin
莲子,lian'zi
莲子心,lian'zi'xin
良姜,liang'jiang
两面针,liang'mian'zhen
两头尖,liang'tou'jian
凉血,liang'xue
凉燥,liang'zao
凉燥袭肺,liang'zao'xi'fei
蓼大青叶,liao'da'qing'ye
辽藁本,liao'gao'ben
列当,lie'dang
淋浊,lin'zhuo
菱角,ling'jiao
鲮鲤,ling'li
凌霄花,ling'xiao'hua
羚羊角,ling'yang'jiao
灵芝,ling'zhi
六腑,liu'fu
六腑以通为用,liu'fu'yi'tong'wei'yong
六和曲,liu'he'qu
硫磺,liu'huang
硫黄,liu'huang
刘寄奴,liu'ji'nu
六经辨证,liu'jing'bian'zheng
六经之藩篱,liu'jing'zhi'fan'li
流皮漏,liu'pi'lou
六气,liu'qi
六曲,liu'qu
流痰病,liu'tan'bing
瘤型,liu'xing
柳芽,liu'ya
柳叶,liu'ye
六淫,liu'yin
留饮,liu'yin
六阴脉,liu'yin'mai
六月雪,liu'yue'xue
柳枝,liu'zhi
流注病,liu'zhu'bing
癃闭,long'bi
癃闭病,long'bi'bing
龙齿,long'chi
龙胆,long'dan
龙胆草,long'dan'cao
龙骨,long'gu
龙葵,long'kui
龙利叶,long'li'ye
龙脑,long'nao
龙脑香,long'nao'xiang
龙涎香,long'xian'xiang
聋哑病,long'ya'bing
龙牙草,long'ya'cao
龙眼,long'yan
龙眼肉,long'yan'rou
蝼蛄,lou'gu
蝼蛄疖病,lou'gu'jie'bing
漏肩风病,lou'jian'feng'bing
漏睛病,lou'jing'bing
漏睛疮病,lou'jing'chuang'bing
漏芦,lou'lu
漏胎,lou'tai
潞党参,lu'dang'shen
芦丁,lu'ding
露蜂房,lu'feng'fang
炉甘石,lu'gan'shi
芦根,lu'gen
芦荟,lu'hui
卤碱,lu'jian
鹿角,lu'jiao
鹿角胶,lu'jiao'jiao
鹿角霜,lu'jiao'shuang
路路通,lu'lu'tong
辘轳转关病,lu'lu'zhuan'guan'bing
颅脑痈,lu'nao'yong
鹿茸,lu'rong
鹿肉,lu'rou
鹿肾,lu'shen
鹿胎,lu'tai
鹿尾,lu'wei
鹿衔草,lu'xian'cao
鹿血,lu'xue
陆英,lu'ying
芦竹根,lu'zhu'gen
挛痛,luan'tong
萝卜,luo'bo
罗布麻,luo'bu'ma
罗布麻叶,luo'bu'ma'ye
罗汉果,luo'han'guo
落葵,luo'kui
瘰疠,luo'li
瘰疬病,luo'li'bing
络脉不和证,luo'mai'bu'he'zheng
络脉空虚风邪入中证,luo'mai'kong'xu'feng'xie'ru'zhong'zheng
络脉空虚证,luo'mai'kong'xu'zheng
络脉破损证,luo'mai'po'sun'zheng
络气不和证,luo'qi'bu'he'zheng
络伤出血证,luo'shang'chu'xie'zheng
络石藤,luo'shi'teng
葎草,lv'cao
铝丹,lv'dan
绿豆,lv'dou
绿萼梅,lv'e'mei
绿风内障病,lv'feng'nei'zhang'bing
驴肾,lv'shen
吕宋果,lv'song'guo
马宝,ma'bao
马鞭草,ma'bian'cao
马槟榔,ma'bing'lang
马勃,ma'bo
马菜,ma'cai
马齿苋,ma'chi'xian
马刀侠瘿,ma'dao'xia'ying
马兜铃,ma'dou'ling
麻黄,ma'huang
麻黄根,ma'huang'gen
麻黄绒,ma'huang'rong
马兰,ma'lan
马兰草,ma'lan'cao
马兰头,ma'lan'tou
马利筋,ma'li'jin
马莲,ma'lian
马蔺,ma'lin
马前子,ma'qian'zi
马钱子,ma'qian'zi
麻仁,ma'ren
马尿泡,ma'sui'pao
马蹄金,ma'ti'jin
马尾黄连,ma'wei'huang'lian
马尾莲,ma'wei'lian
马辛,ma'xin
马牙硝,ma'ya'xiao
马缨花,ma'ying'hua
麻油,ma'you
麻疹,ma'zhen
脉痹,mai'bi
麦冬,mai'dong
麦饭石,mai'fan'shi
脉经,mai'jing
麦门冬,mai'men'dong
脉通,mai'tong
麦芽,mai'ya
脉证顺逆,mai'zheng'shun'ni
慢喉痹病,man'hou'bi'bing
慢喉病,man'hou'bing
慢惊风,man'jing'feng
慢惊风病,man'jing'feng'bing
蔓荆子,man'jing'zi
慢乳蛾病,man'ru'e'bing
慢性肾衰,man'xing'shen'shuai
莽草,mang'cao
芒硝,mang'xiao
毛悴色夭,mao'cui'se'yao
毛冬青,mao'dong'qing
毛茛,mao'gen
茅根,mao'gen
毛诃子,mao'he'zi
毛鸡,mao'ji
毛姜,mao'jiang
茅莓,mao'mei
冒暑病,mao'shu'bing
猫眼草,mao'yan'cao
猫眼疮病,mao'yan'chuang'bing
猫爪草,mao'zhao'cao
玫瑰花,mei'gui'hua
梅核气,mei'he'qi
梅核气病,mei'he'qi'bing
梅花,mei'hua
眉棱骨痛,mei'leng'gu'tong
眉棱骨痛病,mei'leng'gu'tong'bing
梅片,mei'pian
梅仁,mei'ren
没石,mei'shi
没药,mei'yao
虻虫,meng'chong
礞石,meng'shi
梦遗,meng'yi
梦遗病,meng'yi'bing
蜜百部,mi'bai'bu
蜜白前,mi'bai'qian
泌别清浊,mi'bie'qing'zhuo
猕猴桃,mi'hou'tao
糜烂,mi'lan
糜烂型,mi'lan'xing
密蒙花,mi'meng'hua
蜜蒙花,mi'meng'hua
蜜枇杷叶,mi'pi'pa'ye
蜜前胡,mi'qian'hu
米仁,mi'ren
蜜桑白皮,mi'sang'bai'pi
密陀僧,mi'tuo'seng
蜜紫菀,mi'zi'wan
绵萆薢,mian'bi'xie
面风痛,mian'feng'tong
棉花根,mian'hua'gen
绵马贯众,mian'ma'guan'zhong
面瘫病,mian'tan'bing
面痛病,mian'tong'bing
绵茵陈,mian'yin'chen
面游风病,mian'you'feng'bing
明党参,ming'dang'shen
明矾,ming'fan
命门,ming'men
命门火衰,ming'men'huo'shuai
明天麻,ming'tian'ma
蘑菇,mo'gu
墨旱莲,mo'han'lian
茉莉花,mo'li'hua
墨元参,mo'yuan'shen
目胞浮肿,mu'bao'fu'zhong
木笔,mu'bi
木笔花,mu'bi'hua
木鳖子,mu'bie'zi
目病,mu'bing
木菠萝,mu'bo'luo
牡丹皮,mu'dan'pi
母丁香,mu'ding'xiang
木豆,mu'dou
木耳,mu'er
木防己,mu'fang'ji
木芙蓉,mu'fu'rong
木芙蓉叶,mu'fu'rong'ye
木瓜,mu'gua
木蝴喋,mu'hu'die
木蝴蝶,mu'hu'die
木患子,mu'huan'zi
目昏,mu'hun
木姜子,mu'jiang'zi
木槿花,mu'jin'hua
木槿皮,mu'jin'pi
木槿子,mu'jin'zi
牡荆叶,mu'jing'ye
木蓝,mu'lan
牡蛎,mu'li
木莲,mu'lian
木灵芝,mu'ling'zhi
木棉花,mu'mian'hua
目偏视病,mu'pian'shi'bing
木藤蓼,mu'teng'liao
木通,mu'tong
木香,mu'xiang
目痒病,mu'yang'bing
木腰子,mu'yao'zi
木贼,mu'zei
木贼花,mu'zei'hua
目中赤脉,mu'zhong'chi'mai
纳气,na'qi
奶麻病,nai'ma'bing
奶癣病,nai'xuan'bing
南北沙参,nan'bei'sha'shen
难产病,nan'chan'bing
南瓜子,nan'gua'zi
南沙参,nan'sha'shen
南蛇藤果,nan'she'teng'guo
南藤,nan'teng
南星,nan'xing
囊虫侵脑证,nang'chong'qin'nao'zheng
囊痈病,nang'yong'bing
脑呆,nao'dai
脑疽病,nao'ju'bing
脑痨,nao'lao
脑瘤,nao'liu
脑络痹,nao'luo'bi
脑鸣,nao'ming
脑窍被蒙证,nao'qiao'bei'meng'zheng
硇砂,nao'sha
脑髓失养证,nao'sui'shi'yang'zheng
脑萎,nao'wei
闹羊花,nao'yang'hua
内闭外脱,nei'bi'wai'tuo
内闭外脱证,nei'bi'wai'tuo'zheng
内风,nei'feng
内格,nei'ge
内寒,nei'han
内火,nei'huo
内科癌病,nei'ke'ai'bing
内科瘤病,nei'ke'liu'bing
内科其他病脚气病,nei'ke'qi'ta'bing'jiao'qi'bing
内热,nei're
内伤发热病,nei'shang'fa're'bing
内伤咳嗽病,nei'shang'ke'sou'bing
内实,nei'shi
内湿,nei'shi
内托,nei'tuo
内陷病,nei'xian'bing
内陷厥阴证,nei'xian'jue'yin'zheng
内陷外脱证,nei'xian'wai'tuo'zheng
内消,nei'xiao
内痈,nei'yong
内燥,nei'zao
逆传心包,ni'chuan'xin'bao
逆传心包证,ni'chuan'xin'bao'zheng
溺血,ni'xue
酿脓期,niang'nong'qi
尿崩,niao'beng
鸟不宿,niao'bu'su
尿道痿,niao'dao'wei
尿频病,niao'pin'bing
尿血,niao'xie
尿血病,niao'xie'bing
尿浊,niao'zhuo
尿浊病,niao'zhuo'bing
凝脂翳病,ning'zhi'yi'bing
牛蒡,niu'bang
牛蒡子,niu'bang'zi
牛大力,niu'da'li
牛黄,niu'huang
牛膝,niu'xi
牛西西,niu'xi'xi
牛至,niu'zhi
脓毒犯脏,nong'du'fan'zang
脓毒侵袭,nong'du'qin'xi
脓毒蚀骨,nong'du'shi'gu
脓耳,nong'er
脓耳口眼斜,nong'er'kou'yan'xie
农吉利,nong'ji'li
农吉利总碱,nong'ji'li'zong'jian
胬肉攀睛,nu'rou'pan'jing
暖肝煎,nuan'gan'jian
糯稻根,nuo'dao'gen
糯米藤根,nuo'mi'teng'gen
糯米须,nuo'mi'xu
女儿香,nv'er'xiang
衄血,nv'xue
女贞子,nv'zhen'zi
女子胞,nv'zi'bao
藕节,ou'jie
藕节炭,ou'jie'tan
呕逆,ou'ni
呕吐,ou'tu
呕吐病,ou'tu'bing
呕血,ou'xue
排风藤,pai'feng'teng
胖大海,pang'da'hai
膀胱气闭,pang'guang'qi'bi
膀胱实热,pang'guang'shi're
膀胱虚寒,pang'guang'xu'han
泡参,pao'can
炮姜,pao'jiang
炮山甲,pao'shan'jia
胚宝胶囊,pei'bao'jiao'nang
佩兰,pei'lan
配伍,pei'wu
蟛蜞菊,peng'qi'ju
硼砂,peng'sha
膨胀期,peng'zhang'qi
疲惫,pi'bei
皮痹,pi'bi
皮痹病,pi'bi'bing
脾不统血,pi'bu'tong'xue
脾不统血证,pi'bu'tong'xue'zheng
脾肺气虚膀胱失约证,pi'fei'qi'xu'pang'guang'shi'yue'zheng
脾肺气虚证,pi'fei'qi'xu'zheng
皮肤病鸡眼病,pi'fu'bing'ji'yan'bing
皮肤病疥疮病,pi'fu'bing'jie'chuang'bing
皮肤病淋病,pi'fu'bing'lin'bing
皮肤病麻风病,pi'fu'bing'ma'feng'bing
皮肤病梅毒病,pi'fu'bing'mei'du'bing
皮肤病胼胝病,pi'fu'bing'pian'zhi'bing
皮肤风热证,pi'fu'feng're'zheng
皮肤湿热证,pi'fu'shi're'zheng
皮肤血虚风燥证,pi'fu'xue'xu'feng'zao'zheng
脾寒,pi'han
脾化血,pi'hua'xue
脾经风热证,pi'jing'feng're'zheng
脾经湿热证,pi'jing'shi're'zheng
脾经血燥证,pi'jing'xue'zao'zheng
啤酒花浸膏,pi'jiu'hua'jin'gao
脾开窍于口,pi'kai'qiao'yu'kou
痞块,pi'kuai
癖块,pi'kuai
痞满,pi'man
枇杷,pi'pa
枇杷叶,pi'pa'ye
脾气,pi'qi
脾气不升证,pi'qi'bu'sheng'zheng
脾气不足胃阴损伤证,pi'qi'bu'zu'wei'yin'sun'shang'zheng
脾气不足证,pi'qi'bu'zu'zheng
脾气亏虚证,pi'qi'kui'xu'zheng
脾气下陷证,pi'qi'xia'xian'zheng
脾气虚,pi'qi'xu
脾气虚证,pi'qi'xu'zheng
脾热,pi're
皮肉破损证,pi'rou'po'sun'zheng
脾肾不固证,pi'shen'bu'gu'zheng
脾肾不足证,pi'shen'bu'zu'zheng
脾肾亏虚证,pi'shen'kui'xu'zheng
脾肾亏虚浊阴上逆证,pi'shen'kui'xu'zhuo'yin'shang'ni'zheng
脾肾两虚,pi'shen'liang'xu
脾肾两虚证,pi'shen'liang'xu'zheng
脾肾气虚证,pi'shen'qi'xu'zheng
脾肾虚弱证,pi'shen'xu'ruo'zheng
脾肾虚衰证,pi'shen'xu'shuai'zheng
脾肾阳衰证,pi'shen'yang'shuai'zheng
脾肾阳虚,pi'shen'yang'xu
脾肾阳虚证,pi'shen'yang'xu'zheng
脾肾阴虚证,pi'shen'yin'xu'zheng
砒石,pi'shi
脾失健运湿浊流注证,pi'shi'jian'yun'shi'zhuo'liu'zhu'zheng
脾失健运证,pi'shi'jian'yun'zheng
砒霜,pi'shuang
皮水,pi'shui
脾水,pi'shui
脾统血,pi'tong'xue
脾痿,pi'wei
脾胃不和,pi'wei'bu'he
脾胃不和证,pi'wei'bu'he'zheng
脾胃伏热证,pi'wei'fu're'zheng
脾胃寒湿,pi'wei'han'shi
脾为后天之本,pi'wei'hou'tian'zhi'ben
脾胃火毒证,pi'wei'huo'du'zheng
脾胃积热血热伤络证,pi'wei'ji're'xue're'shang'luo'zheng
脾胃积热证,pi'wei'ji're'zheng
脾胃亏虚肝阴不足证,pi'wei'kui'xu'gan'yin'bu'zu'zheng
脾胃亏虚证,pi'wei'kui'xu'zheng
脾胃气虚证,pi'wei'qi'xu'zheng
脾胃热盛证,pi'wei're'sheng'zheng
脾为生痰之源,pi'wei'sheng'tan'zhi'yuan
脾胃湿热,pi'wei'shi're
脾胃实热证,pi'wei'shi're'zheng
脾胃湿热证,pi'wei'shi're'zheng
脾胃失调湿热郁蒸证,pi'wei'shi'tiao'shi're'yu'zheng'zheng
脾胃失调证,pi'wei'shi'tiao'zheng
脾胃相表里,pi'wei'xiang'biao'li
脾胃虚寒,pi'wei'xu'han
脾胃虚寒证,pi'wei'xu'han'zheng
脾胃虚弱,pi'wei'xu'ruo
脾胃虚弱证,pi'wei'xu'ruo'zheng
脾胃阳虚证,pi'wei'yang'xu'zheng
脾胃阴虚证,pi'wei'yin'xu'zheng
脾胃专虚精微不运证,pi'wei'zhuan'xu'jing'wei'bu'yun'zheng
脾胃专职虚余湿未尽证,pi'wei'zhuan'zhi'xu'yu'shi'wei'jin'zheng
脾系病便秘病,pi'xi'bing'bian'mi'bing
脾系病类,pi'xi'bing'lei
脾喜燥恶湿,pi'xi'zao'e'shi
皮屑,pi'xie
脾泄,pi'xie
脾虚,pi'xu
脾虚不固证,pi'xu'bu'gu'zheng
脾虚不摄证,pi'xu'bu'she'zheng
脾虚肝热证,pi'xu'gan're'zheng
脾虚肝旺证,pi'xu'gan'wang'zheng
脾虚寒湿证,pi'xu'han'shi'zheng
脾虚火旺证,pi'xu'huo'wang'zheng
脾虚气弱证,pi'xu'qi'ruo'zheng
脾虚气陷证,pi'xu'qi'xian'zheng
脾虚湿泛证,pi'xu'shi'fan'zheng
脾虚湿困,pi'xu'shi'kun
脾虚湿困上犯耳窍证,pi'xu'shi'kun'shang'fan'er'qiao'zheng
脾虚湿困虚火上浮证,pi'xu'shi'kun'xu'huo'shang'fu'zheng
脾虚湿困证,pi'xu'shi'kun'zheng
脾虚湿热证,pi'xu'shi're'zheng
脾虚湿盛风痰阻络证,pi'xu'shi'sheng'feng'tan'zu'luo'zheng
脾虚湿盛证,pi'xu'shi'sheng'zheng
脾虚失运证,pi'xu'shi'yun'zheng
脾虚湿蕴证,pi'xu'shi'yun'zheng
脾虚失运中气不足证,pi'xu'shi'yun'zhong'qi'bu'zu'zheng
脾虚湿滞证,pi'xu'shi'zhi'zheng
脾虚湿阻证,pi'xu'shi'zu'zheng
脾虚水泛证,pi'xu'shui'fan'zheng
脾虚水困证,pi'xu'shui'kun'zheng
脾虚水肿,pi'xu'shui'zhong
脾虚痰盛证,pi'xu'tan'sheng'zheng
脾虚痰湿风邪犯耳证,pi'xu'tan'shi'feng'xie'fan'er'zheng
脾虚痰湿证,pi'xu'tan'shi'zheng
脾虚痰浊证,pi'xu'tan'zhuo'zheng
脾虚痰阻证,pi'xu'tan'zu'zheng
脾虚血亏证,pi'xu'xue'kui'zheng
脾虚血燥证,pi'xu'xue'zao'zheng
脾虚证,pi'xu'zheng
脾虚中衰清阳不升证,pi'xu'zhong'shuai'qing'yang'bu'sheng'zheng
脾虚中衰证,pi'xu'zhong'shuai'zheng
脾阳不振证,pi'yang'bu'zhen'zheng
脾阳不足证,pi'yang'bu'zu'zheng
脾阳亏虚证,pi'yang'kui'xu'zheng
脾阳虚,pi'yang'xu
脾阳虚衰证,pi'yang'xu'shuai'zheng
脾阳虚证,pi'yang'xu'zheng
脾阴虚,pi'yin'xu
脾阴虚证,pi'yin'xu'zheng
脾约,pi'yue
脾蕴湿热,pi'yun'shi're
脾燥证,pi'zao'zheng
脾主肌肉,pi'zhu'ji'rou
脾主四肢,pi'zhu'si'zhi
脾主益气,pi'zhu'yi'qi
脾主运化,pi'zhu'yun'hua
偏痹,pian'bi
偏风,pian'feng
片姜黄,pian'jiang'huang
偏沮,pian'ju
片苓,pian'ling
偏头风,pian'tou'feng
平贝母,ping'bei'mu
平地木,ping'di'mu
平肝,ping'gan
平脉,ping'mai
魄门,po'men
朴硝,po'xiao
破血,po'xue
扑粉,pu'fen
葡伏堇,pu'fu'jin
蒲公英,pu'gong'ying
蒲黄,pu'huang
蒲黄炭,pu'huang'tan
蒲芹,pu'qin
气闭,qi'bi
奇病,qi'bing
气不摄精,qi'bu'she'jing
气不摄血,qi'bu'she'xue
蛴螬,qi'cao
七冲门,qi'chong'men
气喘,qi'chuan
脐疮病,qi'chuang'bing
气分大热,qi'fen'da're
气分湿热,qi'fen'shi're
脐风,qi'feng
脐风病,qi'feng'bing
气腹痛,qi'fu'tong
气功疗,qi'gong'liao
气鼓,qi'gu
气臌病,qi'gu'bing
奇恒之府,qi'heng'zhi'fu
气胡痰阻,qi'hu'tan'zu
气化,qi'hua
气化不及,qi'hua'bu'ji
气化不及膀胱空虚,qi'hua'bu'ji'pang'guang'kong'xu
气化不利,qi'hua'bu'li
其华在唇,qi'hua'zai'chun
其华在发,qi'hua'zai'fa
其华在毛,qi'hua'zai'mao
其华在面,qi'hua'zai'mian
气火郁结证,qi'huo'yu'jie'zheng
气机,qi'ji
气机不利证,qi'ji'bu'li'zheng
气机逆乱证,qi'ji'ni'luan'zheng
气机逆乱阻塞清窍证,qi'ji'ni'luan'zu'se'qing'qiao'zheng
气机失调节证,qi'ji'shi'tiao'jie'zheng
气机郁滞证,qi'ji'yu'zhi'zheng
气机阻滞证,qi'ji'zu'zhi'zheng
气结血瘀证,qi'jie'xue'yu'zheng
气结咽喉证,qi'jie'yan'hou'zheng
气结证,qi'jie'zheng
奇经八脉,qi'jing'ba'mai
气厥,qi'jue
气厥病,qi'jue'bing
气淋病,qi'lin'bing
气瘤病,qi'liu'bing
气轮风热证,qi'lun'feng're'zheng
气轮热阻血瘀证,qi'lun're'zu'xue'yu'zheng
气轮湿热证,qi'lun'shi're'zheng
气逆,qi'ni
气逆证,qi'ni'zheng
气痞,qi'pi
七窍,qi'qiao
七情,qi'qing
气热烁津证,qi're'shuo'jin'zheng
气热灼津,qi're'zhuo'jin
七伤,qi'shang
气上冲,qi'shang'chong
蕲蛇,qi'she
气衰血脱证,qi'shuai'xue'tuo'zheng
气随血脱,qi'sui'xue'tuo
气随血脱证,qi'sui'xue'tuo'zheng
其他证,qi'ta'zheng
脐突病,qi'tu'bing
气脱证,qi'tuo'zheng
气味,qi'wei
气陷,qi'xian
气陷证,qi'xian'zheng
奇邪,qi'xie
七星草,qi'xing'cao
气行水行,qi'xing'shui'xing
气虚,qi'xu
气虚便秘,qi'xu'bian'mi
气虚不摄,qi'xu'bu'she
气虚不运,qi'xu'bu'yun
气虚毒滞,qi'xu'du'zhi
气虚络损,qi'xu'luo'sun
气虚湿阻,qi'xu'shi'zu
气虚水停,qi'xu'shui'ting
气虚痰结,qi'xu'tan'jie
气虚痰滞,qi'xu'tan'zhi
气虚下陷,qi'xu'xia'xian
气虚血亏,qi'xu'xue'kui
气虚血凝,qi'xu'xue'ning
气虚血脱,qi'xu'xue'tuo
气虚血溢,qi'xu'xue'yi
气虚血瘀,qi'xu'xue'yu
气虚血滞,qi'xu'xue'zhi
气虚血滞络脉搏瘀阻,qi'xu'xue'zhi'luo'mai'bo'yu'zu
气虚血滞络脉痰阻,qi'xu'xue'zhi'luo'mai'tan'zu
气虚阳微,qi'xu'yang'wei
气虚欲脱,qi'xu'yu'tuo
气虚瘀滞,qi'xu'yu'zhi
气血痹阻,qi'xue'bi'zu
脐血病,qi'xue'bing
气血不足,qi'xue'bu'zu
气血不足收摄失司,qi'xue'bu'zu'shou'she'shi'si
气血津液,qi'xue'jin'ye
气血亏虚,qi'xue'kui'xu
气血亏虚毒滞难化,qi'xue'kui'xu'du'zhi'nan'hua
气血亏虚邪毒久困,qi'xue'kui'xu'xie'du'jiu'kun
气血两燔,qi'xue'liang'fan
气血两亏,qi'xue'liang'kui
气血两伤,qi'xue'liang'shang
气血两脱,qi'xue'liang'tuo
气血两虚,qi'xue'liang'xu
气血凝结,qi'xue'ning'jie
气血凝滞,qi'xue'ning'zhi
气血生化之源,qi'xue'sheng'hua'zhi'yuan
气血失调,qi'xue'shi'tiao
气血衰竭,qi'xue'shuai'jie
气血瘀积,qi'xue'yu'ji
气血瘀滞,qi'xue'yu'zhi
气血瘀阻,qi'xue'yu'zu
气杨壅闭,qi'yang'yong'bi
气液耗伤,qi'ye'hao'shang
七叶莲,qi'ye'lian
七叶一枝花,qi'ye'yi'zhi'hua
气阴不足,qi'yin'bu'zu
气阴耗竭,qi'yin'hao'jie
气阴耗伤,qi'yin'hao'shang
气阴亏虚,qi'yin'kui'xu
气阴亏虚湿热内蕴,qi'yin'kui'xu'shi're'nei'yun
气阴两伤,qi'yin'liang'shang
气阴两伤余热不尽,qi'yin'liang'shang'yu're'bu'jin
气阴两虚,qi'yin'liang'xu
气瘿,qi'ying
气瘿病,qi'ying'bing
气营两燔,qi'ying'liang'fan
脐痈病,qi'yong'bing
气郁,qi'yu
气郁化火,qi'yu'hua'huo
气郁化热,qi'yu'hua're
气郁痰结,qi'yu'tan'jie
气郁痰凝,qi'yu'tan'ning
气胀,qi'zhang
气滞,qi'zhi
气滞热壅,qi'zhi're'yong
气滞湿阻,qi'zhi'shi'zu
气滞水停,qi'zhi'shui'ting
气滞痰凝,qi'zhi'tan'ning
气滞痰瘀,qi'zhi'tan'yu
气滞痰郁,qi'zhi'tan'yu
气滞痰阻,qi'zhi'tan'zu
气滞胸膈,qi'zhi'xiong'ge
气滞血瘀,qi'zhi'xue'yu
气滞血郁,qi'zhi'xue'yu
气滞血阻,qi'zhi'xue'zu
气滞瘀阻,qi'zhi'yu'zu
杞子,qi'zi
茜草,qian'cao
茜草炭,qian'cao'tan
千层塔,qian'ceng'ta
铅丹,qian'dan
前胡,qian'hu
千斤拨,qian'jin'bo
千金正,qian'jin'zheng
千里光,qian'li'guang
千里花,qian'li'hua
千里及,qian'li'ji
千里明,qian'li'ming
千年健,qian'nian'jian
牵牛子,qian'niu'zi
扦扦活,qian'qian'huo
千屈荣,qian'qu'rong
千日红,qian'ri'hong
芡实,qian'shi
潜阳,qian'yang
前阴,qian'yin
千张纸,qian'zhang'zhi
羌活,qiang'huo
蜣螂,qiang'lang
强中,qiang'zhong
窍络被蒙,qiao'luo'bei'meng
茄根,qie'gen
切诊,qie'zhen
芹菜,qin'cai
秦艽,qin'jiao
秦皮,qin'pi
清半夏,qing'ban'xia
清便自调,qing'bian'zi'tiao
清肠,qing'chang
青黛,qing'dai
清胆,qing'dan
清肺,qing'fei
轻粉,qing'fen
青风内障,qing'feng'nei'zhang
青风藤,qing'feng'teng
清肝,qing'gan
青果,qing'guo
青蒿,qing'hao
清解,qing'jie
清解气热,qing'jie'qi're
青连翘,qing'lian'qiao
青盲病,qing'mang'bing
青礞石,qing'meng'shi
青皮,qing'pi
清气,qing'qi
清气不升,qing'qi'bu'sheng
清气分热,qing'qi'fen're
清热,qing're
清热化痰,qing're'hua'tan
清热解毒,qing're'jie'du
清热开窍,qing're'kai'qiao
清热利湿,qing're'li'shi
青蛇毒,qing'she'du
青天葵,qing'tian'kui
青腿牙疳,qing'tui'ya'gan
清胃,qing'wei
青箱子,qing'xiang'zi
青葙子,qing'xiang'zi
清心,qing'xin
清醒期,qing'xing'qi
清虚热,qing'xu're
清阳不升证,qing'yang'bu'sheng'zheng
青叶胆,qing'ye'dan
清营,qing'ying
清营凉血,qing'ying'liang'xue
情志内伤证,qing'zhi'nei'shang'zheng
情志失调证,qing'zhi'shi'tiao'zheng
情志抑郁证,qing'zhi'yi'yu'zheng
情志郁结证,qing'zhi'yu'jie'zheng
蚯蚓,qiu'yin
秋燥病,qiu'zao'bing
丘疹,qiu'zhen
祛风,qu'feng
曲莲,qu'lian
瞿麦,qu'mai
苣荬菜,qu'mai'cai
祛湿,qu'shi
祛痰,qu'tan
躯体瘿瘤痹痿等类,qu'ti'ying'liu'bi'wei'deng'lei
祛邪,qu'xie
祛瘀,qu'yu
去瘀生新,qu'yu'sheng'xin
全不产,quan'bu'chan
全参,quan'can
拳参,quan'can
全草,quan'cao
全虫,quan'chong
全当归,quan'dang'gui
全瓜蒌,quan'gua'lou
全蝎,quan'xie
雀盲,que'mang
雀目,que'mu
缺血中风,que'xue'zhong'feng
热痹,re'bi
热闭心包,re'bi'xin'bao
热闭证,re'bi'zheng
热病,re'bing
热炽腑实证,re'chi'fu'shi'zheng
热疮病,re'chuang'bing
热毒,re'du
热毒闭肺证,re'du'bi'fei'zheng
热毒炽盛热传心包证,re'du'chi'sheng're'chuan'xin'bao'zheng
热毒炽盛邪入营血证,re'du'chi'sheng'xie'ru'ying'xue'zheng
热毒炽盛证,re'du'chi'sheng'zheng
热毒冲心证,re'du'chong'xin'zheng
热毒传肺证,re'du'chuan'fei'zheng
热毒传肝证,re'du'chuan'gan'zheng
热毒传脾证,re'du'chuan'pi'zheng
热毒传肾证,re'du'chuan'shen'zheng
热毒传心证,re'du'chuan'xin'zheng
热毒攻喉证,re'du'gong'hou'zheng
热毒火盛证,re'du'huo'sheng'zheng
热毒内攻证,re'du'nei'gong'zheng
热毒内陷证,re'du'nei'xian'zheng
热毒内蕴证,re'du'nei'yun'zheng
