曾几何时,ceng'ji'he'shi
自由自在,zi'you'zi'zai
紫玉成烟,zi'yu'cheng'yan
自圆其说,zi'yuan'qi'shuo
资怨助祸,zi'yuan'zhu'huo
自怨自艾,zi'yuan'zi'yi
子曰诗云,zi'yue'shi'yun
自在逍遥,zi'zai'xiao'yao
自占地步,zi'zhan'di'bu
自找麻烦,zi'zhao'ma'fan
字斟句酌,zi'zhen'ju'zhuo
字正腔圆,zi'zheng'qiang'yuan
紫芝眉宇,zi'zhi'mei'yu
自致青云,zi'zhi'qing'yun
自知者明,zi'zhi'zhe'ming
自知之明,zi'zhi'zhi'ming
子州支父,zi'zhou'zhi'fu
锱珠必较,zi'zhu'bi'jiao
锱铢必较,zi'zhu'bi'jiao
锱铢不爽,zi'zhu'bu'shuang
锱铢较量,zi'zhu'jiao'liang
自酌自饮,zi'zhuo'zi'yin
孜孜不辍,zi'zi'bu'chuo
孜孜不怠,zi'zi'bu'dai
孜孜不倦,zi'zi'bu'juan
孳孳不倦,zi'zi'bu'juan
孜孜不息,zi'zi'bu'xi
孳孳不息,zi'zi'bu'xi
孜孜不懈,zi'zi'bu'xie
孜孜不已,zi'zi'bu'yi
孜孜汲汲,zi'zi'ji'ji
孳孳汲汲,zi'zi'ji'ji
孜孜矻矻,zi'zi'ku'ku
孳孳矻矻,zi'zi'ku'ku
姿姿媚媚,zi'zi'mei'mei
子子孙孙,zi'zi'sun'sun
孜孜无怠,zi'zi'wu'dai
孜孜无倦,zi'zi'wu'juan
仔仔细细,zi'zi'xi'xi
訾訾嚣嚣,zi'zi'xiao'xiao
訾訾潝潝,zi'zi'ya'ya
孜孜以求,zi'zi'yi'qiu
字字珠玑,zi'zi'zhu'ji
字字珠玉,zi'zi'zhu'yu
自作聪明,zi'zuo'cong'ming
自作多情,zi'zuo'duo'qing
自作解人,zi'zuo'jie'ren
自作门户,zi'zuo'men'hu
自作之孽,zi'zuo'zhi'nie
自作主张,zi'zuo'zhu'zhang
自做主张,zi'zuo'zhu'zhang
自做自当,zi'zuo'zi'dang
自作自受,zi'zuo'zi'shou
纵兵追击,zong'bing'zhui'ji
总而言之,zong'er'yan'zhi
宗法社会,zong'fa'she'hui
宗法制度,zong'fa'zhi'du
纵风止燎,zong'feng'zhi'liao
总戈成林,zong'ge'cheng'lin
纵鹤放龟,zong'he'fang'gui
综核名实,zong'he'ming'shi
纵壑之鱼,zong'he'zhi'yu
纵横捭阖,zong'heng'bai'he
纵横驰骋,zong'heng'chi'cheng
纵横交错,zong'heng'jiao'cuo
纵横交贯,zong'heng'jiao'guan
纵横决荡,zong'heng'jue'dang
纵横开合,zong'heng'kai'he
纵横开阖,zong'heng'kai'he
纵横四海,zong'heng'si'hai
纵横天下,zong'heng'tian'xia
纵横之气,zong'heng'zhi'qi
纵虎出匣,zong'hu'chu'xia
纵虎出柙,zong'hu'chu'xia
纵虎归山,zong'hu'gui'shan
纵虎入室,zong'hu'ru'shi
踪迹诡秘,zong'ji'gui'mi
宗匠陶钧,zong'jiang'tao'jun
总角相交,zong'jiao'xiang'jiao
总角之好,zong'jiao'zhi'hao
总角之交,zong'jiao'zhi'jiao
总街之庭,zong'jie'zhi'ting
纵理入口,zong'li'ru'kou
总理衙门,zong'li'ya'men
总练名实,zong'lian'ming'shi
综练名实,zong'lian'ming'shi
纵马横刀,zong'ma'heng'dao
宗庙丘墟,zong'miao'qiu'xu
宗庙社稷,zong'miao'she'ji
纵目远望,zong'mu'yuan'wang
纵情欢乐,zong'qing'huan'le
纵情酒色,zong'qing'jiu'se
纵情遂欲,zong'qing'sui'yu
纵情恣欲,zong'qing'zi'yu
纵曲枉直,zong'qu'wang'zhi
宗生族攒,zong'sheng'zu'cuan
宗师案临,zong'shi'an'lin
总总林林,zong'zong'lin'lin
走笔成文,zou'bi'cheng'wen
走笔成章,zou'bi'cheng'zhang
走壁飞檐,zou'bi'fei'yan
走笔疾书,zou'bi'ji'shu
走笔题诗,zou'bi'ti'shi
走遍天涯,zou'bian'tian'ya
走方郎中,zou'fang'lang'zhong
走风走水,zou'feng'zou'shui
走伏无地,zou'fu'wu'di
走骨行尸,zou'gu'xing'shi
走胡走越,zou'hu'zou'yue
走花溜冰,zou'hua'liu'bing
走花溜水,zou'hua'liu'shui
走回头路,zou'hui'tou'lu
走火入魔,zou'huo'ru'mo
走及奔马,zou'ji'ben'ma
走斝传觞,zou'jia'chuan'shang
走斝飞觥,zou'jia'fei'gong
走斝飞觞,zou'jia'fei'shang
走街串巷,zou'jie'chuan'xiang
走立公人,zou'li'gong'ren
走漏风声,zou'lou'feng'sheng
走漏天机,zou'lou'tian'ji
邹鲁遗风,zou'lu'yi'feng
走鸾飞凤,zou'luan'fei'feng
走马承受,zou'ma'cheng'shou
走马到任,zou'ma'dao'ren
走马斗鸡,zou'ma'dou'ji
走马鬭鸡,zou'ma'dou'ji
走马赴任,zou'ma'fu'ren
走马观花,zou'ma'guan'hua
走马换将,zou'ma'huan'jiang
走马看花,zou'ma'kan'hua
走马看锦,zou'ma'kan'jin
走马上任,zou'ma'shang'ren
走马章台,zou'ma'zhang'tai
走马之任,zou'ma'zhi'ren
走南闯北,zou'nan'chuang'bei
走亲访友,zou'qin'fang'you
走肉行尸,zou'rou'xing'shi
走山泣石,zou'shan'qi'shi
走身无路,zou'shen'wu'lu
走石飞沙,zou'shi'fei'sha
走石飞砂,zou'shi'fei'sha
走头没路,zou'tou'mei'lu
走投没路,zou'tou'mei'lu
走投无计,zou'tou'wu'ji
走头无路,zou'tou'wu'lu
走投无路,zou'tou'wu'lu
走丸逆坂,zou'wan'ni'ban
走为上策,zou'wei'shang'ce
走为上计,zou'wei'shang'ji
走为上着,zou'wei'shang'zhao
走下坡路,zou'xia'po'lu
走乡随乡,zou'xiang'sui'xiang
邹衍谈天,zou'yan'tan'tian
走蚓惊蛇,zou'yin'jing'she
邹缨齐紫,zou'ying'qi'zi
足百长钱,zu'bai'zhang'qian
阻兵安忍,zu'bing'an'ren
足兵足食,zu'bing'zu'shi
足不出户,zu'bu'chu'hu
足不出门,zu'bu'chu'men
足不窥户,zu'bu'kui'hu
足不履影,zu'bu'lv'ying
足不逾户,zu'bu'yu'hu
族曾王父,zu'ceng'wang'fu
族曾王母,zu'ceng'wang'mu
足尺加二,zu'chi'jia'er
祖传秘方,zu'chuan'mi'fang
足蹈手舞,zu'dao'shou'wu
卒风暴雨,zu'feng'bao'yu
足高气强,zu'gao'qi'qiang
足高气扬,zu'gao'qi'yang
祖功宗德,zu'gong'zong'de
卒极之事,zu'ji'zhi'shi
足趼舌敝,zu'jian'she'bi
足茧手胝,zu'jian'shou'zhi
镞砺括羽,zu'li'kuo'yu
卒溜急剌,zu'liu'ji'la
祖龙浮海,zu'long'fu'hai
祖龙一炬,zu'long'yi'ju
祖龙之虐,zu'long'zhi'nue
足律即留,zu'lv'ji'liu
足履实地,zu'lv'shi'di
足日足夜,zu'ri'zu'ye
阻山带河,zu'shan'dai'he
卒擅天下,zu'shan'tian'xia
足上首下,zu'shang'shou'xia
俎上之肉,zu'shang'zhi'rou
祖生之鞭,zu'sheng'zhi'bian
足食丰衣,zu'shi'feng'yi
足食足兵,zu'shi'zu'bing
祖述有自,zu'shu'you'zi
祖舜宗尧,zu'shun'zong'yao
卒岁穷年,zu'sui'qiong'nian
足踏实地,zu'ta'shi'di
祖逖之誓,zu'ti'zhi'shi
祖武宗文,zu'wu'zong'wen
足衣足食,zu'yi'zu'shi
足音空谷,zu'yin'kong'gu
足音跫然,zu'yin'qiong'ran
足智多谋,zu'zhi'duo'mou
组织生活,zu'zhi'sheng'huo
祖状之尸,zu'zhuang'zhi'shi
祖宗成法,zu'zong'cheng'fa
祖宗法度,zu'zong'fa'du
祖宗故事,zu'zong'gu'shi
祖宗家法,zu'zong'jia'fa
祖宗三代,zu'zong'san'dai
祖宗影神,zu'zong'ying'shen
祖祖辈辈,zu'zu'bei'bei
族祖父母,zu'zu'fu'mu
祖祖孙孙,zu'zu'sun'sun
卒卒鲜暇,zu'zu'xian'xia
足足有余,zu'zu'you'yu
俎樽折冲,zu'zun'zhe'chong
钻冰求火,zuan'bing'qiu'huo
钻冰求酥,zuan'bing'qiu'su
钻冰取火,zuan'bing'qu'huo
钻刀立誓,zuan'dao'li'shi
钻洞觅缝,zuan'dong'mi'feng
钻故纸堆,zuan'gu'zhi'dui
钻火得冰,zuan'huo'de'bing
钻坚研微,zuan'jian'yan'wei
钻坚仰高,zuan'jian'yang'gao
钻尖仰高,zuan'jian'yang'gao
钻懒帮闲,zuan'lan'bang'xian
钻门出户,zuan'men'chu'hu
钻木得火,zuan'mu'de'huo
钻木取火,zuan'mu'qu'huo
钻牛犄角,zuan'niu'ji'jiao
钻牛角尖,zuan'niu'jiao'jian
钻皮出羽,zuan'pi'chu'yu
钻山塞海,zuan'shan'sai'hai
钻燧改火,zuan'sui'gai'huo
钻燧取火,zuan'sui'qu'huo
钻燧易火,zuan'sui'yi'huo
钻天打洞,zuan'tian'da'dong
钻天觅缝,zuan'tian'mi'feng
钻天蓦地,zuan'tian'mo'de
钻天入地,zuan'tian'ru'di
钻头就锁,zuan'tou'jiu'suo
钻头觅缝,zuan'tou'mi'feng
钻隙踰墙,zuan'xi'yu'qiang
钻隙逾墙,zuan'xi'yu'qiang
钻心刺骨,zuan'xin'ci'gu
钻穴踰墙,zuan'xue'yu'qiang
钻穴逾墙,zuan'xue'yu'qiang
钻穴逾隙,zuan'xue'yu'xi
钻穴逾垣,zuan'xue'yu'yuan
钻研故纸,zuan'yan'gu'zhi
钻营奔竞,zuan'ying'ben'jing
嘴巴骨子,zui'ba'gu'zi
罪不及孥,zui'bu'ji'nu
罪不可逭,zui'bu'ke'huan
罪不容恕,zui'bu'rong'shu
罪不容死,zui'bu'rong'si
罪不容诛,zui'bu'rong'zhu
罪不胜诛,zui'bu'sheng'zhu
罪大恶极,zui'da'e'ji
罪大弥天,zui'da'mi'tian
嘴大舌长,zui'da'she'chang
罪当万死,zui'dang'wan'si
醉倒马杓,zui'dao'ma'biao
醉倒山公,zui'dao'shan'gong
嘴多舌长,zui'duo'she'chang
罪恶贯盈,zui'e'guan'ying
罪恶迷天,zui'e'mi'tian
罪恶如山,zui'e'ru'shan
罪恶深重,zui'e'shen'zhong
罪恶滔天,zui'e'tao'tian
罪恶通天,zui'e'tong'tian
罪恶昭彰,zui'e'zhao'zhang
罪恶昭着,zui'e'zhao'zhe
罪恶昭著,zui'e'zhao'zhu
蕞尔弹丸,zui'er'dan'wan
罪该万死,zui'gai'wan'si
罪合万死,zui'he'wan'si
罪己责躬,zui'ji'ze'gong
罪加一等,zui'jia'yi'deng
嘴尖舌快,zui'jian'she'kuai
嘴尖牙利,zui'jian'ya'li
醉酒饱德,zui'jiu'bao'de
最可觞客,zui'ke'shang'ke
嘴快舌长,zui'kuai'she'chang
罪魁祸首,zui'kui'huo'shou
嘴里牙多,zui'li'ya'duo
晬面盎背,zui'mian'ang'bei
罪莫大焉,zui'mo'da'yan
醉墨淋漓,zui'mo'lin'li
罪逆深重,zui'ni'shen'zhong
罪孽深重,zui'nie'shen'zhong
醉怒醒喜,zui'nu'xing'xi
嘴清舌白,zui'qing'she'bai
罪人不孥,zui'ren'bu'nu
醉山頽倒,zui'shan'tui'dao
醉山颓倒,zui'shan'tui'dao
嘴上春风,zui'shang'chun'feng
嘴上功夫,zui'shang'gong'fu
罪上加罪,zui'shang'jia'zui
醉生梦死,zui'sheng'meng'si
醉死梦生,zui'si'meng'sheng
醉态蒙眬,zui'tai'meng'long
嘴甜心苦,zui'tian'xin'ku
醉吐车裀,zui'tu'che'yin
醉涂司命,zui'tu'si'ming
醉吐相茵,zui'tu'xiang'yin
醉翁之意,zui'weng'zhi'yi
醉舞狂歌,zui'wu'kuang'ge
嘴乌目吐,zui'wu'mu'tu
醉眼朦胧,zui'yan'meng'long
醉眼蒙眬,zui'yan'meng'long
醉眼蒙胧,zui'yan'meng'long
醉杨妃色,zui'yang'fei'se
罪业深重,zui'ye'shen'zhong
罪疑从轻,zui'yi'cong'qing
罪以功除,zui'yi'gong'chu
罪疑惟轻,zui'yi'wei'qing
醉吟先生,zui'yin'xian'sheng
罪盈恶满,zui'ying'e'man
罪应万死,zui'ying'wan'si
嘴硬心软,zui'ying'xin'ruan
罪有应得,zui'you'ying'de
罪有攸归,zui'you'you'gui
醉玉頽山,zui'yu'tui'shan
醉玉颓山,zui'yu'tui'shan
罪在不赦,zui'zai'bu'she
罪责难逃,zui'ze'nan'tao
嘴直心快,zui'zhi'xin'kuai
嘴嘴舌舌,zui'zui'she'she
尊卑有伦,zun'bei'you'lun
尊卑有序,zun'bei'you'xu
遵本舍末,zun'ben'she'mo
遵常守故,zun'chang'shou'gu
遵道秉义,zun'dao'bing'yi
尊而不亲,zun'er'bu'qin
遵而不失,zun'er'bu'shi
遵而勿失,zun'er'wu'shi
尊古卑今,zun'gu'bei'jin
尊古贱今,zun'gu'jian'jin
尊古蔑今,zun'gu'mie'jin
尊官厚禄,zun'guan'hou'lu
尊己卑人,zun'ji'bei'ren
尊酒论文,zun'jiu'lun'wen
樽酒论文,zun'jiu'lun'wen
尊酒相逢,zun'jiu'xiang'feng
尊老爱幼,zun'lao'ai'you
尊年尚齿,zun'nian'shang'chi
樽前月下,zun'qian'yue'xia
尊师贵道,zun'shi'gui'dao
遵时养晦,zun'shi'yang'hui
尊师重道,zun'shi'zhong'dao
噂沓背憎,zun'ta'bei'zeng
尊王攘夷,zun'wang'rang'yi
尊闻行知,zun'wen'xing'zhi
尊无二上,zun'wu'er'shang
尊贤爱才,zun'xian'ai'cai
尊贤爱物,zun'xian'ai'wu
尊贤使能,zun'xian'shi'neng
尊姓大名,zun'xing'da'ming
尊严若神,zun'yan'ruo'shen
遵厌兆祥,zun'yan'zhao'xiang
遵养待时,zun'yang'dai'shi
遵养晦时,zun'yang'hui'shi
遵养时晦,zun'yang'shi'hui
尊主泽民,zun'zhu'ze'min
尊俎折冲,zun'zu'zhe'chong
樽俎折冲,zun'zu'zhe'chong
左膀右臂,zuo'bang'you'bi
作壁上观,zuo'bi'shang'guan
坐不安席,zuo'bu'an'xi
坐不重席,zuo'bu'chong'xi
坐不垂堂,zuo'bu'chui'tang
坐不窥堂,zuo'bu'kui'tang
坐不闚堂,zuo'bu'kui'tang
作不如程,zuo'bu'ru'cheng
作册内史,zuo'ce'nei'shi
坐产招夫,zuo'chan'zhao'fu
坐産招夫,zuo'chan'zhao'fu
左程右准,zuo'cheng'you'zhun
坐吃山崩,zuo'chi'shan'beng
坐吃山空,zuo'chi'shan'kong
坐吃享福,zuo'chi'xiang'fu
左冲右挡,zuo'chong'you'dang
左冲右突,zuo'chong'you'tu
坐筹帷幄,zuo'chou'wei'wo
坐愁行叹,zuo'chou'xing'tan
坐床撒帐,zuo'chuang'sa'zhang
坐牀撒帐,zuo'chuang'sa'zhang
作辍无常,zuo'chuo'wu'chang
作歹为非,zuo'dai'wei'fei
左道旁门,zuo'dao'pang'men
坐地贩子,zuo'di'fan'zi
坐地分脏,zuo'di'fen'zang
坐地分贜,zuo'di'fen'zang
坐地分赃,zuo'di'fen'zang
坐地分账,zuo'di'fen'zhang
坐地自划,zuo'di'zi'hua
左躲右闪,zuo'duo'you'shan
作恶多端,zuo'e'duo'duan
坐而待弊,zuo'er'dai'bi
坐而待毙,zuo'er'dai'bi
坐而待旦,zuo'er'dai'dan
坐而待曙,zuo'er'dai'shu
坐而论道,zuo'er'lun'dao
作法于凉,zuo'fa'yu'liang
作法自弊,zuo'fa'zi'bi
作法自毙,zuo'fa'zi'bi
昨非今是,zuo'fei'jin'shi
左辅右弼,zuo'fu'you'bi
作福作威,zuo'fu'zuo'wei
做刚做柔,zuo'gang'zuo'rou
坐贾行商,zuo'gu'xing'shang
左顾右眄,zuo'gu'you'mian
左顾右盼,zuo'gu'you'pan
左顾右视,zuo'gu'you'shi
作古正经,zuo'gu'zheng'jing
作怪兴妖,zuo'guai'xing'yao
坐观成败,zuo'guan'cheng'bai
左归右归,zuo'gui'you'gui
做鬼做神,zuo'gui'zuo'shen
佐国之谋,zuo'guo'zhi'mou
坐耗山空,zuo'hao'shan'kong
作好作歹,zuo'hao'zuo'dai
做好做歹,zuo'hao'zuo'dai
做好做恶,zuo'hao'zuo'e
坐红椅子,zuo'hong'yi'zi
坐怀不乱,zuo'huai'bu'luan
左家娇女,zuo'jia'jiao'nv
作贾行商,zuo'jia'xing'shang
作嫁衣裳,zuo'jia'yi'shang
作奸犯科,zuo'jian'fan'ke
作奸犯罪,zuo'jian'fan'zui
左建外易,zuo'jian'wai'yi
作茧自缠,zuo'jian'zi'chan
作茧自缚,zuo'jian'zi'fu
作娇作痴,zuo'jiao'zuo'chi
坐戒垂堂,zuo'jie'chui'tang
作金石声,zuo'jin'shi'sheng
坐井观天,zuo'jing'guan'tian
坐井窥天,zuo'jing'kui'tian
坐客无毡,zuo'ke'wu'zhan
坐困愁城,zuo'kun'chou'cheng
作困兽斗,zuo'kun'shou'dou
左来右去,zuo'lai'you'qu
作浪兴风,zuo'lang'xing'feng
坐冷板凳,zuo'leng'ban'deng
坐冷房子,zuo'leng'fang'zi
坐立不安,zuo'li'bu'an
左邻右里,zuo'lin'you'li
左邻右舍,zuo'lin'you'she
作乱犯上,zuo'luan'fan'shang
做眉做眼,zuo'mei'zuo'yan
坐糜廪粟,zuo'mi'lin'su
坐靡廪饩,zuo'mi'lin'xi
作牛作马,zuo'niu'zuo'ma
左铅右椠,zuo'qian'you'qian
做歉做好,zuo'qian'zuo'hao
左挈右提,zuo'qie'you'ti
左券之操,zuo'quan'zhi'cao
做人做世,zuo'ren'zuo'shi
做人做事,zuo'ren'zuo'shi
作如是观,zuo'ru'shi'guan
作善降祥,zuo'shan'jiang'xiang
坐山招夫,zuo'shan'zhao'fu
坐上琴心,zuo'shang'qin'xin
作舍道边,zuo'she'dao'bian
作舍道旁,zuo'she'dao'pang
做神做鬼,zuo'shen'zuo'gui
坐视不顾,zuo'shi'bu'gu
坐视不救,zuo'shi'bu'jiu
坐视不理,zuo'shi'bu'li
作事不时,zuo'shi'bu'shi
坐视成败,zuo'shi'cheng'bai
坐失机宜,zuo'shi'ji'yi
坐失良机,zuo'shi'liang'ji
坐食山崩,zuo'shi'shan'beng
坐食山空,zuo'shi'shan'kong
坐失事机,zuo'shi'shi'ji
坐失时机,zuo'shi'shi'ji
左史右经,zuo'shi'you'jing
坐收其利,zuo'shou'qi'li
坐收渔利,zuo'shou'yu'li
坐树不言,zuo'shu'bu'yan
坐树无言,zuo'shu'wu'yan
左书右息,zuo'shu'you'xi
作耍为真,zuo'shua'wei'zhen
左说右说,zuo'shuo'you'shuo
作死马医,zuo'si'ma'yi
左思右想,zuo'si'you'xiang
左提右挈,zuo'ti'you'qie
左挑右拣,zuo'tiao'you'jian
胙土分茅,zuo'tu'fen'mao
左图右史,zuo'tu'you'shi
左图右书,zuo'tu'you'shu
左推右挡,zuo'tui'you'dang
作威作福,zuo'wei'zuo'fu
左文右武,zuo'wen'you'wu
坐卧不安,zuo'wo'bu'an
坐卧不离,zuo'wo'bu'li
坐卧不宁,zuo'wo'bu'ning
坐卧针毡,zuo'wo'zhen'zhan
坐无车公,zuo'wu'che'gong
坐无公车,zuo'wu'gong'che
座无空席,zuo'wu'kong'xi
坐五行三,zuo'wu'xing'san
坐无虚席,zuo'wu'xu'xi
座无虚席,zuo'wu'xu'xi
坐享其成,zuo'xiang'qi'cheng
坐享其功,zuo'xiang'qi'gong
作小服低,zuo'xiao'fu'di
做小伏低,zuo'xiao'fu'di
做小服低,zuo'xiao'fu'di
坐薪尝胆,zuo'xin'chang'dan
坐薪悬胆,zuo'xin'xuan'dan
左旋右抽,zuo'xuan'you'chou
做哑妆矬,zuo'ya'zhuang'cuo
坐言起行,zuo'yan'qi'xing
作言造语,zuo'yan'zao'yu
做妖撒妖,zuo'yao'sa'yao
坐以待毙,zuo'yi'dai'bi
坐以待旦,zuo'yi'dai'dan
坐以待亡,zuo'yi'dai'wang
左宜右宜,zuo'yi'you'yi
左宜右有,zuo'yi'you'you
左萦右拂,zuo'ying'you'fu
坐拥百城,zuo'yong'bai'cheng
佐雍得尝,zuo'yong'de'chang
佐饔得尝,zuo'yong'de'chang
坐拥皋比,zuo'yong'gao'bi
坐拥书城,zuo'yong'shu'cheng
左拥右抱,zuo'yong'you'bao
左右便辟,zuo'you'bian'pi
左右采获,zuo'you'cai'huo
左右逢原,zuo'you'feng'yuan
左右逢源,zuo'you'feng'yuan
左右开弓,zuo'you'kai'gong
左右两难,zuo'you'liang'nan
左右亲近,zuo'you'qin'jin
左右通政,zuo'you'tong'zheng
左右图史,zuo'you'tu'shi
左右为难,zuo'you'wei'nan
左右摇摆,zuo'you'yao'bai
左右枝梧,zuo'you'zhi'wu
作育人材,zuo'yu'ren'cai
坐于涂炭,zuo'yu'tu'tan
坐运筹策,zuo'yun'chou'ce
作贼心虚,zuo'zei'xin'xu
做贼心虚,zuo'zei'xin'xu
坐帐无鹤,zuo'zhang'wu'he
做张做势,zuo'zhang'zuo'shi
作张作致,zuo'zhang'zuo'zhi
做张做智,zuo'zhang'zuo'zhi
做张做致,zuo'zhang'zuo'zhi
葄枕图史,zuo'zhen'tu'shi
坐镇雅俗,zuo'zhen'ya'su
坐知千里,zuo'zhi'qian'li
左支右绌,zuo'zhi'you'chu
左支右调,zuo'zhi'you'tiao
左搘右捂,zuo'zhi'you'wu
左支右吾,zuo'zhi'you'wu
左支右捂,zuo'zhi'you'wu
左枝右梧,zuo'zhi'you'wu
作止语默,zuo'zhi'yu'mo
作作生芒,zuo'zuo'sheng'mang
作作索索,zuo'zuo'suo'suo
作作有芒,zuo'zuo'you'mang
