曾几何时,ceng'ji'he'shi
张敞画眉,zhang'chang'hua'mei
丈尺权衡,zhang'chi'quan'heng
张唇植髭,zhang'chun'zhi'zi
张大其词,zhang'da'qi'ci
张大其辞,zhang'da'qi'ci
张大其事,zhang'da'qi'shi
张灯挂彩,zhang'deng'gua'cai
张灯结彩,zhang'deng'jie'cai
张灯结采,zhang'deng'jie'cai
杖杜弄麞,zhang'du'nong'zhang
杖杜宰相,zhang'du'zai'xiang
丈二和尚,zhang'er'he'shang
獐耳细辛,zhang'er'xi'xin
章甫缝掖,zhang'fu'feng'ye
章甫荐履,zhang'fu'jian'lv
杖斧之臣,zhang'fu'zhi'chen
张纲埋轮,zhang'gang'mai'lun
张冠李戴,zhang'guan'li'dai
张红燃爆,zhang'hong'ran'bao
彰徨不定,zhang'huang'bu'ding
张皇莫措,zhang'huang'mo'cuo
张皇铺饰,zhang'huang'pu'shi
张皇其事,zhang'huang'qi'shi
慞惶失次,zhang'huang'shi'ci
张徨失措,zhang'huang'shi'cuo
张惶失措,zhang'huang'shi'cuo
张慌失措,zhang'huang'shi'cuo
张皇失措,zhang'huang'shi'cuo
张皇失错,zhang'huang'shi'cuo
张皇无措,zhang'huang'wu'cuo
张皇幽眇,zhang'huang'you'miao
章回小说,zhang'hui'xiao'shuo
张机设阱,zhang'ji'she'jing
张甲李乙,zhang'jia'li'yi
杖节把钺,zhang'jie'ba'yue
仗节死义,zhang'jie'si'yi
张筋弩脉,zhang'jin'nu'mai
杖屦往还,zhang'ju'wang'huan
章句小儒,zhang'ju'xiao'ru
章句之徒,zhang'ju'zhi'tu
章决句断,zhang'jue'ju'duan
獐麇马鹿,zhang'jun'ma'lu
张口掉舌,zhang'kou'diao'she
张口结舌,zhang'kou'jie'she
张口吐舌,zhang'kou'tu'she
张狂妄行,zhang'kuang'wang'xing
张良借箸,zhang'liang'jie'zhu
丈六金身,zhang'liu'jin'shen
杖履相从,zhang'lv'xiang'cong
杖履纵横,zhang'lv'zong'heng
仗马寒蝉,zhang'ma'han'chan
张脉偾兴,zhang'mai'fen'xing
章满公车,zhang'man'gong'che
张袂成帷,zhang'mei'cheng'wei
张袂成阴,zhang'mei'cheng'yin
张眉努目,zhang'mei'nu'mu
张眉努眼,zhang'mei'nu'yan
张眉张眼,zhang'mei'zhang'yan
彰明较着,zhang'ming'jiao'zhe
彰明较著,zhang'ming'jiao'zhu
彰明昭着,zhang'ming'zhao'zhe
彰明昭著,zhang'ming'zhao'zhu
杖莫如信,zhang'mo'ru'xin
涨啮城郭,zhang'nie'cheng'guo
仗气使酒,zhang'qi'shi'jiu
仗气直书,zhang'qi'zhi'shu
麞麕马鹿,zhang'qun'ma'lu
张三李四,zhang'san'li'si
张三吕四,zhang'san'lv'si
彰善瘅恶,zhang'shan'dan'e
掌上观文,zhang'shang'guan'wen
掌上观纹,zhang'shang'guan'wen
掌上明珠,zhang'shang'ming'zhu
掌上珍珠,zhang'shang'zhen'zhu
张设布列,zhang'she'bu'lie
张舌骗口,zhang'she'pian'kou
掌声雷动,zhang'sheng'lei'dong
张生煮海,zhang'sheng'zhu'hai
仗势欺人,zhang'shi'qi'ren
张睢阳齿,zhang'sui'yang'chi
章台杨柳,zhang'tai'yang'liu
章台之柳,zhang'tai'zhi'liu
杖头木偶,zhang'tou'mu'ou
獐头鼠目,zhang'tou'shu'mu
麞头鼠目,zhang'tou'shu'mu
张头探脑,zhang'tou'tan'nao
彰往察来,zhang'wang'cha'lai
彰往考来,zhang'wang'kao'lai
章往考来,zhang'wang'kao'lai
张王李赵,zhang'wang'li'zhao
张王赵李,zhang'wang'zhao'li
杖限文书,zhang'xian'wen'shu
瘴乡恶土,zhang'xiang'e'tu
张牙切齿,zhang'ya'qie'chi
张牙舞爪,zhang'ya'wu'zhao
张眼露睛,zhang'yan'lu'jing
张筵设戏,zhang'yan'she'xi
张扬其事,zhang'yang'qi'shi
仗义疎财,zhang'yi'shu'cai
仗义疏财,zhang'yi'shu'cai
仗义行仁,zhang'yi'xing'ren
仗义执言,zhang'yi'zhi'yan
仗义直言,zhang'yi'zhi'yan
瘴雨蛮烟,zhang'yu'man'yan
瘴雨蛮云,zhang'yu'man'yun
杖钺一方,zhang'yue'yi'fang
张张巴巴,zhang'zhang'ba'ba
张张屈屈,zhang'zhang'qu'qu
彰彰在目,zhang'zhang'zai'mu
张嘴挢舌,zhang'zui'jiao'she
张嘴结舌,zhang'zui'jie'she
照本宣科,zhao'ben'xuan'ke
招兵买马,zhao'bing'mai'ma
找不自在,zhao'bu'zi'zai
招财进宝,zhao'cai'jin'bao
招财纳福,zhao'cai'na'fu
照单全收,zhao'dan'quan'shou
昭德塞违,zhao'de'se'wei
招风揽火,zhao'feng'lan'huo
招风惹草,zhao'feng're'cao
招蜂惹蝶,zhao'feng're'die
招风惹雨,zhao'feng're'yu
招蜂引蝶,zhao'feng'yin'die
照功行赏,zhao'gong'xing'shang
赵公元帅,zhao'gong'yuan'shuai
招花惹草,zhao'hua're'cao
招魂续魄,zhao'hun'xu'po
招魂扬幡,zhao'hun'yang'fan
招架不住,zhao'jia'bu'zhu
赵家姊妹,zhao'jia'zi'mei
赵郊坑肉,zhao'jiao'keng'rou
招军买马,zhao'jun'mai'ma
赵礼让肥,zhao'li'rang'fei
昭聋发聩,zhao'long'fa'kui
照猫画虎,zhao'mao'hua'hu
招门纳婿,zhao'men'na'xu
照模照样,zhao'mo'zhao'yang
昭穆伦序,zhao'mu'lun'xu
赵钱孙李,zhao'qian'sun'li
招权纳贿,zhao'quan'na'hui
招权纳赂,zhao'quan'na'lu
招权纳赇,zhao'quan'na'qiu
昭然可见,zhao'ran'ke'jian
昭然若揭,zhao'ran'ruo'jie
昭然在目,zhao'ran'zai'mu
昭然著闻,zhao'ran'zhu'wen
照人肝胆,zhao'ren'gan'dan
昭如日星,zhao'ru'ri'xing
昭如日月,zhao'ru'ri'yue
召神弄鬼,zhao'shen'nong'gui
招是搬非,zhao'shi'ban'fei
招是揽非,zhao'shi'lan'fei
招事惹非,zhao'shi're'fei
招是惹非,zhao'shi're'fei
招是生非,zhao'shi'sheng'fei
赵四将军,zhao'si'jiang'jun
照天蜡烛,zhao'tian'la'zhu
招亡纳叛,zhao'wang'na'pan
昭威耀武,zhao'wei'yao'wu
招贤礼士,zhao'xian'li'shi
招贤纳士,zhao'xian'na'shi
招贤下士,zhao'xian'xia'shi
招降纳附,zhao'xiang'na'fu
招降纳款,zhao'xiang'na'kuan
招降纳叛,zhao'xiang'na'pan
招降纳顺,zhao'xiang'na'shun
爪牙之将,zhao'ya'zhi'jiang
爪牙之士,zhao'ya'zhi'shi
招摇过市,zhao'yao'guo'shi
招摇撞骗,zhao'yao'zhuang'pian
照萤映雪,zhao'ying'ying'xue
招灾揽祸,zhao'zai'lan'huo
招灾惹祸,zhao'zai're'huo
兆载永劫,zhao'zai'yong'jie
照章办事,zhao'zhang'ban'shi
棹棹轧轧,zhao'zhao'ya'ya
昭昭在目,zhao'zhao'zai'mu
昭昭之明,zhao'zhao'zhi'ming
昭昭之宇,zhao'zhao'zhi'yu
招之不来,zhao'zhi'bu'lai
召之即来,zhao'zhi'ji'lai
招之即来,zhao'zhi'ji'lai
折臂三公,zhe'bi'san'gong
折长补短,zhe'chang'bu'duan
折冲将军,zhe'chong'jiang'jun
折冲千里,zhe'chong'qian'li
折冲万里,zhe'chong'wan'li
折冲厌难,zhe'chong'yan'nan
折冲御侮,zhe'chong'yu'wu
折冲之臣,zhe'chong'zhi'chen
折冲尊俎,zhe'chong'zun'zu
折冲樽俎,zhe'chong'zun'zu
遮地盖天,zhe'di'gai'tian
遮地漫天,zhe'di'man'tian
折鼎覆餗,zhe'ding'fu'su
折而族之,zhe'er'zu'zhi
遮风挡雨,zhe'feng'dang'yu
辄鲋之急,zhe'fu'zhi'ji
辙鲋之急,zhe'fu'zhi'ji
折槁振落,zhe'gao'zhen'luo
折桂攀蟾,zhe'gui'pan'chan
辙涸羁臣,zhe'he'ji'chen
辙环天下,zhe'huan'tian'xia
折戟沉沙,zhe'ji'chen'sha
着屐登山,zhe'ji'deng'shan
折笄之杖,zhe'ji'zhi'zhang
折简相召,zhe'jian'xiang'zhao
折胶堕指,zhe'jiao'duo'zhi
折角之口,zhe'jiao'zhi'kou
折节待士,zhe'jie'dai'shi
折节读书,zhe'jie'du'shu
折节礼士,zhe'jie'li'shi
折节下士,zhe'jie'xia'shi
折节向学,zhe'jie'xiang'xue
折矩周规,zhe'ju'zhou'gui
遮空蔽日,zhe'kong'bi'ri
折柳攀花,zhe'liu'pan'hua
辙乱旂靡,zhe'luan'qi'mi
辙乱旗靡,zhe'luan'qi'mi
遮前掩后,zhe'qian'yan'hou
折券弃债,zhe'quan'qi'zhai
遮人耳目,zhe'ren'er'mu
哲人其萎,zhe'ren'qi'wei
遮人眼目,zhe'ren'yan'mu
折锐摧矜,zhe'rui'cui'jin
遮三瞒四,zhe'san'man'si
折首不悔,zhe'shou'bu'hui
着书立说,zhe'shu'li'shuo
遮天蔽日,zhe'tian'bi'ri
遮天盖地,zhe'tian'gai'di
遮天盖日,zhe'tian'gai'ri
遮天迷地,zhe'tian'mi'di
遮天压地,zhe'tian'ya'di
遮天映日,zhe'tian'ying'ri
遮头安脚,zhe'tou'an'jiao
遮羞包丑,zhe'xiu'bao'chou
遮掩耳目,zhe'yan'er'mu
折腰升斗,zhe'yao'sheng'dou
者也之乎,zhe'ye'zhi'hu
赭衣半道,zhe'yi'ban'dao
赭衣满道,zhe'yi'man'dao
赭衣塞路,zhe'yi'sai'lu
詟谀立懦,zhe'yu'li'nuo
讋谀立懦,zhe'yu'li'nuo
遮吒迦鸟,zhe'zha'jia'niao
遮咤迦鸟,zhe'zha'jia'niao
着帐郎君,zhe'zhang'lang'jun
者者谦谦,zhe'zhe'qian'qian
遮遮捂捂,zhe'zhe'wu'wu
遮遮掩掩,zhe'zhe'yan'yan
柘枝花帽,zhe'zhi'hua'mao
折足覆餗,zhe'zu'fu'su
振笔疾书,zhen'bi'ji'shu
振臂一呼,zhen'bi'yi'hu
振兵泽旅,zhen'bing'shi'lv
振兵释旅,zhen'bing'shi'lv
贞不絶俗,zhen'bu'jue'su
贞不绝俗,zhen'bu'jue'su
甄才品能,zhen'cai'pin'neng
真才实学,zhen'cai'shi'xue
珍藏密敛,zhen'cang'mi'lian
珍产淫货,zhen'chan'yin'huo
真刀真枪,zhen'dao'zhen'qiang
镇殿将军,zhen'dian'jiang'jun
枕典席文,zhen'dian'xi'wen
镇定自若,zhen'ding'zi'ruo
真独简贵,zhen'du'jian'gui
震耳欲聋,zhen'er'yu'long
甄烦就简,zhen'fan'jiu'jian
甄繁就简,zhen'fan'jiu'jian
枕方寝绳,zhen'fang'qin'sheng
振奋人心,zhen'fen'ren'xin
贞风亮节,zhen'feng'liang'jie
震风陵雨,zhen'feng'ling'yu
针锋相对,zhen'feng'xiang'dui
贞夫烈妇,zhen'fu'lie'fu
枕干而寝,zhen'gan'er'qin
枕干之雠,zhen'gan'zhi'chou
贞高绝俗,zhen'gao'jue'su
枕戈尝胆,zhen'ge'chang'dan
枕戈达旦,zhen'ge'da'dan
枕戈待旦,zhen'ge'dai'dan
枕戈待敌,zhen'ge'dai'di
枕戈待命,zhen'ge'dai'ming
枕戈汗马,zhen'ge'han'ma
枕戈击楫,zhen'ge'ji'ji
枕戈披甲,zhen'ge'pi'jia
枕戈泣血,zhen'ge'qi'xue
枕戈寝甲,zhen'ge'qin'jia
枕戈以待,zhen'ge'yi'dai
枕戈饮胆,zhen'ge'yin'dan
枕戈饮血,zhen'ge'yin'xue
枕戈剚刃,zhen'ge'zi'ren
枕戈坐甲,zhen'ge'zuo'jia
振古如兹,zhen'gu'ru'zi
震古烁今,zhen'gu'shuo'jin
震古铄今,zhen'gu'shuo'jin
贞观之理,zhen'guan'zhi'li
贞观之治,zhen'guan'zhi'zhi
箴规磨切,zhen'gui'mo'qie
振国之患,zhen'guo'zhi'huan
震撼寰宇,zhen'han'huan'yu
震撼人心,zhen'han'ren'xin
枕籍经史,zhen'ji'jing'shi
枕籍诗书,zhen'ji'shi'shu
真假难辨,zhen'jia'nan'bian
针尖不倒,zhen'jian'bu'dao
贞节牌坊,zhen'jie'pai'fang
针芥相投,zhen'jie'xiang'tou
针芥之合,zhen'jie'zhi'he
针芥之契,zhen'jie'zhi'qi
针芥之投,zhen'jie'zhi'tou
真金不镀,zhen'jin'bu'du
真金烈火,zhen'jin'lie'huo
振景拔迹,zhen'jing'ba'ji
枕经籍书,zhen'jing'ji'shu
真空地带,zhen'kong'di'dai
鍼口结舌,zhen'kou'jie'she
枕冷衾寒,zhen'leng'qin'han
振领提纲,zhen'ling'ti'gang
枕流漱石,zhen'liu'shu'shi
振聋发聩,zhen'long'fa'kui
震聋发聩,zhen'long'fa'kui
真龙活现,zhen'long'huo'xian
振聋启聩,zhen'long'qi'kui
真龙天子,zhen'long'tian'zi
珍楼宝屋,zhen'lou'bao'wu
振鹭充庭,zhen'lu'chong'ting
振鹭在庭,zhen'lu'zai'ting
振旅而归,zhen'lv'er'gui
阵马风樯,zhen'ma'feng'qiang
振民育德,zhen'min'yu'de
真命天子,zhen'ming'tian'zi
贞模圣表,zhen'mo'sheng'biao
轸念殊深,zhen'nian'shu'shen
赈贫贷乏,zhen'pin'dai'fa
振贫济乏,zhen'pin'ji'fa
赈贫济乏,zhen'pin'ji'fa
真凭实据,zhen'ping'shi'ju
甄奇录异,zhen'qi'lu'yi
甄奇録异,zhen'qi'lu'yi
真枪实弹,zhen'qiang'shi'dan
珍禽奇兽,zhen'qin'qi'shou
珍禽异兽,zhen'qin'yi'shou
真情实感,zhen'qing'shi'gan
真情实意,zhen'qing'shi'yi
赈穷济乏,zhen'qiong'ji'fa
振穷恤寡,zhen'qiong'xu'gua
振穷恤贫,zhen'qiong'xu'pin
振裘持领,zhen'qiu'chi'ling
枕麴藉糟,zhen'qu'ji'zao
枕曲藉糟,zhen'qu'jie'zao
枕麹藉糟,zhen'qu'jie'zao
真人真事,zhen'ren'zhen'shi
镇日镇夜,zhen'ri'zhen'ye
枕山臂江,zhen'shan'bi'jiang
枕善而居,zhen'shan'er'ju
枕山负海,zhen'shan'fu'hai
枕山襟海,zhen'shan'jin'hai
枕山栖谷,zhen'shan'qi'gu
镇山太岁,zhen'shan'tai'sui
真山真水,zhen'shan'zhen'shui
震慑人心,zhen'she'ren'xin
镇神头势,zhen'shen'tou'shi
枕剩衾余,zhen'sheng'qin'yu
枕石寝绳,zhen'shi'qin'sheng
枕石漱流,zhen'shi'shou'liu
枕石嗽流,zhen'shi'sou'liu
真实无妄,zhen'shi'wu'wang
贞松劲柏,zhen'song'jing'bai
侦探小说,zhen'tan'xiao'shuo
侦探小説,zhen'tan'xiao'yue
震天动地,zhen'tian'dong'di
震天骇地,zhen'tian'hai'di
震天撼地,zhen'tian'han'di
震天铄地,zhen'tian'shuo'di
针头线脑,zhen'tou'xian'nao
针头线尾,zhen'tou'xian'wei
针头削铁,zhen'tou'xue'tie
珍味佳肴,zhen'wei'jia'yao
真伪莫辨,zhen'wei'mo'bian
真伪难辨,zhen'wei'nan'bian
臻微入妙,zhen'wei'ru'miao
枕稳衾温,zhen'wen'qin'wen
枕席过师,zhen'xi'guo'shi
枕席还师,zhen'xi'huan'shi
枕席未安,zhen'xi'wei'an
枕席之爱,zhen'xi'zhi'ai
枕席之欢,zhen'xi'zhi'huan
枕席之事,zhen'xi'zhi'shi
贞下起元,zhen'xia'qi'yuan
真相毕露,zhen'xiang'bi'lu
真相大白,zhen'xiang'da'bai
真心诚意,zhen'xin'cheng'yi
甄心动惧,zhen'xin'dong'ju
真心实意,zhen'xin'shi'yi
真心真意,zhen'xin'zhen'yi
振兴中华,zhen'xing'zhong'hua
真凶实犯,zhen'xiong'shi'fan
珍羞美味,zhen'xiu'mei'wei
珍馐美馔,zhen'xiu'mei'zhuan
枕岩漱流,zhen'yan'shu'liu
枕嵓漱流,zhen'yan'shu'liu
珍肴异馔,zhen'yao'yi'zhuan
振衣提领,zhen'yi'ti'ling
振衣濯足,zhen'yi'zhuo'zu
振缨公朝,zhen'ying'gong'chao
振缨王室,zhen'ying'wang'shi
振缨中朝,zhen'ying'zhong'chao
畛域之见,zhen'yu'zhi'jian
贞元朝士,zhen'yuan'chao'shi
贞元会合,zhen'yuan'hui'he
贞元旧谱,zhen'yuan'jiu'pu
真脏实犯,zhen'zang'shi'fan
真赃实犯,zhen'zang'shi'fan
真赃实证,zhen'zang'shi'zheng
真赃真贼,zhen'zang'zhen'zei
针针丛棘,zhen'zhen'cong'ji
臻臻簇簇,zhen'zhen'cu'cu
真真假假,zhen'zhen'jia'jia
榛榛狉狉,zhen'zhen'pi'pi
真真实实,zhen'zhen'shi'shi
振振有词,zhen'zhen'you'ci
振振有辞,zhen'zhen'you'ci
臻臻至至,zhen'zhen'zhi'zhi
真知卓见,zhen'zhi'zhuo'jian
真知灼见,zhen'zhi'zhuo'jian
枕中鸿宝,zhen'zhong'hong'bao
枕中鸿寳,zhen'zhong'hong'bao
枕中鸿寶,zhen'zhong'hong'bao
震主之威,zhen'zhu'zhi'wei
斟酌损益,zhen'zhuo'sun'yi
振作有为,zhen'zuo'you'wei
正本澄源,zheng'ben'cheng'yuan
整本大套,zheng'ben'da'tao
正本清源,zheng'ben'qing'yuan
正本溯源,zheng'ben'su'yuan
争长黄池,zheng'chang'huang'chi
争长竞短,zheng'chang'jing'duan
争长论短,zheng'chang'lun'duan
争长争短,zheng'chang'zheng'duan
政出多门,zheng'chu'duo'men
正大不阿,zheng'da'bu'e
正大高明,zheng'da'gao'ming
正大光明,zheng'da'guang'ming
正大堂煌,zheng'da'tang'huang
正大堂皇,zheng'da'tang'huang
正道坦途,zheng'dao'tan'tu
正道直行,zheng'dao'zhi'xing
正点背画,zheng'dian'bei'hua
争短论长,zheng'duan'lun'chang
整顿干坤,zheng'dun'gan'kun
整顿乾坤,zheng'dun'qian'kun
争多竞少,zheng'duo'jing'shao
争多论少,zheng'duo'lun'shao
正儿八经,zheng'er'ba'jing
正儿巴经,zheng'er'ba'jing
正法眼藏,zheng'fa'yan'cang
正法直度,zheng'fa'zhi'du
争分夺秒,zheng'fen'duo'miao
拯焚救溺,zheng'fen'jiu'ni
整纷剔蠹,zheng'fen'ti'du
争锋吃醋,zheng'feng'chi'cu
争风吃醋,zheng'feng'chi'cu
征风召雨,zheng'feng'zhao'yu
证父攘羊,zheng'fu'rang'yang
正复为奇,zheng'fu'wei'qi
整躬率物,zheng'gong'shuai'wu
郑公听履,zheng'gong'ting'lv
蒸骨验尸,zheng'gu'yan'shi
正冠李下,zheng'guan'li'xia
整冠纳履,zheng'guan'na'lv
正冠纳履,zheng'guan'na'lv
争光日月,zheng'guang'ri'yue
证龟成鳖,zheng'gui'cheng'bie
征贵征贱,zheng'gui'zheng'jian
郑国三良,zheng'guo'san'liang
争红斗紫,zheng'hong'dou'zi
政荒民弊,zheng'huang'min'bi
争鸡失羊,zheng'ji'shi'yang
正己守道,zheng'ji'shou'dao
郑家婢妾,zheng'jia'bi'qie
整甲缮兵,zheng'jia'shan'bing
郑家诗婢,zheng'jia'shi'bi
正谏不讳,zheng'jian'bu'hui
政简刑清,zheng'jian'xing'qing
症结所在,zheng'jie'suo'zai
正襟安坐,zheng'jin'an'zuo
争斤论两,zheng'jin'lun'liang
整襟危坐,zheng'jin'wei'zuo
正襟危坐,zheng'jin'wei'zuo
正经八摆,zheng'jing'ba'bai
正经八百,zheng'jing'ba'bai
正经八板,zheng'jing'ba'ban
正经八本,zheng'jing'ba'ben
整旧如新,zheng'jiu'ru'xin
证据确凿,zheng'ju'que'zao
整军饬武,zheng'jun'chi'wu
整军经武,zheng'jun'jing'wu
郑康成婢,zheng'kang'cheng'bi
正理平治,zheng'li'ping'zhi
征敛无度,zheng'lian'wu'du
征敛无期,zheng'lian'wu'qi
政令不一,zheng'ling'bu'yi
正龙拍虎,zheng'long'pai'hu
整旅厉卒,zheng'lv'li'zu
争猫丢牛,zheng'mao'diu'niu
正名定分,zheng'ming'ding'fen
争名夺利,zheng'ming'duo'li
正明公道,zheng'ming'gong'dao
争名竞利,zheng'ming'jing'li
铮明瓦亮,zheng'ming'wa'liang
征名责实,zheng'ming'ze'shi
徵名责实,zheng'ming'ze'shi
正名责实,zheng'ming'ze'shi
争名逐利,zheng'ming'zhu'li
睁目张须,zheng'mu'zhang'xu
正南巴北,zheng'nan'ba'bei
拯溺扶危,zheng'ni'fu'wei
拯溺救焚,zheng'ni'jiu'fen
整年累月,zheng'nian'lei'yue
狰狞可畏,zheng'ning'ke'wei
狰狞面孔,zheng'ning'mian'kong
狰狞面貌,zheng'ning'mian'mao
狰狞面目,zheng'ning'mian'mu
政庞土裂,zheng'pang'tu'lie
政平讼理,zheng'ping'song'li
政平讼息,zheng'ping'song'xi
争奇斗艳,zheng'qi'dou'yan
争奇斗异,zheng'qi'dou'yi
整齐划一,zheng'qi'hua'yi
整齐画一,zheng'qi'hua'yi
正气凛然,zheng'qi'lin'ran
正气之歌,zheng'qi'zhi'ge
争前恐后,zheng'qian'kong'hou
郑虔三絶,zheng'qian'san'jue
郑虔三绝,zheng'qian'san'jue
争强斗狠,zheng'qiang'dou'hen
争强斗胜,zheng'qiang'dou'sheng
争强好胜,zheng'qiang'hao'sheng
争强显胜,zheng'qiang'xian'sheng
政清人和,zheng'qing'ren'he
政清狱简,zheng'qing'yu'jian
争权夺利,zheng'quan'duo'li
争权攘利,zheng'quan'rang'li
争权逐利,zheng'quan'zhu'li
正人君子,zheng'ren'jun'zi
郑人买履,zheng'ren'mai'lv
郑人实履,zheng'ren'shi'lv
郑人争年,zheng'ren'zheng'nian
峥嵘崔嵬,zheng'rong'cui'wei
正容亢色,zheng'rong'kang'se
争荣夸耀,zheng'rong'kua'yao
峥嵘岁月,zheng'rong'sui'yue
峥嵘轩峻,zheng'rong'xuan'jun
正色敢言,zheng'se'gan'yan
正色立朝,zheng'se'li'chao
正色厉声,zheng'se'li'sheng
正色危言,zheng'se'wei'yan
正色直绳,zheng'se'zhi'sheng
正色直言,zheng'se'zhi'yan
蒸沙成饭,zheng'sha'cheng'fan
蒸沙为饭,zheng'sha'wei'fan
蒸沙作饭,zheng'sha'zuo'fan
正身明法,zheng'shen'ming'fa
正身清心,zheng'shen'qing'xin
正身率下,zheng'shen'shuai'xia
郑声乱雅,zheng'sheng'luan'ya
正声雅音,zheng'sheng'ya'yin
郑氏羣虎,zheng'shi'qun'hu
郑氏群虎,zheng'shi'qun'hu
正视绳行,zheng'shi'sheng'xing
郑氏丫环,zheng'shi'ya'huan
正始之音,zheng'shi'zhi'yin
争天抗俗,zheng'tian'kang'su
政通人和,zheng'tong'ren'he
挣头科脑,zheng'tou'ke'nao
正头娘子,zheng'tou'niang'zi
正头香主,zheng'tou'xiang'zhu
拯危扶溺,zheng'wei'fu'ni
拯危济困,zheng'wei'ji'kun
郑卫桑间,zheng'wei'sang'jian
郑卫之曲,zheng'wei'zhi'qu
郑卫之声,zheng'wei'zhi'sheng
郑卫之音,zheng'wei'zhi'yin
郑衞之音,zheng'wei'zhi'yin
郑五歇后,zheng'wu'xie'hou
争先恐后,zheng'xian'kong'hou
争先士卒,zheng'xian'shi'zu
正心诚意,zheng'xin'cheng'yi
郑玄家婢,zheng'xuan'jia'bi
正言不讳,zheng'yan'bu'hui
争妍斗奇,zheng'yan'dou'qi
争妍斗艳,zheng'yan'dou'yan
争妍竞艳,zheng'yan'jing'yan
正言厉色,zheng'yan'li'se
正颜厉色,zheng'yan'li'se
正言厉颜,zheng'yan'li'yan
正言若反,zheng'yan'ruo'fan
睁眼苫眉,zheng'yan'shan'mei
睁眼瞎子,zheng'yan'xia'zi
正言直谏,zheng'yan'zhi'jian
政以贿成,zheng'yi'hui'cheng
争一口气,zheng'yi'kou'qi
整衣敛容,zheng'yi'lian'rong
正义凛然,zheng'yi'lin'ran
整衣危坐,zheng'yi'wei'zuo
正义之师,zheng'yi'zhi'shi
政由己出,zheng'you'ji'chu
徵羽之操,zheng'yu'zhi'cao
争长相雄,zheng'zhang'xiang'xiong
郑昭宋聋,zheng'zhao'song'long
铮铮不屈,zheng'zheng'bu'qu
正正当当,zheng'zheng'dang'dang
铮铮佼佼,zheng'zheng'jiao'jiao
整整截截,zheng'zheng'jie'jie
正正经经,zheng'zheng'jing'jing
整整齐齐,zheng'zheng'qi'qi
正正气气,zheng'zheng'qi'qi
蒸蒸日进,zheng'zheng'ri'jin
蒸蒸日上,zheng'zheng'ri'shang
蒸蒸日盛,zheng'zheng'ri'sheng
正正堂堂,zheng'zheng'tang'tang
铮铮铁骨,zheng'zheng'tie'gu
铮铮铁汉,zheng'zheng'tie'han
铮铮有声,zheng'zheng'you'sheng
正正之旗,zheng'zheng'zhi'qi
正直公平,zheng'zhi'gong'ping
正直无阿,zheng'zhi'wu'a
正直无私,zheng'zhi'wu'si
正直无邪,zheng'zhi'wu'xie
正枝正叶,zheng'zhi'zheng'ye
正中己怀,zheng'zhong'ji'huai
郑重其辞,zheng'zhong'qi'ci
正中其怀,zheng'zhong'qi'huai
郑重其事,zheng'zhong'qi'shi
正中下怀,zheng'zhong'xia'huai
整装待发,zheng'zhuang'dai'fa
郑庄好客,zheng'zhuang'hao'ke
治阿之宰,zhi'a'zhi'zai
芝艾并焚,zhi'ai'bing'fen
芝艾共焚,zhi'ai'gong'fen
芝艾俱焚,zhi'ai'ju'fen
芝艾俱尽,zhi'ai'ju'jin
窒碍难行,zhi'ai'nan'xing
芝艾同焚,zhi'ai'tong'fen
知安忘危,zhi'an'wang'wei
知白守黑,zhi'bai'shou'hei
织白守黑,zhi'bai'shou'hei
知白守辱,zhi'bai'shou'ru
直百五铢,zhi'bai'wu'zhu
止暴禁非,zhi'bao'jin'fei
纸笔喉舌,zhi'bi'hou'she
栉比鳞差,zhi'bi'lin'ci
栉比鳞次,zhi'bi'lin'ci
栉比鳞臻,zhi'bi'lin'zhen
知彼知己,zhi'bi'zhi'ji
直笔之史,zhi'bi'zhi'shi
执鞭随蹬,zhi'bian'sui'deng
执鞭随镫,zhi'bian'sui'deng
执鞭坠蹬,zhi'bian'zhui'deng
执鞭坠镫,zhi'bian'zhui'deng
枝别条异,zhi'bie'tiao'yi
治病救人,zhi'bing'jiu'ren
炙冰使燥,zhi'bing'shi'zao
治兵以信,zhi'bing'yi'xin
治兵振旅,zhi'bing'zhen'lv
直镈蒙璆,zhi'bo'meng'qiu
直不笼统,zhi'bu'long'tong
指不胜偻,zhi'bu'sheng'lv
指不胜屈,zhi'bu'sheng'qu
指不胜数,zhi'bu'sheng'shu
治不忘乱,zhi'bu'wang'luan
枝布叶分,zhi'bu'ye'fen
知不诈愚,zhi'bu'zha'yu
芝残蕙焚,zhi'can'hui'fen
智藏瘝在,zhi'cang'guan'zai
芝草无根,zhi'cao'wu'gen
支策据梧,zhi'ce'ju'wu
直肠直肚,zhi'chang'zhi'du
至诚高节,zhi'cheng'gao'jie
志诚君子,zhi'cheng'jun'zi
至诚如神,zhi'cheng'ru'shen
至诚无昧,zhi'cheng'wu'mei
指成之间,zhi'cheng'zhi'jian
咫尺千里,zhi'chi'qian'li
咫尺天涯,zhi'chi'tian'ya
咫尺天颜,zhi'chi'tian'yan
咫尺万里,zhi'chi'wan'li
咫尺威颜,zhi'chi'wei'yan
稚齿婑媠,zhi'chi'wo'tuo
咫尺之功,zhi'chi'zhi'gong
咫尺之书,zhi'chi'zhi'shu
咫尺之义,zhi'chi'zhi'yi
志冲斗牛,zhi'chong'dou'niu
直冲横撞,zhi'chong'heng'zhuang
志冲牛斗,zhi'chong'niu'dou
织楚成门,zhi'chu'cheng'men
智出乎争,zhi'chu'hu'zheng
