阿鼻元珠,a'bi'yuan'zhu
令狐畹兰,ling'hu'wan'lan
凌浑,ling'hun
灵空仙界,ling'kong'xian'jie
灵灵子,ling'ling'zi
灵奇,ling'qi
灵旗烈焰,ling'qi'lie'yan
灵峤宫,ling'qiao'gong
灵石剑,ling'shi'jian
灵石真火,ling'shi'zhen'huo
灵威叟,ling'wei'sou
灵雾障,ling'wu'zhang
羚峡仙府,ling'xia'xian'fu
凌虚子,ling'xu'zi
凌虚子崔海客,ling'xu'zi'cui'hai'ke
凌雪鸿,ling'xue'hong
灵羊峰,ling'yang'feng
灵药,ling'yao
灵玉膏,ling'yu'gao
灵玉岩,ling'yu'yan
凌云凤,ling'yun'feng
灵蛛丝,ling'zhu'si
刘超,liu'chao
刘独,liu'du
刘根座,liu'gen'zuo
柳和,liu'he
硫磺迷魂砂,liu'huang'mi'hun'sha
六甲分光轮,liu'jia'fen'guang'lun
六甲金光幛,liu'jia'jin'guang'zhang
六魔,liu'mo
留骈,liu'pian
柳青,liu'qing
刘泉,liu'quan
留人峒,liu'ren'dong
柳如花,liu'ru'hua
六戊潜行之法,liu'wu'qian'xing'zhi'fa
刘霞台,liu'xia'tai
柳雄飞,liu'xiong'fei
柳雪翁,liu'xue'weng
柳燕娘,liu'yan'niang
六阳定风幡,liu'yang'ding'feng'fan
六阳换骨琼浆,liu'yang'huan'gu'qiong'jiang
六阳烈火柱,liu'yang'lie'huo'zhu
六阳青灵辟魔铠,liu'yang'qing'ling'pi'mo'kai
六阳神火鉴,liu'yang'shen'huo'jian
刘裕安,liu'yu'an
六贼无形针,liu'zei'wu'xing'zhen
六贼阴魂圈,liu'zei'yin'hun'quan
柳宗潜,liu'zong'qian
龙飞,long'fei
龙化,long'hua
龙力子,long'li'zi
龙猛,long'meng
龙湫山樵,long'qiu'shan'qiao
龙雀环,long'que'huan
龙山双艳,long'shan'shuang'yan
龙玄,long'xuan
聋哑僧,long'ya'seng
龙珠,long'zhu
楼沧洲,lou'cang'zhou
漏网,lou'wang
陆沉混元幡,lu'chen'hun'yuan'fan
陆成,lu'cheng
陆大虎,lu'da'hu
陆地金龙,lu'di'jin'long
陆地金仙,lu'di'jin'xian
鹿革岛,lu'ge'dao
六合微尘仙阵,lu'he'wei'chen'xian'zhen
陆虎,lu'hu
戮魂针,lu'hun'zhen
陆敏,lu'min
路平遥,lu'ping'yao
鹿清,lu'qing
陆蓉波,lu'rong'bo
庐山,lu'shan
陆巽,lu'xun
卢妪,lu'yu
孪生姊妹,luan'sheng'zi'mei
罗刹金刀,luo'cha'jin'dao
罗刹仙,luo'cha'xian
罗刹阴风网,luo'cha'yin'feng'wang
落凤山,luo'feng'shan
落魂岛,luo'hun'dao
落魂谷,luo'hun'gu
罗锦春,luo'jin'chun
罗九,luo'jiu
罗袅,luo'niao
落神坊,luo'shen'fang
落神岭,luo'shen'ling
罗文林,luo'wen'lin
罗新,luo'xin
落雁山,luo'yan'shan
罗茵,luo'yin
罗紫烟,luo'zi'yan
绿鬓仙娘,lv'bin'xian'niang
吕村,lv'cun
吕璟,lv'jing
绿毛真人,lv'mao'zhen'ren
绿毛真人刘根,lv'mao'zhen'ren'liu'gen
绿袍,lv'pao
绿袍老祖,lv'pao'lao'zu
吕宪明,lv'xian'ming
绿玉杖,lv'yu'zhang
吕元子,lv'yuan'zi
绿云仙席,lv'yun'xian'xi
绿云瘴,lv'yun'zhang
马庚仙,ma'geng'xian
麻冠道人,ma'guan'dao'ren
马觉,ma'jue
马龙娃,ma'long'wa
麻头鬼王,ma'tou'gui'wang
马湘,ma'xiang
马雄,ma'xiong
莽苍山,mang'cang'shan
芒砀山,mang'dang'shan
氓牛岭,mang'niu'ling
莽头陀,mang'tou'tuo
毛太,mao'tai
毛萧,mao'xiao
毛霄,mao'xiao
茅壮,mao'zhuang
梅花仙子,mei'hua'xian'zi
美嫫母,mei'mo'mu
美髯仙童,mei'ran'xian'tong
美少年,mei'shao'nian
美仙娃,mei'xian'wa
门徒,men'tu
弥尘幡,mi'chen'fan
米和,mi'he
秘籍,mi'ji
米明娘,mi'ming'niang
秘魔,mi'mo
秘魔神音,mi'mo'shen'yin
秘魔神装,mi'mo'shen'zhuang
米佘,mi'she
米鼍,mi'tuo
弥陀珠,mi'tuo'zhu
迷阳毒草,mi'yang'du'cao
迷阳针,mi'yang'zhen
密音环,mi'yin'huan
面壁,mian'bi
苗楚芳,miao'chu'fang
眇姑,miao'gu
妙化真人,miao'hua'zhen'ren
苗酋,miao'qiu
苗山四凶,miao'shan'si'xiong
妙一,miao'yi
妙一夫人,miao'yi'fu'ren
妙一真人,miao'yi'zhen'ren
妙音寺,miao'yin'si
妙真观,miao'zhen'guan
灭魔宝箓,mie'mo'bao'lu
灭魔弹月弩,mie'mo'dan'yue'nu
岷山,min'shan
岷山三女,min'shan'san'nv
闵乌能,min'wu'neng
闵湘娃,min'xiang'wa
闵姓道姑,min'xing'dao'gu
明河,ming'he
冥圣,ming'sheng
明姝,ming'shu
明霞谷,ming'xia'gu
明霞神君,ming'xia'shen'jun
明夷子,ming'yi'zi
明悦大师,ming'yue'da'shi
明月珮,ming'yue'pei
明珠禅师,ming'zhu'chan'shi
摩耳崖,mo'er'ya
魔法,mo'fa
墨凤凰,mo'feng'huang
魔宫,mo'gong
摩诃尊,mo'he'zun
摩诃尊者,mo'he'zun'zhe
魔火金幢,mo'huo'jin'zhuang
摩伽仙子,mo'jia'xian'zi
魔教,mo'jiao
魔经,mo'jing
莫釐峰,mo'li'feng
墨龙神剑,mo'long'shen'jian
魔母,mo'mu
魔母温良,mo'mu'wen'liang
莫逆,mo'ni
魔女,mo'nv
磨球岛,mo'qiu'dao
魔泉幡,mo'quan'fan
魔头,mo'tou
摩云岭,mo'yun'ling
牟尼散光丸,mou'ni'san'guang'wan
牟尼珠,mou'ni'zhu
沐垓,mu'gai
沐红羽,mu'hong'yu
木鸡,mu'ji
沐圮,mu'pi
慕容贤,mu'rong'xian
慕容昭,mu'rong'zhao
沐尚,mu'shang
木石潜踪,mu'shi'qian'zong
纳芥环,na'jie'huan
南海,nan'hai
南海双童,nan'hai'shuang'tong
南疆,nan'jiang
南明离火剑,nan'ming'li'huo'jian
南星原,nan'xing'yuan
闹海银龙,nao'hai'yin'long
内景元宗,nei'jing'yuan'zong
倪不疑,ni'bu'yi
倪芳贤,ni'fang'xian
尼姑,ni'gu
倪均,ni'jun
倪兰心,ni'lan'xin
泥犁落魂幡,ni'li'luo'hun'fan
泥犁旗,ni'li'qi
泥犁玄阴轮,ni'li'xuan'yin'lun
泥犁珠,ni'li'zhu
尼尼,ni'ni
鸟语,niao'yu
孽龙岛,nie'long'dao
孽徒,nie'tu
宁一子,ning'yi'zi
凝玉峰,ning'yu'feng
牛肝峡,niu'gan'xia
牛清玄,niu'qing'xuan
农家姊妹,nong'jia'zi'mei
女大鹏,nv'da'peng
女弟子,nv'di'zi
女飞熊,nv'fei'xiong
女空空,nv'kong'kong
女昆仑,nv'kun'lun
女魔王,nv'mo'wang
女神童,nv'shen'tong
女神婴,nv'shen'ying
女徒弟,nv'tu'di
女韦护,nv'wei'hu
女仙,nv'xian
女枭神,nv'xiao'shen
女殃神,nv'yang'shen
女殃神邓八姑,nv'yang'shen'deng'ba'gu
沤浮,ou'fu
沤浮子,ou'fu'zi
欧阳宏,ou'yang'hong
欧阳鸿,ou'yang'hong
欧阳霜,ou'yang'shuang
潘芳,pan'fang
潘六婆,pan'liu'po
盘荦,pan'luo
叛师,pan'shi
潘硎,pan'xing
潘绣虎,pan'xiu'hu
庞化,pang'hua
庞化成,pang'hua'cheng
旁门,pang'men
旁门左道,pang'men'zuo'dao
裴娥,pei'e
裴懿,pei'yi
彭格,peng'ge
澎湖岛,peng'hu'dao
彭妪,peng'yu
披发狻猊,pi'fa'suan'ni
霹雳凿,pi'li'zao
辟魔符玦,pi'mo'fu'jue
辟魔神光罩,pi'mo'shen'guang'zhao
毗那神刀,pi'na'shen'dao
枇杷村,pi'pa'cun
瓢媪,piao'ao
缥缈儿,piao'miao'er
缥缈儿石明珠,piao'miao'er'shi'ming'zhu
平凉,ping'liang
破头和尚,po'tou'he'shang
鄱阳湖,po'yang'hu
蒲和,pu'he
普化,pu'hua
蒲妙妙,pu'miao'miao
菩提钉,pu'ti'ding
七矮,qi'ai
七宝金幢,qi'bao'jin'zhuang
七宝紫晶瓶,qi'bao'zi'jing'ping
齐承基,qi'cheng'ji
七二秘魔元命神幡,qi'er'mi'mo'yuan'ming'shen'fan
骑鲸客,qi'jing'ke
七老,qi'lao
旗里烟岚,qi'li'yan'lan
祁连山,qi'lian'shan
琪琳宫,qi'lin'gong
齐灵云,qi'ling'yun
齐鲁三英,qi'lu'san'ying
齐名,qi'ming
七魔,qi'mo
七禽神术,qi'qin'shen'shu
七禽五遁,qi'qin'wu'dun
七情网,qi'qing'wang
七煞幡,qi'sha'fan
七煞黑眚丝,qi'sha'hei'sheng'si
七煞手,qi'sha'shou
七煞乌灵刀,qi'sha'wu'ling'dao
七刹玄阴天幕,qi'sha'xuan'yin'tian'mu
七煞玄阴天幕,qi'sha'xuan'yin'tian'mu
七手夜叉,qi'shou'ye'cha
齐漱溟,qi'shu'ming
齐霞儿,qi'xia'er
七星,qi'xing
七星手,qi'xing'shou
漆章,qi'zhang
七指,qi'zhi
七指龙母,qi'zhi'long'mu
七指神魔,qi'zhi'shen'mo
前辈,qian'bei
乾罡神火,qian'gang'shen'huo
乾罡神火罩,qian'gang'shen'huo'zhao
千斤铊,qian'jin'ta
钱康,qian'kang
乾坤布袋,qian'kun'bu'dai
乾坤针,qian'kun'zhen
乾坤正气,qian'kun'zheng'qi
乾坤转变潜形旗,qian'kun'zhuan'bian'qian'xing'qi
乾坤转变潜行旗,qian'kun'zhuan'bian'qian'xing'qi
钱莱,qian'lai
千里户庭囊中缩影之法,qian'li'hu'ting'nang'zhong'suo'ying'zhi'fa
千里腾光法,qian'li'teng'guang'fa
乾明离火,qian'ming'li'huo
钱青选,qian'qing'xuan
前生,qian'sheng
千尸洞,qian'shi'dong
千石帆,qian'shi'fan
千手娘子,qian'shou'niang'zi
乾天罡煞之气,qian'tian'gang'sha'zhi'qi
乾天混元珠,qian'tian'hun'yuan'zhu
乾天火灵珠,qian'tian'huo'ling'zhu
乾天烈火,qian'tian'lie'huo
乾天灵火,qian'tian'ling'huo
乾天一元霹雳子,qian'tian'yi'yuan'pi'li'zi
千晓,qian'xiao
潜行挪移大法,qian'xing'nuo'yi'da'fa
千叶神雷冲,qian'ye'shen'lei'chong
千余年,qian'yu'nian
前知,qian'zhi
乔纪,qiao'ji
桥陵,qiao'ling
乔乔,qiao'qiao
翘翘,qiao'qiao
乔瘦滕,qiao'shou'teng
伽蓝珠,qie'lan'zhu
秦迟,qin'chi
秦寒萼,qin'han'e
琴和,qin'he
秦瑚,qin'hu
秦家姐妹,qin'jia'jie'mei
秦玠,qin'jie
秦朗,qin'lang
秦雷,qin'lei
秦礼,qin'li
秦岭,qin'ling
秦嫫,qin'mo
秦氏姐妹,qin'shi'jie'mei
秦魋,qin'tui
秦渔,qin'yu
秦紫玲,qin'zi'ling
清波上人,qing'bo'shang'ren
青城,qing'cheng
青城派,qing'cheng'pai
青帝,qing'di
青蛾仙童,qing'e'xian'tong
青儿,qing'er
清风散人,qing'feng'san'ren
青玕谷,qing'gan'gu
青罡剑,qing'gang'jian
青海,qing'hai
青海二恶,qing'hai'er'e
青海派,qing'hai'pai
青海派教祖,qing'hai'pai'jiao'zu
青荷岛,qing'he'dao
清江浦,qing'jiang'pu
青晶壑,qing'jing'he
青雷子,qing'lei'zi
青麟囊,qing'lin'nang
青灵丹,qing'ling'dan
青灵剑,qing'ling'jian
青灵髓,qing'ling'sui
青螺,qing'luo
青门岛,qing'men'dao
青门岛主,qing'men'dao'zhu
青冥剑,qing'ming'jian
青囊仙子,qing'nang'xian'zi
青囊仙子华瑶崧,qing'nang'xian'zi'hua'yao'song
青霓剑,qing'ni'jian
清宁宝扇,qing'ning'bao'shan
青牛剑,qing'niu'jian
青蜃瓶,qing'shen'ping
青索剑,qing'suo'jian
青羊老祖,qing'yang'lao'zu
青阳轮,qing'yang'lun
青阳神锋,qing'yang'shen'feng
青阳柱,qing'yang'zhu
青瑶锁,qing'yao'suo
青乙神镜,qing'yi'shen'jing
青玉环,qing'yu'huan
轻云,qing'yun
轻重,qing'zhong
穹窿山,qiong'long'shan
穷奇,qiong'qi
穷神,qiong'shen
邱林,qiu'lin
邱舲,qiu'ling
裘芷仙,qiu'zhi'xian
躯体,qu'ti
全绍,quan'shao
全真洞,quan'zhen'dong
泉州,quan'zhou
冉春,ran'chun
髯仙,ran'xian
燃脂头陀,ran'zhi'tou'tuo
任春,ren'chun
忍大师,ren'da'shi
仞利仙子,ren'li'xian'zi
人皮袋,ren'pi'dai
日月轮,ri'yue'lun
日月僧,ri'yue'seng
日月五星,ri'yue'wu'xing
日月五星轮,ri'yue'wu'xing'lun
日月崖,ri'yue'ya
戎敦,rong'dun
肉身,rou'shen
茹黄沙,ru'huang'sha
如来,ru'lai
如意金钩,ru'yi'jin'gou
如意金连环,ru'yi'jin'lian'huan
如意魔珠,ru'yi'mo'zhu
如意七情障,ru'yi'qi'qing'zhang
如意神矛,ru'yi'shen'mao
如意水烟罗,ru'yi'shui'yan'luo
如意五云罗,ru'yi'wu'yun'luo
软红砂,ruan'hong'sha
阮纠,ruan'jiu
阮征,ruan'zheng
阮征号,ruan'zheng'hao
若兰,ruo'lan
萨尔温山,sa'er'wen'shan
萨若耶,sa'ruo'ye
赛阿环,sai'a'huan
赛达摩,sai'da'mo
赛飞琼,sai'fei'qiong
三百六十手,san'bai'liu'shi'shou
三才火云环,san'cai'huo'yun'huan
三才清宁圈,san'cai'qing'ning'quan
三才尊者,san'cai'zun'zhe
三凤,san'feng
三怪,san'guai
三光杵,san'guang'chu
散花道长,san'hua'dao'zhang
散花檠,san'hua'qing
三花神梭,san'hua'shen'suo
三化真人,san'hua'zhen'ren
三棱戮魔刺,san'leng'lu'mo'ci
三棱铁针,san'leng'tie'zhen
三棱心如剑,san'leng'xin'ru'jian
三连袋,san'lian'dai
三魔,san'mo
三女,san'nv
三盘经,san'pan'jing
三七轮,san'qi'lun
三尸元神,san'shi'yuan'shen
三手仙郎,san'shou'xian'lang
三仙,san'xian
散仙,san'xian
三湘贫女,san'xiang'pin'nv
三凶,san'xiong
三眼红猊,san'yan'hong'ni
三阳一气剑,san'yang'yi'qi'jian
三英二云,san'ying'er'yun
三影神君,san'ying'shen'jun
三游洞,san'you'dong
三元秘笈,san'yuan'mi'ji
三元一体坎离化身之法,san'yuan'yi'ti'kan'li'hua'shen'zhi'fa
丧门钉,sang'men'ding
丧门剑,sang'men'jian
丧门箭,sang'men'jian
丧门锏,sang'men'jian
桑仙姥,sang'xian'lao
沙红燕,sha'hong'yan
杀戒,sha'jie
沙亮,sha'liang
杀孽,sha'nie
沙佘,sha'she
沙神童子,sha'shen'tong'zi
善法大师,shan'fa'da'shi
珊瑚窝,shan'hu'wo
善化,shan'hua
善化大侠,shan'hua'da'xia
善卷洞,shan'juan'dong
山峡,shan'xia
山魈,shan'xiao
善缘,shan'yuan
上方山,shang'fang'shan
商风子,shang'feng'zi
上古三苗,shang'gu'san'miao
上古四凶,shang'gu'si'xiong
上官红,shang'guan'hong
尚和阳,shang'he'yang
商弘,shang'hong
商建初,shang'jian'chu
商栗商梧之,shang'li'shang'wu'zhi
商嫫,shang'mo
商梧,shang'wu
上元宫,shang'yuan'gong
商壮,shang'zhuang
邵冬秀,shao'dong'xiu
少阳神君,shao'yang'shen'jun
摄去,she'qu
摄心镜,she'xin'jing
摄心铃,she'xin'ling
射阳神箭,she'yang'shen'jian
神鳌岭,shen'ao'ling
神雕,shen'diao
神风使者,shen'feng'shi'zhe
神符,shen'fu
神光洞,shen'guang'dong
神剑峰,shen'jian'feng
神雷,shen'lei
神雷金光錾,shen'lei'jin'guang'zan
申鸾,shen'luan
神魔洞,shen'mo'dong
神木宫,shen'mu'gong
神木剑,shen'mu'jian
神目天尊,shen'mu'tian'zun
神尼,shen'ni
神尼心如,shen'ni'xin'ru
神尼优昙,shen'ni'you'tan
申若兰,shen'ruo'lan
神鲨刺,shen'sha'ci
神山,shen'shan
神手比丘,shen'shou'bi'qiu
神手比邱,shen'shou'bi'qiu
神坛,shen'tan
沈腾,shen'teng
沈通,shen'tong
神通广大,shen'tong'guang'da
申屠宏,shen'tu'hong
神驼,shen'tuo
神驼乙休,shen'tuo'yi'xiu
沈薇,shen'wei
申武,shen'wu
申无垢,shen'wu'gou
神行头陀,shen'xing'tou'tuo
沈绣,shen'xiu
神眼邱林,shen'yan'qiu'lin
神禹令,shen'yu'ling
圣姑,sheng'gu
圣姑伽因,sheng'gu'jia'yin
生魂,sheng'hun
生肌固魂之法,sheng'ji'gu'hun'zhi'fa
史春娥,shi'chun'e
石道人,shi'dao'ren
十二都天神熬,shi'er'dou'tian'shen'ao
十二花煞神罡,shi'er'hua'sha'shen'gang
师傅,shi'fu
史涵虚,shi'han'xu
石虎山,shi'hu'shan
石慧,shi'hui
石火袋,shi'huo'dai
石火神,shi'huo'shen
石火神雷,shi'huo'shen'lei
史家泉,shi'jia'quan
尸解,shi'jie
施林,shi'lin
施龙姑,shi'long'gu
石明珠,shi'ming'zhu
史南溪,shi'nan'xi
侍女,shi'nv
石女,shi'nv
尸毗,shi'pi
尸毗老人,shi'pi'lao'ren
尸毗七绝魔针,shi'pi'qi'jue'mo'zhen
石奇,shi'qi
狮僧,shi'seng
石生,shi'sheng
石完,shi'wan
师文恭,shi'wen'gong
石仙王,shi'xian'wang
史邢曼,shi'xing'man
师兄弟,shi'xiong'di
石玉珠,shi'yu'zhu
石元真,shi'yuan'zhen
侍者,shi'zhe
师真童,shi'zhen'tong
师侄,shi'zhi
史准,shi'zhun
狮子洞,shi'zi'dong
守洞神兽,shou'dong'shen'shou
兽化人,shou'hua'ren
守缺大师,shou'que'da'shi
霜镡剑,shuang'chan'jian
霜华仙子,shuang'hua'xian'zi
霜蛟剑,shuang'jiao'jian
霜角剑,shuang'jiao'jian
双龙剪,shuang'long'jian
双身教,shuang'shen'jiao
双身教主,shuang'shen'jiao'zhu
双翼,shuang'yi
水镜道人,shui'jing'dao'ren
水晶球,shui'jing'qiu
水晶子,shui'jing'zi
水母,shui'mu
水母宫,shui'mu'gong
水母姬旋,shui'mu'ji'xuan
水母剑,shui'mu'jian
水母玄阴镜,shui'mu'xuan'yin'jing
水阙,shui'que
水云子,shui'yun'zi
四大女弟子,si'da'nv'di'zi
四恶神网,si'e'shen'wang
四金刚,si'jin'gang
司空虎,si'kong'hu
司空兰,si'kong'lan
司空玄,si'kong'xuan
司空湛,si'kong'zhan
司马寿,si'ma'shou
四妙仙娘,si'miao'xian'niang
四魔,si'mo
司青璜,si'qing'huang
四十六岛,si'shi'liu'dao
四十七岛,si'shi'qi'dao
四首神君,si'shou'shen'jun
四手天尊,si'shou'tian'zun
司太虚,si'tai'xu
司徒平,si'tu'ping
司徒兴明,si'tu'xing'ming
嵩山二老,song'shan'er'lao
宋香娃,song'xiang'wa
苏莲,su'lian
苏曼,su'man
夙孽,su'nie
苏宪祥,su'xian'xiang
素因,su'yin
随精精,sui'jing'jing
燧人钻,sui'ren'zuan
随心一,sui'xin'yi
随引,sui'yin
孙侗,sun'dong
孙洞玄,sun'dong'xuan
孙福,sun'fu
孙凌波,sun'ling'bo
孙南,sun'nan
孙询,sun'xun
孙毓桐,sun'yu'tong
桫椤灵符,suo'luo'ling'fu
锁心神索,suo'xin'shen'suo
锁阳钩,suo'yang'gou
锁阴神带,suo'yin'shen'dai
索影晶盘,suo'ying'jing'pan
太白,tai'bai
太白刺,tai'bai'ci
太白分光剑,tai'bai'fen'guang'jian
太白金刀,tai'bai'jin'dao
太白山,tai'bai'shan
太白仙姥,tai'bai'xian'lao
太白针等,tai'bai'zhen'deng
太行山,tai'hang'shan
太皓戈,tai'hao'ge
太皓钩,tai'hao'gou
太阳神光,tai'yang'shen'guang
太阳神针,tai'yang'shen'zhen
太阳真火,tai'yang'zhen'huo
太乙分光剑,tai'yi'fen'guang'jian
太乙混元祖师,tai'yi'hun'yuan'zu'shi
太乙金鳞舟,tai'yi'jin'lin'zhou
太乙青灵箭,tai'yi'qing'ling'jian
太乙青灵旗门,tai'yi'qing'ling'qi'men
太乙青灵神光,tai'yi'qing'ling'shen'guang
太乙青灵销,tai'yi'qing'ling'xiao
太乙青灵竹叶神符,tai'yi'qing'ling'zhu'ye'shen'fu
太乙圈,tai'yi'quan
太乙天罡剑,tai'yi'tian'gang'jian
太乙五烟罗,tai'yi'wu'yan'luo
太乙玄戈,tai'yi'xuan'ge
太阴鬼箓,tai'yin'gui'lu
太阴潜行之法,tai'yin'qian'xing'zhi'fa
太阴如意仙索,tai'yin'ru'yi'xian'suo
太阴玄经,tai'yin'xuan'jing
太阴元磁神雷,tai'yin'yuan'ci'shen'lei
谈飞,tan'fei
谈无尘,tan'wu'chen
谈嘻,tan'xi
汤成,tang'cheng
唐寰,tang'huan
唐家婆,tang'jia'po
唐铿,tang'keng
唐双影,tang'shuang'ying
唐西,tang'xi
陶昌,tao'chang
逃遁,tao'dun
陶和,tao'he
桃花飞刀,tao'hua'fei'dao
桃花七煞剑桃花七煞销魂网,tao'hua'qi'sha'jian'tao'hua'qi'sha'xiao'hun'wang
桃花七刹销魂网,tao'hua'qi'sha'xiao'hun'wang
桃花仙尼,tao'hua'xian'ni
桃花仙子,tao'hua'xian'zi
陶钧,tao'jun
桃木剑,tao'mu'jian
陶泉,tao'quan
陶西,tao'xi
腾蛇环,teng'she'huan
腾柱,teng'zhu
替身,ti'shen
天残,tian'can
天残地缺,tian'can'di'que
天蚕神网,tian'can'shen'wang
天蚕丝,tian'can'si
天蝉灵叶,tian'chan'ling'ye
天躔密魔神钉,tian'chan'mi'mo'shen'ding
天尘,tian'chen
天痴,tian'chi
天赤剑,tian'chi'jian
天池上人,tian'chi'shang'ren
天痴上人,tian'chi'shang'ren
天地,tian'di
天都,tian'du
天遁镜,tian'dun'jing
天恶真人,tian'e'zhen'ren
天浮杯,tian'fu'bei
天府晶镜,tian'fu'jing'jing
天府神箭,tian'fu'shen'jian
天罡雷珠,tian'gang'lei'zhu
天罡灵火,tian'gang'ling'huo
天罡珠,tian'gang'zhu
天狗崖,tian'gou'ya
天垢珠,tian'gou'zhu
天狐,tian'hu
天黄正气珠,tian'huang'zheng'qi'zhu
天慧剑,tian'hui'jian
天劫,tian'jie
天蓝神砂,tian'lan'shen'sha
天狼钉,tian'lang'ding
天龙伏魔剑,tian'long'fu'mo'jian
天龙剑,tian'long'jian
天龙剪,tian'long'jian
天聋老女,tian'long'lao'nv
天漏洞,tian'lou'dong
天芒刺,tian'mang'ci
天门神君,tian'men'shen'jun
天蒙,tian'meng
天苗岭,tian'miao'ling
天魔钉,tian'mo'ding
天魔解体大法,tian'mo'jie'ti'da'fa
天魔聚毒幡,tian'mo'ju'du'fan
天魔裂形大法,tian'mo'lie'xing'da'fa
天魔阴火幡,tian'mo'yin'huo'fan
天魔诛仙剑,tian'mo'zhu'xian'jian
天目山,tian'mu'shan
天木神针,tian'mu'shen'zhen
天宁珠,tian'ning'zhu
天蓬山,tian'peng'shan
天平山,tian'ping'shan
天破真人,tian'po'zhen'ren
田琪,tian'qi
天乾山,tian'qian'shan
天乾山小男,tian'qian'shan'xiao'nan
天缺,tian'que
天缺大师,tian'que'da'shi
天煞真人,tian'sha'zhen'ren
天山,tian'shan
田氏兄弟,tian'shi'xiong'di
天孙锦,tian'sun'jin
天孙锦仙衣,tian'sun'jin'xian'yi
天台,tian'tai
天瘟球,tian'wen'qiu
天仙,tian'xian
天象,tian'xiang
天象剑,tian'xiang'jian
天啸剑,tian'xiao'jian
天辛飞剑,tian'xin'fei'jian
天心环下,tian'xin'huan'xia
天心双环,tian'xin'shuang'huan
天心阳环,tian'xin'yang'huan
天心阴环,tian'xin'yin'huan
天刑刃,tian'xing'ren
天玄屏,tian'xuan'ping
天璇神砂,tian'xuan'shen'sha
田瑶,tian'yao
天一玄冰,tian'yi'xuan'bing
天一玄阴真气,tian'yi'xuan'yin'zhen'qi
天淫教,tian'yin'jiao
天淫娘子,tian'yin'niang'zi
天游子,tian'you'zi
天诛,tian'zhu
铁城山,tie'cheng'shan
铁刀峡,tie'dao'xia
铁笛仙,tie'di'xian
铁鼓吏,tie'gu'li
铁花坞,tie'hua'wu
铁面天僧,tie'mian'tian'seng
铁皮洞,tie'pi'dong
铁伞,tie'san
铁伞道人,tie'san'dao'ren
铁沙弥,tie'sha'mi
铁姝,tie'shu
铁蓑道人,tie'suo'dao'ren
铁掌僧,tie'zhang'seng
铁钟道人,tie'zhong'dao'ren
通臂神猿,tong'bi'shen'yuan
童么凤,tong'me'feng
同门,tong'men
童斯,tong'si
铜椰岛主,tong'ye'dao'zhu
佟元奇,tong'yuan'qi
透雾分光宝镜,tou'wu'fen'guang'bao'jing
偷袭,tou'xi
屠霸,tu'ba
兔儿神,tu'er'shen
土精,tu'jing
屠龙,tu'long
屠龙刀,tu'long'dao
屠龙师太,tu'long'shi'tai
屠媚,tu'mei
土木岛,tu'mu'dao
土木岛主,tu'mu'dao'zhu
土木晶砂,tu'mu'jing'sha
土木晶砂等,tu'mu'jing'sha'deng
屠三彪,tu'san'biao
屠沙,tu'sha
秃神君,tu'shen'jun
屠神子,tu'shen'zi
团沙岛,tuan'sha'dao
脱困而出,tuo'kun'er'chu
脱神解体之法,tuo'shen'jie'ti'zhi'fa
脱脱大师,tuo'tuo'da'shi
娲皇戈,wa'huang'ge
娲皇针,wa'huang'zhen
万蚕金钵,wan'can'jin'bo
万谷子,wan'gu'zi
万类,wan'lei
万里飞虹,wan'li'fei'hong
万灵童子,wan'ling'tong'zi
万妙仙姑,wan'miao'xian'gu
万目和尚,wan'mu'he'shang
万年温玉,wan'nian'wen'yu
万年续断,wan'nian'xu'duan
宛如珠,wan'ru'zhu
顽石大师,wan'shi'da'shi
万松岭,wan'song'ling
万秀山,wan'xiu'shan
万珍,wan'zhen
王娟娟,wang'juan'juan
王龙娥,wang'long'e
王母剪,wang'mu'jian
忘年之交,wang'nian'zhi'jiao
王森,wang'sen
王玉儿,wang'yu'er
魏八,wei'ba
韦八公,wei'ba'gong
韦标,wei'biao
魏枫娘,wei'feng'niang
卫寒樵,wei'han'qiao
未还,wei'huan
韦蛟,wei'jiao
韦居,wei'ju
未明神尼,wei'ming'shen'ni
为奴,wei'nu
魏七,wei'qi
魏青,wei'qing
韦青青,wei'qing'qing
韦容,wei'rong
韦少少,wei'shao'shao
魏说,wei'shuo
韦秃,wei'tu
卫仙客,wei'xian'ke
魏瑶芝,wei'yao'zhi
韦云和,wei'yun'he
文笔峰,wen'bi'feng
文成,wen'cheng
温娇,wen'jiao
文瑾,wen'jin
温良,wen'liang
温良玉,wen'liang'yu
温如花,wen'ru'hua
温三妹,wen'san'mei
温香教主,wen'xiang'jiao'zhu
文又方,wen'you'fang
我佛,wo'fo
卧眉峰,wo'mei'feng
卧云村,wo'yun'cun
仵备,wu'bei
五彩赤氛旗,wu'cai'chi'fen'qi
伍常山,wu'chang'shan
吴诚,wu'cheng
武当七女,wu'dang'qi'nv
武当掌门,wu'dang'zhang'men
无敌金刚,wu'di'jin'gang
五丁斧,wu'ding'fu
吴蝀,wu'dong
五毒剑,wu'du'jian
五毒天王,wu'du'tian'wang
五毒追魂红云砂,wu'du'zhui'hun'hong'yun'sha
五遁神桩,wu'dun'shen'zhuang
无发仙,wu'fa'xian
吴藩,wu'fan
吴凤,wu'feng
乌风道长,wu'feng'dao'chang
五福仙子,wu'fu'xian'zi
