暧暧澄湖光,ai'ai'cheng'hu'guang
曾驱十万师,ceng'qu'shi'wan'shi
曾是朝百灵,ceng'shi'chao'bai'ling
曾是美无度,ceng'shi'mei'wu'du
曾是昔年游,ceng'shi'xi'nian'you
层台何其高,ceng'tai'he'qi'gao
曾为大梁客,ceng'wei'da'liang'ke
曾未一攀跻,ceng'wei'yi'pan'ji
槎从天上得,cha'cong'tian'shang'de
插羽逐征东,cha'yu'zhu'zheng'dong
插枝著高髻,cha'zhi'zhu'gao'ji
柴荆忝作邻,chai'jing'tian'zuo'lin
豺狼满中原,chai'lang'man'zhong'yuan
柴门草舍绝风尘,chai'men'cao'she'jue'feng'chen
柴门嘶马少,chai'men'si'ma'shao
柴门闻犬吠,chai'men'wen'quan'fei
禅房何处寻,chan'fang'he'chu'xun
禅房花木深,chan'fang'hua'mu'shen
禅房寂寞见流尘,chan'fang'ji'mo'jian'liu'chen
禅房空掩白云中,chan'fang'kong'yan'bai'yun'zhong
婵娟流入楚王梦,chan'juan'liu'ru'chu'wang'meng
婵娟湘江月,chan'juan'xiang'jiang'yue
禅客无心杖锡还,chan'ke'wu'xin'zhang'xi'hai
禅客知何在,chan'ke'zhi'he'zai
禅门来往翠微间,chan'men'lai'wang'cui'wei'jian
蝉鸣白杨树,chan'ming'bai'yang'shu
蝉声处处杂鸣驺,chan'sheng'chu'chu'za'ming'zou
蝉声江树稀,chan'sheng'jiang'shu'xi
谗枉何由分,chan'wang'he'you'fen
禅心对虎闲,chan'xin'dui'hu'xian
禅心久伏魔,chan'xin'jiu'fu'mo
单于古台下,chan'yu'gu'tai'xia
单于溅血染朱轮,chan'yu'jian'xue'ran'zhu'lun
单于破胆还,chan'yu'po'dan'hai
单于虽不战,chan'yu'sui'bu'zhan
潺湲若有情,chan'yuan'ruo'you'qing
常爱此中多胜事,chang'ai'ci'zhong'duo'sheng'shi
长安白日照春空,chang'an'bai'ri'zhao'chun'kong
长安此去欲何依,chang'an'ci'qu'yu'he'yi
长安路绝鸟飞通,chang'an'lu'jue'niao'fei'tong
长安邈千里,chang'an'miao'qian'li
长安日更明,chang'an'ri'geng'ming
长安日暮灵台宿,chang'an'ri'mu'ling'tai'su
长安少年无远图,chang'an'shao'nian'wu'yuan'tu
长安万里传双泪,chang'an'wan'li'chuan'shuang'lei
长安想在目,chang'an'xiang'zai'mu
长安在何处,chang'an'zai'he'chu
长鞭紫陌野游盘,chang'bian'zi'mo'ye'you'pan
怅别依禅林,chang'bie'yi'chan'lin
长城道傍多白骨,chang'cheng'dao'bang'duo'bai'gu
长川黯已空,chang'chuan'an'yi'kong
肠断洞庭波,chang'duan'dong'ting'bo
肠断关山不解说,chang'duan'guan'shan'bu'jie'shuo
肠断卢龙戍,chang'duan'lu'long'shu
长风金鼓动,chang'feng'jin'gu'dong
长风破浪会有时,chang'feng'po'lang'hui'you'shi
长歌笑尔容,chang'ge'xiao'er'rong
阊阖九门不可通,chang'he'jiu'men'bu'ke'tong
阊阖九天通奏籍,chang'he'jiu'tian'tong'zou'ji
长河朝夕流,chang'he'zhao'xi'liu
长剑光未灭,chang'jian'guang'wei'mie
长江独至今,chang'jiang'du'zhi'jin
长江对别离,chang'jiang'dui'bie'li
长江还共五溪滨,chang'jiang'hai'gong'wu'xi'bin
长江极目带枫林,chang'jiang'ji'mu'dai'feng'lin
长江竟何有,chang'jiang'jing'he'you
长江万里随,chang'jiang'wan'li'sui
长江问去程,chang'jiang'wen'qu'cheng
长江一帆远,chang'jiang'yi'fan'yuan
常接微言清道机,chang'jie'wei'yan'qing'dao'ji
长鲸喷涌不可涉,chang'jing'pen'yong'bu'ke'she
常恐妾身从此摈,chang'kong'qie'shen'cong'ci'bin
长乐宫人扫落花,chang'le'gong'ren'sao'luo'hua
长乐宫中钟暗来,chang'le'gong'zhong'zhong'an'lai
长乐旧钟声,chang'le'jiu'zhong'sheng
长乐彤庭宴华寝,chang'le'tong'ting'yan'hua'qin
长乐应和风,chang'le'ying'he'feng
长令烟雨寒,chang'ling'yan'yu'han
长年气尚冤,chang'nian'qi'shang'yuan
长驱拥旆旌,chang'qu'yong'pei'jing
长裙锦带还留客,chang'qun'jin'dai'hai'liu'ke
怅然江南春,chang'ran'jiang'nan'chun
长沙积雨晦,chang'sha'ji'yu'hui
长沙耆旧拜旌麾,chang'sha'qi'jiu'bai'jing'hui
长沙千载后,chang'sha'qian'zai'hou
长沙未有定归期,chang'sha'wei'you'ding'gui'qi
长沙谪去古今怜,chang'sha'zhe'qu'gu'jin'lian
常山遥入幕,chang'shan'yao'ru'mu
常时仰英髦,chang'shi'yang'ying'mao
长似孤云无所依,chang'si'gu'yun'wu'suo'yi
长松日已摧,chang'song'ri'yi'cui
常随去帆影,chang'sui'qu'fan'ying
长天不可望,chang'tian'bu'ke'wang
长亭酒未醒,chang'ting'jiu'wei'xing
长亭驻马未能前,chang'ting'zhu'ma'wei'neng'qian
怅望都门夕,chang'wang'dou'men'xi
怅望江南客,chang'wang'jiang'nan'ke
怅望临高台,chang'wang'lin'gao'tai
怅望临清川,chang'wang'lin'qing'chuan
尝闻汉飞将,chang'wen'han'fei'jiang
尝闻马南郡,chang'wen'ma'nan'jun
长相思摧心肝,chang'xiang'si'cui'xin'gan
长相思在长安,chang'xiang'si'zai'chang'an
长啸辞明主,chang'xiao'ci'ming'zhu
长啸高台上,chang'xiao'gao'tai'shang
长信宫门闭不开,chang'xin'gong'men'bi'bu'kai
长信宫中秋月明,chang'xin'gong'zhong'qiu'yue'ming
长信忧人气欲绝,chang'xin'you'ren'qi'yu'jue
长袖拂面为君起,chang'xiu'fu'mian'wei'jun'qi
长讶君恩绝,chang'ya'jun'en'jue
尝以耕玉田,chang'yi'geng'yu'tian
长揖山东隆准公,chang'yi'shan'dong'long'zhun'gong
场移舞更新,chang'yi'wu'geng'xin
长揖五侯门,chang'yi'wu'hou'men
长揖谢亲族,chang'yi'xie'qin'zu
长云河车载玉女,chang'yun'he'che'zai'yu'nv
朝晡泣对麒麟树,chao'bu'qi'dui'qi'lin'shu
朝辞羊肠阪,chao'ci'yang'chang'ban
朝从山口还,chao'cong'shan'kou'hai
朝飞暮去弋阳溪,chao'fei'mu'qu'yi'yang'xi
潮归人不归,chao'gui'ren'bu'gui
朝荐抱良策,chao'jian'bao'liang'ce
朝见及芳菲,chao'jian'ji'fang'fei
朝来明镜里,chao'lai'ming'jing'li
潮来如风雨,chao'lai'ru'feng'yu
巢林只有鹪鹩分,chao'lin'zhi'you'jiao'liao'fen
潮落江平未有风,chao'luo'jiang'ping'wei'you'feng
潮满夕阳多,chao'man'xi'yang'duo
朝弄琼箫下彩云,chao'nong'qiong'xiao'xia'cai'yun
朝驱东道尘恒灭,chao'qu'dong'dao'chen'heng'mie
朝去秋田啄残粟,chao'qu'qiu'tian'zhuo'can'su
朝如青丝暮成雪,chao'ru'qing'si'mu'cheng'xue
朝入青霄礼玉堂,chao'ru'qing'xiao'li'yu'tang
潮上小江西,chao'shang'xiao'jiang'xi
潮声来万井,chao'sheng'lai'wan'jing
朝市成芜没,chao'shi'cheng'wu'mei
潮时过湓口,chao'shi'guo'pen'kou
潮水背人归,chao'shui'bei'ren'gui
潮水无情亦解归,chao'shui'wu'qing'yi'jie'gui
朝天十二楼,chao'tian'shi'er'lou
朝推此任难,chao'tui'ci'ren'nan
潮吞海门石,chao'tun'hai'men'shi
朝无寒士达,chao'wu'han'shi'da
朝饮花上露,chao'yin'hua'shang'lu
朝游茂陵道,chao'you'mao'ling'dao
彻底观澄涟,che'di'guan'cheng'lian
车服卒然来,che'fu'zu'ran'lai
尘埃自兹谢,chen'ai'zi'zi'xie
陈蕃待客应悬榻,chen'bo'dai'ke'ying'xuan'ta
陈蕃悬榻待,chen'bo'xuan'ta'dai
沈沈绿波上,chen'chen'lv'bo'shang
沉沉深不流,chen'chen'shen'bu'liu
沉沉众香积,chen'chen'zhong'xiang'ji
晨过临淮岛,chen'guo'lin'huai'dao
臣老筋力衰,chen'lao'jin'li'shuai
陈琳书记好,chen'lin'shu'ji'hao
尘生马影灭,chen'sheng'ma'ying'mie
尘忝何堪武陵郡,chen'tian'he'kan'wu'ling'jun
陈王昔时宴平乐,chen'wang'xi'shi'yan'ping'le
晨香长日在,chen'xiang'chang'ri'zai
辰阳太守念王孙,chen'yang'tai'shou'nian'wang'sun
沉吟久坐坐北堂,chen'yin'jiu'zuo'zuo'bei'tang
沉淫顷多昧,chen'yin'qing'duo'mei
晨装林月在,chen'zhuang'lin'yue'zai
城北原平掣皂雕,cheng'bei'yuan'ping'che'zao'diao
城边月色残,cheng'bian'yue'se'can
澄波澹澹芙蓉发,cheng'bo'dan'dan'fu'rong'fa
城池百战后,cheng'chi'bai'zhan'hou
诚惮炎洲里,cheng'dan'yan'zhou'li
城对寒山开画戟,cheng'dui'han'shan'kai'hua'ji
承恩更射飞,cheng'en'geng'she'fei
城高白日迟,cheng'gao'bai'ri'chi
城高寒气昏,cheng'gao'han'qi'hun
城孤落日晖,cheng'gu'luo'ri'hui
称价掩琅玕,cheng'jia'yan'lang'gan
城楼空杳霭,cheng'lou'kong'yao'ai
乘鸾飞烟亦不还,cheng'luan'fei'yan'yi'bu'hai
城南虏已合,cheng'nan'lu'yi'he
城上楚云早,cheng'shang'chu'yun'zao
称是秦时避世人,cheng'shi'qin'shi'bi'shi'ren
城头铁鼓声犹振,cheng'tou'tie'gu'sheng'you'zhen
城外风悲欲暮天,cheng'wai'feng'bei'yu'mu'tian
城下汉兵稀,cheng'xia'han'bing'xi
城下有寡妻,cheng'xia'you'gua'qi
诚知匹夫勇,cheng'zhi'pi'fu'yong
城中鸡犬皆飞去,cheng'zhong'ji'quan'jie'fei'qu
赤壁住人稀,chi'bi'zhu'ren'xi
池边钓女日相随,chi'bian'diao'nv'ri'xiang'sui
持钵楚城中,chi'bo'chu'cheng'zhong
迟迟立驷马,chi'chi'li'si'ma
迟迟诣天车,chi'chi'yi'tian'che
踟蹰金霞白,chi'chu'jin'xia'bai
迟春好散愁,chi'chun'hao'san'chou
敕赐飞凤金兜鍪,chi'ci'fei'feng'jin'dou'mou
驰道春风起,chi'dao'chun'feng'qi
驰道杨花满御沟,chi'dao'yang'hua'man'yu'gou
迟尔访渔樵,chi'er'fang'yu'qiao
迟尔行舟晚泊时,chi'er'xing'zhou'wan'bo'shi
持法不须张密网,chi'fa'bu'xu'zhang'mi'wang
赤风荡中原,chi'feng'dang'zhong'yuan
迟回渔父间,chi'hui'yu'fu'jian
赤鸡白狗赌梨栗,chi'ji'bai'gou'du'li'li
持简旧生风,chi'jian'jiu'sheng'feng
迟来朝及暮,chi'lai'chao'ji'mu
赤日方煎铄,chi'ri'fang'jian'shuo
驰馹数千里,chi'ri'shu'qian'li
池上谢公题,chi'shang'xie'gong'ti
尺素能相报,chi'su'neng'xiang'bao
池塘催谢客,chi'tang'cui'xie'ke
池塘免寂寥,chi'tang'mian'ji'liao
赤心报国无片赏,chi'xin'bao'guo'wu'pian'shang
持赠结交情,chi'zeng'jie'jiao'qing
耻作明时失路人,chi'zuo'ming'shi'shi'lu'ren
宠别瑶华篇,chong'bie'yao'hua'pian
憧憧洛阳道,chong'chong'luo'yang'dao
重见太平身已老,chong'jian'tai'ping'shen'yi'lao
虫声夜相逼,chong'sheng'ye'xiang'bi
重阳即此晨,chong'yang'ji'ci'chen
重阳客暂寻,chong'yang'ke'zan'xun
宠因宫掖里,chong'yin'gong'ye'li
重奏丘中琴,chong'zou'qiu'zhong'qin
惆怅白云深,chou'chang'bai'yun'shen
惆怅别茅君,chou'chang'bie'mao'jun
惆怅不能归,chou'chang'bu'neng'gui
惆怅不胜情,chou'chang'bu'sheng'qing
惆怅长沙谪去,chou'chang'chang'sha'zhe'qu
惆怅东皋却归去,chou'chang'dong'gao'que'gui'qu
惆怅洞庭秋,chou'chang'dong'ting'qiu
惆怅恨君先我去,chou'chang'hen'jun'xian'wo'qu
惆怅恨烟波,chou'chang'hen'yan'bo
惆怅回船江水渌,chou'chang'hui'chuan'jiang'shui'lu
惆怅江南北,chou'chang'jiang'nan'bei
惆怅客中月,chou'chang'ke'zhong'yue
惆怅空归去,chou'chang'kong'gui'qu
惆怅空伤情,chou'chang'kong'shang'qing
惆怅离心远,chou'chang'li'xin'yuan
惆怅梁园秋,chou'chang'liang'yuan'qiu
惆怅绿溪东,chou'chang'lv'xi'dong
惆怅梅花发,chou'chang'mei'hua'fa
惆怅暮帆何处落,chou'chang'mu'fan'he'chu'luo
惆怅南朝事,chou'chang'nan'chao'shi
惆怅蓬山下,chou'chang'peng'shan'xia
惆怅青春晚,chou'chang'qing'chun'wan
惆怅青山路,chou'chang'qing'shan'lu
惆怅秋风时,chou'chang'qiu'feng'shi
惆怅去西东,chou'chang'qu'xi'dong
惆怅双峰月,chou'chang'shuang'feng'yue
惆怅枉帆过,chou'chang'wang'fan'guo
惆怅王孙草,chou'chang'wang'sun'cao
惆怅西南峰,chou'chang'xi'nan'feng
惆怅湘江水,chou'chang'xiang'jiang'shui
惆怅又离群,chou'chang'you'li'qun
惆怅云山暮,chou'chang'yun'shan'mu
惆怅增暮情,chou'chang'zeng'mu'qing
惆怅知何已,chou'chang'zhi'he'yi
愁将孤月梦中寻,chou'jiang'gu'yue'meng'zhong'xun
愁君此去为仙尉,chou'jun'ci'qu'wei'xian'wei
愁看驿路闲,chou'kan'yi'lu'xian
愁来理弦管,chou'lai'li'xian'guan
愁泪变楚竹,chou'lei'bian'chu'zhu
愁眠不解衣,chou'mian'bu'jie'yi
愁鸣云外来,chou'ming'yun'wai'lai
愁暮更苍苍,chou'mu'geng'cang'cang
愁暮向江篱,chou'mu'xiang'jiang'li
愁去水连云,chou'qu'shui'lian'yun
愁容镜亦怜,chou'rong'jing'yi'lian
愁如回飙乱白雪,chou'ru'hui'biao'luan'bai'xue
愁入云峰里,chou'ru'yun'feng'li
愁杀江南离别情,chou'sha'jiang'nan'li'bie'qing
愁霜复愁露,chou'shuang'fu'chou'lu
愁思极如麻,chou'si'ji'ru'ma
愁听清猿梦里长,chou'ting'qing'yuan'meng'li'chang
畴昔偏殊眄,chou'xi'pian'shu'mian
愁烟闭千里,chou'yan'bi'qian'li
愁猿莫夜吟,chou'yuan'mo'ye'yin
愁占蓍草终难决,chou'zhan'shi'cao'zhong'nan'jue
愁中卜命看周易,chou'zhong'bo'ming'kan'zhou'yi
楚城今近远,chu'cheng'jin'jin'yuan
出处安能问,chu'chu'an'neng'wen
处处蓬蒿遍,chu'chu'peng'hao'bian
处处纫兰春浦渌,chu'chu'ren'lan'chun'pu'lu
处处生黄蒿,chu'chu'sheng'huang'hao
处处生蓬蒿,chu'chu'sheng'peng'hao
出处虽云异,chu'chu'sui'yun'yi
处处逃名姓,chu'chu'tao'ming'xing
初传来暮歌,chu'chuan'lai'mu'ge
初服薜萝衣,chu'fu'bi'luo'yi
楚歌悲远客,chu'ge'bei'yuan'ke
出谷临前湖,chu'gu'lin'qian'hu
出关玩新月,chu'guan'wan'xin'yue
初官印绶轻,chu'guan'yin'shou'qing
楚国苍山古,chu'guo'cang'shan'gu
楚国橙橘暗,chu'guo'cheng'ju'an
楚国青蝇何太多,chu'guo'qing'ying'he'tai'duo
楚郭微雨收,chu'guo'wei'yu'shou
初寒曝背眠,chu'han'bao'bei'mian
出涧夜溅溅,chu'jian'ye'jian'jian
初开窗阁寒光满,chu'kai'chuang'ge'han'guang'man
楚客东归栖此岩,chu'ke'dong'gui'qi'ci'yan
楚客共闲饮,chu'ke'gong'xian'yin
楚客来相问,chu'ke'lai'xiang'wen
楚客岂劳伤此别,chu'ke'qi'lao'shang'ci'bie
楚客往来多,chu'ke'wang'lai'duo
楚客西上书,chu'ke'xi'shang'shu
楚客相思益渺然,chu'ke'xiang'si'yi'miao'ran
楚客移家老,chu'ke'yi'jia'lao
楚老拜戈船,chu'lao'bai'ge'chuan
出岭闻清音,chu'ling'wen'qing'yin
出门肠断草萋萋,chu'men'chang'duan'cao'qi'qi
出门寡俦侣,chu'men'gua'chou'lv
出门事嫖姚,chu'men'shi'piao'yao
初迷武陵路,chu'mi'wu'ling'lu
出没凫成浪,chu'mo'fu'cheng'lang
触目忻所遇,chu'mu'xin'suo'yu
出牧犹承明主恩,chu'mu'you'cheng'ming'zhu'en
出浦见千里,chu'pu'jian'qian'li
初日净金闺,chu'ri'jing'jin'gui
初日羽旗东,chu'ri'yu'qi'dong
初日在川上,chu'ri'zai'chuan'shang
初日照高林,chu'ri'zhao'gao'lin
出塞佐持简,chu'sai'zuo'chi'jian
樗散材因弃,chu'san'cai'yin'qi
楚山隔湘水,chu'shan'ge'xiang'shui
出身为汉将,chu'shen'wei'han'jiang
出树倚朱阑,chu'shu'yi'zhu'lan
楚水澹相引,chu'shui'dan'xiang'yin
楚水渡归梦,chu'shui'du'gui'meng
楚水复堪悲,chu'shui'fu'kan'bei
楚水空浮烟,chu'shui'kong'fu'yan
楚水只堪愁,chu'shui'zhi'kan'chou
楚思愁暮多,chu'si'chou'mu'duo
楚思浩云水,chu'si'hao'yun'shui
楚天合江气,chu'tian'he'jiang'qi
楚王竟何去,chu'wang'jing'he'qu
初为吴越游,chu'wei'wu'yue'you
初阳濯玄发,chu'yang'zhuo'xuan'fa
楚云不可托,chu'yun'bu'ke'tuo
楚云独惆怅,chu'yun'du'chou'chang
楚云千里心,chu'yun'qian'li'xin
楚泽秋更远,chu'ze'qiu'geng'yuan
楚泽嵩丘千里赊,chu'ze'song'qiu'qian'li'she
楚泽怨青蘋,chu'ze'yuan'qing'pin
楚竹离声为君变,chu'zhu'li'sheng'wei'jun'bian
川程带潮急,chuan'cheng'dai'chao'ji
川程远更分,chuan'cheng'yuan'geng'fen
传道单于夜犹战,chuan'dao'chan'yu'ye'you'zhan
传烽到上京,chuan'feng'dao'shang'jing
川谷自逶迤,chuan'gu'zi'wei'yi
船经危石住,chuan'jing'wei'shi'zhu
川阔悲无梁,chuan'kuo'bei'wu'liang
川路日浩荡,chuan'lu'ri'hao'dang
川日动寒晖,chuan'ri'dong'han'hui
川上时延颈,chuan'shang'shi'yan'jing
传声走马开金屋,chuan'sheng'zou'ma'kai'jin'wu
川途我更遥,chuan'tu'wo'geng'yao
传闻阙下降丝纶,chuan'wen'que'xia'jiang'si'lun
传闻纨扇恩未歇,chuan'wen'wan'shan'en'wei'xie
川泽无熊罴,chuan'ze'wu'xiong'pi
疮病驱来配边州,chuang'bing'qu'lai'pei'bian'zhou
窗风不举袖,chuang'feng'bu'ju'xiu
疮惧再伤弓,chuang'ju'zai'shang'gong
窗外无人水鸟飞,chuang'wai'wu'ren'shui'niao'fei
窗闻汉宫漏,chuang'wen'han'gong'lou
窗下长啸客,chuang'xia'chang'xiao'ke
怆矣苦寒奏,chuang'yi'ku'han'zou
垂钓往南涧,chui'diao'wang'nan'jian
垂竿不在鱼,chui'gan'bu'zai'yu
吹角报蕃营,chui'jiao'bao'bo'ying
垂老绝良姻,chui'lao'jue'liang'yin
垂岭枝袅袅,chui'ling'zhi'niao'niao
垂纶不见鱼,chui'lun'bu'jian'yu
垂纶几年也,chui'lun'ji'nian'ye
垂罗舞縠扬哀音,chui'luo'wu'hu'yang'ai'yin
吹铙引上官,chui'nao'yin'shang'guan
垂山古渡寒烟积,chui'shan'gu'du'han'yan'ji
吹箫此复闻,chui'xiao'ci'fu'wen
吹箫江上晚,chui'xiao'jiang'shang'wan
垂杨寂寂数莺飞,chui'yang'ji'ji'shu'ying'fei
垂杨深处有人家,chui'yang'shen'chu'you'ren'jia
垂杨闲卧风,chui'yang'xian'wo'feng
春草闭闲门,chun'cao'bi'xian'men
春草长河曲,chun'cao'chang'he'qu
春草独萋萋,chun'cao'du'qi'qi
春草独随君,chun'cao'du'sui'jun
春草连天积,chun'cao'lian'tian'ji
春草连天随北望,chun'cao'lian'tian'sui'bei'wang
春草路难通,chun'cao'lu'nan'tong
春草茫茫绿,chun'cao'mang'mang'lv
春草青青新覆地,chun'cao'qing'qing'xin'fu'di
春草水东西,chun'cao'shui'dong'xi
春草忆佳期,chun'cao'yi'jia'qi
春草欲芊芊,chun'cao'yu'qian'qian
春草雨中行径没,chun'cao'yu'zhong'xing'jing'mei
春潮夜夜深,chun'chao'ye'ye'shen
春城百花媚,chun'cheng'bai'hua'mei
春帆宜别家,chun'fan'yi'bie'jia
春风不逐君王去,chun'feng'bu'zhu'jun'wang'qu
春风吹客船,chun'feng'chui'ke'chuan
春风吹落君王耳,chun'feng'chui'luo'jun'wang'er
春风催客醉,chun'feng'cui'ke'zui
春风东来忽相过,chun'feng'dong'lai'hu'xiang'guo
春风独回首,chun'feng'du'hui'shou
春风渡流水,chun'feng'du'liu'shui
春风尔来为阿谁,chun'feng'er'lai'wei'a'shui
春风何事远相催,chun'feng'he'shi'yuan'xiang'cui
春风客心碎,chun'feng'ke'xin'sui
春风骑马醉,chun'feng'qi'ma'zui
春风日夜待归舟,chun'feng'ri'ye'dai'gui'zhou
春风万顷绿,chun'feng'wan'qing'lv
春风吴苑绿,chun'feng'wu'yuan'lv
春风已遣归心促,chun'feng'yi'qian'gui'xin'cu
春风亦未已,chun'feng'yi'wei'yi
春风倚棹阖闾城,chun'feng'yi'zhao'he'lv'cheng
春风又摇棹,chun'feng'you'yao'zhao
春风远相送,chun'feng'yuan'xiang'song
春风只到穆陵西,chun'feng'zhi'dao'mu'ling'xi
春风醉别颜,chun'feng'zui'bie'yan
春服绮罗轻,chun'fu'qi'luo'qing
春光犹入上阳间,chun'guang'you'ru'shang'yang'jian
春归花殿暗,chun'gui'hua'dian'an
春归在客先,chun'gui'zai'ke'xian
春花落尽蜂不窥,chun'hua'luo'jin'feng'bu'kui
春江独送君,chun'jiang'du'song'jun
春江连故园,chun'jiang'lian'gu'yuan
春尽草木变,chun'jin'cao'mu'bian
春酒相携就竹丛,chun'jiu'xiang'xie'jiu'zhu'cong
春来明主封西岳,chun'lai'ming'zhu'feng'xi'yue
春兰方可采,chun'lan'fang'ke'cai
春苗带雨锄,chun'miao'dai'yu'chu
淳朴如太古,chun'pu'ru'tai'gu
春晴照面鸳鸯水,chun'qing'zhao'mian'yuan'yang'shui
春泉漱玉寒泠泠,chun'quan'shu'yu'han'ling'ling
春日凝妆上翠楼,chun'ri'ning'zhuang'shang'cui'lou
春日送归长,chun'ri'song'gui'chang
春日为人迟,chun'ri'wei'ren'chi
春色遍桑榆,chun'se'bian'sang'yu
春色长安道,chun'se'chang'an'dao
春色动离忧,chun'se'dong'li'you
春色独何心,chun'se'du'he'xin
春色共西归,chun'se'gong'xi'gui
春色染湘波,chun'se'ran'xiang'bo
春色因何入得来,chun'se'yin'he'ru'dei'lai
春山到处同,chun'shan'dao'chu'tong
春山数亩地,chun'shan'shu'mu'di
春山一路鸟空啼,chun'shan'yi'lu'niao'kong'ti
春山宜县城,chun'shan'yi'xian'cheng
春山因独宿,chun'shan'yin'du'su
春伤白首情,chun'shang'bai'shou'qing
春生鸿雁天,chun'sheng'hong'yan'tian
春生近桂林,chun'sheng'jin'gui'lin
春生颍谷烟,chun'sheng'ying'gu'yan
春事已依然,chun'shi'yi'yi'ran
春水带清浑,chun'shui'dai'qing'hun
春水上泷迟,chun'shui'shang'long'chi
春水桃花待北归,chun'shui'tao'hua'dai'bei'gui
春随草色向南深,chun'sui'cao'se'xiang'nan'shen
春随千里道,chun'sui'qian'li'dao
春苔双履痕,chun'tai'shuang'lv'hen
春塘深慢流,chun'tang'shen'man'liu
春芜生楚国,chun'wu'sheng'chu'guo
春向后宫迟,chun'xiang'hou'gong'chi
春心相向生,chun'xin'xiang'xiang'sheng
春雪含边州,chun'xue'han'bian'zhou
春崖鸣细泉,chun'ya'ming'xi'quan
春烟石头濑,chun'yan'shi'tou'lai
春雁又北飞,chun'yan'you'bei'fei
春衣试稚子,chun'yi'shi'zhi'zi
春雨向田耕,chun'yu'xiang'tian'geng
春至百草绿,chun'zhi'bai'cao'lv
春逐五更来,chun'zhu'wu'geng'lai
辍棹古崖口,chuo'zhao'gu'ya'kou
辍棹徒沾臆,chuo'zhao'tu'zhan'yi
此别是天涯,ci'bie'shi'tian'ya
此道如不移,ci'dao'ru'bu'yi
此地常安禅,ci'di'chang'an'chan
此地常无日,ci'di'chang'wu'ri
此地朝来饯行者,ci'di'chao'lai'jian'xing'zhe
此会良不易,ci'hui'liang'bu'yi
辞家尚如昨,ci'jia'shang'ru'zuo
辞家拥鸣驺,ci'jia'yong'ming'zou
辞君向沧海,ci'jun'xiang'cang'hai
辞君一夜取楼兰,ci'jun'yi'ye'qu'lou'lan
此理今难道,ci'li'jin'nan'dao
此路水云深,ci'lu'shui'yun'shen
祠庙唯苍苔,ci'miao'wei'cang'tai
慈母忧疾疹,ci'mu'you'ji'zhen
此鸟那可托,ci'niao'na'ke'tuo
赐庆垂天泽,ci'qing'chui'tian'ze
此去播迁明主意,ci'qu'bo'qian'ming'zhu'yi
此去不徒然,ci'qu'bu'tu'ran
此去尔何恨,ci'qu'er'he'hen
此去更违乡,ci'qu'geng'wei'xiang
此去论利害,ci'qu'lun'li'hai
此曲乃是升天行,ci'qu'nai'shi'sheng'tian'hang
此去未知还,ci'qu'wei'zhi'hai
此去行持一竿竹,ci'qu'xing'chi'yi'gan'zhu
此去叶初齐,ci'qu'ye'chu'qi
此去又春风,ci'qu'you'chun'feng
此去又何之,ci'qu'you'he'zhi
此日登临曙色开,ci'ri'deng'lin'shu'se'kai
祠上残云高,ci'shang'can'yun'gao
此生何幸有归期,ci'sheng'he'xing'you'gui'qi
此时阿娇正娇妒,ci'shi'a'jiao'zheng'jiao'du
此事从终古,ci'shi'cong'zhong'gu
此时顾恩宁顾身,ci'shi'gu'en'ning'gu'shen
此事今人薄,ci'shi'jin'ren'bao
祠坛高眇路逶迤,ci'tan'gao'miao'lu'wei'yi
此心徒自劳,ci'xin'tu'zi'lao
此心欲引托,ci'xin'yu'yin'tuo
此行季春月,ci'xing'ji'chun'yue
此行颇自适,ci'xing'po'zi'shi
此行山水好,ci'xing'shan'shui'hao
此行应赋谢公诗,ci'xing'ying'fu'xie'gong'shi
此夜催人愁,ci'ye'cui'ren'chou
此夜泛孤舟,ci'ye'fan'gu'zhou
此夜关山愁,ci'ye'guan'shan'chou
此意颇堪惜,ci'yi'po'kan'xi
此意谁能传,ci'yi'shui'neng'chuan
此意投赠君,ci'yi'tou'zeng'jun
此游诚多趣,ci'you'cheng'duo'qu
此中常控弦,ci'zhong'chang'kong'xian
此中深有意,ci'zhong'shen'you'yi
此中无处不堪愁,ci'zhong'wu'chu'bu'kan'chou
此中一见乱人目,ci'zhong'yi'jian'luan'ren'mu
从此别君千万里,cong'ci'bie'jun'qian'wan'li
从此归舟客梦长,cong'ci'gui'zhou'ke'meng'chang
从此扁舟去,cong'ci'pian'zhou'qu
从此日相思,cong'ci'ri'xiang'si
从此向南无限路,cong'ci'xiang'nan'wu'xian'lu
从风纵体登鸾车,cong'feng'zong'ti'deng'luan'che
从官役吏扰尘喧,cong'guan'yi'li'rao'chen'xuan
从宦闻苦节,cong'huan'wen'ku'jie
从今又几年,cong'jin'you'ji'nian
从军宝剑雄,cong'jun'bao'jian'xiong
从君万曲梁尘飞,cong'jun'wan'qu'liang'chen'fei
葱茏记星坛,cong'long'ji'xing'tan
骢马拂绣裳,cong'ma'fu'xiu'shang
骢马入关西,cong'ma'ru'guan'xi
骢马闲金鞍,cong'ma'xian'jin'an
催筹当午夜,cui'chou'dang'wu'ye
翠岭秋天外,cui'ling'qiu'tian'wai
翠屏瀑水知何在,cui'ping'pu'shui'zhi'he'zai
翠如何其雪崭岩,cui'ru'he'qi'xue'zhan'yan
翠微关上近,cui'wei'guan'shang'jin
催弦拂柱与君饮,cui'xian'fu'zhu'yu'jun'yin
