阿坝,a'ba
打眼放炮,da'yan'fang'pao
打掩护,da'yan'hu
大檐帽,da'yan'mao
大翼,da'yi
打伊倒萨,da'yi'dao'sa
大营,da'ying
打赢,da'ying
大迎角,da'ying'jiao
打硬仗,da'ying'zhang
打游击,da'you'ji
打援,da'yuan
打援兵力,da'yuan'bing'li
大圆锹,da'yuan'qiao
大元帅,da'yuan'shuai
搭载,da'zai
搭载步兵,da'zai'bu'bing
搭载地段,da'zai'di'duan
打造信息化,da'zao'xin'xi'hua
打炸阻,da'zha'zu
大战,da'zhan
大战冷,da'zhan'leng
大战略,da'zhan'lue
打战争牌,da'zhan'zheng'pai
大战中,da'zhan'zhong
大仗,da'zhang
打仗,da'zhang
大中口径,da'zhong'kou'jing
大专院校,da'zhuan'yuan'xiao
打桩,da'zhuang
打桩船,da'zhuang'chuan
打桩机,da'zhuang'ji
打桩门桥,da'zhuang'men'qiao
打桩设备,da'zhuang'she'bei
打字机,da'zi'ji
大姿势,da'zi'shi
打字室,da'zi'shi
打字通信,da'zi'tong'xin
大纵深,da'zong'shen
大总统,da'zong'tong
打嘴仗,da'zui'zhang
大佐,da'zuo
带班员,dai'ban'yuan
待避所,dai'bi'suo
代表大会,dai'biao'da'hui
带兵,dai'bing
带兵打仗,dai'bing'da'zhang
带兵的人,dai'bing'de'ren
带兵骨干,dai'bing'gu'gan
带兵经验,dai'bing'jing'yan
带兵理念,dai'bing'li'nian
带兵人,dai'bing'ren
带兵体会,dai'bing'ti'hui
带兵艺术,dai'bing'yi'shu
带操,dai'cao
带侧滑,dai'ce'hua
代偿服,dai'chang'fu
带刺,dai'ci
待渡,dai'du
待渡地区,dai'du'di'qu
待渡为主,dai'du'wei'zhu
带队,dai'dui
待发,dai'fa
待发状态,dai'fa'zhuang'tai
带飞,dai'fei
待伏,dai'fu
待伏部队,dai'fu'bu'dui
戴高乐,dai'gao'le
带高压电流,dai'gao'ya'dian'liu
代供,dai'gong
代管,dai'guan
带过兵,dai'guo'bing
代国歌,dai'guo'ge
代号,dai'hao
代号表,dai'hao'biao
戴红花,dai'hong'hua
带火箭武器,dai'huo'jian'wu'qi
待机,dai'ji
待机部队,dai'ji'bu'dui
待机打援,dai'ji'da'yuan
待机地域,dai'ji'di'yu
待机点,dai'ji'dian
待机护航,dai'ji'hu'hang
待机歼敌,dai'ji'jian'di
待机空域,dai'ji'kong'yu
待机坪,dai'ji'ping
待机破敌,dai'ji'po'di
待机堑壕,dai'ji'qian'hao
待机射击,dai'ji'she'ji
待机位置,dai'ji'wei'zhi
待机阵地,dai'ji'zhen'di
待机状态,dai'ji'zhuang'tai
带甲,dai'jia
带建制,dai'jian'zhi
带教,dai'jiao
带菌,dai'jun
带菌昆虫,dai'jun'kun'chong
戴军帽,dai'jun'mao
带宽,dai'kuan
带来,dai'lai
带缆,dai'lan
代理,dai'li
代理连长,dai'li'lian'zhang
带领,dai'ling
带领全班,dai'ling'quan'ban
代码,dai'ma
戴帽,dai'mao
待命,dai'ming
待命部队,dai'ming'bu'dui
待命地区,dai'ming'di'qu
待命地域,dai'ming'di'yu
待命基地,dai'ming'ji'di
待命机组,dai'ming'ji'zu
待命开机,dai'ming'kai'ji
待命盘旋,dai'ming'pan'xuan
待命起飞,dai'ming'qi'fei
待命室,dai'ming'shi
待命替换,dai'ming'ti'huan
待命增援,dai'ming'zeng'yuan
待命阵地,dai'ming'zhen'di
待命值班,dai'ming'zhi'ban
待命执勤,dai'ming'zhi'qin
带枪,dai'qiang
带入工事内,dai'ru'gong'shi'nei
带伞座椅,dai'san'zuo'yi
带式,dai'shi
带式门桥,dai'shi'men'qiao
带式桥,dai'shi'qiao
带式舟桥,dai'shi'zhou'qiao
代司令员,dai'si'ling'yuan
带头飞,dai'tou'fei
带尾翼,dai'wei'yi
待销毁,dai'xiao'hui
袋形阵地,dai'xing'zhen'di
待续时间,dai'xu'shi'jian
代训,dai'xun
带训,dai'xun
带鸭翼的,dai'ya'yi'de
带翼,dai'yi
代用燃料,dai'yong'ran'liao
待用阵地,dai'yong'zhen'di
带油门,dai'you'men
待遇平等,dai'yu'ping'deng
待援,dai'yuan
待运,dai'yun
待运地区,dai'yun'di'qu
待运地域,dai'yun'di'yu
待运之敌,dai'yun'zhi'di
待炸,dai'zha
待战,dai'zhan
待战地带,dai'zhan'di'dai
待战方式,dai'zhan'fang'shi
待战空域,dai'zhan'kong'yu
待战时间,dai'zhan'shi'jian
待战位置,dai'zhan'wei'zhi
待战状态,dai'zhan'zhuang'tai
带着队伍,dai'zhe'dui'wu
待证,dai'zheng
代职,dai'zhi
代指单位,dai'zhi'dan'wei
代职锻炼,dai'zhi'duan'lian
代之而来,dai'zhi'er'lai
代职干部,dai'zhi'gan'bu
带助推器,dai'zhu'tui'qi
带状分布,dai'zhuang'fen'bu
带装甲,dai'zhuang'jia
代字,dai'zi
戴梓,dai'zi
单靶,dan'ba
弹靶,dan'ba
蛋白质,dan'bai'zhi
单包装药,dan'bao'zhuang'yao
单边带,dan'bian'dai
单边带电台,dan'bian'dai'dian'tai
单边带调制,dan'bian'dai'tiao'zhi
单边带通信,dan'bian'dai'tong'xin
单兵,dan'bing
单兵背负,dan'bing'bei'fu
单兵便携式,dan'bing'bian'xie'shi
单兵队列,dan'bing'dui'lie
单兵反坦克,dan'bing'fan'tan'ke
单兵负荷,dan'bing'fu'he
单兵负重,dan'bing'fu'zhong
单兵火箭,dan'bing'huo'jian
单兵火力,dan'bing'huo'li
单兵伪装,dan'bing'wei'zhuang
单兵武器,dan'bing'wu'qi
单兵系统,dan'bing'xi'tong
单兵携行,dan'bing'xie'xing
单兵训练,dan'bing'xun'lian
单兵战术,dan'bing'zhan'shu
单兵装备,dan'bing'zhuang'bei
单兵作战,dan'bing'zuo'zhan
单波束,dan'bo'shu
单部门,dan'bu'men
弹仓,dan'cang
弹仓门,dan'cang'men
弹仓武器,dan'cang'wu'qi
弹测法,dan'ce'fa
单层,dan'ceng
弹长,dan'chang
单车,dan'che
单车油料,dan'che'you'liao
单程,dan'cheng
单纯,dan'chun
单打,dan'da
胆大包天,dan'da'bao'tian
单打独斗,dan'da'du'dou
胆大心细,dan'da'xin'xi
弹带,dan'dai
弹带盒,dan'dai'he
弹带送弹,dan'dai'song'dan
单弹头,dan'dan'tou
弹道,dan'dao
弹道表,dan'dao'biao
弹道波,dan'dao'bo
弹道测定,dan'dao'ce'ding
弹道大气,dan'dao'da'qi
弹道导弹,dan'dao'dao'dan
弹道低,dan'dao'di
弹道低平,dan'dao'di'ping
弹道低伸,dan'dao'di'shen
弹道点,dan'dao'dian
弹道顶点,dan'dao'ding'dian
弹道段,dan'dao'duan
弹道发射,dan'dao'fa'she
弹道方位角,dan'dao'fang'wei'jiao
弹道飞行,dan'dao'fei'xing
弹道风,dan'dao'feng
弹道高,dan'dao'gao
弹道高度,dan'dao'gao'du
弹道弧度,dan'dao'hu'du
弹道火箭,dan'dao'huo'jian
弹道计算,dan'dao'ji'suan
弹道计算机,dan'dao'ji'suan'ji
弹道降低,dan'dao'jiang'di
弹道降落,dan'dao'jiang'luo
弹道距离,dan'dao'ju'li
弹道控制,dan'dao'kong'zhi
弹道末端,dan'dao'mo'duan
弹道偏差,dan'dao'pian'cha
弹道气象,dan'dao'qi'xiang
弹道切线,dan'dao'qie'xian
弹道倾角,dan'dao'qing'jiao
弹道曲线,dan'dao'qu'xian
弹道散布,dan'dao'san'bu
弹道射击,dan'dao'she'ji
弹道摄影,dan'dao'she'ying
弹道式,dan'dao'shi
弹道束,dan'dao'shu
弹道数据,dan'dao'shu'ju
弹道特性,dan'dao'te'xing
弹道提前量,dan'dao'ti'qian'liang
弹道弯曲,dan'dao'wan'qu
弹道稳定性,dan'dao'wen'ding'xing
弹道系数,dan'dao'xi'shu
弹道相似,dan'dao'xiang'si
弹道效应,dan'dao'xiao'ying
弹道性能,dan'dao'xing'neng
弹道形状,dan'dao'xing'zhuang
弹道修正,dan'dao'xiu'zheng
弹道学,dan'dao'xue
弹道要素,dan'dao'yao'su
弹道指挥仪,dan'dao'zhi'hui'yi
弹道中心,dan'dao'zhong'xin
弹道诸元,dan'dao'zhu'yuan
弹道准备,dan'dao'zhun'bei
弹道坐标,dan'dao'zuo'biao
弹底,dan'di
弹底引信,dan'di'yin'xin
单点接地,dan'dian'jie'di
单点源,dan'dian'yuan
单独媾和,dan'du'gou'he
单独配置,dan'du'pei'zhi
单独撒布,dan'du'sa'bu
单独设置,dan'du'she'zhi
单独搜索,dan'du'sou'suo
单独行动,dan'du'xing'dong
单独驻扎,dan'du'zhu'zha
单独装运,dan'du'zhuang'yun
单独作战,dan'du'zuo'zhan
弹耳,dan'er
单发,dan'fa
单发摧毁,dan'fa'cui'hui
单发击毁,dan'fa'ji'hui
单发进场,dan'fa'jin'chang
单发命中,dan'fa'ming'zhong
单发枪,dan'fa'qiang
单发射,dan'fa'she
单发射击,dan'fa'she'ji
单发投弹,dan'fa'tou'dan
单发着舰,dan'fa'zhe'jian
单发装,dan'fa'zhuang
单发装填,dan'fa'zhuang'tian
单方,dan'fang
单方演习,dan'fang'yan'xi
单飞,dan'fei
担负,dan'fu
担负的任务,dan'fu'de'ren'wu
单缸,dan'gang
单岗哨,dan'gang'shao
单个,dan'ge
单个动作,dan'ge'dong'zuo
单个教练,dan'ge'jiao'lian
单个军人,dan'ge'jun'ren
单个联队,dan'ge'lian'dui
单个目标,dan'ge'mu'biao
单个人员,dan'ge'ren'yuan
单个要素,dan'ge'yao'su
单工,dan'gong
单工通信,dan'gong'tong'xin
单管,dan'guan
单观察所,dan'guan'cha'suo
单航向,dan'hang'xiang
淡褐色,dan'he'se
弹痕,dan'hen
单横队,dan'heng'dui
氮化铅,dan'hua'qian
淡黄色,dan'huang'se
单剂,dan'ji
单基,dan'ji
单机,dan'ji
单级,dan'ji
弹迹,dan'ji
单机出动,dan'ji'chu'dong
单机飞行,dan'ji'fei'xing
单机特技,dan'ji'te'ji
单机偷袭,dan'ji'tou'xi
单机突击,dan'ji'tu'ji
单机突袭,dan'ji'tu'xi
单击袭击,dan'ji'xi'ji
淡积云,dan'ji'yun
单机着陆,dan'ji'zhuo'lu
弹夹,dan'jia
弹架,dan'jia
担架,dan'jia
担架队,dan'jia'dui
担架队长,dan'jia'dui'zhang
单箭,dan'jian
单舰,dan'jian
弹尖,dan'jian
单舰攻击,dan'jian'gong'ji
单舰进攻,dan'jian'jin'gong
单舰训练,dan'jian'xun'lian
弹尽粮绝,dan'jin'liang'jue
弹尽援绝,dan'jin'yuan'jue
弹径,dan'jing
弹径规,dan'jing'gui
弹径卡尺,dan'jing'ka'chi
单军种,dan'jun'zhong
单壳,dan'ke
弹壳,dan'ke
弹坑,dan'keng
弹坑桥,dan'keng'qiao
单孔,dan'kong
弹孔,dan'kong
单孔药,dan'kong'yao
单口,dan'kou
单口加油,dan'kou'jia'you
单跨,dan'kua
单跨架设,dan'kua'jia'she
淡蓝色,dan'lan'se
弹链,dan'lian
单列,dan'lie
单列地雷,dan'lie'di'lei
单路,dan'lu
胆略过人,dan'lue'guo'ren
单轮,dan'lun
单帽,dan'mao
弹帽,dan'mao
单门,dan'men
单面,dan'mian
单面的,dan'mian'de
弹幕,dan'mu
弹幕射击,dan'mu'she'ji
弹内,dan'nei
弹盘,dan'pan
单炮,dan'pao
弹炮合一,dan'pao'he'yi
单喷口,dan'pen'kou
弹腔,dan'qiang
弹群,dan'qun
单人,dan'ren
担任,dan'ren
单人床,dan'ren'chuang
担任掩护,dan'ren'yan'hu
单人掩体,dan'ren'yan'ti
单人用,dan'ren'yong
担任主攻,dan'ren'zhu'gong
弹容量,dan'rong'liang
弹上,dan'shang
弹伤,dan'shang
弹上设备,dan'shang'she'bei
单哨,dan'shao
单射,dan'she
单身宿舍,dan'shen'su'she
淡水,dan'shui
淡水舱,dan'shui'cang
单水鼓,dan'shui'gu
淡水净化,dan'shui'jing'hua
淡水系统,dan'shui'xi'tong
弹膛,dan'tang
单梯,dan'ti
弹体,dan'ti
弹体尾部,dan'ti'wei'bu
弹体引信,dan'ti'yin'xin
单艇,dan'ting
单艇攻击,dan'ting'gong'ji
弹头,dan'tou
弹头仓库,dan'tou'cang'ku
弹头动能,dan'tou'dong'neng
弹头感应器,dan'tou'gan'ying'qi
弹头活力,dan'tou'huo'li
弹头降落,dan'tou'jiang'luo
弹头侵彻,dan'tou'qin'che
弹头体,dan'tou'ti
弹头停滞,dan'tou'ting'zhi
弹头效力,dan'tou'xiao'li
弹头引信,dan'tou'yin'xin
弹头运载,dan'tou'yun'zai
弹头再入,dan'tou'zai'ru
弹头终点,dan'tou'zhong'dian
弹头周边,dan'tou'zhou'bian
弹托,dan'tuo
弹丸,dan'wan
弹丸初速,dan'wan'chu'su
弹丸轨迹,dan'wan'gui'ji
单位,dan'wei
单桅,dan'wei
单位冲量,dan'wei'chong'liang
单位等级,dan'wei'deng'ji
单位功率,dan'wei'gong'lv
单位射击,dan'wei'she'ji
单位时间,dan'wei'shi'jian
单位推力,dan'wei'tui'li
单位消耗,dan'wei'xiao'hao
单位压力,dan'wei'ya'li
弹无虚发,dan'wu'xu'fa
弹匣,dan'xia
弹匣容量,dan'xia'rong'liang
单线冲沟,dan'xian'chong'gou
单线进场,dan'xian'jin'chang
单向,dan'xiang
单相,dan'xiang
单项,dan'xiang
单相电路,dan'xiang'dian'lu
单向稳定器,dan'xiang'wen'ding'qi
单向运输,dan'xiang'yun'shu
弹心,dan'xin
单信号,dan'xin'hao
单星,dan'xing
单旋翼,dan'xuan'yi
淡烟幕,dan'yan'mu
弹药,dan'yao
弹药保障,dan'yao'bao'zhang
弹药标记,dan'yao'biao'ji
弹药标志,dan'yao'biao'zhi
弹药补给,dan'yao'bu'gei
弹药补给车,dan'yao'bu'gei'che
弹药舱,dan'yao'cang
弹药车,dan'yao'che
弹药储存,dan'yao'chu'cun
弹药当量,dan'yao'dang'liang
弹药的,dan'yao'de
弹药分类,dan'yao'fen'lei
弹药供应,dan'yao'gong'ying
弹药盒,dan'yao'he
弹药基数,dan'yao'ji'shu
弹药技术,dan'yao'ji'shu
弹药架,dan'yao'jia
弹药库,dan'yao'ku
弹药配套,dan'yao'pei'tao
弹药室,dan'yao'shi
弹药手,dan'yao'shou
弹药数量,dan'yao'shu'liang
单要素,dan'yao'su
弹药所,dan'yao'suo
弹药筒,dan'yao'tong
弹药威力,dan'yao'wei'li
弹药物资,dan'yao'wu'zi
弹药箱,dan'yao'xiang
弹药消耗,dan'yao'xiao'hao
弹药选择,dan'yao'xuan'ze
弹药压印,dan'yao'ya'yin
弹药转运,dan'yao'zhuan'yun
弹药准备,dan'yao'zhun'bei
弹药作用,dan'yao'zuo'yong
单一,dan'yi
单衣,dan'yi
弹翼,dan'yi
单一兵种,dan'yi'bing'zhong
单翼飞机,dan'yi'fei'ji
单翼缝,dan'yi'feng
单一伤,dan'yi'shang
单一型,dan'yi'xing
单一指挥,dan'yi'zhi'hui
弹雨,dan'yu
单元合成,dan'yuan'he'cheng
单站,dan'zhan
单站分析,dan'zhan'fen'xi
单站预报,dan'zhan'yu'bao
单址,dan'zhi
弹掷机,dan'zhi'ji
单支柱,dan'zhi'zhu
弹种,dan'zhong
弹重,dan'zhong
单装维修,dan'zhuang'wei'xiu
弹着点,dan'zhuo'dian
弹着点距离,dan'zhuo'dian'ju'li
单纵队,dan'zong'dui
单座,dan'zuo
单座飞机,dan'zuo'fei'ji
档案,dang'an
档案馆,dang'an'guan
挡板,dang'ban
当兵,dang'bing
当兵代职,dang'bing'dai'zhi
当兵制度,dang'bing'zhi'du
当场殒命,dang'chang'yun'ming
当代,dang'dai
党代表,dang'dai'biao
党的军队,dang'de'jun'dui
党的路线,dang'de'lu'xian
党的女儿,dang'de'nv'er
党的章程,dang'de'zhang'cheng
党的组织,dang'de'zu'zhi
当敌进到,dang'di'jin'dao
当地军民,dang'di'jun'min
当地老百姓,dang'di'lao'bai'xing
当地民兵,dang'di'min'bing
当地民团,dang'di'min'tuan
当地人民,dang'di'ren'min
当地驻军,dang'di'zhu'jun
党对军队的,dang'dui'jun'dui'de
当发现,dang'fa'xian
党费,dang'fei
当个好兵,dang'ge'hao'bing
当官,dang'guan
当过兵,dang'guo'bing
党和国家,dang'he'guo'jia
当机立断,dang'ji'li'duan
当尖兵,dang'jian'bing
当了兵,dang'le'bing
当量,dang'liang
当面敌情,dang'mian'di'qing
当面情况,dang'mian'qing'kuang
当面之敌,dang'mian'zhi'di
党内监督,dang'nei'jian'du
挡泥板,dang'ni'ban
当炮灰,dang'pao'hui
荡平,dang'ping
当前地域,dang'qian'di'yu
当前任务,dang'qian'ren'wu
当前行动,dang'qian'xing'dong
当前战斗,dang'qian'zhan'dou
当仁不让,dang'ren'bu'rang
党日,dang'ri
当日任务,dang'ri'ren'wu
党日制度,dang'ri'zhi'du
党史,dang'shi
当时的情况,dang'shi'de'qing'kuang
当事国,dang'shi'guo
党天下,dang'tian'xia
党委,dang'wei
党委会,dang'wei'hui
党卫军,dang'wei'jun
党委制,dang'wei'zhi
党务委员会,dang'wu'wei'yuan'hui
当先治心,dang'xian'zhi'xin
党小组,dang'xiao'zu
挡焰管,dang'yan'guan
当夜,dang'ye
党政,dang'zheng
党政工作,dang'zheng'gong'zuo
党政军,dang'zheng'jun
党政军警宪,dang'zheng'jun'jing'xian
党政军首长,dang'zheng'jun'shou'zhang
党支部,dang'zhi'bu
当值时间,dang'zhi'shi'jian
挡住去路,dang'zhu'qu'lu
党组,dang'zu
党组织,dang'zu'zhi
导爆索,dao'bao'suo
刀背,dao'bei
导标,dao'biao
导标灯,dao'biao'deng
刀柄,dao'bing
刀兵相见,dao'bing'xiang'jian
稻草,dao'cao
倒抽一口凉气,dao'chou'yi'kou'liang'qi
到达,dao'da
到达的时限,dao'da'de'shi'xian
到达时间,dao'da'shi'jian
到达时限,dao'da'shi'xian
导弹,dao'dan
导弹兵,dao'dan'bing
导弹部队,dao'dan'bu'dui
导弹部署,dao'dan'bu'shu
导弹车,dao'dan'che
导弹弹仓,dao'dan'dan'cang
导弹弹道,dao'dan'dan'dao
导弹弹头,dao'dan'dan'tou
导弹发射,dao'dan'fa'she
导弹发射车,dao'dan'fa'she'che
导弹防御,dao'dan'fang'yu
导弹飞行,dao'dan'fei'xing
导弹跟踪,dao'dan'gen'zong
导弹工程,dao'dan'gong'cheng
导弹攻击,dao'dan'gong'ji
导弹航区,dao'dan'hang'qu
导弹荒,dao'dan'huang
导弹火力,dao'dan'huo'li
导弹基地,dao'dan'ji'di
导弹计划,dao'dan'ji'hua
导弹技术,dao'dan'ji'shu
导弹舰,dao'dan'jian
导弹溅落,dao'dan'jian'luo
导弹接电,dao'dan'jie'dian
导弹控制,dao'dan'kong'zhi
导弹库,dao'dan'ku
导弹快艇,dao'dan'kuai'ting
导弹拦截,dao'dan'lan'jie
导弹连,dao'dan'lian
导弹零件,dao'dan'ling'jian
导弹潜艇,dao'dan'qian'ting
导弹驱逐舰,dao'dan'qu'zhu'jian
导弹群,dao'dan'qun
导弹杀伤,dao'dan'sha'shang
导弹射程,dao'dan'she'cheng
导弹射击,dao'dan'she'ji
导弹射手,dao'dan'she'shou
导弹升空,dao'dan'sheng'kong
导弹试验,dao'dan'shi'yan
导弹数据,dao'dan'shu'ju
导弹数量,dao'dan'shu'liang
导弹碎片,dao'dan'sui'pian
导弹艇,dao'dan'ting
导弹头部,dao'dan'tou'bu
导弹团,dao'dan'tuan
导弹推进,dao'dan'tui'jin
导弹袭击,dao'dan'xi'ji
导弹销售,dao'dan'xiao'shou
导弹性能,dao'dan'xing'neng
导弹巡洋舰,dao'dan'xun'yang'jian
导弹掩护,dao'dan'yan'hu
导弹掩体,dao'dan'yan'ti
导弹引爆,dao'dan'yin'bao
导弹引导,dao'dan'yin'dao
导弹营,dao'dan'ying
导弹预警,dao'dan'yu'jing
导弹运输,dao'dan'yun'shu
导弹运载,dao'dan'yun'zai
导弹载体,dao'dan'zai'ti
导弹战,dao'dan'zhan
导弹战斗部,dao'dan'zhan'dou'bu
导弹制导,dao'dan'zhi'dao
导弹制胜,dao'dan'zhi'sheng
导弹装备,dao'dan'zhuang'bei
导弹综合,dao'dan'zong'he
刀刀见血,dao'dao'jian'xue
倒飞,dao'fei
倒飞斤斗,dao'fei'jin'dou
刀锋,dao'feng
导风筒,dao'feng'tong
道高一丈,dao'gao'yi'zhang
导管,dao'guan
道光,dao'guang
刀光剑影,dao'guang'jian'ying
导轨,dao'gui
导轨式,dao'gui'shi
导航,dao'hang
导航标志,dao'hang'biao'zhi
导航点,dao'hang'dian
导航定位,dao'hang'ding'wei
导航方法,dao'hang'fang'fa
导航方式,dao'hang'fang'shi
导航浮标,dao'hang'fu'biao
导航干扰,dao'hang'gan'rao
导航精度,dao'hang'jing'du
导航雷达,dao'hang'lei'da
导航器材,dao'hang'qi'cai
导航哨,dao'hang'shao
导航设备,dao'hang'she'bei
导航声纳,dao'hang'sheng'na
导航台,dao'hang'tai
导航图,dao'hang'tu
导航卫星,dao'hang'wei'xing
导航问题,dao'hang'wen'ti
导航系统,dao'hang'xi'tong
导航信标,dao'hang'xin'biao
导航信号,dao'hang'xin'hao
导航星,dao'hang'xing
导航仪,dao'hang'yi
导航仪器,dao'hang'yi'qi
导航制导,dao'hang'zhi'dao
导航组,dao'hang'zu
到会,dao'hui
捣毁,dao'hui
导火管,dao'huo'guan
导火索,dao'huo'suo
导火药,dao'huo'yao
刀尖,dao'jian
刀尖型,dao'jian'xing
导降波束,dao'jiang'bo'shu
岛礁,dao'jiao
岛礁攻防,dao'jiao'gong'fang
岛礁区,dao'jiao'qu
到课率,dao'ke'lv
岛链,dao'lian
岛链战区,dao'lian'zhan'qu
导流片,dao'liu'pian
道路,dao'lu
道路保障,dao'lu'bao'zhang
道路标志,dao'lu'biao'zhi
道路布雷,dao'lu'bu'lei
道路警备,dao'lu'jing'bei
道路两侧,dao'lu'liang'ce
道路密度,dao'lu'mi'du
道路桥梁,dao'lu'qiao'liang
道路勤务,dao'lu'qin'wu
道路设备,dao'lu'she'bei
道路条件,dao'lu'tiao'jian
道路网,dao'lu'wang
道路维护,dao'lu'wei'hu
道路行军,dao'lu'xing'jun
道路侦察,dao'lu'zhen'cha
道路状况,dao'lu'zhuang'kuang
盗密,dao'mi
刀面,dao'mian
刀枪不入,dao'qiang'bu'ru
刀鞘,dao'qiao
道桥,dao'qiao
道桥连,dao'qiao'lian
道清战役,dao'qing'zhan'yi
刀刃,dao'ren
倒射,dao'she
刀身,dao'shen
导调部,dao'tiao'bu
导调模式,dao'tiao'mo'shi
道头,dao'tou
倒下去,dao'xia'qu
导线,dao'xian
导线测量,dao'xian'ce'liang
导线测站,dao'xian'ce'zhan
导线点,dao'xian'dian
导线法,dao'xian'fa
导线末端,dao'xian'mo'duan
导线制导,dao'xian'zhi'dao
导向,dao'xiang
导向目标,dao'xiang'mu'biao
导向装置,dao'xiang'zhuang'zhi
刀形,dao'xing
倒行速度,dao'xing'su'du
导演,dao'yan
导演部,dao'yan'bu
导演机构,dao'yan'ji'gou
导演计划,dao'yan'ji'hua
导翼,dao'yi
导引,dao'yin
导引导弹,dao'yin'dao'dan
导引区,dao'yin'qu
导引头,dao'yin'tou
岛屿,dao'yu
岛屿防御,dao'yu'fang'yu
岛屿国,dao'yu'guo
岛屿进攻,dao'yu'jin'gong
岛屿突袭,dao'yu'tu'xi
岛屿沿岸,dao'yu'yan'an
岛屿运输,dao'yu'yun'shu
岛屿争夺,dao'yu'zheng'duo
道筑连,dao'zhu'lian
的安全,de'an'quan
的把握,de'ba'wo
的帮助下,de'bang'zhu'xia
的报告,de'bao'gao
的编成,de'bian'cheng
的兵力,de'bing'li
德波战争,de'bo'zhan'zheng
得不偿失,de'bu'chang'shi
的部队,de'bu'dui
的部署,de'bu'shu
的成败,de'cheng'bai
的程度,de'cheng'du
的冲击,de'chong'ji
德川战役,de'chuan'zhan'yi
的措施,de'cuo'shi
的弹道,de'dan'dao
得到,de'dao
的道路,de'dao'lu
的登记,de'deng'ji
的地带,de'di'dai
的地区,de'di'qu
的地域,de'di'yu
的电波,de'dian'bo
的对比,de'dui'bi
的方法,de'fang'fa
的防护,de'fang'hu
的方位,de'fang'wei
的方向,de'fang'xiang
的防御,de'fang'yu
的方针,de'fang'zhen
的概念,de'gai'nian
的高度,de'gao'du
的攻击,de'gong'ji
的构造,de'gou'zao
的规模,de'gui'mo
德国法西斯,de'guo'fa'xi'si
的号角,de'hao'jiao
的火力,de'huo'li
的机动,de'ji'dong
的计划,de'ji'hua
的继续,de'ji'xu
的鉴别,de'jian'bie
的鉴定,de'jian'ding
的交接,de'jiao'jie
的进攻,de'jin'gong
的精神,de'jing'shen
的据点,de'ju'dian
的距离,de'ju'li
的决心,de'jue'xin
德军,de'jun
的军队,de'jun'dui
的军容,de'jun'rong
的课目,de'ke'mu
德寇,de'kou
的宽窄,de'kuan'zhai
的来源,de'lai'yuan
的雷达,de'lei'da
的历程,de'li'cheng
的力量,de'li'liang
的理论,de'li'lun
的礼物,de'li'wu
得力武器,de'li'wu'qi
的利益,de'li'yi
的领导下,de'ling'dao'xia
的路段,de'lu'duan
的路线,de'lu'xian
的路子,de'lu'zi
的命令,de'ming'ling
的目标,de'mu'biao
的判断,de'pan'duan
的偏差,de'pian'cha
的企图,de'qi'tu
的旗帜,de'qi'zhi
的前提,de'qian'ti
的情报,de'qing'bao
的情况,de'qing'kuang
的区分,de'qu'fen
的区域,de'qu'yu
的任务,de'ren'wu
的人员,de'ren'yuan
的上空,de'shang'kong
的伤亡,de'shang'wang
的设备,de'she'bei
的射程,de'she'cheng
的时间,de'shi'jian
的时限,de'shi'xian
得失相当,de'shi'xiang'dang
的使用,de'shi'yong
得手,de'shou
的数量,de'shu'liang
的疏散,de'shu'san
的数值,de'shu'zhi
的顺序,de'shun'xu
的速决,de'su'jue
的素质,de'su'zhi
的损失,de'sun'shi
的特点,de'te'dian
的天候,de'tian'hou
地听,de'ting
的同时,de'tong'shi
的位置,de'wei'zhi
的袭击,de'xi'ji
的信号,de'xin'hao
的行动,de'xing'dong
的序幕,de'xu'mu
的需要,de'xu'yao
的选拔,de'xuan'ba
的血迹,de'xue'ji
的要地,de'yao'di
的翼侧,de'yi'ce
的依据,de'yi'ju
的影响,de'ying'xiang
的用途,de'yong'tu
的运算,de'yun'suan
的遮障,de'zhe'zhang
德制,de'zhi
的职能,de'zhi'neng
的直前,de'zhi'qian
的重点,de'zhong'dian
的中坚,de'zhong'jian
的主力,de'zhu'li
的主权,de'zhu'quan
的装甲,de'zhuang'jia
的准备,de'zhun'bei
的宗旨,de'zong'zhi
的组成,de'zu'cheng
得罪,de'zui
的坐标,de'zuo'biao
邓艾,deng'ai
登岸,deng'an
邓宝珊,deng'bao'shan
等边角锥体,deng'bian'jiao'zhui'ti
灯标,deng'biao
登车,deng'che
登城,deng'cheng
灯船,deng'chuan
登船,deng'chuan
等待空域,deng'dai'kong'yu
等待时机,deng'dai'shi'ji
等待状态,deng'dai'zhuang'tai
等待着陆,deng'dai'zhuo'lu
登岛,deng'dao
登岛作战,deng'dao'zuo'zhan
等幅,deng'fu
等幅波,deng'fu'bo
等高距,deng'gao'ju
等高线,deng'gao'xian
灯光,deng'guang
灯光管制,deng'guang'guan'zhi
灯光配置,deng'guang'pei'zhi
灯光设备,deng'guang'she'bei
灯光通信,deng'guang'tong'xin
灯光信号,deng'guang'xin'hao
邓华,deng'hua
等活动,deng'huo'dong
灯火管制,deng'huo'guan'zhi
灯火伪装,deng'huo'wei'zhuang
登机,deng'ji
等级,deng'ji
登记簿,deng'ji'bu
等级差别,deng'ji'cha'bie
等级厨师,deng'ji'chu'shi
登机门,deng'ji'men
等级评定,deng'ji'ping'ding
