阿坝当归,a'ba'dang'gui
竹节秋海棠,zhu'jie'qiu'hai'tang
竹节树,zhu'jie'shu
竹节树属,zhu'jie'shu'shu
竹节水松,zhu'jie'shui'song
朱槿,zhu'jin
柱茎风毛菊,zhu'jing'feng'mao'ju
竹茎兰,zhu'jing'lan
竹茎兰属,zhu'jing'lan'shu
竹桔子,zhu'ju'zi
珠蕨,zhu'jue
槠栲树,zhu'kao'shu
朱兰,zhu'lan
珠兰,zhu'lan
朱兰属,zhu'lan'shu
猪栗,zhu'li
槠栎树,zhu'li'shu
猪鬣凤尾蕨,zhu'lie'feng'wei'jue
竹林黄芩,zhu'lin'huang'qin
猪苓,zhu'ling
竹灵消,zhu'ling'xiao
猪笼草,zhu'long'cao
猪笼草科,zhu'long'cao'ke
猪笼草属,zhu'long'cao'shu
猪笼草状南星,zhu'long'cao'zhuang'nan'xing
猪笼南星,zhu'long'nan'xing
朱栾,zhu'luan
猪罗摆,zhu'luo'bai
苎麻,zhu'ma
苧麻,zhu'ma
苎麻楼梯草,zhu'ma'lou'ti'cao
猪麻榕树,zhu'ma'rong'shu
苎麻属,zhu'ma'shu
猪毛菜,zhu'mao'cai
猪毛菜属,zhu'mao'cai'shu
猪毛草,zhu'mao'cao
蛛毛车前,zhu'mao'che'qian
柱毛独行菜,zhu'mao'du'xing'cai
猪毛蒿,zhu'mao'hao
蛛毛苣苔,zhu'mao'ju'tai
蛛毛蓝刺头,zhu'mao'lan'ci'tou
猪毛七,zhu'mao'qi
硃毛水东哥,zhu'mao'shui'dong'ge
蛛毛喜鹊苣苔,zhu'mao'xi'que'ju'tai
蛛毛香青,zhu'mao'xiang'qing
蛛毛蟹甲草,zhu'mao'xie'jia'cao
猪母楠,zhu'mu'nan
猪婆柴,zhu'po'chai
竹球,zhu'qiu
侏儒花楸,zhu'ru'hua'qiu
侏儒剪股颖,zhu'ru'jian'gu'ying
侏儒马先蒿,zhu'ru'ma'xian'hao
竹扫子,zhu'sao'zi
朱砂杜鹃,zhu'sha'du'juan
朱砂根,zhu'sha'gen
朱砂桔,zhu'sha'ju
朱砂莲,zhu'sha'lian
朱砂藤,zhu'sha'teng
竹山淫羊藿,zhu'shan'yin'yang'huo
竹生羊奶子,zhu'sheng'yang'nai'zi
猪屎豆,zhu'shi'dou
猪屎青,zhu'shi'qing
蛛丝红纹马先蒿,zhu'si'hong'wen'ma'xian'hao
蛛丝毛萼莓,zhu'si'mao'e'mei
蛛丝毛蓝耳草,zhu'si'mao'lan'er'cao
猪松木,zhu'song'mu
柱穗山姜,zhu'sui'shan'jiang
柱穗苔草,zhu'sui'tai'cao
珠穗苔草,zhu'sui'tai'cao
烛台虫实,zhu'tai'chong'shi
朱藤,zhu'teng
竹藤,zhu'teng
柱筒枸杞,zhu'tong'gou'qi
猪头果,zhu'tou'guo
蛛网萼,zhu'wang'e
蛛网萼属,zhu'wang'e'shu
猪尾巴,zhu'wei'ba
侏倭婆婆纳,zhu'wo'po'po'na
柱序绢毛苣,zhu'xu'juan'mao'ju
柱序悬钩子,zhu'xu'xuan'gou'zi
猪血木,zhu'xue'mu
珠芽艾麻,zhu'ya'ai'ma
珠芽八宝,zhu'ya'ba'bao
珠芽垂头菊,zhu'ya'chui'tou'ju
珠芽地锦苗,zhu'ya'di'jin'miao
珠芽佛甲草,zhu'ya'fo'jia'cao
珠芽瓜叶乌头,zhu'ya'gua'ye'wu'tou
珠芽虎耳草,zhu'ya'hu'er'cao
猪牙花,zhu'ya'hua
珠芽画眉草,zhu'ya'hua'mei'cao
猪牙花属,zhu'ya'hua'shu
珠芽景天,zhu'ya'jing'tian
珠芽蓼,zhu'ya'liao
珠芽磨芋,zhu'ya'mo'yu
珠芽穆坪紫堇,zhu'ya'mu'ping'zi'jin
珠芽唐松草,zhu'ya'tang'song'cao
珠芽乌头,zhu'ya'wu'tou
珠芽蟹甲草,zhu'ya'xie'jia'cao
猪牙皂,zhu'ya'zao
珠芽支柱蓼,zhu'ya'zhi'zhu'liao
珠眼柯,zhu'yan'ke
珠眼树,zhu'yan'shu
猪殃殃,zhu'yang'yang
猪腰豆,zhu'yao'dou
猪腰豆属,zhu'yao'dou'shu
竹叶百合,zhu'ye'bai'he
竹叶草,zhu'ye'cao
竹叶柴胡,zhu'ye'chai'hu
竹叶防风,zhu'ye'fang'feng
竹叶胡椒,zhu'ye'hu'jiao
竹叶花椒,zhu'ye'hua'jiao
竹叶吉祥草,zhu'ye'ji'xiang'cao
竹叶吉祥草属,zhu'ye'ji'xiang'cao'shu
竹叶鸡爪茶,zhu'ye'ji'zhua'cha
竹叶椒,zhu'ye'jiao
竹叶蕉,zhu'ye'jiao
竹叶蕉属,zhu'ye'jiao'shu
竹叶菊,zhu'ye'ju
苎叶蒟,zhu'ye'ju
竹叶兰,zhu'ye'lan
竹叶兰属,zhu'ye'lan'shu
竹叶冷水花,zhu'ye'leng'shui'hua
竹叶栎,zhu'ye'li
竹叶马兜铃,zhu'ye'ma'dou'ling
竹叶茅,zhu'ye'mao
竹叶毛兰,zhu'ye'mao'lan
竹叶木荷,zhu'ye'mu'he
竹叶木姜子,zhu'ye'mu'jiang'zi
竹叶楠,zhu'ye'nan
竹叶牛奶树,zhu'ye'niu'nai'shu
竹叶蒲桃,zhu'ye'pu'tao
竹叶青冈,zhu'ye'qing'gang
竹叶榕,zhu'ye'rong
竹叶山姜,zhu'ye'shan'jiang
竹叶铁线莲,zhu'ye'tie'xian'lian
株叶吴茱萸,zhu'ye'wu'zhu'yu
竹叶西风芹,zhu'ye'xi'feng'qin
竹叶眼子菜,zhu'ye'yan'zi'cai
竹叶羊角棉,zhu'ye'yang'jiao'mian
竹叶椆,zhu'ye'zhou
竹叶子,zhu'ye'zi
竹叶子属,zhu'ye'zi'shu
朱樱花,zhu'ying'hua
朱缨花,zhu'ying'hua
朱缨花属,zhu'ying'hua'shu
猪油果,zhu'you'guo
竹油芒,zhu'you'mang
竹芋,zhu'yu
竹芋属,zhu'yu'shu
猪仔笠,zhu'zai'li
猪仔龙,zhu'zai'long
珠仔树,zhu'zai'shu
竹枝毛兰,zhu'zhi'mao'lan
竹枝石斛,zhu'zhi'shi'hu
烛子,zhu'zi
珠子参,zhu'zi'can
珠子木,zhu'zi'mu
珠子木属,zhu'zi'mu'shu
珠子七,zhu'zi'qi
竹棕,zhu'zong
砖红杜鹃,zhuan'hong'du'juan
转角榆,zhuan'jiao'yu
转枝莲,zhuan'zhi'lian
转子莲,zhuan'zi'lian
砖子苗,zhuan'zi'miao
砖子苗属,zhuan'zi'miao'shu
壮刺小檗,zhuang'ci'xiao'bo
壮大荚蒾,zhuang'da'jia'mi
壮干海枣,zhuang'gan'hai'zao
壮观垂头菊,zhuang'guan'chui'tou'ju
壮健马先蒿,zhuang'jian'ma'xian'hao
壮丽含笑,zhuang'li'han'xiao
壮丽桤叶树,zhuang'li'qi'ye'shu
壮丽玉叶金花,zhuang'li'yu'ye'jin'hua
撞羽朝颜,zhuang'yu'zhao'yan
状元红,zhuang'yuan'hong
追风草,zhui'feng'cao
锥果厚皮香,zhui'guo'hou'pi'xiang
锥果芥,zhui'guo'jie
锥果芥属,zhui'guo'jie'shu
锥果石笔木,zhui'guo'shi'bi'mu
锥果葶苈,zhui'guo'ting'li
锥花繁缕,zhui'hua'fan'lv
锥花福禄考,zhui'hua'fu'lu'kao
锥花黄堇,zhui'hua'huang'jin
锥花绿绒蒿,zhui'hua'lv'rong'hao
锥花属,zhui'hua'shu
锥花小檗,zhui'hua'xiao'bo
锥花莸,zhui'hua'you
锥茎石豆兰,zhui'jing'shi'dou'lan
锥栗,zhui'li
锥栗属,zhui'li'shu
锥连栎,zhui'lian'li
锥茅,zhui'mao
锥茅属,zhui'mao'shu
锥囊苔草,zhui'nang'tai'cao
锥囊坛花兰,zhui'nang'tan'hua'lan
锥穗钝叶草,zhui'sui'dun'ye'cao
锥头麻,zhui'tou'ma
锥头麻属,zhui'tou'ma'shu
锥腺樱桃,zhui'xian'ying'tao
锥形果,zhui'xing'guo
锥序丁公藤,zhui'xu'ding'gong'teng
锥序荚蒾,zhui'xu'jia'mi
锥序南蛇藤,zhui'xu'nan'she'teng
锥序千斤拔,zhui'xu'qian'jin'ba
锥序清风藤,zhui'xu'qing'feng'teng
锥序水东哥,zhui'xu'shui'dong'ge
锥序酸脚杆,zhui'xu'suan'jiao'gan
锥序沿阶草,zhui'xu'yan'jie'cao
锥序苎麻,zhui'xu'zhu'ma
锥序蛛毛苣苔,zhui'xu'zhu'mao'ju'tai
锥叶柴胡,zhui'ye'chai'hu
锥叶风毛菊,zhui'ye'feng'mao'ju
锥叶榕,zhui'ye'rong
准噶尔阿魏,zhun'ga'er'a'wei
准噶尔报春,zhun'ga'er'bao'chun
准噶尔繁缕,zhun'ga'er'fan'lv
准噶尔红景天,zhun'ga'er'hong'jing'tian
准噶尔黄耆,zhun'ga'er'huang'qi
准噶尔蓟,zhun'ga'er'ji
准噶尔锦鸡儿,zhun'ga'er'jin'ji'er
准噶尔金莲花,zhun'ga'er'jin'lian'hua
准噶尔绢蒿,zhun'ga'er'juan'hao
准噶尔拉拉藤,zhun'ga'er'la'la'teng
准噶尔离子芥,zhun'ga'er'li'zi'jie
准噶尔柳,zhun'ga'er'liu
准噶尔麻花头,zhun'ga'er'ma'hua'tou
准噶尔马先蒿,zhun'ga'er'ma'xian'hao
准噶尔毛蕊花,zhun'ga'er'mao'rui'hua
准噶尔婆罗门参,zhun'ga'er'po'luo'men'can
准噶尔前胡,zhun'ga'er'qian'hu
准噶尔沙蒿,zhun'ga'er'sha'hao
准噶尔山楂,zhun'ga'er'shan'zha
准噶尔神血宁,zhun'ga'er'shen'xue'ning
准噶尔矢车菊,zhun'ga'er'shi'che'ju
准噶尔石竹,zhun'ga'er'shi'zhu
准噶尔苔草,zhun'ga'er'tai'cao
准噶尔铁线莲,zhun'ga'er'tie'xian'lian
准噶尔橐吾,zhun'ga'er'tuo'wu
准噶尔乌头,zhun'ga'er'wu'tou
准噶尔栒子,zhun'ga'er'xun'zi
准噶尔鸦葱,zhun'ga'er'ya'cong
准噶尔蝇子草,zhun'ga'er'ying'zi'cao
准噶尔鸢尾,zhun'ga'er'yuan'wei
准噶尔早熟禾,zhun'ga'er'zao'shu'he
准噶尔猪毛菜,zhun'ga'er'zhu'mao'cai
准葛尔大戟,zhun'ge'er'da'ji
准葛尔短舌菊,zhun'ge'er'duan'she'ju
准格尔棘豆,zhun'ge'er'ji'dou
准格尔岩黄耆,zhun'ge'er'yan'huang'qi
卓巴百合,zhuo'ba'bai'he
卓尼杜鹃,zhuo'ni'du'juan
着色龙胆,zhuo'se'long'dan
卓越马先蒿,zhuo'yue'ma'xian'hao
茁壮早熟禾,zhuo'zhuang'zao'shu'he
紫八宝,zi'ba'bao
紫白风毛菊,zi'bai'feng'mao'ju
紫白槭,zi'bai'qi
紫斑百合,zi'ban'bai'he
紫斑大戟,zi'ban'da'ji
紫斑杜鹃,zi'ban'du'juan
紫斑风玲草,zi'ban'feng'ling'cao
紫斑风铃草,zi'ban'feng'ling'cao
紫斑红门兰,zi'ban'hong'men'lan
紫斑蝴蝶草,zi'ban'hu'die'cao
紫瓣茴芹,zi'ban'hui'qin
紫斑罗布麻,zi'ban'luo'bu'ma
紫斑牡丹,zi'ban'mu'dan
紫斑歧伞獐牙菜,zi'ban'qi'san'zhang'ya'cai
紫瓣石斛,zi'ban'shi'hu
紫斑洼瓣花,zi'ban'wa'ban'hua
紫斑翼萼,zi'ban'yi'e
紫斑玉凤花,zi'ban'yu'feng'hua
紫斑竹,zi'ban'zhu
紫苞长蒴苣苔,zi'bao'chang'shuo'ju'tai
紫苞翠雀花,zi'bao'cui'que'hua
紫苞飞蓬,zi'bao'fei'peng
紫苞风毛菊,zi'bao'feng'mao'ju
紫苞蒿,zi'bao'hao
紫苞黄堇,zi'bao'huang'jin
紫苞石柑,zi'bao'shi'gan
紫苞香青,zi'bao'xiang'qing
紫苞雪莲,zi'bao'xue'lian
紫苞野靛棵,zi'bao'ye'dian'ke
紫苞鸢尾,zi'bao'yuan'wei
紫背草,zi'bei'cao
紫背杜鹃,zi'bei'du'juan
紫背光叶荛花,zi'bei'guang'ye'rao'hua
紫背贵州鼠尾草,zi'bei'gui'zhou'shu'wei'cao
紫背合耳菊,zi'bei'he'er'ju
紫背黄岑,zi'bei'huang'cen
自背黄花稔,zi'bei'huang'hua'ren
紫背金盘,zi'bei'jin'pan
紫背鹿蹄草,zi'bei'lu'ti'cao
紫背鹿衔草,zi'bei'lu'xian'cao
紫背鼠李,zi'bei'shu'li
紫背水竹叶,zi'bei'shui'zhu'ye
紫背天葵,zi'bei'tian'kui
紫背万年青,zi'bei'wan'nian'qing
紫背细辛,zi'bei'xi'xin
紫背蟹甲草,zi'bei'xie'jia'cao
紫背沼兰,zi'bei'zhao'lan
紫柄蕨,zi'bing'jue
紫彩绣球,zi'cai'xiu'qiu
紫参,zi'can
紫草,zi'cao
紫草科,zi'cao'ke
紫草属,zi'cao'shu
紫草叶卷耳,zi'cao'ye'juan'er
紫车轴草,zi'che'zhou'cao
紫翅藤,zi'chi'teng
紫翅猪毛菜,zi'chi'zhu'mao'cai
紫椿,zi'chun
紫刺卫矛,zi'ci'wei'mao
紫翠槐,zi'cui'huai
子答,zi'da
紫大麦草,zi'da'mai'cao
紫丹,zi'dan
子弹把子,zi'dan'ba'zi
紫丹参,zi'dan'shen
紫丹属,zi'dan'shu
紫弹树,zi'dan'shu
紫地榆,zi'di'yu
紫点杓兰,zi'dian'biao'lan
紫点红门兰,zi'dian'hong'men'lan
紫点蜘蛛抱蛋,zi'dian'zhi'zhu'bao'dan
紫丁杜鹃,zi'ding'du'juan
紫丁香,zi'ding'xiang
籽椴,zi'duan
紫椴,zi'duan
紫萼,zi'e
紫萼唇柱苣苔,zi'e'chun'zhu'ju'tai
紫萼凤仙花,zi'e'feng'xian'hua
紫萼蝴蝶草,zi'e'hu'die'cao
紫萼黄耆,zi'e'huang'qi
紫萼假杜鹃,zi'e'jia'du'juan
紫萼老鹳草,zi'e'lao'guan'cao
紫萼路边青,zi'e'lu'bian'qing
紫萼秦岭香科科,zi'e'qin'ling'xiang'ke'ke
紫鹅绒,zi'e'rong
紫萼山梅花,zi'e'shan'mei'hua
紫萼石头花,zi'e'shi'tou'hua
紫萼铁线莲,zi'e'tie'xian'lian
紫萼香茶菜,zi'e'xiang'cha'cai
紫萼獐牙菜,zi'e'zhang'ya'cai
紫竿竹,zi'gan'zhu
紫果茶,zi'guo'cha
紫果粗子草,zi'guo'cu'zi'cao
紫果冬青,zi'guo'dong'qing
紫果冷杉,zi'guo'leng'shan
紫果蔺,zi'guo'lin
紫果猕猴桃,zi'guo'mi'hou'tao
紫果蒲公英,zi'guo'pu'gong'ying
紫果槭,zi'guo'qi
紫果水栒子,zi'guo'shui'xun'zi
紫果云杉,zi'guo'yun'shan
紫海葱,zi'hai'cong
紫黑早熟禾,zi'hei'zao'shu'he
紫红鞭,zi'hong'bian
紫红川滇柴胡,zi'hong'chuan'dian'chai'hu
紫红花滇百合,zi'hong'hua'dian'bai'he
紫红花龙胆,zi'hong'hua'long'dan
紫红假龙胆,zi'hong'jia'long'dan
紫红鞘苔草,zi'hong'qiao'tai'cao
紫红砂仁,zi'hong'sha'ren
紫红无心菜,zi'hong'wu'xin'cai
紫红悬钩子,zi'hong'xuan'gou'zi
紫红异叶苣苔,zi'hong'yi'ye'ju'tai
紫红獐牙菜,zi'hong'zhang'ya'cai
紫胡红景天,zi'hu'hong'jing'tian
紫胡叶垂头菊,zi'hu'ye'chui'tou'ju
紫花八宝,zi'hua'ba'bao
紫花百合,zi'hua'bai'he
紫花报春,zi'hua'bao'chun
紫花苞舌兰,zi'hua'bao'she'lan
紫花茶藨子,zi'hua'cha'biao'zi
紫花粗糙黄堇,zi'hua'cu'cao'huang'jin
紫花粗筒苣苔,zi'hua'cu'tong'ju'tai
紫花大叶柴胡,zi'hua'da'ye'chai'hu
紫花大翼豆,zi'hua'da'yi'dou
紫花丹,zi'hua'dan
紫花党参,zi'hua'dang'shen
紫花地丁,zi'hua'di'ding
紫花点地梅,zi'hua'dian'di'mei
子花杜鹃,zi'hua'du'juan
紫花杜鹃,zi'hua'du'juan
紫花毒马草,zi'hua'du'ma'cao
紫花短筒苣苔,zi'hua'duan'tong'ju'tai
紫花鹅绒藤,zi'hua'e'rong'teng
紫花凤梨,zi'hua'feng'li
紫花凤仙花,zi'hua'feng'xian'hua
紫花高乌头,zi'hua'gao'wu'tou
紫花拐轴鸦葱,zi'hua'guai'zhou'ya'cong
紫花含笑,zi'hua'han'xiao
紫花鹤顶兰,zi'hua'he'ding'lan
紫花红豆,zi'hua'hong'dou
紫花厚喙菊,zi'hua'hou'hui'ju
紫花虎耳草,zi'hua'hu'er'cao
紫花黄华,zi'hua'huang'hua
紫花黄金凤,zi'hua'huang'jin'feng
紫花黄耆,zi'hua'huang'qi
紫花藿香蓟,zi'hua'huo'xiang'ji
紫花棘豆,zi'hua'ji'dou
紫花芨芨草,zi'hua'ji'ji'cao
紫花疆罂粟,zi'hua'jiang'ying'su
紫花堇菜,zi'hua'jin'cai
紫花锦鸡儿,zi'hua'jin'ji'er
紫花金盏苣苔,zi'hua'jin'zhan'ju'tai
紫花景天,zi'hua'jing'tian
紫花韭,zi'hua'jiu
紫花苣苔,zi'hua'ju'tai
紫花冷蒿,zi'hua'leng'hao
紫花柳穿鱼,zi'hua'liu'chuan'yu
紫花龙胆,zi'hua'long'dan
紫花耧斗菜,zi'hua'lou'dou'cai
紫花鹿药,zi'hua'lu'yao
紫花裸茎绒果芹,zi'hua'luo'jing'rong'guo'qin
紫花络石,zi'hua'luo'shi
紫花螺序草,zi'hua'luo'xu'cao
紫花绿绒蒿,zi'hua'lv'rong'hao
紫花马铃苣苔,zi'hua'ma'ling'ju'tai
紫花美冠兰,zi'hua'mei'guan'lan
紫花苜蓿,zi'hua'mu'xu
紫花牛姆瓜,zi'hua'niu'mu'gua
紫花蒲公英,zi'hua'pu'gong'ying
紫花槭,zi'hua'qi
紫花桤叶树,zi'hua'qi'ye'shu
紫花前胡,zi'hua'qian'hu
紫花茄,zi'hua'qie
紫花清风藤,zi'hua'qing'feng'teng
紫花雀儿豆,zi'hua'que'er'dou
紫花忍冬,zi'hua'ren'dong
紫花瑞香,zi'hua'rui'xiang
紫花山莓草,zi'hua'shan'mei'cao
紫花山柰,zi'hua'shan'nai
紫花溲疏,zi'hua'sou'shu
紫花碎米荠,zi'hua'sui'mi'ji
紫花糖芥,zi'hua'tang'jie
紫花铁线莲,zi'hua'tie'xian'lian
紫花橐吾,zi'hua'tuo'wu
紫花娃儿藤,zi'hua'wa'er'teng
紫花卫矛,zi'hua'wei'mao
紫花无距凤仙花,zi'hua'wu'ju'feng'xian'hua
紫花五蕊莓,zi'hua'wu'rui'mei
紫花香薷,zi'hua'xiang'ru
紫花新耳草,zi'hua'xin'er'cao
紫花绣线菊,zi'hua'xiu'xian'ju
紫花雪山报春,zi'hua'xue'shan'bao'chun
紫花崖豆藤,zi'hua'ya'dou'teng
紫花亚菊,zi'hua'ya'ju
紫花鸭跖柴胡,zi'hua'ya'zhi'chai'hu
紫花沿阶草,zi'hua'yan'jie'cao
紫花羊耳蒜,zi'hua'yang'er'suan
紫花野菊,zi'hua'ye'ju
紫花野决明,zi'hua'ye'jue'ming
紫花野木瓜,zi'hua'ye'mu'gua
紫花野芝麻,zi'hua'ye'zhi'ma
紫花银光委陵菜,zi'hua'yin'guang'wei'ling'cai
紫花鱼灯草,zi'hua'yu'deng'cao
紫花芋兰,zi'hua'yu'lan
紫花玉山竹,zi'hua'yu'shan'zhu
紫花圆苞鼠尾草,zi'hua'yuan'bao'shu'wei'cao
紫花越南槐,zi'hua'yue'nan'huai
紫花针茅,zi'hua'zhen'mao
紫花重瓣木槿,zi'hua'zhong'ban'mu'jin
紫花猪屎豆,zi'hua'zhu'shi'dou
紫花紫堇,zi'hua'zi'jin
紫花醉鱼草,zi'hua'zui'yu'cao
紫槐,zi'huai
紫喙苔草,zi'hui'tai'cao
紫脊百合,zi'ji'bai'he
紫堇,zi'jin
紫堇科,zi'jin'ke
紫金莲,zi'jin'lian
紫金龙,zi'jin'long
紫金龙属,zi'jin'long'shu
紫锦木,zi'jin'mu
紫金楠,zi'jin'nan
紫金牛,zi'jin'niu
紫金牛冬青,zi'jin'niu'dong'qing
紫金牛科,zi'jin'niu'ke
紫金牛属,zi'jin'niu'shu
紫金牛叶石楠,zi'jin'niu'ye'shi'nan
紫堇属,zi'jin'shu
紫金藤,zi'jin'teng
紫堇叶唐松草,zi'jin'ye'tang'song'cao
紫堇叶阴山荠,zi'jin'ye'yin'shan'ji
紫茎,zi'jing
紫荆,zi'jing
紫晶报春,zi'jing'bao'chun
紫茎垂头菊,zi'jing'chui'tou'ju
紫茎独活,zi'jing'du'huo
紫茎飞蓬,zi'jing'fei'peng
紫荆花,zi'jing'hua
紫茎京黄芩,zi'jing'jing'huang'qin
紫茎兰,zi'jing'lan
紫茎兰属,zi'jing'lan'shu
紫荆木,zi'jing'mu
紫荆木属,zi'jing'mu'shu
紫茎前胡,zi'jing'qian'hu
紫茎芹,zi'jing'qin
紫荆属,zi'jing'shu
紫茎酸模,zi'jing'suan'mo
紫茎小芹,zi'jing'xiao'qin
紫菊,zi'ju
紫距淫羊藿,zi'ju'yin'yang'huo
紫绢苋,zi'juan'xian
紫矿,zi'kuang
紫盔南星,zi'kui'nan'xing
紫蓝杜鹃,zi'lan'du'juan
子楝树,zi'lian'shu
子楝树属,zi'lian'shu'shu
紫鳞苔草,zi'lin'tai'cao
子凌蒲桃,zi'ling'pu'tao
紫柳,zi'liu
紫龙须,zi'long'xu
紫露草,zi'lu'cao
紫罗兰,zi'luo'lan
紫罗兰报春,zi'luo'lan'bao'chun
紫罗兰属,zi'luo'lan'shu
紫绿红景天,zi'lv'hong'jing'tian
紫麻,zi'ma
紫麻楼梯草,zi'ma'lou'ti'cao
紫麻属,zi'ma'shu
紫马唐,zi'ma'tang
紫麻野麻大叶麻大毛叶,zi'ma'ye'ma'da'ye'ma'da'mao'ye
紫脉滇芎,zi'mai'dian'xiong
紫脉鹅耳枥,zi'mai'e'er'li
紫脉过路黄,zi'mai'guo'lu'huang
紫脉花鹿藿,zi'mai'hua'lu'huo
髭脉槭,zi'mai'qi
髭脉桤叶树,zi'mai'qi'ye'shu
紫脉拳参,zi'mai'quan'can
紫脉蛇根草,zi'mai'she'gen'cao
紫脉紫金牛,zi'mai'zi'jin'niu
紫芒,zi'mang
紫芒披碱草,zi'mang'pi'jian'cao
紫毛兜兰,zi'mao'dou'lan
紫毛合耳菊,zi'mao'he'er'ju
紫毛龙胆,zi'mao'long'dan
紫毛蒲儿根,zi'mao'pu'er'gen
紫毛千里光,zi'mao'qian'li'guang
紫毛蕊花,zi'mao'rui'hua
紫铆属,zi'mao'shu
紫毛双药芒,zi'mao'shuang'yao'mang
紫毛香茶菜,zi'mao'xiang'cha'cai
紫毛野牡丹,zi'mao'ye'mu'dan
紫茉莉,zi'mo'li
紫茉莉科,zi'mo'li'ke
紫茉莉属,zi'mo'li'shu
梓木,zi'mu
梓木草,zi'mu'cao
子母海棠,zi'mu'hai'tang
紫木黄芪,zi'mu'huang'qi
紫苜蓿,zi'mu'xu
紫楠,zi'nan
子农合耳菊,zi'nong'he'er'ju
子农鼠刺,zi'nong'shu'ci
紫盆花,zi'pen'hua
紫萍,zi'ping
紫萍属,zi'ping'shu
滋圃报春,zi'pu'bao'chun
紫蒲头灰竹,zi'pu'tou'hui'zhu
紫槭,zi'qi
紫萁,zi'qi
紫牵牛,zi'qian'niu
紫鞘西风芹,zi'qiao'xi'feng'qin
紫球毛小报春,zi'qiu'mao'xiao'bao'chun
紫雀花,zi'que'hua
孜然芹,zi'ran'qin
孜然芹属,zi'ran'qin'shu
紫蕊白头翁,zi'rui'bai'tou'weng
紫蕊杜鹃,zi'rui'du'juan
紫蕊无心菜,zi'rui'wu'xin'cai
紫伞芹,zi'san'qin
紫伞芹属,zi'san'qin'shu
紫色包心菜,zi'se'bao'xin'cai
紫色藁本,zi'se'gao'ben
紫色棱子芹,zi'se'leng'zi'qin
紫色万叶马先蒿,zi'se'wan'ye'ma'xian'hao
紫色悬钩子,zi'se'xuan'gou'zi
紫色翼萼,zi'se'yi'e
紫色朱砂杜鹃,zi'se'zhu'sha'du'juan
紫杉,zi'shan
紫杉科,zi'shan'ke
紫舌厚喙菊,zi'she'hou'hui'ju
自生早熟禾,zi'sheng'zao'shu'he
梓属,zi'shu
梓树,zi'shu
紫树,zi'shu
紫树属,zi'shu'shu
紫苏,zi'su
紫苏草,zi'su'cao
紫苏属,zi'su'shu
紫苏叶黄芩,zi'su'ye'huang'qin
紫穗报春,zi'sui'bao'chun
紫穗鹅观草,zi'sui'e'guan'cao
紫穗槐,zi'sui'huai
紫穗槐属,zi'sui'huai'shu
紫穗毛轴莎草,zi'sui'mao'zhou'suo'cao
紫台蔗茅,zi'tai'zhe'mao
紫檀,zi'tan
紫檀属,zi'tan'shu
渍糖花,zi'tang'hua
籽藤,zi'teng
紫藤,zi'teng
紫藤属,zi'teng'shu
紫筒草,zi'tong'cao
紫菀,zi'wan
紫菀木,zi'wan'mu
紫菀木属,zi'wan'mu'shu
紫万年青属,zi'wan'nian'qing'shu
紫菀属,zi'wan'shu
紫葳,zi'wei
紫薇,zi'wei
紫薇春,zi'wei'chun
紫葳科,zi'wei'ke
紫葳属,zi'wei'shu
紫薇属,zi'wei'shu
紫纹唇柱苣苔,zi'wen'chun'zhu'ju'tai
紫纹兜兰,zi'wen'dou'lan
紫纹卷瓣兰,zi'wen'juan'ban'lan
紫纹毛颖草,zi'wen'mao'ying'cao
紫纹山姜,zi'wen'shan'jiang
籽纹紫堇,zi'wen'zi'jin
子午莲,zi'wu'lian
紫乌头,zi'wu'tou
紫霞藤属,zi'xia'teng'shu
紫腺杜鹃,zi'xian'du'juan
紫腺小花苣苔,zi'xian'xiao'hua'ju'tai
紫心草,zi'xin'cao
紫心黄马蹄莲,zi'xin'huang'ma'ti'lian
紫心黄芩,zi'xin'huang'qin
紫新木姜子,zi'xin'mu'jiang'zi
紫杏,zi'xing
紫序箭竹,zi'xu'jian'zhu
紫血杜鹃,zi'xue'du'juan
紫雪花,zi'xue'hua
紫羊茅,zi'yang'mao
紫羊蹄甲,zi'yang'ti'jia
紫药红荚蒾,zi'yao'hong'jia'mi
紫药女贞,zi'yao'nv'zhen
紫叶矮樱,zi'ye'ai'ying
紫叶稠李,zi'ye'chou'li
紫叶垂头菊,zi'ye'chui'tou'ju
紫叶单座苣苔,zi'ye'dan'zuo'ju'tai
紫叶风箱果,zi'ye'feng'xiang'guo
紫叶堇菜,zi'ye'jin'cai
紫叶李,zi'ye'li
紫野麦草,zi'ye'mai'cao
梓叶槭,zi'ye'qi
紫叶琼楠,zi'ye'qiong'nan
紫叶秋海棠,zi'ye'qiu'hai'tang
紫叶山酢浆草,zi'ye'shan'zuo'jiang'cao
紫叶属,zi'ye'shu
紫叶兔耳草,zi'ye'tu'er'cao
紫叶娃儿藤,zi'ye'wa'er'teng
紫叶五尖槭,zi'ye'wu'jian'qi
紫叶小檗,zi'ye'xiao'bo
紫叶鸭跖草,zi'ye'ya'zhi'cao
紫叶竹芋,zi'ye'zhu'yu
紫叶酢桨草,zi'ye'zuo'jiang'cao
紫叶酢浆草,zi'ye'zuo'jiang'cao
紫缨乳菀,zi'ying'ru'wan
紫缨橐吾,zi'ying'tuo'wu
紫油苏,zi'you'su
紫玉兰,zi'yu'lan
紫玉盘,zi'yu'pan
紫玉盘杜鹃,zi'yu'pan'du'juan
