安广小区,an'guang'xiao'qu
千峰北路漪汾街口,qian'feng'bei'lu'yi'fen'jie'kou
千峰路口,qian'feng'lu'kou
千峰南路长风西街口,qian'feng'nan'lu'chang'feng'xi'jie'kou
千峰南路大众街口,qian'feng'nan'lu'da'zhong'jie'kou
千峰南路后王街口,qian'feng'nan'lu'hou'wang'jie'kou
千峰南路九院沙河桥口,qian'feng'nan'lu'jiu'yuan'sha'he'qiao'kou
千峰南路南内环街口,qian'feng'nan'lu'nan'nei'huan'jie'kou
千峰南路新庄北街口,qian'feng'nan'lu'xin'zhuang'bei'jie'kou
千峰南路义井街口,qian'feng'nan'lu'yi'jing'jie'kou
前进路口,qian'jin'lu'kou
前进路南段,qian'jin'lu'nan'duan
前进路西矿街口招呼站,qian'jin'lu'xi'kuang'jie'kou'zhao'hu'zhan
前进路西矿街路口招呼站,qian'jin'lu'xi'kuang'jie'lu'kou'zhao'hu'zhan
前李家山招呼站,qian'li'jia'shan'zhao'hu'zhan
前水峪,qian'shui'yu
桥东街西口,qiao'dong'jie'xi'kou
桥沟村,qiao'gou'cun
桥头街,qiao'tou'jie
亲凤苑小区,qin'feng'yuan'xiao'qu
亲贤村,qin'xian'cun
亲贤街长治路口,qin'xian'jie'chang'zhi'lu'kou
亲贤街寇庄西路口,qin'xian'jie'kou'zhuang'xi'lu'kou
亲贤街平阳路口,qin'xian'jie'ping'yang'lu'kou
亲贤街体育路口,qin'xian'jie'ti'yu'lu'kou
亲贤苑,qin'xian'yuan
清德铺,qing'de'pu
清都,qing'dou
清都商场,qing'dou'shang'chang
轻工学校,qing'gong'xue'xiao
清华嘉园,qing'hua'jia'yuan
清华苑,qing'hua'yuan
青龙镇村,qing'long'zhen'cun
青年路口,qing'nian'lu'kou
青年路双塔西街口,qing'nian'lu'shuang'ta'xi'jie'kou
青年路中段,qing'nian'lu'zhong'duan
清徐,qing'xu
清徐中学,qing'xu'zhong'xue
青阳河,qing'yang'he
庆云街唐明路口,qing'yun'jie'tang'ming'lu'kou
区委宿舍,qu'wei'su'she
区五交化,qu'wu'jiao'hua
热力公司,re'li'gong'si
人民北路,ren'min'bei'lu
人民北路颐园街口,ren'min'bei'lu'yi'yuan'jie'kou
人民北路颐源街口,ren'min'bei'lu'yi'yuan'jie'kou
人民南路,ren'min'nan'lu
人武部,ren'wu'bu
肉联厂,rou'lian'chang
芮城,rui'cheng
赛马场,sai'ma'chang
三岔口,san'cha'kou
三岔路口,san'cha'lu'kou
三合村,san'he'cun
三家村,san'jia'cun
三家村招呼站,san'jia'cun'zhao'hu'zhan
三贤,san'xian
三贤村,san'xian'cun
三益公司,san'yi'gong'si
三营盘,san'ying'pan
三营宿舍,san'ying'su'she
森林公园,sen'lin'gong'yuan
沙沟,sha'gou
沙河,sha'he
沙岩,sha'yan
山大二院,shan'da'er'yuan
山大工程学院,shan'da'gong'cheng'xue'yuan
山大南门,shan'da'nan'men
山大一院,shan'da'yi'yuan
山姆士超市,shan'mu'shi'chao'shi
山姆市超市,shan'mu'shi'chao'shi
山姆士学府店,shan'mu'shi'xue'fu'dian
山西报社,shan'xi'bao'she
山西大学,shan'xi'da'xue
山西大医院,shan'xi'da'yi'yuan
山西电信,shan'xi'dian'xin
山西煤炭学院,shan'xi'mei'tan'xue'yuan
山西移动,shan'xi'yi'dong
山西职工医学院,shan'xi'zhi'gong'yi'xue'yuan
山针,shan'zhen
山庄头,shan'zhuang'tou
上兰村,shang'lan'cun
商贸城,shang'mao'cheng
上肖墙新道街口,shang'xiao'qiang'xin'dao'jie'kou
上薛,shang'xue
上薛村,shang'xue'cun
上庄,shang'zhuang
少年宫,shao'nian'gong
社会福利院,she'hui'fu'li'yuan
社科院招呼站,she'ke'yuan'zhao'hu'zhan
摄乐村,she'le'cun
申家山,shen'jia'shan
神堂沟同舟度假村,shen'tang'gou'tong'zhou'du'jia'cun
省博物馆,sheng'bo'wu'guan
省博物院,sheng'bo'wu'yuan
省财贸学院,sheng'cai'mao'xue'yuan
省工会,sheng'gong'hui
省国际商务学院,sheng'guo'ji'shang'wu'xue'yuan
省建六公司,sheng'jian'liu'gong'si
省警校,sheng'jing'xiao
胜利街,sheng'li'jie
胜利街敦化北路口,sheng'li'jie'dun'hua'bei'lu'kou
胜利街解放北路口,sheng'li'jie'jie'fang'bei'lu'kou
胜利街西口,sheng'li'jie'xi'kou
胜利街新建路口,sheng'li'jie'xin'jian'lu'kou
胜利桥东,sheng'li'qiao'dong
胜利桥东路北口,sheng'li'qiao'dong'lu'bei'kou
胜利桥东枢纽站,sheng'li'qiao'dong'shu'niu'zhan
胜利桥西,sheng'li'qiao'xi
胜利西街,sheng'li'xi'jie
省旅游学院,sheng'lv'you'xue'yuan
省贸易学校,sheng'mao'yi'xue'xiao
省汽修宿舍,sheng'qi'xiu'su'she
省人大,sheng'ren'da
省人民医院,sheng'ren'min'yi'yuan
省实验中学,sheng'shi'yan'zhong'xue
省体育场,sheng'ti'yu'chang
省委党校,sheng'wei'dang'xiao
生物技术学校,sheng'wu'ji'shu'xue'xiao
生物技术学院,sheng'wu'ji'shu'xue'yuan
省政府,sheng'zheng'fu
省直机关党校,sheng'zhi'ji'guan'dang'xiao
省中医学院,sheng'zhong'yi'xue'yuan
省中医院,sheng'zhong'yi'yuan
十二局医院,shi'er'ju'yi'yuan
石沟,shi'gou
师家堡,shi'jia'bao
史家社,shi'jia'she
市看守所招呼站,shi'kan'shou'suo'zhao'hu'zhan
市垃圾处理场,shi'la'ji'chu'li'chang
市垃圾处置厂,shi'la'ji'chu'zhi'chang
十六中,shi'liu'zhong
十七局,shi'qi'ju
市人大,shi'ren'da
十三冶二中,shi'san'ye'er'zhong
十四中,shi'si'zhong
狮头集团,shi'tou'ji'tuan
市图书馆,shi'tu'shu'guan
十五中,shi'wu'zhong
实验中学,shi'yan'zhong'xue
市运管局,shi'yun'guan'ju
石渣厂,shi'zha'chang
市政府,shi'zheng'fu
收费站,shou'fei'zhan
首邑西路城南街口,shou'yi'xi'lu'cheng'nan'jie'kou
双东东口,shuang'dong'dong'kou
双塔北路五龙口街口,shuang'ta'bei'lu'wu'long'kou'jie'kou
双塔北路永祚西街口,shuang'ta'bei'lu'yong'zuo'xi'jie'kou
双塔北路朝阳街口招呼站,shuang'ta'bei'lu'zhao'yang'jie'kou'zhao'hu'zhan
双塔南路,shuang'ta'nan'lu
双塔南路长风街口,shuang'ta'nan'lu'chang'feng'jie'kou
双塔南巷,shuang'ta'nan'xiang
双塔寺,shuang'ta'si
双塔铁路宿舍,shuang'ta'tie'lu'su'she
双塔西街南沙河桥口,shuang'ta'xi'jie'nan'sha'he'qiao'kou
双塔西街新建南路口,shuang'ta'xi'jie'xin'jian'nan'lu'kou
双语学校,shuang'yu'xue'xiao
水泥厂,shui'ni'chang
水塔,shui'ta
水屯营,shui'tun'ying
水西关,shui'xi'guan
水西关西口,shui'xi'guan'xi'kou
水西门,shui'xi'men
司法学校,si'fa'xue'xiao
四通路口,si'tong'lu'kou
思西村,si'xi'cun
宋环,song'huan
宋家山,song'jia'shan
松树村,song'shu'cun
松庄,song'zhuang
松庄路招呼站,song'zhuang'lu'zhao'hu'zhan
塑料公司,su'liao'gong'si
宿舍,su'she
孙家寨,sun'jia'zhai
太白巷,tai'bai'xiang
太堡街,tai'bao'jie
太堡街双塔南路口,tai'bao'jie'shuang'ta'nan'lu'kou
太纺宿舍,tai'fang'su'she
太纺宿舍西,tai'fang'su'she'xi
太钢程南小区,tai'gang'cheng'nan'xiao'qu
太钢东门,tai'gang'dong'men
太钢二中,tai'gang'er'zhong
太钢三中,tai'gang'san'zhong
太钢医院,tai'gang'yi'yuan
太钢医院南门,tai'gang'yi'yuan'nan'men
太钢总医院,tai'gang'zong'yi'yuan
太化二中,tai'hua'er'zhong
太师学院,tai'shi'xue'yuan
太榆路,tai'yu'lu
太榆路长风街口,tai'yu'lu'chang'feng'jie'kou
太榆路晋阳街口,tai'yu'lu'jin'yang'jie'kou
太榆路学府街口,tai'yu'lu'xue'fu'jie'kou
太原工业学院,tai'yuan'gong'ye'xue'yuan
太原火车站,tai'yuan'huo'che'zhan
太原机场,tai'yuan'ji'chang
太原西站,tai'yuan'xi'zhan
太原选煤厂,tai'yuan'xuan'mei'chang
唐明路武洛街口,tang'ming'lu'wu'luo'jie'kou
桃花营,tao'hua'ying
涛涛驾校,tao'tao'jia'xiao
桃杏村,tao'xing'cun
桃园堡,tao'yuan'bao
桃园北路府西街口,tao'yuan'bei'lu'fu'xi'jie'kou
桃园北路水西关南街口,tao'yuan'bei'lu'shui'xi'guan'nan'jie'kou
桃园北路桃园三巷,tao'yuan'bei'lu'tao'yuan'san'xiang
桃园北路桃园三巷口,tao'yuan'bei'lu'tao'yuan'san'xiang'kou
桃园北路桃园四巷,tao'yuan'bei'lu'tao'yuan'si'xiang
桃园北路桃园四巷口,tao'yuan'bei'lu'tao'yuan'si'xiang'kou
桃园北路迎泽街口,tao'yuan'bei'lu'ying'ze'jie'kou
桃园路府西街口,tao'yuan'lu'fu'xi'jie'kou
桃园南路康乐街口,tao'yuan'nan'lu'kang'le'jie'kou
桃园南路双塔西街口,tao'yuan'nan'lu'shuang'ta'xi'jie'kou
桃园南路桃南西巷口,tao'yuan'nan'lu'tao'nan'xi'xiang'kou
桃园南路文源巷口,tao'yuan'nan'lu'wen'yuan'xiang'kou
桃园三巷新建路口,tao'yuan'san'xiang'xin'jian'lu'kou
桃园一巷,tao'yuan'yi'xiang
桃园招呼站,tao'yuan'zhao'hu'zhan
体育馆,ti'yu'guan
体育路长风街口,ti'yu'lu'chang'feng'jie'kou
体育路科技街口,ti'yu'lu'ke'ji'jie'kou
体育路南内环街口,ti'yu'lu'nan'nei'huan'jie'kou
体育路亲贤街口,ti'yu'lu'qin'xian'jie'kou
体育路王村南街口,ti'yu'lu'wang'cun'nan'jie'kou
体育路许坦西街口,ti'yu'lu'xu'tan'xi'jie'kou
体育路学府街口,ti'yu'lu'xue'fu'jie'kou
体育西路南口,ti'yu'xi'lu'nan'kou
铁道大厦,tie'dao'da'sha
铁路局,tie'lu'ju
铁路宿舍,tie'lu'su'she
铁十二局,tie'shi'er'ju
铁十二局物资公司,tie'shi'er'ju'wu'zi'gong'si
通达街人民南路口,tong'da'jie'ren'min'nan'lu'kou
通达西街,tong'da'xi'jie
同戈站,tong'ge'zhan
同过村,tong'guo'cun
通湖路,tong'hu'lu
窊流村,wa'liu'cun
窊流路口,wa'liu'lu'kou
窊流路西矿街口,wa'liu'lu'xi'kuang'jie'kou
窊流路迎泽街口,wa'liu'lu'ying'ze'jie'kou
瓦窑村,wa'yao'cun
瓦窑头,wa'yao'tou
万柏林,wan'bo'lin
万柏林分局,wan'bo'lin'fen'ju
万柏林区委,wan'bo'lin'qu'wei
万国汽贸园,wan'guo'qi'mao'yuan
万花堡,wan'hua'bao
王村南街,wang'cun'nan'jie
王村南街东口,wang'cun'nan'jie'dong'kou
王答,wang'da
王答乡,wang'da'xiang
王封,wang'feng
王封煤矿,wang'feng'mei'kuang
王封乡,wang'feng'xiang
王郭,wang'guo
王郭村,wang'guo'cun
王家坟,wang'jia'fen
王家峰,wang'jia'feng
望景路口,wang'jing'lu'kou
王吴,wang'wu
味道源美食城,wei'dao'yuan'mei'shi'cheng
文华苑,wen'hua'yuan
温家堡,wen'jia'bao
温南社,wen'nan'she
文体中心,wen'ti'zhong'xin
坞城北街西口,wu'cheng'bei'jie'xi'kou
坞城路,wu'cheng'lu
坞城路北,wu'cheng'lu'bei
坞城路许坦西街口,wu'cheng'lu'xu'tan'xi'jie'kou
坞城南路晋阳街口,wu'cheng'nan'lu'jin'yang'jie'kou
坞城南路南中环街口,wu'cheng'nan'lu'nan'zhong'huan'jie'kou
吴村,wu'cun
吴村道口,wu'cun'dao'kou
五府营,wu'fu'ying
吴家堡,wu'jia'bao
吴家堡南招呼站,wu'jia'bao'nan'zhao'hu'zhan
武家坡,wu'jia'po
武家寨,wu'jia'zhai
武家庄,wu'jia'zhuang
武家庄北,wu'jia'zhuang'bei
武警医院,wu'jing'yi'yuan
五龙口,wu'long'kou
五龙口街红沟路口,wu'long'kou'jie'hong'gou'lu'kou
五龙口街双塔北路口,wu'long'kou'jie'shuang'ta'bei'lu'kou
武洛街唐华路口,wu'luo'jie'tang'hua'lu'kou
武洛街唐明路口,wu'luo'jie'tang'ming'lu'kou
五三街,wu'san'jie
五十九中,wu'shi'jiu'zhong
五十六中,wu'shi'liu'zhong
五十五中,wu'shi'wu'zhong
五四街,wu'si'jie
武宿,wu'su
五一大楼,wu'yi'da'lou
五一东街,wu'yi'dong'jie
五一机器厂,wu'yi'ji'qi'chang
五一路坝陵北街口,wu'yi'lu'ba'ling'bei'jie'kou
五一商厦,wu'yi'shang'sha
五一小学,wu'yi'xiao'xue
武装部,wu'zhuang'bu
西堡,xi'bao
西北格,xi'bei'ge
西草寨,xi'cao'zhai
西楚王,xi'chu'wang
西村,xi'cun
西村东,xi'cun'dong
西村西,xi'cun'xi
西范庄,xi'fan'zhuang
西高白,xi'gao'bai
西宫,xi'gong
西沟村,xi'gou'cun
西谷,xi'gu
西关口,xi'guan'kou
西关小区,xi'guan'xiao'qu
西华苑,xi'hua'yuan
西花苑,xi'hua'yuan
西怀远,xi'huai'yuan
西缉虎营,xi'ji'hu'ying
西机路,xi'ji'lu
西贾村委,xi'jia'cun'wei
西涧河,xi'jian'he
西街,xi'jie
西局二中,xi'ju'er'zhong
西局医院,xi'ju'yi'yuan
西矿建北宿舍,xi'kuang'jian'bei'su'she
西矿街北一条口,xi'kuang'jie'bei'yi'tiao'kou
西矿街红沟路口,xi'kuang'jie'hong'gou'lu'kou
西矿街红星巷口,xi'kuang'jie'hong'xing'xiang'kou
西矿街金阳路口,xi'kuang'jie'jin'yang'lu'kou
西矿街前进路口,xi'kuang'jie'qian'jin'lu'kou
西矿街窊流路口,xi'kuang'jie'wa'liu'lu'kou
西梁泉,xi'liang'quan
西辽西,xi'liao'xi
西岭,xi'ling
曦岭滑雪场,xi'ling'hua'xue'chang
西柳村,xi'liu'cun
西柳林,xi'liu'lin
西留苗圃,xi'liu'miao'pu
西留庄,xi'liu'zhuang
西马峪,xi'ma'yu
西铭,xi'ming
西铭变电站,xi'ming'bian'dian'zhan
西铭村,xi'ming'cun
西铭村口,xi'ming'cun'kou
西铭道口,xi'ming'dao'kou
西铭加油站,xi'ming'jia'you'zhan
西铭街道办,xi'ming'jie'dao'ban
西铭矿,xi'ming'kuang
西铭路开城路口,xi'ming'lu'kai'cheng'lu'kou
西铭乡政府,xi'ming'xiang'zheng'fu
西铭中学,xi'ming'zhong'xue
西宁安,xi'ning'an
西蒲村,xi'pu'cun
西青堆,xi'qing'dui
西青善,xi'qing'shan
戏曲学校,xi'qu'xue'xiao
西山宾馆,xi'shan'bin'guan
西山活动中心,xi'shan'huo'dong'zhong'xin
西邵,xi'shao
希望东街迎宾南路口,xi'wang'dong'jie'ying'bin'nan'lu'kou
西吴村,xi'wu'cun
西吴村口,xi'wu'cun'kou
西吴苑,xi'wu'yuan
西线街,xi'xian'jie
西行,xi'xing
西墕村,xi'yan'cun
西墕老年公寓,xi'yan'lao'nian'gong'yu
西墕乡政府,xi'yan'xiang'zheng'fu
西焉乡政府,xi'yan'xiang'zheng'fu
西营,xi'ying
西峪东街,xi'yu'dong'jie
西峪煤矿,xi'yu'mei'kuang
西峪宿舍,xi'yu'su'she
西峪油库,xi'yu'you'ku
西寨,xi'zhai
西张村,xi'zhang'cun
西张村招呼站,xi'zhang'cun'zhao'hu'zhan
西张南,xi'zhang'nan
西张庄招呼站,xi'zhang'zhuang'zhao'hu'zhan
西镇,xi'zhen
下兰村,xia'lan'cun
下岭村,xia'ling'cun
下元,xia'yuan
下元村口,xia'yuan'cun'kou
下元村商贸,xia'yuan'cun'shang'mao
下元村西口,xia'yuan'cun'xi'kou
下元商场,xia'yuan'shang'chang
下元商贸,xia'yuan'shang'mao
下庄,xia'zhuang
下庄村,xia'zhuang'cun
线材厂,xian'cai'chang
县医院,xian'yi'yuan
县政府,xian'zheng'fu
橡胶厂,xiang'jiao'chang
享堂,xiang'tang
享堂新村,xiang'tang'xin'cun
向阳店,xiang'yang'dian
向阳店北,xiang'yang'dian'bei
乡政府宿舍,xiang'zheng'fu'su'she
小北格,xiao'bei'ge
小北门,xiao'bei'men
小店,xiao'dian
小店百货大楼,xiao'dian'bai'huo'da'lou
小店村,xiao'dian'cun
小店村北口,xiao'dian'cun'bei'kou
小店人民北路,xiao'dian'ren'min'bei'lu
小店人民南路,xiao'dian'ren'min'nan'lu
小店一中,xiao'dian'yi'zhong
小店育才小学,xiao'dian'yu'cai'xiao'xue
小东流,xiao'dong'liu
小东门,xiao'dong'men
小东门街新开南巷口,xiao'dong'men'jie'xin'kai'nan'xiang'kou
小返东招呼站,xiao'fan'dong'zhao'hu'zhan
小返西招呼站,xiao'fan'xi'zhao'hu'zhan
小返乡,xiao'fan'xiang
小返中学,xiao'fan'zhong'xue
小虎峪,xiao'hu'yu
小虎峪村,xiao'hu'yu'cun
小井峪,xiao'jing'yu
小井峪村,xiao'jing'yu'cun
小井峪街,xiao'jing'yu'jie
小井峪街和平南路口,xiao'jing'yu'jie'he'ping'nan'lu'kou
小井峪派出所,xiao'jing'yu'pai'chu'suo
小马,xiao'ma
小区,xiao'qu
小商品,xiao'shang'pin
小商品市场,xiao'shang'pin'shi'chang
小石河村,xiao'shi'he'cun
小食品市场,xiao'shi'pin'shi'chang
小王,xiao'wang
小王村,xiao'wang'cun
小卧龙,xiao'wo'long
小武,xiao'wu
小西铭,xiao'xi'ming
小窑头,xiao'yao'tou
小站营,xiao'zhan'ying
斜坡,xie'po
新堡,xin'bao
新城,xin'cheng
新城村,xin'cheng'cun
新城大坡,xin'cheng'da'po
新城南门,xin'cheng'nan'men
新城西门,xin'cheng'xi'men
新村,xin'cun
辛村,xin'cun
新店村,xin'dian'cun
新汾街,xin'fen'jie
新郝庄,xin'hao'zhuang
新华化工厂,xin'hua'hua'gong'chang
新建北口,xin'jian'bei'kou
新建路北大街口,xin'jian'lu'bei'da'jie'kou
新建路府西街口,xin'jian'lu'fu'xi'jie'kou
新建路口,xin'jian'lu'kou
新建路胜利街口,xin'jian'lu'sheng'li'jie'kou
新建南路康乐街口,xin'jian'nan'lu'kang'le'jie'kou
新建南路双塔西街口,xin'jian'nan'lu'shuang'ta'xi'jie'kou
新建南路迎泽街口,xin'jian'nan'lu'ying'ze'jie'kou
新康隆商城,xin'kang'long'shang'cheng
新兰路大同路口,xin'lan'lu'da'tong'lu'kou
新兰路新城南大街口,xin'lan'lu'xin'cheng'nan'da'jie'kou
新兰路迎新北二巷口,xin'lan'lu'ying'xin'bei'er'xiang'kou
新兰路迎新北三巷口,xin'lan'lu'ying'xin'bei'san'xiang'kou
新民,xin'min
新民中街,xin'min'zhong'jie
新西客站,xin'xi'ke'zhan
新营,xin'ying
新源里,xin'yuan'li
新源里南区,xin'yuan'li'nan'qu
新源里招呼站,xin'yuan'li'zhao'hu'zhan
新翟村,xin'zhai'cun
新紫金,xin'zi'jin
兴安宾馆,xing'an'bin'guan
兴安化工厂,xing'an'hua'gong'chang
兴华北街,xing'hua'bei'jie
兴华北小区,xing'hua'bei'xiao'qu
兴华街九丰路口,xing'hua'jie'jiu'feng'lu'kou
兴华街千峰北路口,xing'hua'jie'qian'feng'bei'lu'kou
兴华街漪兴路口,xing'hua'jie'yi'xing'lu'kou
兴华南小区,xing'hua'nan'xiao'qu
兴华西街万柏林路口招呼站,xing'hua'xi'jie'wan'bo'lin'lu'kou'zhao'hu'zhan
兴华西街招呼站,xing'hua'xi'jie'zhao'hu'zhan
杏花苑,xing'hua'yuan
杏岭实验学校,xing'ling'shi'yan'xue'xiao
兴中木器厂,xing'zhong'mu'qi'chang
许东,xu'dong
徐沟,xu'gou
徐沟汽车站,xu'gou'qi'che'zhan
徐沟镇,xu'gou'zhen
徐沟中学,xu'gou'zhong'xue
许坦,xu'tan
许坦北,xu'tan'bei
许坦东街光明路口,xu'tan'dong'jie'guang'ming'lu'kou
许坦西街,xu'tan'xi'jie
许坦西街坞城路口,xu'tan'xi'jie'wu'cheng'lu'kou
许西,xu'xi
蓄研所,xu'yan'suo
选煤街和平北路口,xuan'mei'jie'he'ping'bei'lu'kou
薛店,xue'dian
学府街长治路口,xue'fu'jie'chang'zhi'lu'kou
学府街口,xue'fu'jie'kou
学府街平阳路口,xue'fu'jie'ping'yang'lu'kou
学府街太榆路口,xue'fu'jie'tai'yu'lu'kou
雅阁瑞普广场,ya'ge'rui'pu'guang'chang
雅阁瑞普招呼站,ya'ge'rui'pu'zhao'hu'zhan
雅崖底,ya'ya'di
雅崖底村口,ya'ya'di'cun'kou
闫村,yan'cun
闫家沟,yan'jia'gou
闫家沟村,yan'jia'gou'cun
杨房,yang'fang
杨家堡,yang'jia'bao
杨家村,yang'jia'cun
杨家村招呼站,yang'jia'cun'zhao'hu'zhan
杨家村招呼张,yang'jia'cun'zhao'hu'zhang
杨家峪,yang'jia'yu
杨家峪村,yang'jia'yu'cun
阳坡村,yang'po'cun
阳曲村,yang'qu'cun
阳曲停车场,yang'qu'ting'che'chang
阳曲县广场,yang'qu'xian'guang'chang
阳曲县火车站,yang'qu'xian'huo'che'zhan
阳曲县交通局,yang'qu'xian'jiao'tong'ju
阳曲县汽车站,yang'qu'xian'qi'che'zhan
阳曲镇,yang'qu'zhen
阳曲镇北,yang'qu'zhen'bei
羊市街,yang'shi'jie
羊市街西口,yang'shi'jie'xi'kou
药材学校,yao'cai'xue'xiao
尧城,yao'cheng
姚村,yao'cun
窑儿上,yao'er'shang
窑头村,yao'tou'cun
液压件厂,ye'ya'jian'chang
液压件厂宿舍,ye'ya'jian'chang'su'she
冶峪,ye'yu
冶峪东,ye'yu'dong
移村,yi'cun
移村南街千峰南路口,yi'cun'nan'jie'qian'feng'nan'lu'kou
一电厂,yi'dian'chang
漪汾街和平北路口,yi'fen'jie'he'ping'bei'lu'kou
漪汾桥东,yi'fen'qiao'dong
漪汾桥西,yi'fen'qiao'xi
漪汾小区,yi'fen'xiao'qu
义井,yi'jing
义井北,yi'jing'bei
义井村,yi'jing'cun
义井街,yi'jing'jie
义井商场,yi'jing'shang'chang
义井西路,yi'jing'xi'lu
医科大晋祠学院,yi'ke'da'jin'ci'xue'yuan
银角村,yin'jiao'cun
迎宾南街希望东街口,ying'bin'nan'jie'xi'wang'dong'jie'kou
迎宾南路金桥东街口,ying'bin'nan'lu'jin'qiao'dong'jie'kou
迎宾南路希望东街口,ying'bin'nan'lu'xi'wang'dong'jie'kou
迎宾汽车站,ying'bin'qi'che'zhan
迎春街,ying'chun'jie
营村,ying'cun
营西街,ying'xi'jie
迎宪,ying'xian
迎宪焦化集团,ying'xian'jiao'hua'ji'tuan
迎新北三巷新兰路口,ying'xin'bei'san'xiang'xin'lan'lu'kou
迎新东二条,ying'xin'dong'er'tiao
迎新街,ying'xin'jie
迎新路,ying'xin'lu
迎新南二巷,ying'xin'nan'er'xiang
迎新南二巷西口,ying'xin'nan'er'xiang'xi'kou
迎新南巷西口,ying'xin'nan'xiang'xi'kou
迎新苑,ying'xin'yuan
迎泽街金阳路口,ying'ze'jie'jin'yang'lu'kou
迎泽街前进路口,ying'ze'jie'qian'jin'lu'kou
迎泽街窊流路口,ying'ze'jie'wa'liu'lu'kou
迎泽街小井峪路口,ying'ze'jie'xiao'jing'yu'lu'kou
迎泽桥东,ying'ze'qiao'dong
迎泽桥西,ying'ze'qiao'xi
永安宫,yong'an'gong
永乐苑,yong'le'yuan
永祚寺西街,yong'zuo'si'xi'jie
油房堡,you'fang'bao
有机化工厂,you'ji'hua'gong'chang
玉河街康乐巷口,yu'he'jie'kang'le'xiang'kou
玉河苑小区,yu'he'yuan'xiao'qu
育青路口,yu'qing'lu'kou
宇文村,yu'wen'cun
预制厂宿舍,yu'zhi'chang'su'she
袁家庄,yuan'jia'zhuang
园艺学院,yuan'yi'xue'yuan
垣跃,yuan'yue
枣沟村,zao'gou'cun
枣园头,zao'yuan'tou
枣园头村,zao'yuan'tou'cun
寨沟,zhai'gou
张楚王,zhang'chu'wang
张花,zhang'hua
张花西口,zhang'hua'xi'kou
张花营村,zhang'hua'ying'cun
张家庄,zhang'jia'zhuang
丈子头,zhang'zi'tou
丈子头东,zhang'zi'tou'dong
丈子头敬老院,zhang'zi'tou'jing'lao'yuan
丈子头西,zhang'zi'tou'xi
赵北坟村,zhao'bei'fen'cun
赵北坟西,zhao'bei'fen'xi
赵北峰东,zhao'bei'feng'dong
赵道峪,zhao'dao'yu
招呼站,zhao'hu'zhan
赵家堡,zhao'jia'bao
赵家山,zhao'jia'shan
赵家山村,zhao'jia'shan'cun
朝阳花园,zhao'yang'hua'yuan
赵庄,zhao'zhuang
赵庄南,zhao'zhuang'nan
镇城,zhen'cheng
镇城村,zhen'cheng'cun
镇城村北,zhen'cheng'cun'bei
镇政府,zhen'zheng'fu
镇中,zhen'zhong
征兵大厦,zheng'bing'da'sha
郑村,zheng'cun
正大街,zheng'da'jie
支架厂,zhi'jia'chang
支架厂路口,zhi'jia'chang'lu'kou
职教中心,zhi'jiao'zhong'xin
峙头村,zhi'tou'cun
制药厂,zhi'yao'chang
中北大学,zhong'bei'da'xue
中北大学招呼站,zhong'bei'da'xue'zhao'hu'zhan
中兵村,zhong'bing'cun
众纺路后王街口,zhong'fang'lu'hou'wang'jie'kou
众纺路移村南街口,zhong'fang'lu'yi'cun'nan'jie'kou
中高白,zhong'gao'bai
重机,zhong'ji
重机宾馆,zhong'ji'bin'guan
重机宿舍,zhong'ji'su'she
重机医院,zhong'ji'yi'yuan
中涧河,zhong'jian'he
中辽西,zhong'liao'xi
肿瘤医院,zhong'liu'yi'yuan
中铁十二局医院,zhong'tie'shi'er'ju'yi'yuan
中心医院,zhong'xin'yi'yuan
中医学院,zhong'yi'xue'yuan
周家庄,zhou'jia'zhuang
庄子,zhuang'zi
子弟二校,zi'di'er'xiao
子房沟,zi'fang'gou
