阿贝比长仪,a'bei'bi'chang'yi
巨石阵,ju'shi'zhen
聚星,ju'xing
距星,ju'xing
巨星,ju'xing
巨星系,ju'xing'xi
巨行星,ju'xing'xing
巨星支,ju'xing'zhi
巨引力源,ju'yin'li'yuan
具有双子,ju'you'shuang'zi
局域惯性系,ju'yu'guan'xing'xi
局域静止标准,ju'yu'jing'zhi'biao'zhun
绝对测光,jue'dui'ce'guang
绝对星表,jue'dui'xing'biao
绝对星等,jue'dui'xing'deng
均轮,jun'lun
卡焦摄谱仪,ka'jiao'she'pu'yi
卡林顿子午圈,ka'lin'dun'zi'wu'quan
卡林顿坐标,ka'lin'dun'zuo'biao
卡普坦望远镜,ka'pu'tan'wang'yuan'jing
卡普坦选区,ka'pu'tan'xuan'qu
喀戎星,ka'rong'xing
卡塞格林望远镜,ka'sai'ge'lin'wang'yuan'jing
卡氏焦点,ka'shi'jiao'dian
卡西尼定律,ka'xi'ni'ding'lv
卡西尼环缝,ka'xi'ni'huan'feng
凯克望远镜,kai'ke'wang'yuan'jing
开普勒超新星,kai'pu'le'chao'xin'xing
开普勒定律,kai'pu'le'ding'lv
开普勒方程,kai'pu'le'fang'cheng
开普勒轨道,kai'pu'le'gui'dao
开普勒盘,kai'pu'le'pan
开普勒望远镜,kai'pu'le'wang'yuan'jing
开宇宙,kai'yu'zhou
康德,kang'de
考古天文学,kao'gu'tian'wen'xue
克尔黑洞,ke'er'hei'dong
柯克伍德空隙,ke'ke'wu'de'kong'xi
克莱芒蒂娜,ke'lai'mang'di'na
克里斯琴森十字,ke'li'si'qin'sen'shi'zi
柯瓦尔天体,ke'wa'er'tian'ti
科威尔方法,ke'wei'er'fang'fa
客星,ke'xing
柯伊伯带,ke'yi'bo'dai
柯伊伯机载天文台,ke'yi'bo'ji'zai'tian'wen'tai
空固坐标系,kong'gu'zuo'biao'xi
空间,kong'jian
空间红外望远镜,kong'jian'hong'wai'wang'yuan'jing
空间实验室,kong'jian'shi'yan'shi
空间天体测量学,kong'jian'tian'ti'ce'liang'xue
空间天文学,kong'jian'tian'wen'xue
空间望远镜,kong'jian'wang'yuan'jing
孔径测光,kong'jing'ce'guang
快暴源,kuai'bao'yuan
快速振荡,kuai'su'zhen'dang
快新星,kuai'xin'xing
宽带测光,kuan'dai'ce'guang
窥管,kui'guan
亏缺,kui'que
拉格朗日点,la'ge'lang'ri'dian
拉普拉斯矢量,la'pu'la'si'shi'liang
拉普拉斯星云说,la'pu'la'si'xing'yun'shuo
拉叶星,la'ye'xing
拉叶星的电离氦,la'ye'xing'de'dian'li'hai
拉叶星系,la'ye'xing'xi
蓝离散星,lan'li'san'xing
勒梅特宇宙模型,le'mei'te'yu'zhou'mo'xing
类地行星,lei'di'xing'xing
累积星等,lei'ji'xing'deng
类木行星,lei'mu'xing'xing
类太阳恒星,lei'tai'yang'heng'xing
类小行星天体,lei'xiao'xing'xing'tian'ti
类新星变星,lei'xin'xing'bian'xing
类星射电源,lei'xing'she'dian'yuan
类星体,lei'xing'ti
冷流星系,leng'liu'xing'xi
棱栅,leng'shan
利奥滤光器,li'ao'lv'guang'qi
历表,li'biao
锂丰度,li'feng'du
力函数,li'han'shu
理论天体物理学,li'lun'tian'ti'wu'li'xue
历年,li'nian
历书时,li'shu'shi
历书子午线,li'shu'zi'wu'xian
力学分点,li'xue'fen'dian
力学视差,li'xue'shi'cha
利用,li'yong
历元,li'yuan
历元赤道,li'yuan'chi'dao
离子彗尾,li'zi'hui'wei
粒子天体物理学,li'zi'tian'ti'wu'li'xue
连续孔径,lian'xu'kong'jing
两点相关函数,liang'dian'xiang'guan'han'shu
亮度,liang'du
亮度从极大下降,liang'du'cong'ji'da'xia'jiang
亮巨星,liang'ju'xing
两色测光,liang'se'ce'guang
两色图,liang'se'tu
亮温度,liang'wen'du
亮星系表,liang'xing'xi'biao
亮星云,liang'xing'yun
量子宇宙论,liang'zi'yu'zhou'lun
猎户臂,lie'hu'bi
猎户四边形,lie'hu'si'bian'xing
猎犬,lie'quan
临边昏暗,lin'bian'hun'an
临边增亮,lin'bian'zeng'liang
临界等位面,lin'jie'deng'wei'mian
临界密度,lin'jie'mi'du
临界倾角,lin'jie'qing'jiao
林忠四郎线,lin'zhong'si'lang'xian
零龄水平支,ling'ling'shui'ping'zhi
零龄主序,ling'ling'zhu'xu
零速度面,ling'su'du'mian
留,liu
六分仪,liu'fen'yi
流量密度,liu'liang'mi'du
六十干支周,liu'shi'gan'zhi'zhou
流星,liu'xing
流星群,liu'xing'qun
流星体,liu'xing'ti
流星雨,liu'xing'yu
流星余迹,liu'xing'yu'ji
漏壶,lou'hu
漏箭,lou'jian
漏刻,lou'ke
鹿豹,lu'bao
六合星,lu'he'xing
露罩,lu'zhao
掠日彗星,lue'ri'hui'xing
掠射望远镜,lue'she'wang'yuan'jing
罗伯逊,luo'bo'xun
洛希瓣,luo'xi'ban
洛希极限,luo'xi'ji'xian
旅行者,lv'xing'zhe
马卡良星系,ma'ka'liang'xing'xi
马克苏托夫望远镜,ma'ke'su'tuo'fu'wang'yuan'jing
玛雅天文学,ma'ya'tian'wen'xue
脉冲双星,mai'chong'shuang'xing
脉冲相,mai'chong'xiang
脉冲星,mai'chong'xing
脉动变星,mai'dong'bian'xing
脉动不稳定带,mai'dong'bu'wen'ding'dai
脉动极,mai'dong'ji
脉动相位,mai'dong'xiang'wei
麦哲伦,mai'zhe'lun
慢新星,man'xin'xing
满月,man'yue
昴星团望远镜,mao'xing'tuan'wang'yuan'jing
卯酉圈,mao'you'quan
玫瑰花结,mei'gui'hua'jie
美国,mei'guo
美国天文学家哈勃于,mei'guo'tian'wen'xue'jia'ha'bo'yu
美国于,mei'guo'yu
美国宇航局于,mei'guo'yu'hang'ju'yu
美索不达米亚天文学,mei'suo'bu'da'mi'ya'tian'wen'xue
梅西叶星云星团表,mei'xi'ye'xing'yun'xing'tuan'biao
蒙德极小期,meng'de'ji'xiao'qi
密度波,mi'du'bo
密度扰动,mi'du'rao'dong
密度演化,mi'du'yan'hua
米尔斯十字,mi'er'si'shi'zi
密近双星,mi'jin'shuang'xing
米粒,mi'li
米粒组织,mi'li'zu'zhi
弥漫,mi'man
弥漫星际带,mi'man'xing'ji'dai
弥漫星云,mi'man'xing'yun
冕洞,mian'dong
冕环,mian'huan
面积定律,mian'ji'ding'lv
冕盔,mian'kui
冕流,mian'liu
冕扇,mian'shan
冕雨,mian'yu
秒差距,miao'cha'ju
敏化,min'hua
民用晨昏蒙影,min'yong'chen'hun'meng'ying
民用日,min'yong'ri
冥外行星,ming'wai'xing'xing
冥王星,ming'wang'xing
默冬章,mo'dong'zhang
木村项,mu'cun'xiang
目视测光,mu'shi'ce'guang
目视双星,mu'shi'shuang'xing
目视星,mu'shi'xing
目视星等,mu'shi'xing'deng
木星,mu'xing
木星的,mu'xing'de
木星环,mu'xing'huan
母星系,mu'xing'xi
牧羊犬卫星,mu'yang'quan'wei'xing
纳耀斑,na'yao'ban
南半球,nan'ban'qiu
南黄极,nan'huang'ji
南天极,nan'tian'ji
南银极,nan'yin'ji
内禀红移,nei'bing'hong'yi
内彗发,nei'hui'fa
内拉格朗日点,nei'la'ge'lang'ri'dian
内冕,nei'mian
内氏焦点,nei'shi'jiao'dian
内史密斯摄谱仪,nei'shi'mi'si'she'pu'yi
内太阳系,nei'tai'yang'xi
内行星,nei'xing'xing
内因变星,nei'yin'bian'xing
能层,neng'ceng
能段,neng'duan
逆,ni
逆康普顿效应,ni'kang'pu'dun'xiao'ying
逆留,ni'liu
逆行,ni'xing
年代用口径,nian'dai'yong'kou'jing
年和,nian'he
年儒略历,nian'ru'lue'li
年已,nian'yi
年已完成,nian'yi'wan'cheng
年由国际纬度服务,nian'you'guo'ji'wei'du'fu'wu
年由柯瓦尔,nian'you'ke'wa'er
年至,nian'zhi
年至公元,nian'zhi'gong'yuan
宁静日珥,ning'jing'ri'er
宁静态,ning'jing'tai
宁静太阳,ning'jing'tai'yang
牛顿焦点,niu'dun'jiao'dian
牛顿望远镜,niu'dun'wang'yuan'jing
牛顿宇宙论,niu'dun'yu'zhou'lun
扭绞,niu'jiao
欧南台,ou'nan'tai
欧洲空间局于,ou'zhou'kong'jian'ju'yu
帕洛玛天图,pa'luo'ma'tian'tu
盘星系,pan'xing'xi
盘族,pan'zu
盘族球状星团,pan'zu'qiu'zhuang'xing'tuan
抛物面镜,pao'wu'mian'jing
抛物面天线,pao'wu'mian'tian'xian
喷流,pen'liu
喷流星系,pen'liu'xing'xi
膨胀臂,peng'zhang'bi
膨胀宇宙,peng'zhang'yu'zhou
碰撞星系,peng'zhuang'xing'xi
偏带观测,pian'dai'guan'ce
偏近点角,pian'jin'dian'jiao
偏食,pian'shi
偏振标准星,pian'zhen'biao'zhun'xing
偏置导星,pian'zhi'dao'xing
偏置导星装置,pian'zhi'dao'xing'zhuang'zhi
拼合镜面望远镜,pin'he'jing'mian'wang'yuan'jing
贫金属星,pin'jin'shu'xing
贫金属星团,pin'jin'shu'xing'tuan
频率,pin'lv
贫氢星,pin'qing'xing
平场,ping'chang
平场改正,ping'chang'gai'zheng
平赤道,ping'chi'dao
平春分点,ping'chun'fen'dian
平根数,ping'gen'shu
平恒星时,ping'heng'xing'shi
平黄赤交角,ping'huang'chi'jiao'jiao
平极,ping'ji
平近点角,ping'jin'dian'jiao
平均尺度为,ping'jun'chi'du'wei
平均法,ping'jun'fa
平均视差,ping'jun'shi'cha
平均运动,ping'jun'yun'dong
平年,ping'nian
平谱,ping'pu
平谱源,ping'pu'yuan
平太阳,ping'tai'yang
平太阳日,ping'tai'yang'ri
平太阳时,ping'tai'yang'shi
平太阳时角加,ping'tai'yang'shi'jiao'jia
平位置,ping'wei'zhi
平行圈,ping'xing'quan
平正午,ping'zheng'wu
谱斑,pu'ban
普遍摄动,pu'bian'she'dong
普朗克长度,pu'lang'ke'chang'du
普朗克时间,pu'lang'ke'shi'jian
普通天文学,pu'tong'tian'wen'xue
谱线变宽,pu'xian'bian'kuan
谱线分裂,pu'xian'fen'lie
谱线覆盖,pu'xian'fu'gai
谱线轮廓,pu'xian'lun'kuo
谱线位移,pu'xian'wei'yi
谱线证认,pu'xian'zheng'ren
气尘复合体,qi'chen'fu'he'ti
其典型的光变幅约,qi'dian'xing'de'guang'bian'fu'yue
气壳星,qi'ke'xing
气孔,qi'kong
齐明系统,qi'ming'xi'tong
启明星,qi'ming'xing
其时太阳在地平下,qi'shi'tai'yang'zai'di'ping'xia
气体星云,qi'ti'xing'yun
七曜,qi'yao
前导黑子,qian'dao'hei'zi
钱德拉塞卡极限,qian'de'la'sai'ka'ji'xian
钱德勒周期,qian'de'le'zhou'qi
前方,qian'fang
前景星,qian'jing'xing
前景星系,qian'jing'xing'xi
前身天体,qian'shen'tian'ti
前身星,qian'shen'xing
前星系,qian'xing'xi
前星系云,qian'xing'xi'yun
前行星盘,qian'xing'xing'pan
强光蓝变星,qiang'guang'lan'bian'xing
强氦星,qiang'hai'xing
墙象限仪,qiang'xiang'xian'yi
墙仪,qiang'yi
强子期,qiang'zi'qi
壳层电子电离时,qiao'ceng'dian'zi'dian'li'shi
钦天监监正,qin'tian'jian'jian'zheng
氢燃烧,qing'ran'shao
轻元素丰度,qing'yuan'su'feng'du
氢钟,qing'zhong
氢主序,qing'zhu'xu
轻子期,qing'zi'qi
秋分点,qiu'fen'dian
球面天文学,qiu'mian'tian'wen'xue
球状次系,qiu'zhuang'ci'xi
球状体,qiu'zhuang'ti
球状星团,qiu'zhuang'xing'tuan
球状星系,qiu'zhuang'xing'xi
球状子系,qiu'zhuang'zi'xi
区时,qu'shi
取值为,qu'zhi'wei
全环食,quan'huan'shi
全球,quan'qiu
全球定位系统,quan'qiu'ding'wei'xi'tong
全食,quan'shi
全食带,quan'shi'dai
绕太阳公转周期大于,rao'tai'yang'gong'zhuan'zhou'qi'da'yu
热斑,re'ban
热辐射,re'fu'she
热光变曲线,re'guang'bian'qu'xian
热核剧涨,re'he'ju'zhang
热史,re'shi
热星等,re'xing'deng
热演化,re'yan'hua
人马臂,ren'ma'bi
人造卫星,ren'zao'wei'xing
轫致辐射,ren'zhi'fu'she
日本研制中的口径,ri'ben'yan'zhi'zhong'de'kou'jing
日本于,ri'ben'yu
日地关系,ri'di'guan'xi
日珥,ri'er
日晷,ri'gui
日环食,ri'huan'shi
日界线,ri'jie'xian
日浪,ri'lang
日芒,ri'mang
日面,ri'mian
日冕,ri'mian
日冕凝区,ri'mian'ning'qu
日冕射线,ri'mian'she'xian
日面图,ri'mian'tu
日冕物质抛射,ri'mian'wu'zhi'pao'she
日冕仪,ri'mian'yi
日面综合图,ri'mian'zong'he'tu
日面坐标,ri'mian'zuo'biao
日面坐标网,ri'mian'zuo'biao'wang
日喷,ri'pen
日食,ri'shi
日世界时,ri'shi'jie'shi
日食限,ri'shi'xian
日心角,ri'xin'jiao
日心距离,ri'xin'ju'li
日心体系,ri'xin'ti'xi
日心引力常数,ri'xin'yin'li'chang'shu
日心坐标,ri'xin'zuo'biao
日月岁差,ri'yue'sui'cha
日月章动,ri'yue'zhang'dong
日运动,ri'yun'dong
日震学,ri'zhen'xue
容许跃迁,rong'xu'yue'qian
肉眼观测,rou'yan'guan'ce
入凌,ru'ling
儒略纪元,ru'lue'ji'yuan
儒略历,ru'lue'li
儒略历书日期,ru'lue'li'shu'ri'qi
儒略年,ru'lue'nian
儒略日期,ru'lue'ri'qi
儒略日数,ru'lue'ri'shu
儒略世纪,ru'lue'shi'ji
如月球或行星,ru'yue'qiu'huo'xing'xing
铷钟,ru'zhong
软双星,ruan'shuang'xing
闰秒,run'miao
闰年,run'nian
闰日,run'ri
闰余,run'yu
闰月,run'yue
弱氦星,ruo'hai'xing
若某物理量,ruo'mou'wu'li'liang
萨哈方程,sa'ha'fang'cheng
赛弗特星系,sai'fu'te'xing'xi
赛路里桁架,sai'lu'li'heng'jia
三重星系,san'chong'xing'xi
三合星,san'he'xing
三角视差,san'jiao'shi'cha
三角仪,san'jiao'yi
三色测光,san'se'ce'guang
三体碰撞,san'ti'peng'zhuang
三体问题,san'ti'wen'ti
扫描大圆,sao'miao'da'yuan
扫帚星,sao'zhou'xing
色球,se'qiu
色球活动,se'qiu'huo'dong
色球日冕过渡区,se'qiu'ri'mian'guo'du'qu
色球网络,se'qiu'wang'luo
色球望远镜,se'qiu'wang'yuan'jing
色球压缩区,se'qiu'ya'suo'qu
色球蒸发,se'qiu'zheng'fa
色温度,se'wen'du
色余,se'yu
色指数,se'zhi'shu
铯钟,se'zhong
沙漏,sha'lou
沙罗周期,sha'luo'zhou'qi
闪变,shan'bian
闪光谱,shan'guang'pu
闪视比较仪,shan'shi'bi'jiao'yi
闪烁,shan'shuo
闪相,shan'xiang
扇形结构,shan'xing'jie'gou
上合,shang'he
上弦,shang'xian
上中天,shang'zhong'tian
射电,she'dian
射电暴,she'dian'bao
射电爆发,she'dian'bao'fa
射电臂,she'dian'bi
射电变源,she'dian'bian'yuan
射电窗口,she'dian'chuang'kou
射电对应体,she'dian'dui'ying'ti
射电辐射强度,she'dian'fu'she'qiang'du
射电亮度,she'dian'liang'du
射电亮温度,she'dian'liang'wen'du
射电脉冲星,she'dian'mai'chong'xing
射电日象仪,she'dian'ri'xiang'yi
射电双源,she'dian'shuang'yuan
射电太阳,she'dian'tai'yang
射电天体测量学,she'dian'tian'ti'ce'liang'xue
射电天文学,she'dian'tian'wen'xue
射电望远镜,she'dian'wang'yuan'jing
射电温度,she'dian'wen'du
射电新星,she'dian'xin'xing
射电星,she'dian'xing
射电星系,she'dian'xing'xi
射电源,she'dian'yuan
射电源参考系,she'dian'yuan'can'kao'xi
射电源计数,she'dian'yuan'ji'shu
射电展源,she'dian'zhan'yuan
射电致密源,she'dian'zhi'mi'yuan
射电指数,she'dian'zhi'shu
摄动,she'dong
摄动函数,she'dong'han'shu
摄动理论,she'dong'li'lun
摄动体,she'dong'ti
设离银道面距离为,she'li'yin'dao'mian'ju'li'wei
设离银心距离为,she'li'yin'xin'ju'li'wei
摄谱仪,she'pu'yi
射线暴源,she'xian'bao'yuan
射线背景,she'xian'bei'jing
射线背景辐射,she'xian'bei'jing'fu'she
射线对应体,she'xian'dui'ying'ti
射线发射,she'xian'fa'she
射线辐射,she'xian'fu'she
射线光度等有变化的,she'xian'guang'du'deng'you'bian'hua'de
射线和紫外辐射,she'xian'he'zi'wai'fu'she
射线食现象的,she'xian'shi'xian'xiang'de
射线双星,she'xian'shuang'xing
射线太阳,she'xian'tai'yang
射线天体物理观测台,she'xian'tian'ti'wu'li'guan'ce'tai
射线天文台,she'xian'tian'wen'tai
射线天文卫星,she'xian'tian'wen'wei'xing
射线新星,she'xian'xin'xing
射线源,she'xian'yuan
甚长基线干涉测量,shen'chang'ji'xian'gan'she'ce'liang
甚长基线干涉仪,shen'chang'ji'xian'gan'she'yi
甚大望远镜,shen'da'wang'yuan'jing
甚大阵,shen'da'zhen
生光,sheng'guang
升交点,sheng'jiao'dian
升交点经度,sheng'jiao'dian'jing'du
生物天文学,sheng'wu'tian'wen'xue
生长曲线,sheng'zhang'qu'xian
示臂天体,shi'bi'tian'ti
食变星,shi'bian'xing
实测天体物理学,shi'ce'tian'ti'wu'li'xue
实测天文学,shi'ce'tian'wen'xue
视差,shi'cha
时差,shi'cha
视差动,shi'cha'dong
视差椭圆,shi'cha'tuo'yuan
视差位移,shi'cha'wei'yi
视场,shi'chang
视超光速运动,shi'chao'guang'su'yun'dong
食分,shi'fen
时号,shi'hao
时号改正数,shi'hao'gai'zheng'shu
时号站,shi'hao'zhan
食既,shi'ji
世纪,shi'ji
世纪到公元前,shi'ji'dao'gong'yuan'qian
时间,shi'jian
时间服务,shi'jian'fu'wu
时间同步,shi'jian'tong'bu
时角,shi'jiao
世界时,shi'jie'shi
示距天体,shi'ju'tian'ti
矢量天体测量学,shi'liang'tian'ti'ce'liang'xue
施密特改正板,shi'mi'te'gai'zheng'ban
施密特望远镜,shi'mi'te'wang'yuan'jing
施密特照相机,shi'mi'te'zhao'xiang'ji
视面积,shi'mian'ji
食年,shi'nian
视宁度,shi'ning'du
视宁象,shi'ning'xiang
视宁圆面,shi'ning'yuan'mian
室女,shi'nv
食甚,shi'shen
视双星,shi'shuang'xing
食双星,shi'shuang'xing
视太阳时,shi'tai'yang'shi
视天平动,shi'tian'ping'dong
史瓦西黑洞,shi'wa'xi'hei'dong
视位置,shi'wei'zhi
食相,shi'xiang
视向速度,shi'xiang'su'du
视向速度变星,shi'xiang'su'du'bian'xing
视向速度标准星,shi'xiang'su'du'biao'zhun'xing
视向速度二维分布图,shi'xiang'su'du'er'wei'fen'bu'tu
视向速度描迹,shi'xiang'su'du'miao'ji
视向速度仪,shi'xiang'su'du'yi
实心超新星遗迹,shi'xin'chao'xin'xing'yi'ji
视星等,shi'xing'deng
时延,shi'yan
石英钟,shi'ying'zhong
实用天文学,shi'yong'tian'wen'xue
受迫跃迁,shou'po'yue'qian
受摄体,shou'she'ti
收缩宇宙,shou'suo'yu'zhou
束缚,shu'fu
束缚跃迁,shu'fu'yue'qian
疏散星团,shu'san'xing'tuan
双重星系,shuang'chong'xing'xi
双带耀斑,shuang'dai'yao'ban
双极黑子,shuang'ji'hei'zi
双类星体,shuang'lei'xing'ti
双谱分光双星,shuang'pu'fen'guang'shuang'xing
双筒天体照相仪,shuang'tong'tian'ti'zhao'xiang'yi
双小行星,shuang'xiao'xing'xing
双星,shuang'xing
双子,shuang'zi
双子望远镜,shuang'zi'wang'yuan'jing
水内行星,shui'nei'xing'xing
水平支,shui'ping'zhi
水平子午环,shui'ping'zi'wu'huan
水星,shui'xing
水钟,shui'zhong
顺留,shun'liu
瞬时赤道,shun'shi'chi'dao
瞬现,shun'xian
顺行,shun'xing
朔望月,shuo'wang'yue
斯波勒定律,si'bo'le'ding'lv
斯波勒极小,si'bo'le'ji'xiao
四方点,si'fang'dian
四合星,si'he'xing
四色测光,si'se'ce'guang
司天监,si'tian'jian
速度椭球,su'du'tuo'qiu
苏黎世数,su'li'shi'shu
速逃星,su'tao'xing
岁差,sui'cha
岁星纪年,sui'xing'ji'nian
损失锥,sun'shi'zhui
索菲雅,suo'fei'ya
索贺,suo'he
缩焦器,suo'jiao'qi
太史令,tai'shi'ling
太阳,tai'yang
太阳半径,tai'yang'ban'jing
太阳背点,tai'yang'bei'dian
太阳扁率,tai'yang'bian'lv
太阳常数,tai'yang'chang'shu
太阳磁周,tai'yang'ci'zhou
太阳大气,tai'yang'da'qi
太阳单色光照相术,tai'yang'dan'se'guang'zhao'xiang'shu
太阳单色光照相仪,tai'yang'dan'se'guang'zhao'xiang'yi
太阳单色象,tai'yang'dan'se'xiang
太阳风,tai'yang'feng
太阳风顶,tai'yang'feng'ding
太阳风圈,tai'yang'feng'quan
太阳服务,tai'yang'fu'wu
太阳辐照度,tai'yang'fu'zhao'du
太阳光度,tai'yang'guang'du
太阳黑子,tai'yang'hei'zi
太阳黑子群,tai'yang'hei'zi'qun
太阳活动,tai'yang'huo'dong
太阳活动区,tai'yang'huo'dong'qu
太阳活动周,tai'yang'huo'dong'zhou
太阳极大使者,tai'yang'ji'da'shi'zhe
太阳内部,tai'yang'nei'bu
太阳年,tai'yang'nian
太阳日,tai'yang'ri
太阳视差,tai'yang'shi'cha
太阳塔,tai'yang'ta
太阳望远镜,tai'yang'wang'yuan'jing
太阳物理学,tai'yang'wu'li'xue
太阳系,tai'yang'xi
太阳系外行星系,tai'yang'xi'wai'hang'xing'xi
太阳系仪,tai'yang'xi'yi
太阳向点,tai'yang'xiang'dian
太阳型星,tai'yang'xing'xing
太阳巡视,tai'yang'xun'shi
太阳耀斑刚产生后硬,tai'yang'yao'ban'gang'chan'sheng'hou'ying
太阳耀斑强烈的,tai'yang'yao'ban'qiang'lie'de
太阳振荡,tai'yang'zhen'dang
太阳质量,tai'yang'zhi'liang
太阳中微子单位,tai'yang'zhong'wei'zi'dan'wei
太阳中微子亏缺,tai'yang'zhong'wei'zi'kui'que
太阳中心在地平下,tai'yang'zhong'xin'zai'di'ping'xia
探测和研究天体,tan'ce'he'yan'jiu'tian'ti
碳氮循环,tan'dan'xun'huan
碳氮氧循环,tan'dan'yang'xun'huan
坍缩云,tan'suo'yun
探险者,tan'xian'zhe
碳星,tan'xing
碳序,tan'xu
逃逸速度,tao'yi'su'du
特超巨星,te'chao'ju'xing
特罗央群,te'luo'yang'qun
特洛伊群,te'luo'yi'qun
特殊摄动,te'shu'she'dong
特殊星系,te'shu'xing'xi
特指以铯,te'zhi'yi'se
提丢斯,ti'diu'si
体模拟,ti'mo'ni
天测距离,tian'ce'ju'li
天测双星,tian'ce'shuang'xing
天赤道,tian'chi'dao
天底,tian'di
天电突增,tian'dian'tu'zeng
天顶,tian'ding
天顶距,tian'ding'ju
天顶仪,tian'ding'yi
天鹅,tian'e
天干,tian'gan
天宫图,tian'gong'tu
天关客星,tian'guan'ke'xing
天极,tian'ji
天空背景,tian'kong'bei'jing
天空亮度,tian'kong'liang'du
天空实验室,tian'kong'shi'yan'shi
天龙,tian'long
天马,tian'ma
天平动,tian'ping'dong
天平极,tian'ping'ji
天琴,tian'qin
天球,tian'qiu
天球历书极,tian'qiu'li'shu'ji
天球上与奔赴点相距,tian'qiu'shang'yu'ben'fu'dian'xiang'ju
天球上与黄道相距,tian'qiu'shang'yu'huang'dao'xiang'ju
天球上与银道相距,tian'qiu'shang'yu'yin'dao'xiang'ju
天球坐标系,tian'qiu'zuo'biao'xi
天然卫星,tian'ran'wei'xing
天体,tian'ti
天体波谱学,tian'ti'bo'pu'xue
天体测光,tian'ti'ce'guang
天体测量位置,tian'ti'ce'liang'wei'zhi
天体测量学,tian'ti'ce'liang'xue
天体地理学,tian'ti'de'li'xue
天体地质学,tian'ti'di'zhi'xue
天体光谱学,tian'ti'guang'pu'xue
天体化学,tian'ti'hua'xue
天体力学,tian'ti'li'xue
天体力学分析方法,tian'ti'li'xue'fen'xi'fang'fa
天体力学数值方法,tian'ti'li'xue'shu'zhi'fang'fa
天体年代学,tian'ti'nian'dai'xue
天体偏振测量,tian'ti'pian'zhen'ce'liang
天体摄谱仪,tian'ti'she'pu'yi
天体生物学,tian'ti'sheng'wu'xue
天体物理学,tian'ti'wu'li'xue
天体形状轴,tian'ti'xing'zhuang'zhou
天体演化学,tian'ti'yan'hua'xue
天体照相学,tian'ti'zhao'xiang'xue
天体照相仪,tian'ti'zhao'xiang'yi
天王星,tian'wang'xing
天王星环,tian'wang'xing'huan
天文,tian'wen
天文常数系统,tian'wen'chang'shu'xi'tong
天文晨昏蒙影,tian'wen'chen'hun'meng'ying
天文单位,tian'wen'dan'wei
天文导航,tian'wen'dao'hang
天文底片,tian'wen'di'pian
天文地球动力学,tian'wen'di'qiu'dong'li'xue
天文地球物理学,tian'wen'di'qiu'wu'li'xue
天文动力学,tian'wen'dong'li'xue
天文馆,tian'wen'guan
天文经度,tian'wen'jing'du
天文年历,tian'wen'nian'li
天文气候,tian'wen'qi'hou
天文日,tian'wen'ri
天文三角形,tian'wen'san'jiao'xing
天文台,tian'wen'tai
天文台研制的口径,tian'wen'tai'yan'zhi'de'kou'jing
天文望远镜,tian'wen'wang'yuan'jing
天文纬度,tian'wen'wei'du
天文学,tian'wen'xue
天线沿,tian'xian'yan
天象,tian'xiang
天象仪,tian'xiang'yi
同步观测,tong'bu'guan'ce
同步加速辐射,tong'bu'jia'su'fu'she
通常取离太阳,tong'chang'qu'li'tai'yang
通常以,tong'chang'yi
通常指金属度大于,tong'chang'zhi'jin'shu'du'da'yu
通常指金属度小于,tong'chang'zhi'jin'shu'du'xiao'yu
通常指太阳系,tong'chang'zhi'tai'yang'xi
通带,tong'dai
通带半宽大于,tong'dai'ban'kuan'da'yu
通带半宽小于,tong'dai'ban'kuan'xiao'yu
通光口径,tong'guang'kou'jing
通过,tong'guo
统计天文学,tong'ji'tian'wen'xue
透镜棱栅,tou'jing'leng'shan
透镜状星系,tou'jing'zhuang'xing'xi
头尾星系,tou'wei'xing'xi
图案速度,tu'an'su'du
图象处理,tu'xiang'chu'li
图象复原,tu'xiang'fu'yuan
图象数字仪,tu'xiang'shu'zi'yi
图象综合,tu'xiang'zong'he
土星,tu'xing
土星环,tu'xing'huan
团星,tuan'xing
团星系,tuan'xing'xi
退耦期,tui'ou'qi
退行速度,tui'xing'su'du
吞食,tun'shi
驼峰造父变星,tuo'feng'zao'fu'bian'xing
托勒玫体系,tuo'le'mei'ti'xi
椭球变星,tuo'qiu'bian'xing
椭球双星,tuo'qiu'shuang'xing
椭圆星系,tuo'yuan'xing'xi
外拉格朗日点,wai'la'ge'lang'ri'dian
外冕,wai'mian
外太阳系,wai'tai'yang'xi
外行星,wai'xing'xing
万到,wan'dao
完全宇宙学原理,wan'quan'yu'zhou'xue'yuan'li
晚型星,wan'xing'xing
晚型星系,wan'xing'xing'xi
弯月形透镜,wan'yue'xing'tou'jing
网络,wang'luo
网络内,wang'luo'nei
望筒,wang'tong
网状结构,wang'zhuang'jie'gou
为奥雷里,wei'ao'lei'li
微波背景辐射,wei'bo'bei'jing'fu'she
微波激射源,wei'bo'ji'she'yuan
纬度变化,wei'du'bian'hua
威尔逊凹陷,wei'er'xun'ao'xian
未见子星,wei'jian'zi'xing
微晶玻璃,wei'jing'bo'li
位力定理,wei'li'ding'li
维里定理,wei'li'ding'li
微流星体,wei'liu'xing'ti
为欧洲空间局,wei'ou'zhou'kong'jian'ju
纬天平动,wei'tian'ping'dong
为小型天文卫星,wei'xiao'xing'tian'wen'wei'xing
卫星,wei'xing
卫星多普勒测量,wei'xing'duo'pu'le'ce'liang
卫星激光测距,wei'xing'ji'guang'ce'ju
微耀斑,wei'yao'ban
微引力透镜,wei'yin'li'tou'jing
