矮胖型,ai'pang'xing
眼轮匝肌,yan'lun'za'ji
咽门,yan'men
咽囊,yan'nang
眼内部,yan'nei'bu
咽腔,yan'qiang
咽穹,yan'qiong
眼球,yan'qiu
眼球壁,yan'qiu'bi
眼球内膜,yan'qiu'nei'mo
眼球内轴,yan'qiu'nei'zhou
眼球鞘,yan'qiu'qiao
眼球外肌,yan'qiu'wai'ji
眼球外轴,yan'qiu'wai'zhou
眼球纤维膜,yan'qiu'xian'wei'mo
眼球血管膜,yan'qiu'xue'guan'mo
岩上窦,yan'shang'dou
岩上窦沟,yan'shang'dou'gou
眼上静脉,yan'shang'jing'mai
咽上缩肌,yan'shang'suo'ji
眼神经,yan'shen'jing
岩深神经,yan'shen'shen'jing
咽升动脉,yan'sheng'dong'mai
延髓,yan'sui
延髓静脉,yan'sui'jing'mai
延髓脑桥沟,yan'sui'nao'qiao'gou
延髓内侧支,yan'sui'nei'ce'zhi
延髓外侧支,yan'sui'wai'ce'zhi
延髓网状脊髓束,yan'sui'wang'zhuang'ji'sui'shu
延髓中缝,yan'sui'zhong'feng
咽缩肌,yan'suo'ji
咽外侧间隙,yan'wai'ce'jian'xi
咽峡,yan'xia
岩下窦,yan'xia'dou
岩下窦沟,yan'xia'dou'gou
眼下静脉,yan'xia'jing'mai
咽下缩肌,yan'xia'suo'ji
咽峡支,yan'xia'zhi
岩小神经,yan'xiao'shen'jing
岩小神经沟,yan'xiao'shen'jing'gou
岩小神经管裂孔,yan'xiao'shen'jing'guan'lie'kong
岩小窝,yan'xiao'wo
咽隐窝,yan'yin'wo
岩枕结合,yan'zhen'jie'he
岩枕裂,yan'zhen'lie
岩枕软骨结合,yan'zhen'ruan'gu'jie'he
咽支,yan'zhi
岩支,yan'zhi
咽中缩肌,yan'zhong'suo'ji
咽周间隙,yan'zhou'jian'xi
氧化应激,yang'hua'ying'ji
腰部,yao'bu
腰丛,yao'cong
腰大肌,yao'da'ji
腰骶丛,yao'di'cong
腰骶干,yao'di'gan
腰骶连结,yao'di'lian'jie
腰骶膨大,yao'di'peng'da
腰动脉,yao'dong'mai
腰段,yao'duan
腰方肌,yao'fang'ji
腰干,yao'gan
腰横突间内侧肌,yao'heng'tu'jian'nei'ce'ji
腰横突间外侧肌,yao'heng'tu'jian'wai'ce'ji
腰回旋肌,yao'hui'xuan'ji
咬肌,yao'ji
咬肌粗隆,yao'ji'cu'long
咬肌动脉,yao'ji'dong'mai
腰棘间肌,yao'ji'jian'ji
咬肌筋膜,yao'ji'jin'mo
咬肌神经,yao'ji'shen'jing
腰静脉,yao'jing'mai
腰肋韧带,yao'lei'ren'dai
腰内脏神经,yao'nei'zang'shen'jing
腰髂肋肌,yao'qia'lei'ji
腰区,yao'qu
腰曲,yao'qu
腰三角,yao'san'jiao
腰神经,yao'shen'jing
腰神经节,yao'shen'jing'jie
腰升静脉,yao'sheng'jing'mai
腰下三角,yao'xia'san'jiao
腰小肌,yao'xiao'ji
腰支,yao'zhi
腰椎,yao'zhui
腰椎骶化,yao'zhui'di'hua
腰最下动脉,yao'zui'xia'dong'mai
腋动静脉,ye'dong'jing'mai
腋动脉,ye'dong'mai
腋后线,ye'hou'xian
叶间动脉,ye'jian'dong'mai
叶间静脉,ye'jian'jing'mai
叶间面,ye'jian'mian
腋筋膜,ye'jin'mo
腋静脉,ye'jing'mai
腋淋巴管丛,ye'lin'ba'guan'cong
腋淋巴结,ye'lin'ba'jie
腋毛,ye'mao
叶内部,ye'nei'bu
腋前线,ye'qian'xian
腋腔,ye'qiang
腋区,ye'qu
腋神经,ye'shen'jing
腋窝,ye'wo
叶下部,ye'xia'bu
腋缘,ye'yuan
叶支气管,ye'zhi'qi'guan
腋中线,ye'zhong'xian
叶状乳头,ye'zhuang'ru'tou
胰背动脉,yi'bei'dong'mai
翼部,yi'bu
异常,yi'chang
翼丛,yi'cong
胰丛,yi'cong
胰大动脉,yi'da'dong'mai
胰岛,yi'dao
翼点,yi'dian
移动,yi'dong
翼腭神经节,yi'e'shen'jing'jie
翼腭窝,yi'e'wo
翼沟,yi'gou
翼钩,yi'gou
翼钩沟,yi'gou'gou
翼管,yi'guan
胰管,yi'guan
翼管动脉,yi'guan'dong'mai
翼管静脉,yi'guan'jing'mai
胰管括约肌,yi'guan'kuo'yue'ji
翼管神经,yi'guan'shen'jing
翼管支,yi'guan'zhi
疑核,yi'he
胰横动脉,yi'heng'dong'mai
翼肌凹,yi'ji'ao
翼肌粗隆,yi'ji'cu'long
翼棘韧带,yi'ji'ren'dai
翼棘突,yi'ji'tu
翼肌支,yi'ji'zhi
胰颈,yi'jing
胰静脉,yi'jing'mai
翼静脉丛,yi'jing'mai'cong
胰淋巴结,yi'lin'ba'jie
翼内肌,yi'nei'ji
翼内肌神经,yi'nei'ji'shen'jing
翼内肌神经交通支,yi'nei'ji'shen'jing'jiao'tong'zhi
胰前动脉,yi'qian'dong'mai
翼切迹,yi'qie'ji
胰切迹,yi'qie'ji
翼上颌裂,yi'shang'he'lie
胰上淋巴结,yi'shang'lin'ba'jie
胰十二指肠静脉,yi'shi'er'zhi'chang'jing'mai
胰十二指肠淋巴结,yi'shi'er'zhi'chang'lin'ba'jie
胰十二指肠上动脉,yi'shi'er'zhi'chang'shang'dong'mai
胰十二指肠上后动脉,yi'shi'er'zhi'chang'shang'hou'dong'mai
胰十二指肠上淋巴结,yi'shi'er'zhi'chang'shang'lin'ba'jie
胰十二指肠上前动脉,yi'shi'er'zhi'chang'shang'qian'dong'mai
胰十二指肠下动脉,yi'shi'er'zhi'chang'xia'dong'mai
胰十二指肠下淋巴结,yi'shi'er'zhi'chang'xia'lin'ba'jie
胰体,yi'ti
胰头,yi'tou
翼突,yi'tu
翼突脑膜动脉,yi'tu'nao'mo'dong'mai
翼突内侧板,yi'tu'nei'ce'ban
翼突内外侧板,yi'tu'nei'wai'ce'ban
翼突外侧板,yi'tu'wai'ce'ban
翼突下颌缝,yi'tu'xia'he'feng
翼外肌,yi'wai'ji
翼外肌神经,yi'wai'ji'shen'jing
胰尾,yi'wei
胰尾动脉,yi'wei'dong'mai
翼窝,yi'wo
胰下动脉,yi'xia'dong'mai
胰下淋巴结,yi'xia'lin'ba'jie
翼咽部,yi'yan'bu
胰支,yi'zhi
抑制性突触,yi'zhi'xing'tu'chu
翼状壁,yi'zhuang'bi
翼状襞,yi'zhuang'bi
乙状窦,yi'zhuang'dou
乙状窦沟,yi'zhuang'dou'gou
乙状结肠,yi'zhuang'jie'chang
乙状结肠动脉,yi'zhuang'jie'chang'dong'mai
乙状结肠间隐窝,yi'zhuang'jie'chang'jian'yin'wo
乙状结肠静脉,yi'zhuang'jie'chang'jing'mai
乙状结肠淋巴结,yi'zhuang'jie'chang'lin'ba'jie
乙状结肠系膜,yi'zhuang'jie'chang'xi'mo
翼状韧带,yi'zhuang'ren'dai
阴部管,yin'bu'guan
阴部内动脉,yin'bu'nei'dong'mai
阴部内静脉,yin'bu'nei'jing'mai
阴部神经,yin'bu'shen'jing
阴部外动脉,yin'bu'wai'dong'mai
阴部外静脉,yin'bu'wai'jing'mai
蚓垂,yin'chui
阴唇后静脉,yin'chun'hou'jing'mai
阴唇后神经,yin'chun'hou'shen'jing
阴唇后支,yin'chun'hou'zhi
阴唇系带,yin'chun'ji'dai
阴唇前静脉,yin'chun'qian'jing'mai
阴唇前神经,yin'chun'qian'shen'jing
阴唇前支,yin'chun'qian'zhi
阴道,yin'dao
阴道动脉,yin'dao'dong'mai
阴道静脉丛,yin'dao'jing'mai'cong
阴道口,yin'dao'kou
阴道尿道隆嵴,yin'dao'niao'dao'long'ji
阴道旁淋巴结,yin'dao'pang'lin'ba'jie
阴道前庭,yin'dao'qian'ting
阴道前庭窝,yin'dao'qian'ting'wo
阴道穹,yin'dao'qiong
阴道神经,yin'dao'shen'jing
阴道褶,yin'dao'zhe
阴道支,yin'dao'zhi
阴蒂,yin'di
阴蒂包皮,yin'di'bao'pi
阴蒂背动脉,yin'di'bei'dong'mai
阴蒂背浅静脉,yin'di'bei'qian'jing'mai
阴蒂背神经,yin'di'bei'shen'jing
阴蒂背深静脉,yin'di'bei'shen'jing'mai
阴蒂海绵体,yin'di'hai'mian'ti
阴蒂海绵体神经,yin'di'hai'mian'ti'shen'jing
阴蒂系带,yin'di'ji'dai
阴蒂脚,yin'di'jiao
阴蒂筋膜,yin'di'jin'mo
阴蒂深动脉,yin'di'shen'dong'mai
阴蒂深静脉,yin'di'shen'jing'mai
阴蒂体,yin'di'ti
阴蒂头,yin'di'tou
阴蒂悬韧带,yin'di'xuan'ren'dai
阴阜,yin'fu
龈沟,yin'gou
蚓结节,yin'jie'jie
阴茎,yin'jing
阴茎包皮,yin'jing'bao'pi
阴茎背,yin'jing'bei
阴茎背动脉,yin'jing'bei'dong'mai
阴茎背浅静脉,yin'jing'bei'qian'jing'mai
阴茎背神经,yin'jing'bei'shen'jing
阴茎背深静脉,yin'jing'bei'shen'jing'mai
阴茎缝,yin'jing'feng
阴茎根,yin'jing'gen
阴茎海绵体,yin'jing'hai'mian'ti
阴茎海绵体白膜,yin'jing'hai'mian'ti'bai'mo
阴茎海绵体腔,yin'jing'hai'mian'ti'qiang
阴茎海绵体神经,yin'jing'hai'mian'ti'shen'jing
阴茎海绵体小梁,yin'jing'hai'mian'ti'xiao'liang
阴茎脚,yin'jing'jiao
阴茎颈,yin'jing'jing
隐静脉裂孔,yin'jing'mai'lie'kong
阴茎襻状韧带,yin'jing'pan'zhuang'ren'dai
阴茎浅筋膜,yin'jing'qian'jin'mo
阴茎深动脉,yin'jing'shen'dong'mai
阴茎深筋膜,yin'jing'shen'jin'mo
阴茎深静脉,yin'jing'shen'jing'mai
阴茎体,yin'jing'ti
阴茎头,yin'jing'tou
阴茎头冠,yin'jing'tou'guan
阴茎头中隔,yin'jing'tou'zhong'ge
阴茎悬韧带,yin'jing'xuan'ren'dai
阴茎中隔,yin'jing'zhong'ge
阴毛,yin'mao
阴囊,yin'nang
阴囊缝,yin'nang'feng
阴囊后静脉,yin'nang'hou'jing'mai
阴囊后神经,yin'nang'hou'shen'jing
阴囊后支,yin'nang'hou'zhi
阴囊前静脉,yin'nang'qian'jing'mai
阴囊前神经,yin'nang'qian'shen'jing
阴囊前支,yin'nang'qian'zhi
阴囊中隔,yin'nang'zhong'ge
银染色,yin'ran'se
龈乳头,yin'ru'tou
蚓上静脉,yin'shang'jing'mai
隐神经,yin'shen'jing
蚓下静脉,yin'xia'jing'mai
蚓小结,yin'xiao'jie
蚓叶,yin'ye
隐缘,yin'yuan
龈缘,yin'yuan
隐支,yin'zhi
蚓状肌,yin'zhuang'ji
蚓锥体,yin'zhui'ti
硬腭,ying'e
荧光素标记法,ying'guang'su'biao'ji'fa
荧光组织化学法,ying'guang'zu'zhi'hua'xue'fa
硬脊膜,ying'ji'mo
硬膜,ying'mo
硬膜外隙,ying'mo'wai'xi
硬膜外脂肪,ying'mo'wai'zhi'fang
硬膜下隙,ying'mo'xia'xi
硬脑膜,ying'nao'mo
硬脑膜窦,ying'nao'mo'dou
应用解剖学,ying'yong'jie'pou'xue
鹰嘴,ying'zui
鹰嘴腱内囊,ying'zui'jian'nei'nang
鹰嘴皮下囊,ying'zui'pi'xia'nang
鹰嘴窝,ying'zui'wo
右板,you'ban
右半月瓣,you'ban'yue'ban
右部,you'bu
右房静脉,you'fang'jing'mai
右房室瓣,you'fang'shi'ban
右房室口,you'fang'shi'kou
右肺,you'fei
右肺动脉,you'fei'dong'mai
右肺上静脉,you'fei'shang'jing'mai
右肺上叶,you'fei'shang'ye
右肺上叶支气管,you'fei'shang'ye'zhi'qi'guan
右肺水平裂,you'fei'shui'ping'lie
右肺下静脉,you'fei'xia'jing'mai
右肺下叶,you'fei'xia'ye
右肺下叶支气管,you'fei'xia'ye'zhi'qi'guan
右肺中叶,you'fei'zhong'ye
右肺中叶支气管,you'fei'zhong'ye'zhi'qi'guan
右腹下神经,you'fu'xia'shen'jing
右睾丸静脉,you'gao'wan'jing'mai
右冠状动脉,you'guan'zhuang'dong'mai
右后外侧支,you'hou'wai'ce'zhi
有机质,you'ji'zhi
右脚,you'jiao
右结肠动脉,you'jie'chang'dong'mai
右结肠静脉,you'jie'chang'jing'mai
右结肠淋巴结,you'jie'chang'lin'ba'jie
右颈干,you'jing'gan
右肋间上静脉,you'lei'jian'shang'jing'mai
右淋巴导管,you'lin'ba'dao'guan
右卵巢静脉,you'luan'chao'jing'mai
幽门,you'men
幽门部,you'men'bu
幽门窦,you'men'dou
幽门管,you'men'guan
幽门后淋巴结,you'men'hou'lin'ba'jie
幽门括约肌,you'men'kuo'yue'ji
幽门淋巴结,you'men'lin'ba'jie
幽门平面,you'men'ping'mian
幽门前静脉,you'men'qian'jing'mai
幽门上淋巴结,you'men'shang'lin'ba'jie
幽门下淋巴结,you'men'xia'lin'ba'jie
右曲动脉,you'qu'dong'mai
右三角韧带,you'san'jiao'ren'dai
右上肺静脉,you'shang'fei'jing'mai
右上肢,you'shang'zhi
右肾上腺静脉,you'shen'shang'xian'jing'mai
右室前静脉,you'shi'qian'jing'mai
右束支,you'shu'zhi
有髓神经纤维,you'sui'shen'jing'xian'wei
右锁骨下干,you'suo'gu'xia'gan
右头臂静脉,you'tou'bi'jing'mai
右下肺静脉,you'xia'fei'jing'mai
右下肢,you'xia'zhi
右纤维环,you'xian'wei'huan
右纤维三角,you'xian'wei'san'jiao
右心耳,you'xin'er
右心房,you'xin'fang
右心室,you'xin'shi
右腰干,you'yao'gan
右腰淋巴结,you'yao'lin'ba'jie
右叶,you'ye
右缘,you'yuan
右缘静脉,you'yuan'jing'mai
右缘支,you'yuan'zhi
右支,you'zhi
釉质,you'zhi
右支气管纵隔干,you'zhi'qi'guan'zong'ge'gan
右主支气管,you'zhu'zhi'qi'guan
盂唇,yu'chun
盂肱关节,yu'gong'guan'jie
盂肱韧带,yu'gong'ren'dai
羽肌,yu'ji
鱼际,yu'ji
鱼际纹,yu'ji'wen
盂上结节,yu'shang'jie'jie
盂下结节,yu'xia'jie'jie
羽状肌,yu'zhuang'ji
缘部,yuan'bu
远侧,yuan'ce
缘层,yuan'ceng
原动肌,yuan'dong'ji
原发,yuan'fa
原发骨化点,yuan'fa'gu'hua'dian
远固定,yuan'gu'ding
缘嵴,yuan'ji
缘结节,yuan'jie'jie
远节指骨,yuan'jie'zhi'gu
远节趾骨,yuan'jie'zhi'gu
远节指骨粗隆,yuan'jie'zhi'gu'cu'long
远节趾骨粗隆,yuan'jie'zhi'gu'cu'long
圆孔,yuan'kong
原裂,yuan'lie
原皮质,yuan'pi'zhi
缘上回,yuan'shang'hui
原小脑,yuan'xiao'nao
缘支,yuan'zhi
远中面,yuan'zhong'mian
圆锥乳头,yuan'zhui'ru'tou
月骨,yue'gu
约束弓,yue'shu'gong
月状沟,yue'zhuang'gou
月状面,yue'zhuang'mian
运动根,yun'dong'gen
运动解剖学,yun'dong'jie'pou'xue
运动神经,yun'dong'shen'jing
运动神经元,yun'dong'shen'jing'yuan
运动系,yun'dong'xi
运动系统,yun'dong'xi'tong
载距突,zai'ju'tu
脏层,zang'ceng
脏腹膜,zang'fu'mo
脏面,zang'mian
脏胸膜,zang'xiong'mo
展肌,zhan'ji
展旁核,zhan'pang'he
展神经,zhan'shen'jing
展神经核,zhan'shen'jing'he
掌背动脉,zhang'bei'dong'mai
掌背静脉,zhang'bei'jing'mai
掌侧,zhang'ce
掌侧韧带,zhang'ce'ren'dai
掌长肌,zhang'chang'ji
掌短肌,zhang'duan'ji
掌骨,zhang'gu
掌骨背侧韧带,zhang'gu'bei'ce'ren'dai
掌骨底,zhang'gu'di
掌骨骨间韧带,zhang'gu'gu'jian'ren'dai
掌骨间,zhang'gu'jian
掌骨间关节,zhang'gu'jian'guan'jie
掌骨间隙,zhang'gu'jian'xi
掌骨深横韧带,zhang'gu'shen'heng'ren'dai
掌骨体,zhang'gu'ti
掌骨头,zhang'gu'tou
掌骨头间静脉,zhang'gu'tou'jian'jing'mai
掌骨掌侧韧带,zhang'gu'zhang'ce'ren'dai
掌腱膜,zhang'jian'mo
掌浅弓,zhang'qian'gong
掌浅横韧带,zhang'qian'heng'ren'dai
掌浅静脉弓,zhang'qian'jing'mai'gong
掌浅支,zhang'qian'zhi
掌深弓,zhang'shen'gong
掌深静脉弓,zhang'shen'jing'mai'gong
掌深支,zhang'shen'zhi
掌心动脉,zhang'xin'dong'mai
掌心静脉,zhang'xin'jing'mai
掌远纹,zhang'yuan'wen
掌指关节,zhang'zhi'guan'jie
掌中纹,zhang'zhong'wen
褶柱,zhe'zhu
枕板障静脉,zhen'ban'zhang'jing'mai
砧锤关节,zhen'chui'guan'jie
枕大神经,zhen'da'shen'jing
枕导静脉,zhen'dao'jing'mai
砧镫关节,zhen'deng'guan'jie
枕动脉,zhen'dong'mai
枕动脉沟,zhen'dong'mai'gou
枕窦,zhen'dou
枕窦沟,zhen'dou'gou
枕额肌,zhen'e'ji
枕腹,zhen'fu
枕骨,zhen'gu
砧骨,zhen'gu
砧骨襞,zhen'gu'bi
枕骨大孔,zhen'gu'da'kong
砧骨后韧带,zhen'gu'hou'ren'dai
枕骨髁,zhen'gu'ke
真骨盆,zhen'gu'pen
砧骨上韧带,zhen'gu'shang'ren'dai
砧骨体,zhen'gu'ti
砧骨窝,zhen'gu'wo
枕骨斜坡,zhen'gu'xie'po
枕核,zhen'he
枕横沟,zhen'heng'gou
枕后点,zhen'hou'dian
枕极,zhen'ji
枕角,zhen'jiao
枕静脉,zhen'jing'mai
枕髁,zhen'ke
真肋,zhen'lei
枕鳞,zhen'lin
枕淋巴结,zhen'lin'ba'jie
枕内后结合,zhen'nei'hou'jie'he
枕内嵴,zhen'nei'ji
枕内结合,zhen'nei'jie'he
枕内隆凸,zhen'nei'long'tu
枕内隆突,zhen'nei'long'tu
枕内前结合,zhen'nei'qian'jie'he
枕颞沟,zhen'nie'gou
枕颞内侧回,zhen'nie'nei'ce'hui
枕颞内外侧回,zhen'nie'nei'wai'ce'hui
枕颞外侧回,zhen'nie'wai'ce'hui
枕颞支,zhen'nie'zhi
真皮,zhen'pi
枕平面,zhen'ping'mian
枕钳,zhen'qian
枕前切迹,zhen'qian'qie'ji
枕区,zhen'qu
枕乳缝,zhen'ru'feng
枕乳突缝,zhen'ru'tu'feng
枕三角,zhen'san'jiao
枕外嵴,zhen'wai'ji
枕外隆凸,zhen'wai'long'tu
枕外隆突,zhen'wai'long'tu
枕外隆凸点,zhen'wai'long'tu'dian
枕下肌,zhen'xia'ji
枕下静脉丛,zhen'xia'jing'mai'cong
枕下神经,zhen'xia'shen'jing
枕小神经,zhen'xiao'shen'jing
枕囟,zhen'xin
枕叶,zhen'ye
枕叶静脉,zhen'ye'jing'mai
枕叶内侧动脉,zhen'ye'nei'ce'dong'mai
枕叶外侧动脉,zhen'ye'wai'ce'dong'mai
枕缘,zhen'yuan
枕支,zhen'zhi
正中弓状韧带,zheng'zhong'gong'zhuang'ren'dai
正中沟,zheng'zhong'gou
正中核,zheng'zhong'he
正中隆起,zheng'zhong'long'qi
正中旁小叶,zheng'zhong'pang'xiao'ye
正中神经,zheng'zhong'shen'jing
正中神经伴行动脉,zheng'zhong'shen'jing'ban'xing'dong'mai
正中神经返支,zheng'zhong'shen'jing'fan'zhi
正中神经掌支,zheng'zhong'shen'jing'zhang'zhi
指背动脉,zhi'bei'dong'mai
趾背动脉,zhi'bei'dong'mai
跖背动脉,zhi'bei'dong'mai
趾背静脉,zhi'bei'jing'mai
跖背静脉,zhi'bei'jing'mai
指背神经,zhi'bei'shen'jing
趾背神经,zhi'bei'shen'jing
直部,zhi'bu
直肠,zhi'chang
直肠横襞,zhi'chang'heng'bi
直肠壶腹,zhi'chang'hu'fu
直肠静脉丛,zhi'chang'jing'mai'cong
直肠尿道肌,zhi'chang'niao'dao'ji
直肠膀胱膈,zhi'chang'pang'guang'ge
直肠膀胱肌,zhi'chang'pang'guang'ji
直肠膀胱陷凹,zhi'chang'pang'guang'xian'ao
直肠旁淋巴结,zhi'chang'pang'lin'ba'jie
趾长屈肌,zhi'chang'qu'ji
趾长屈肌腱鞘,zhi'chang'qu'ji'jian'qiao
直肠上丛,zhi'chang'shang'cong
直肠上动脉,zhi'chang'shang'dong'mai
直肠上静脉,zhi'chang'shang'jing'mai
直肠上淋巴结,zhi'chang'shang'lin'ba'jie
直肠上下动脉,zhi'chang'shang'xia'dong'mai
趾长伸肌,zhi'chang'shen'ji
趾长伸肌腱鞘,zhi'chang'shen'ji'jian'qiao
直肠尾骨肌,zhi'chang'wei'gu'ji
直肠下丛,zhi'chang'xia'cong
直肠下动脉,zhi'chang'xia'dong'mai
直肠下静脉,zhi'chang'xia'jing'mai
直肠阴道隔,zhi'chang'yin'dao'ge
直肠中丛,zhi'chang'zhong'cong
直肠子宫襞,zhi'chang'zi'gong'bi
直肠子宫肌,zhi'chang'zi'gong'ji
直肠子宫陷凹,zhi'chang'zi'gong'xian'ao
止点,zhi'dian
直动脉,zhi'dong'mai
直窦,zhi'dou
趾短屈肌,zhi'duan'qu'ji
趾短伸肌,zhi'duan'shen'ji
脂肪囊,zhi'fang'nang
脂肪组织,zhi'fang'zu'zhi
指骨,zhi'gu
趾骨,zhi'gu
跖骨,zhi'gu
趾骨背侧韧带,zhi'gu'bei'ce'ren'dai
跖骨背侧韧带,zhi'gu'bei'ce'ren'dai
指骨底,zhi'gu'di
趾骨底,zhi'gu'di
跖骨底,zhi'gu'di
跖骨骨间韧带,zhi'gu'gu'jian'ren'dai
指骨滑车,zhi'gu'hua'che
趾骨滑车,zhi'gu'hua'che
指骨间关节,zhi'gu'jian'guan'jie
趾骨间关节,zhi'gu'jian'guan'jie
跖骨间关节,zhi'gu'jian'guan'jie
跖骨间隙,zhi'gu'jian'xi
跖骨深横韧带,zhi'gu'shen'heng'ren'dai
指骨体,zhi'gu'ti
趾骨体,zhi'gu'ti
跖骨体,zhi'gu'ti
指骨头,zhi'gu'tou
趾骨头,zhi'gu'tou
跖骨头,zhi'gu'tou
跖骨头间静脉,zhi'gu'tou'jian'jing'mai
肢骨外上髁,zhi'gu'wai'shang'ke
趾骨足底韧带,zhi'gu'zu'di'ren'dai
跖骨足底韧带,zhi'gu'zu'di'ren'dai
指滑膜鞘,zhi'hua'mo'qiao
趾滑膜鞘,zhi'hua'mo'qiao
直回,zhi'hui
跖肌,zhi'ji
指甲,zhi'jia
趾甲,zhi'jia
跖间骨,zhi'jian'gu
指间关节,zhi'jian'guan'jie
指腱鞘,zhi'jian'qiao
趾腱鞘,zhi'jian'qiao
直接连结,zhi'jie'lian'jie
指近远侧纹,zhi'jin'yuan'ce'wen
直径,zhi'jing
致密部,zhi'mi'bu
脂膜,zhi'mo
支气管,zhi'qi'guan
支气管肺段,zhi'qi'guan'fei'duan
支气管肺门淋巴结,zhi'qi'guan'fei'men'lin'ba'jie
支气管静脉,zhi'qi'guan'jing'mai
支气管食管肌,zhi'qi'guan'shi'guan'ji
支气管树,zhi'qi'guan'shu
支气管支,zhi'qi'guan'zhi
跖浅横韧带,zhi'qian'heng'ren'dai
指浅屈肌,zhi'qian'qu'ji
跖屈,zhi'qu
指伸肌,zhi'shen'ji
指伸肌和示指伸肌腱鞘,zhi'shen'ji'he'shi'zhi'shen'ji'jian'qiao
指伸肌腱,zhi'shen'ji'jian
指深屈肌,zhi'shen'qu'ji
直头,zhi'tou
指纤维鞘,zhi'xian'wei'qiao
趾纤维鞘,zhi'xian'wei'qiao
直小动脉,zhi'xiao'dong'mai
直小静脉,zhi'xiao'jing'mai
智牙,zhi'ya
指掌侧固有动脉,zhi'zhang'ce'gu'you'dong'mai
指掌侧固有神经,zhi'zhang'ce'gu'you'shen'jing
指掌侧静脉,zhi'zhang'ce'jing'mai
指掌侧总动脉,zhi'zhang'ce'zong'dong'mai
指掌侧总神经,zhi'zhang'ce'zong'shen'jing
指趾骨,zhi'zhi'gu
跖趾关节,zhi'zhi'guan'jie
指中间纹,zhi'zhong'jian'wen
趾足底固有动脉,zhi'zu'di'gu'you'dong'mai
趾足底固有神经,zhi'zu'di'gu'you'shen'jing
趾足底静脉,zhi'zu'di'jing'mai
趾足底总动脉,zhi'zu'di'zong'dong'mai
趾足底总神经,zhi'zu'di'zong'shen'jing
终板,zhong'ban
终板旁回,zhong'ban'pang'hui
终板血管器,zhong'ban'xue'guan'qi
中鼻道,zhong'bi'dao
中鼻道前房,zhong'bi'dao'qian'fang
中鼻甲,zhong'bi'jia
终部,zhong'bu
终池,zhong'chi
中床突,zhong'chuang'tu
终动脉,zhong'dong'mai
中耳,zhong'er
中缝背核,zhong'feng'bei'he
中缝苍白核,zhong'feng'cang'bai'he
中缝大核,zhong'feng'da'he
中缝核,zhong'feng'he
中缝隐核,zhong'feng'yin'he
中副动脉,zhong'fu'dong'mai
中干,zhong'gan
中跟关节面,zhong'gen'guan'jie'mian
终核,zhong'he
中间带,zhong'jian'dai
中间腱,zhong'jian'jian
中间内侧核,zhong'jian'nei'ce'he
中间神经,zhong'jian'shen'jing
中间神经节,zhong'jian'shen'jing'jie
中间神经元,zhong'jian'shen'jing'yuan
中间外侧核,zhong'jian'wai'ce'he
中间线,zhong'jian'xian
中间线形核,zhong'jian'xian'xing'he
中间楔骨,zhong'jian'xie'gu
中间腰淋巴结,zhong'jian'yao'lin'ba'jie
中间支,zhong'jian'zhi
终结,zhong'jie
中结肠动脉,zhong'jie'chang'dong'mai
中结肠静脉,zhong'jie'chang'jing'mai
中结肠淋巴结,zhong'jie'chang'lin'ba'jie
中介核,zhong'jie'he
中节指骨,zhong'jie'zhi'gu
中节趾骨,zhong'jie'zhi'gu
中距关节面,zhong'ju'guan'jie'mian
重力弓,zhong'li'gong
中脑,zhong'nao
中脑顶盖,zhong'nao'ding'gai
中脑动脉,zhong'nao'dong'mai
中脑水管,zhong'nao'shui'guan
中筛斑,zhong'shai'ban
中筛窦,zhong'shai'dou
终神经,zhong'shen'jing
终神经节,zhong'shen'jing'jie
终室,zhong'shi
中枢神经系,zhong'shu'shen'jing'xi
中枢神经系统,zhong'shu'shen'jing'xi'tong
中枢支,zhong'shu'zhi
终丝,zhong'si
终纹,zhong'wen
终纹床核,zhong'wen'chuang'he
中线核群,zhong'xian'he'qun
中斜角肌,zhong'xie'jiao'ji
中心腱,zhong'xin'jian
中央,zhong'yang
中央凹,zhong'yang'ao
中央部,zhong'yang'bu
中央沟,zhong'yang'gou
中央沟动脉,zhong'yang'gou'dong'mai
中央骨,zhong'yang'gu
中央管,zhong'yang'guan
中央核,zhong'yang'he
中央后沟,zhong'yang'hou'gou
中央后沟动脉,zhong'yang'hou'gou'dong'mai
中央后回,zhong'yang'hou'hui
中央后支,zhong'yang'hou'zhi
中央灰质,zhong'yang'hui'zhi
中央静脉,zhong'yang'jing'mai
中央淋巴结,zhong'yang'lin'ba'jie
中央内侧核,zhong'yang'nei'ce'he
中央旁沟,zhong'yang'pang'gou
中央旁核,zhong'yang'pang'he
中央旁小叶,zhong'yang'pang'xiao'ye
中央前沟,zhong'yang'qian'gou
中央前沟动脉,zhong'yang'qian'gou'dong'mai
中央前回,zhong'yang'qian'hui
中央上核,zhong'yang'shang'he
中央外侧核,zhong'yang'wai'ce'he
中央小叶,zhong'yang'xiao'ye
中央小叶翼,zhong'yang'xiao'ye'yi
中央中核,zhong'yang'zhong'he
中叶,zhong'ye
中叶支,zhong'ye'zhi
中指,zhong'zhi
中轴骨,zhong'zhou'gu
中轴骨骼,zhong'zhou'gu'ge
中轴骨连结,zhong'zhou'gu'lian'jie
中纵隔,zhong'zong'ge
终足,zhong'zu
舟骨,zhou'gu
舟骨粗隆,zhou'gu'cu'long
肘骨间囊,zhou'gu'jian'nang
舟骨结节,zhou'gu'jie'jie
