阿魏,a'wei
二阴,er'yin
耳胀病,er'zhang'bing
耳胀耳闭病,er'zhang'er'bi'bing
儿枕痛,er'zhen'tong
儿枕作痛,er'zhen'zuo'tong
法半夏,fa'ban'xia
发背疽病,fa'bei'ju'bing
发表,fa'biao
发病,fa'bing
发黄,fa'huang
发狂,fa'kuang
法落海,fa'luo'hai
发热,fa're
发热期,fa're'qi
发散,fa'san
法夏,fa'xia
发颐病,fa'yi'bing
发于机先,fa'yu'ji'xian
发作期,fa'zuo'qi
反关脉,fan'guan'mai
番红花,fan'hong'hua
烦渴,fan'ke
反胃,fan'wei
翻胃,fan'wei
反胃病,fan'wei'bing
番泻叶,fan'xie'ye
反治,fan'zhi
防风,fang'feng
防风通圣散,fang'feng'tong'sheng'san
方海,fang'hai
防己,fang'ji
防己茯苓丸,fang'ji'fu'ling'wan
防己黄芪汤,fang'ji'huang'qi'tang
芳香化浊,fang'xiang'hua'zhuo
防已,fang'yi
肺癌,fei'ai
肺痹,fei'bi
肺朝百脉,fei'chao'bai'mai
肥疮病,fei'chuang'bing
飞刀剑,fei'dao'jian
肥儿丸,fei'er'wan
腓发病,fei'fa'bing
肺肝风热血热壅滞证,fei'gan'feng're'xue're'yong'zhi'zheng
肺肝风热证,fei'gan'feng're'zheng
肺寒,fei'han
肺寒证类,fei'han'zheng'lei
肺合皮毛,fei'he'pi'mao
飞琥珀,fei'hu'po
飞滑石,fei'hua'shi
肺火,fei'huo
肺津,fei'jin
肺经风热证,fei'jing'feng're'zheng
肺经热盛证,fei'jing're'sheng'zheng
肺经湿热壅结鼻窍证,fei'jing'shi're'yong'jie'bi'qiao'zheng
肺经湿热证,fei'jing'shi're'zheng
肺经受热痰湿凝滞证,fei'jing'shou're'tan'shi'ning'zhi'zheng
肺经受热证,fei'jing'shou're'zheng
肺经虚热证,fei'jing'xu're'zheng
肺经郁火证,fei'jing'yu'huo'zheng
肺经郁热犯鼻证,fei'jing'yu're'fan'bi'zheng
肺经瘀阻证,fei'jing'yu'zu'zheng
肺经蕴热邪毒外袭证,fei'jing'yun're'xie'du'wai'xi'zheng
肺经蕴热证,fei'jing'yun're'zheng
肺经燥热证,fei'jing'zao're'zheng
腓疽病,fei'ju'bing
肺厥,fei'jue
肺开窍于鼻,fei'kai'qiao'yu'bi
肺咳,fei'ke
肺痨,fei'lao
肺痨病,fei'lao'bing
飞廉草,fei'lian'cao
肺络不畅证,fei'luo'bu'chang'zheng
肺络张,fei'luo'zhang
肺氯虚寒证,fei'lv'xu'han'zheng
肥胖病,fei'pang'bing
肺脾积热证,fei'pi'ji're'zheng
肺脾两虚,fei'pi'liang'xu
肺脾两虚邪滞鼻窍证,fei'pi'liang'xu'xie'zhi'bi'qiao'zheng
肺脾两虚证,fei'pi'liang'xu'zheng
肺脾气虚证,fei'pi'qi'xu'zheng
肺脾肾阳虚证,fei'pi'shen'yang'xu'zheng
肺脾湿热证,fei'pi'shi're'zheng
肺脾同病,fei'pi'tong'bing
肥气,fei'qi
肺气,fei'qi
肺气不宣,fei'qi'bu'xuan
肺气上逆,fei'qi'shang'ni
肺气衰竭证,fei'qi'shuai'jie'zheng
肺气虚,fei'qi'xu
肺气虚鼻塞证,fei'qi'xu'bi'sai'zheng
肺气虚证,fei'qi'xu'zheng
肺气阴两虚证,fei'qi'yin'liang'xu'zheng
肺气郁痹证,fei'qi'yu'bi'zheng
肺热便秘,fei're'bian'mi
肺热病,fei're'bing
肺热发疹证,fei're'fa'zhen'zheng
肺热津伤筋失濡润证,fei're'jin'shang'jin'shi'ru'run'zheng
肺热津伤证,fei're'jin'shang'zheng
肺热亢盛证,fei're'kang'sheng'zheng
肺热气壅证,fei're'qi'yong'zheng
肺热上郁证,fei're'shang'yu'zheng
肺热失宣证,fei're'shi'xuan'zheng
肺热下移证,fei're'xia'yi'zheng
肺热血热证,fei're'xue're'zheng
肺热血瘀证,fei're'xue'yu'zheng
肺热移肠证,fei're'yi'chang'zheng
肺热壅盛证,fei're'yong'sheng'zheng
肺热证,fei're'zheng
肺上通咽喉,fei'shang'tong'yan'hou
肺肾两虚,fei'shen'liang'xu
肺肾两虚证,fei'shen'liang'xu'zheng
肺肾气虚,fei'shen'qi'xu
肺肾气虚证,fei'shen'qi'xu'zheng
肺肾阳虚证,fei'shen'yang'xu'zheng
肺肾阴虚证,fei'shen'yin'xu'zheng
肺实,fei'shi
肺失清肃,fei'shi'qing'su
肺失肃降,fei'shi'su'jiang
肺失治节水道不利证,fei'shi'zhi'jie'shui'dao'bu'li'zheng
肺衰,fei'shuai
肺衰病,fei'shuai'bing
肺水,fei'shui
肺司水道,fei'si'shui'dao
肺司肃降,fei'si'su'jiang
肺司通调,fei'si'tong'tiao
肺司宣化,fei'si'xuan'hua
肺萎,fei'wei
肺卫,fei'wei
肺痿病,fei'wei'bing
肺卫不固证,fei'wei'bu'gu'zheng
肺胃积热证,fei'wei'ji're'zheng
肺卫气虚证,fei'wei'qi'xu'zheng
肺为气之主,fei'wei'qi'zhi'zhu
肺胃热盛证,fei'wei're'sheng'zheng
肺胃实热证,fei'wei'shi're'zheng
肺胃湿热证,fei'wei'shi're'zheng
肺为水之上源,fei'wei'shui'zhi'shang'yuan
肺胃阴伤证,fei'wei'yin'shang'zheng
肺胃蕴热证,fei'wei'yun're'zheng
肺胃燥热证,fei'wei'zao're'zheng
肺为贮痰之器,fei'wei'zhu'tan'zhi'qi
肺系病类,fei'xi'bing'lei
肺心病,fei'xin'bing
肺形草,fei'xing'cao
肺虚,fei'xu
肺虚不固证,fei'xu'bu'gu'zheng
肺虚感寒证,fei'xu'gan'han'zheng
肺虚邪滞证,fei'xu'xie'zhi'zheng
肺虚燥证,fei'xu'zao'zheng
肺炎喘嗽病,fei'yan'chuan'sou'bing
飞扬草,fei'yang'cao
飞杨草,fei'yang'cao
飞扬喉病,fei'yang'hou'bing
肺阳虚证,fei'yang'xu'zheng
肺阴不足证,fei'yin'bu'zu'zheng
肺阴火旺证,fei'yin'huo'wang'zheng
肺阴亏耗证,fei'yin'kui'hao'zheng
肺阴亏虚证,fei'yin'kui'xu'zheng
肺阴伤证,fei'yin'shang'zheng
肺阴虚,fei'yin'xu
肺阴虚证,fei'yin'xu'zheng
肺痈,fei'yong
肺痈病,fei'yong'bing
肺与大肠相表里,fei'yu'da'chang'xiang'biao'li
肺脏亏虚证,fei'zang'kui'xu'zheng
肺燥肠闭证,fei'zao'chang'bi'zheng
肺燥肠热络伤咳血证,fei'zao'chang're'luo'shang'ke'xue'zheng
肺燥肠热证,fei'zao'chang're'zheng
肺燥津伤证,fei'zao'jin'shang'zheng
肺燥伤阴证,fei'zao'shang'yin'zheng
肺燥郁热证,fei'zao'yu're'zheng
肺燥证,fei'zao'zheng
肺胀,fei'zhang
肺胀病,fei'zhang'bing
肥知母,fei'zhi'mu
肺主皮毛,fei'zhu'pi'mao
肺主气,fei'zhu'qi
肺主一身之气,fei'zhu'yi'shen'zhi'qi
肺主治节,fei'zhu'zhi'jie
榧子,fei'zi
粉萆薢,fen'bi'xie
粉刺病,fen'ci'bing
粉刺性乳痈病,fen'ci'xing'ru'yong'bing
粉葛,fen'ge
粉葛根,fen'ge'gen
分清别浊,fen'qing'bie'zhuo
粉条儿菜,fen'tiao'er'cai
风痹,feng'bi
风赤疮痍病,feng'chi'chuang'yi'bing
风动痰阻证,feng'dong'tan'zu'zheng
风动痰阻浊邪上犯证,feng'dong'tan'zu'zhuo'xie'shang'fan'zheng
风毒入里证,feng'du'ru'li'zheng
风毒在表证,feng'du'zai'biao'zheng
风毒证,feng'du'zheng
蜂房,feng'fang
风痱,feng'fei
风关,feng'guan
风寒,feng'han
风寒闭肺证,feng'han'bi'fei'zheng
风寒痹阻证,feng'han'bi'zu'zheng
风寒犯肺证,feng'han'fan'fei'zheng
风寒犯目证,feng'han'fan'mu'zheng
风寒化热证,feng'han'hua're'zheng
风寒湿痹证,feng'han'shi'bi'zheng
风寒湿邪证,feng'han'shi'xie'zheng
风寒湿阻证,feng'han'shi'zu'zheng
风寒束表证,feng'han'shu'biao'zheng
风寒束肺,feng'han'shu'fei
风寒束肺证,feng'han'shu'fei'zheng
风寒外袭证,feng'han'wai'xi'zheng
风寒袭表证,feng'han'xi'biao'zheng
风寒袭肺证,feng'han'xi'fei'zheng
风寒袭喉证,feng'han'xi'hou'zheng
风寒证,feng'han'zheng
风寒阻络证,feng'han'zu'luo'zheng
风化硝,feng'hua'xiao
凤凰衣,feng'huang'yi
风火蔽窍证,feng'huo'bi'qiao'zheng
风火毒证,feng'huo'du'zheng
风火攻目证,feng'huo'gong'mu'zheng
风火内动证,feng'huo'nei'dong'zheng
风火热毒炽盛证,feng'huo're'du'chi'sheng'zheng
风火上攻证,feng'huo'shang'gong'zheng
风火上扰清窍证,feng'huo'shang'rao'qing'qiao'zheng
风火上扰证,feng'huo'shang'rao'zheng
风火上炎痰热闭窍证,feng'huo'shang'yan'tan're'bi'qiao'zheng
风火上炎证,feng'huo'shang'yan'zheng
风火眼痛,feng'huo'yan'tong
风火证,feng'huo'zheng
风茄花,feng'jia'hua
风厥,feng'jue
蜂蜡,feng'la
风轮赤豆病,feng'lun'chi'dou'bing
风轮热毒证,feng'lun're'du'zheng
风轮湿热证,feng'lun'shi're'zheng
蜂蜜,feng'mi
风能胜湿,feng'neng'sheng'shi
风热,feng're
风热闭肺心气虚衰证,feng're'bi'fei'xin'qi'xu'shuai'zheng
风热闭肺证,feng're'bi'fei'zheng
风热疮病,feng're'chuang'bing
风热毒蕴证,feng're'du'yun'zheng
风热犯肺鼻息不利证,feng're'fan'fei'bi'xi'bu'li'zheng
风热犯肺证,feng're'fan'fei'zheng
风热犯喉证,feng're'fan'hou'zheng
风热化火证,feng're'hua'huo'zheng
风热俱盛证,feng're'ju'sheng'zheng
风热客睑证,feng're'ke'jian'zheng
风热偏盛证,feng're'pian'sheng'zheng
风热上犯证,feng're'shang'fan'zheng
风热上攻证,feng're'shang'gong'zheng
风热伤络证,feng're'shang'luo'zheng
风热上扰证,feng're'shang'rao'zheng
风热湿毒壅盛证,feng're'shi'du'yong'sheng'zheng
风热湿邪浸渍证,feng're'shi'xie'jin'zi'zheng
风热痰毒证,feng're'tan'du'zheng
风热痰凝证,feng're'tan'ning'zheng
风热停留证,feng're'ting'liu'zheng
风热外犯证,feng're'wai'fan'zheng
风热外侵证,feng're'wai'qin'zheng
风热外袭肺经有热证,feng're'wai'xi'fei'jing'you're'zheng
风热外袭证,feng're'wai'xi'zheng
风热袭表证,feng're'xi'biao'zheng
风热袭肺证,feng're'xi'fei'zheng
风热邪毒外侵证,feng're'xie'du'wai'qin'zheng
风热邪毒证,feng're'xie'du'zheng
风热血热证,feng're'xue're'zheng
风热血燥证,feng're'xue'zao'zheng
风热疫毒证,feng're'yi'du'zheng
风热壅目证,feng're'yong'mu'zheng
风热壅盛证,feng're'yong'sheng'zheng
风热蕴肤证,feng're'yun'fu'zheng
风热蕴肌证,feng're'yun'ji'zheng
风热在表证,feng're'zai'biao'zheng
风热证,feng're'zheng
风热阻络证,feng're'zu'luo'zheng
风瘙风病,feng'sao'feng'bing
风痧病,feng'sha'bing
风伤肠络证,feng'shang'chang'luo'zheng
风盛脾虚证,feng'sheng'pi'xu'zheng
风盛血燥证,feng'sheng'xue'zao'zheng
风湿,feng'shi
风湿痹病,feng'shi'bi'bing
风湿毒聚证,feng'shi'du'ju'zheng
风湿化火证,feng'shi'hua'huo'zheng
风湿化热证,feng'shi'hua're'zheng
风湿凌目证,feng'shi'ling'mu'zheng
风湿热盛证,feng'shi're'sheng'zheng
风湿热邪攻目证,feng'shi're'xie'gong'mu'zheng
风湿热郁证,feng'shi're'yu'zheng
风湿热证,feng'shi're'zheng
风湿相搏,feng'shi'xiang'bo
风湿郁热证,feng'shi'yu're'zheng
风湿蕴肤证,feng'shi'yun'fu'zheng
风湿蕴结证,feng'shi'yun'jie'zheng
风湿证,feng'shi'zheng
风湿滞表证,feng'shi'zhi'biao'zheng
风水,feng'shui
风水泛滥,feng'shui'fan'lan
风水泛滥证,feng'shui'fan'lan'zheng
风水相搏证,feng'shui'xiang'bo'zheng
风痰闭窍证,feng'tan'bi'qiao'zheng
风痰闭阻证,feng'tan'bi'zu'zheng
风痰入络证,feng'tan'ru'luo'zheng
风痰上攻证,feng'tan'shang'gong'zheng
风痰上扰证,feng'tan'shang'rao'zheng
风痰瘀血痹阻脉络证,feng'tan'yu'xue'bi'zu'mai'luo'zheng
风痰瘀血证,feng'tan'yu'xue'zheng
风痰证,feng'tan'zheng
风痰阻络证,feng'tan'zu'luo'zheng
风团,feng'tuan
凤尾草,feng'wei'cao
风温,feng'wen
风温病,feng'wen'bing
风温肺热病,feng'wen'fei're'bing
风仙花,feng'xian'hua
凤仙花,feng'xian'hua
风消,feng'xiao
风邪,feng'xie
风邪犯耳证,feng'xie'fan'er'zheng
风邪犯肺证,feng'xie'fan'fei'zheng
风邪偏盛证,feng'xie'pian'sheng'zheng
风邪侵袭证,feng'xie'qin'xi'zheng
风邪热毒犯耳证,feng'xie're'du'fan'er'zheng
风邪热毒证,feng'xie're'du'zheng
风邪外袭经气痞塞证,feng'xie'wai'xi'jing'qi'pi'sai'zheng
风邪外袭证,feng'xie'wai'xi'zheng
风邪袭表证,feng'xie'xi'biao'zheng
风邪袭络证,feng'xie'xi'luo'zheng
风邪证,feng'xie'zheng
风邪阻络证,feng'xie'zu'luo'zheng
风眩,feng'xuan
风炎热毒证,feng'yan're'du'zheng
风阳内动证,feng'yang'nei'dong'zheng
风阳痰火证,feng'yang'tan'huo'zheng
风瘀证,feng'yu'zheng
风燥伤肺证,feng'zao'shang'fei'zheng
风燥证,feng'zao'zheng
风疹,feng'zhen
风重于热证,feng'zhong'yu're'zheng
佛甲草,fo'jia'cao
佛片,fo'pian
佛手,fo'shou
腹部内伤病,fu'bu'nei'shang'bing
腹部中寒证,fu'bu'zhong'han'zheng
麸炒苍术,fu'chao'cang'zhu
麸炒僵蚕,fu'chao'jiang'can
麸炒枳实,fu'chao'zhi'shi
复方大柴胡汤,fu'fang'da'chai'hu'tang
复方大承气汤,fu'fang'da'cheng'qi'tang
附骨疽病,fu'gu'ju'bing
复合脉,fu'he'mai
腐筋损骨证,fu'jin'sun'gu'zheng
妇科癌病,fu'ke'ai'bing
妇科瘤病,fu'ke'liu'bing
妇科证候,fu'ke'zheng'hou
伏梁,fu'liang
茯苓,fu'ling
茯苓皮,fu'ling'pi
茯苓丸,fu'ling'wan
伏龙肝,fu'long'gan
腹满时痛,fu'man'shi'tong
腹满痛,fu'man'tong
覆盆子,fu'pen'zi
复盆子,fu'pen'zi
腹皮,fu'pi
浮萍,fu'ping
伏气,fu'qi
腑气不通证,fu'qi'bu'tong'zheng
芙蓉花,fu'rong'hua
芙蓉叶,fu'rong'ye
茯神,fu'shen
伏神,fu'shen
浮石,fu'shi
腑实热结证,fu'shi're'jie'zheng
腑实阴伤证,fu'shi'yin'shang'zheng
伏暑病,fu'shu'bing
腐熟水谷,fu'shu'shui'gu
腹水,fu'shui
腐苔,fu'tai
腹痛,fu'tong
浮小麦,fu'xiao'mai
伏邪,fu'xie
复元活血汤,fu'yuan'huo'xue'tang
福泽泻,fu'ze'xie
腹胀病,fu'zhang'bing
腹胀满病,fu'zhang'man'bing
扶正,fu'zheng
腹中雷鸣,fu'zhong'lei'ming
附子,fu'zi
附子理中丸,fu'zi'li'zhong'wan
附子汤,fu'zi'tang
伽楠香,ga'nan'xiang
肝癌,gan'ai
疳病,gan'bing
肝不藏血,gan'bu'cang'xue
肝藏血,gan'cang'xue
甘草,gan'cao
甘草干姜茯苓白术汤,gan'cao'gan'jiang'fu'ling'bai'zhu'tang
甘草节,gan'cao'jie
甘草稍,gan'cao'shao
甘草泻心汤,gan'cao'xie'xin'tang
肝瘅,gan'dan
肝胆火炽风火攻目证,gan'dan'huo'chi'feng'huo'gong'mu'zheng
肝胆火炽证,gan'dan'huo'chi'zheng
肝胆火热证,gan'dan'huo're'zheng
肝胆火盛邪热外侵证,gan'dan'huo'sheng'xie're'wai'qin'zheng
肝胆火盛证,gan'dan'huo'sheng'zheng
肝胆火旺证,gan'dan'huo'wang'zheng
肝胆热毒证,gan'dan're'du'zheng
肝胆湿热,gan'dan'shi're
肝胆湿热犯耳证,gan'dan'shi're'fan'er'zheng
肝胆湿热上蒸证,gan'dan'shi're'shang'zheng'zheng
肝胆湿热证,gan'dan'shi're'zheng
肝胆相表里,gan'dan'xiang'biao'li
肝胆郁热证,gan'dan'yu're'zheng
肝胆瘀阻证,gan'dan'yu'zu'zheng
肝肺热盛证,gan'fei're'sheng'zheng
肝风内动,gan'feng'nei'dong
肝风内动风窜络脉证,gan'feng'nei'dong'feng'cuan'luo'mai'zheng
肝风内动阴虚风动证,gan'feng'nei'dong'yin'xu'feng'dong'zheng
肝风内动证,gan'feng'nei'dong'zheng
肝风痰浊证,gan'feng'tan'zhuo'zheng
肝风证,gan'feng'zheng
干疳证,gan'gan'zheng
肝火炽盛证,gan'huo'chi'sheng'zheng
肝火犯肺证,gan'huo'fan'fei'zheng
肝火犯胃证,gan'huo'fan'wei'zheng
肝火亢盛证,gan'huo'kang'sheng'zheng
肝火流筋证,gan'huo'liu'jin'zheng
肝火上扰清窍证,gan'huo'shang'rao'qing'qiao'zheng
肝火上扰证,gan'huo'shang'rao'zheng
肝火上炎,gan'huo'shang'yan
肝火上炎证,gan'huo'shang'yan'zheng
肝火湿热上攻证,gan'huo'shi're'shang'gong'zheng
肝火湿热证,gan'huo'shi're'zheng
肝火痰热证,gan'huo'tan're'zheng
肝火旺盛证,gan'huo'wang'sheng'zheng
肝积,gan'ji
疳积上目病,gan'ji'shang'mu'bing
疳积证,gan'ji'zheng
干姜,gan'jiang
干脚气,gan'jiao'qi
肝经风热证,gan'jing'feng're'zheng
肝经火盛证,gan'jing'huo'sheng'zheng
肝经积热证,gan'jing'ji're'zheng
肝经热盛证,gan'jing're'sheng'zheng
肝经实火,gan'jing'shi'huo
肝经湿热,gan'jing'shi're
肝经湿热证,gan'jing'shi're'zheng
肝经郁火证,gan'jing'yu'huo'zheng
肝经郁热证,gan'jing'yu're'zheng
肝厥,gan'jue
肝开窍于目,gan'kai'qiao'yu'mu
肝痨,gan'lao
肝瘤,gan'liu
甘露消毒丹,gan'lu'xiao'du'dan
甘露子,gan'lu'zi
甘麦大枣汤,gan'mai'da'zao'tang
感冒,gan'mao
感冒病,gan'mao'bing
泔茅术,gan'mao'shu
肝木犯胃证,gan'mu'fan'wei'zheng
肝癖,gan'pi
肝脾不和,gan'pi'bu'he
肝脾不调证,gan'pi'bu'tiao'zheng
肝脾亏虚证,gan'pi'kui'xu'zheng
肝脾两虚证,gan'pi'liang'xu'zheng
肝脾气滞证,gan'pi'qi'zhi'zheng
肝脾湿火证,gan'pi'shi'huo'zheng
肝脾湿热证,gan'pi'shi're'zheng
肝脾血瘀证,gan'pi'xue'yu'zheng
肝气,gan'qi
干漆,gan'qi
肝气乘脾证,gan'qi'cheng'pi'zheng
肝气犯胃,gan'qi'fan'wei
肝气犯胃证,gan'qi'fan'wei'zheng
肝气横逆,gan'qi'heng'ni
肝气郁结,gan'qi'yu'jie
肝气郁结气滞血瘀证,gan'qi'yu'jie'qi'zhi'xue'yu'zheng
肝气郁结证,gan'qi'yu'jie'zheng
肝气郁滞,gan'qi'yu'zhi
肝气郁滞证,gan'qi'yu'zhi'zheng
疳气证,gan'qi'zheng
肝热病,gan're'bing
肝热上扰证,gan're'shang'rao'zheng
感伤健眼证,gan'shang'jian'yan'zheng
肝肾不足证,gan'shen'bu'zu'zheng
肝肾亏损证,gan'shen'kui'sun'zheng
肝肾亏虚髓枯筋痿证,gan'shen'kui'xu'sui'ku'jin'wei'zheng
肝肾亏虚阴血不足证,gan'shen'kui'xu'yin'xue'bu'zu'zheng
肝肾亏虚证,gan'shen'kui'xu'zheng
肝肾两亏证,gan'shen'liang'kui'zheng
肝肾两虚约束无权证,gan'shen'liang'xu'yue'shu'wu'quan'zheng
肝肾两虚证,gan'shen'liang'xu'zheng
肝肾阴虚,gan'shen'yin'xu
肝肾阴虚风阳上扰证,gan'shen'yin'xu'feng'yang'shang'rao'zheng
肝肾阴虚肝阳上亢证,gan'shen'yin'xu'gan'yang'shang'kang'zheng
肝肾阴虚证,gan'shen'yin'xu'zheng
干石斛,gan'shi'hu
甘松,gan'song
甘松香,gan'song'xiang
甘遂,gan'sui
肝旺脾困证,gan'wang'pi'kun'zheng
肝旺脾弱,gan'wang'pi'ruo
肝旺脾虚证,gan'wang'pi'xu'zheng
肝胃不和,gan'wei'bu'he
肝胃不和证,gan'wei'bu'he'zheng
肝胃气滞证,gan'wei'qi'zhi'zheng
肝胃虚寒饮邪上犯证,gan'wei'xu'han'yin'xie'shang'fan'zheng
肝胃虚寒证,gan'wei'xu'han'zheng
肝胃阴虚证,gan'wei'yin'xu'zheng
肝胃郁热证,gan'wei'yu're'zheng
肝瘟,gan'wen
肝系病类,gan'xi'bing'lei
干陷证,gan'xian'zheng
干胁痛,gan'xie'tong
肝血不足风中脉络证,gan'xue'bu'zu'feng'zhong'mai'luo'zheng
肝血不足外感风邪证,gan'xue'bu'zu'wai'gan'feng'xie'zheng
肝血不足证,gan'xue'bu'zu'zheng
肝血亏虚证,gan'xue'kui'xu'zheng
干血内结证,gan'xue'nei'jie'zheng
肝血虚,gan'xue'xu
肝血虚证,gan'xue'xu'zheng
肝血瘀滞证,gan'xue'yu'zhi'zheng
肝阳暴亢风火上逆证,gan'yang'bao'kang'feng'huo'shang'ni'zheng
肝阳暴亢风火上扰证,gan'yang'bao'kang'feng'huo'shang'rao'zheng
肝阳暴亢证,gan'yang'bao'kang'zheng
肝阳化风痰热上扰证,gan'yang'hua'feng'tan're'shang'rao'zheng
肝阳化风证,gan'yang'hua'feng'zheng
肝阳上亢,gan'yang'shang'kang
肝阳上亢脉络瘀阻证,gan'yang'shang'kang'mai'luo'yu'zu'zheng
肝阳上亢痰邪阻窍证,gan'yang'shang'kang'tan'xie'zu'qiao'zheng
肝阳上亢证,gan'yang'shang'kang'zheng
肝阳上扰证,gan'yang'shang'rao'zheng
肝阳虚证,gan'yang'xu'zheng
干噫食臭,gan'yi'shi'chou
肝阴不足证,gan'yin'bu'zu'zheng
肝阴亏虚证,gan'yin'kui'xu'zheng
肝阴虚证,gan'yin'xu'zheng
肝痈,gan'yong
肝郁不舒证,gan'yu'bu'shu'zheng
肝郁胆热证,gan'yu'dan're'zheng
肝郁化火证,gan'yu'hua'huo'zheng
肝郁化热证,gan'yu'hua're'zheng
肝郁火旺证,gan'yu'huo'wang'zheng
肝郁脾虚,gan'yu'pi'xu
肝郁脾虚证,gan'yu'pi'xu'zheng
肝郁气滞气火上逆证,gan'yu'qi'zhi'qi'huo'shang'ni'zheng
肝郁气滞痰浊阻络证,gan'yu'qi'zhi'tan'zhuo'zu'luo'zheng
肝郁气滞证,gan'yu'qi'zhi'zheng
肝郁肾亏,gan'yu'shen'kui
肝郁肾虚证,gan'yu'shen'xu'zheng
肝郁湿热证,gan'yu'shi're'zheng
肝郁痰火证,gan'yu'tan'huo'zheng
肝郁痰凝证,gan'yu'tan'ning'zheng
肝郁血热证,gan'yu'xue're'zheng
肝郁血虚证,gan'yu'xue'xu'zheng
肝郁血瘀证,gan'yu'xue'yu'zheng
肝郁证,gan'yu'zheng
干燥病,gan'zao'bing
疳肿胀证,gan'zhong'zhang'zheng
肝著,gan'zhu
肝主筋,gan'zhu'jin
肝主谋虑,gan'zhu'mou'lv
肝主疏泄,gan'zhu'shu'xie
杠板,gang'ban
杠板归,gang'ban'gui
肛肠病混合痔病,gang'chang'bing'hun'he'zhi'bing
肛肠病内痔病,gang'chang'bing'nei'zhi'bing
肛肠病外痔病,gang'chang'bing'wai'zhi'bing
肛肠病痔病,gang'chang'bing'zhi'bing
肛裂病,gang'lie'bing
岗梅,gang'mei
肛门湿疡病,gang'men'shi'yang'bing
岗松,gang'song
肛痈病,gang'yong'bing
藁本,gao'ben
高风雀目病,gao'feng'qiao'mu'bing
膏肓,gao'huang
高良姜,gao'liang'jiang
膏淋病,gao'lin'bing
高热伤阴证,gao're'shang'yin'zheng
高原胸痹,gao'yuan'xiong'bi
葛根,ge'gen
葛根黄芩黄连汤,ge'gen'huang'qin'huang'lian'tang
葛花,ge'hua
蛤蚧,ge'jie
格拒,ge'ju
蛤壳,ge'ke
膈疝,ge'shan
隔山撬,ge'shan'qiao
膈下逐瘀汤,ge'xia'zhu'yu'tang
格阳证,ge'yang'zheng
格阴症,ge'yin'zheng
梗通草,geng'tong'cao
公丁香,gong'ding'xiang
攻毒杀虫止痒药,gong'du'sha'chong'zhi'yang'yao
攻坚,gong'jian
功劳木,gong'lao'mu
攻里,gong'li
宫外孕方,gong'wai'yun'fang
狗宝,gou'bao
狗肝菜,gou'gan'cai
狗肝草,gou'gan'cao
狗脊,gou'ji
佝偻病,gou'lou'bing
枸杞,gou'qi
枸杞子,gou'qi'zi
钩藤,gou'teng
钩藤饮,gou'teng'yin
钩吻,gou'wen
骨痹,gu'bi
骨痹病,gu'bi'bing
谷槽风,gu'cao'feng
骨槽风病,gu'cao'feng'bing
固冲汤,gu'chong'tang
蛊毒侵肺证,gu'du'qin'fei'zheng
骨节疼烦,gu'jie'teng'fan
固精,gu'jing
谷精草,gu'jing'cao
固经丸,gu'jing'wan
骨瘤病,gu'liu'bing
谷麦芽,gu'mai'ya
谷气,gu'qi
古山龙,gu'shan'long
骨伤科瘤病,gu'shang'ke'liu'bing
固肾,gu'shen
骨碎补,gu'sui'bu
骨痿,gu'wei
谷芽,gu'ya
臌胀,gu'zhang
谷胀,gu'zhang
鼓胀,gu'zhang
臌胀病,gu'zhang'bing
骨折病,gu'zhe'bing
骨蒸,gu'zheng
股肿病,gu'zhong'bing
瓜菜仁,gua'cai'ren
瓜蒂,gua'di
瓜姜皮,gua'jiang'pi
瓜蒌,gua'lou
瓜蒌皮,gua'lou'pi
瓜蒌仁,gua'lou'ren
瓜蒌散,gua'lou'san
瓜蒌薤白白酒汤,gua'lou'xie'bai'bai'jiu'tang
瓜蒌薤白半夏汤,gua'lou'xie'bai'ban'xia'tang
瓜蒌子,gua'lou'zi
瓜藤缠病,gua'teng'chan'bing
瓜萎根,gua'wei'gen
瓜萎仁,gua'wei'ren
瓜萎子,gua'wei'zi
瓜子金,gua'zi'jin
关白附,guan'bai'fu
关格,guan'ge
关格病,guan'ge'bing
官桂,guan'gui
关节痛,guan'jie'tong
关木通,guan'mu'tong
冠心苏合丸,guan'xin'su'he'wan
贯仲,guan'zhong
贯众,guan'zhong
广白,guang'bai
广肠,guang'chang
广陈皮,guang'chen'pi
光慈姑,guang'ci'gu
广丹,guang'dan
广地丁,guang'di'ding
广地龙,guang'di'long
广防己,guang'fang'ji
广防已,guang'fang'yi
广藿香,guang'huo'xiang
广霍香,guang'huo'xiang
广角,guang'jiao
广金钱草,guang'jin'qian'cao
广木香,guang'mu'xiang
光桃仁,guang'tao'ren
广郁金,guang'yu'jin
光枝勾,guang'zhi'gou
鬼白,gui'bai
龟板,gui'ban
龟板胶,gui'ban'jiao
龟背,gui'bei
鬼刺,gui'ci
龟甲,gui'jia
龟甲胶,gui'jia'jiao
鬼箭羽,gui'jian'yu
桂苓甘露饮,gui'ling'gan'lu'yin
鬼鹿二仙胶,gui'lu'er'xian'jiao
归脾汤,gui'pi'tang
归肾丸,gui'shen'wan
归尾,gui'wei
桂心,gui'xin
鬼针,gui'zhen
桂枝,gui'zhi
桂枝茯苓丸,gui'zhi'fu'ling'wan
桂枝加桂汤,gui'zhi'jia'gui'tang
桂枝加芍药汤,gui'zhi'jia'shao'yao'tang
桂枝尖,gui'zhi'jian
