阿魏,a'wei
桂枝汤,gui'zhi'tang
鬼珠,gui'zhu
滚痰丸,gun'tan'wan
果导,guo'dao
过岗龙,guo'gang'long
过路黄,guo'lu'huang
过熟期,guo'shu'qi
孩儿参,hai'er'can
海风藤,hai'feng'teng
海浮石,hai'fu'shi
海狗肾,hai'gou'shen
海金沙,hai'jin'sha
海金砂,hai'jin'sha
海龙,hai'long
海马,hai'ma
海螵蛸,hai'piao'xiao
海桐皮,hai'tong'pi
海芋,hai'yu
海藻,hai'zao
海蛰,hai'zhe
寒痹,han'bi
汗病,han'bing
蔊菜,han'cai
汗出肤冷,han'chu'fu'leng
汉宫秋,han'gong'qiu
寒积便秘,han'ji'bian'mi
汉肌松,han'ji'song
寒厥,han'jue
寒厥病,han'jue'bing
旱莲,han'lian
旱莲草,han'lian'cao
寒凉折火,han'liang'zhe'huo
寒凝胞中寒湿凝滞证,han'ning'bao'zhong'han'shi'ning'zhi'zheng
寒凝胞中阳虚内寒证,han'ning'bao'zhong'yang'xu'nei'han'zheng
寒凝胞中证,han'ning'bao'zhong'zheng
寒凝气聚证,han'ning'qi'ju'zheng
寒凝气滞证,han'ning'qi'zhi'zheng
寒凝心脉证,han'ning'xin'mai'zheng
寒凝血涩证,han'ning'xue'se'zheng
寒凝血瘀证,han'ning'xue'yu'zheng
寒凝阳衰证,han'ning'yang'shuai'zheng
寒凝瘀结证,han'ning'yu'jie'zheng
寒凝证,han'ning'zheng
旱芹,han'qin
寒热,han're
寒热并举,han're'bing'ju
寒热错杂证,han're'cuo'za'zheng
寒热腹泻,han're'fu'xie
寒热互结痞证,han're'hu'jie'pi'zheng
寒热相济,han're'xiang'ji
寒疝,han'shan
寒胜拘急,han'sheng'ju'ji
寒实结胸证,han'shi'jie'xiong'zheng
寒湿困脾,han'shi'kun'pi
寒湿困脾证,han'shi'kun'pi'zheng
寒湿凝聚证,han'shi'ning'ju'zheng
寒湿凝滞筋骨证,han'shi'ning'zhi'jin'gu'zheng
寒湿凝滞证,han'shi'ning'zhi'zheng
寒湿入络证,han'shi'ru'luo'zheng
寒湿瘀郁证,han'shi'yu'yu'zheng
寒湿瘀滞证,han'shi'yu'zhi'zheng
寒湿蕴肤证,han'shi'yun'fu'zheng
寒实证,han'shi'zheng
寒湿证,han'shi'zheng
寒实阻遏证,han'shi'zu'e'zheng
寒湿阻络证,han'shi'zu'luo'zheng
寒湿阻滞证,han'shi'zu'zhi'zheng
寒水,han'shui
寒水上泛证,han'shui'shang'fan'zheng
寒水石,han'shui'shi
寒痰证,han'tan'zheng
寒痰阻肺证,han'tan'zu'fei'zheng
汉桃叶,han'tao'ye
寒痛证,han'tong'zheng
汗为心液,han'wei'xin'ye
寒下,han'xia
寒邪,han'xie
寒邪犯肺浊阴上逆证,han'xie'fan'fei'zhuo'yin'shang'ni'zheng
寒邪犯胃证,han'xie'fan'wei'zheng
寒邪客胃证,han'xie'ke'wei'zheng
寒邪内积证,han'xie'nei'ji'zheng
寒邪内阻证,han'xie'nei'zu'zheng
寒邪凝固证,han'xie'ning'gu'zheng
寒邪偏盛证,han'xie'pian'sheng'zheng
寒邪外感证,han'xie'wai'gan'zheng
寒邪直中证,han'xie'zhi'zhong'zheng
汉医,han'yi
寒饮伏肺证,han'yin'fu'fei'zheng
寒饮射肺证,han'yin'she'fei'zheng
寒饮停肺证,han'yin'ting'fei'zheng
寒证,han'zheng
寒滞肠胃证,han'zhi'chang'wei'zheng
寒滞肝脉证,han'zhi'gan'mai'zheng
寒滞经络证,han'zhi'jing'luo'zheng
杭白菊,hang'bai'ju
行水,hang'shui
蒿本,hao'ben
蒿芩清胆汤,hao'qin'qing'dan'tang
合病,he'bing
鹤草酚,he'cao'fen
鹤草芽,he'cao'ya
荷蒂,he'di
和法,he'fa
荷梗,he'geng
合欢,he'huan
合欢花,he'huan'hua
合欢皮,he'huan'pi
合萌,he'meng
鹤虱,he'shi
何首乌,he'shou'wu
核桃仁,he'tao'ren
和胃,he'wei
鹤膝,he'xi
颌下痈病,he'xia'yong'bing
和血,he'xue
荷叶,he'ye
诃子,he'zi
诃子肉,he'zi'rou
黑菜,hei'cai
黑丑,hei'chou
黑疸,hei'dan
黑风藤,hei'feng'teng
黑老虎根,hei'lao'hu'gen
黑顺片,hei'shun'pian
黑苔,hei'tai
黑锡,hei'xi
黑芝麻,hei'zhi'ma
黑钻,hei'zuan
红斑型,hong'ban'xing
红大戟,hong'da'ji
红豆蔻,hong'dou'kou
红粉,hong'fen
红根,hong'gen
红根草,hong'gen'cao
红管药,hong'guan'yao
红蝴蝶疮病,hong'hu'die'chuang'bing
红花,hong'hua
红绛舌,hong'jiang'she
洪连,hong'lian
红毛七,hong'mao'qi
红毛五加皮,hong'mao'wu'jia'pi
虹桥,hong'qiao
红舌,hong'she
红参,hong'shen
红升,hong'sheng
红丝疔病,hong'si'ding'bing
红糖,hong'tang
红藤,hong'teng
红头草,hong'tou'cao
红药子,hong'yao'zi
喉痹,hou'bi
喉痹病,hou'bi'bing
喉病,hou'bing
喉底,hou'di
喉关,hou'guan
喉关痈病,hou'guan'yong'bing
喉菌病,hou'jun'bing
喉瘤病,hou'liu'bing
喉咙草,hou'long'cao
厚朴,hou'po
厚朴温中汤,hou'po'wen'zhong'tang
厚朴花,hou'pu'hua
后期,hou'qi
厚苔,hou'tai
猴头,hou'tou
喉癣病,hou'xuan'bing
后阴,hou'yin
喉痈,hou'yong
喉痈病,hou'yong'bing
猴枣,hou'zao
虎刺,hu'ci
虎耳草,hu'er'cao
护肝片,hu'gan'pian
虎骨,hu'gu
胡黄连,hu'huang'lian
狐惑病,hu'huo'bing
槲寄生,hu'ji'sheng
胡椒,hu'jiao
葫芦,hu'lu
葫芦巴,hu'lu'ba
葫芦茶,hu'lu'cha
琥珀,hu'po
狐疝病,hu'shan'bing
胡荽,hu'sui
胡桃,hu'tao
鹘眼凝睛病,hu'yan'ning'jing'bing
虎仗,hu'zhang
虎杖,hu'zhang
虎掌草,hu'zhang'cao
花槟榔,hua'bing'lang
花剥苔,hua'bo'tai
化虫丸,hua'chong'wan
华盖散,hua'gai'san
花椒,hua'jiao
滑精,hua'jing
滑精病,hua'jing'bing
化橘红,hua'ju'hong
化痞,hua'pi
花蕊石,hua'rui'shi
华山参,hua'shan'shen
滑石,hua'shi
滑胎,hua'tai
滑苔,hua'tai
滑胎病,hua'tai'bing
花翳白陷病,hua'yi'bai'xian'bing
化瘀,hua'yu
槐花,huai'hua
槐花米,huai'hua'mi
槐花散,huai'hua'san
槐角,huai'jiao
槐米,huai'mi
怀牛膝,huai'niu'xi
淮山药,huai'shan'yao
槐实,huai'shi
缓解期,huan'jie'qi
环跳疽病,huan'tiao'ju'bing
獾油,huan'you
黄柏,huang'bo
黄丹,huang'dan
黄疸,huang'dan
黄疸病,huang'dan'bing
黄独,huang'du
黄耳伤寒病,huang'er'shang'han'bing
黄瓜,huang'gua
恍惚,huang'hu
黄精,huang'jing
黄荆子,huang'jing'zi
黄蜡,huang'la
黄连,huang'lian
黄连解毒汤,huang'lian'jie'du'tang
黄连素,huang'lian'su
黄连汤,huang'lian'tang
黄苓滑石汤,huang'ling'hua'shi'tang
黄苓汤,huang'ling'tang
黄龙汤,huang'long'tang
黄栌,huang'lu
黄蘖,huang'nie
黄胖病,huang'pang'bing
黄芪,huang'qi
黄杞,huang'qi
黄芪桂枝五物汤,huang'qi'gui'zhi'wu'wu'tang
黄芪建中汤,huang'qi'jian'zhong'tang
黄芩,huang'qin
黄水疮病,huang'shui'chuang'bing
黄苔,huang'tai
黄藤,huang'teng
黄土汤,huang'tu'tang
黄宣,huang'xuan
黄药子,huang'yao'zi
黄液上冲病,huang'ye'shang'chong'bing
黄芫花,huang'yuan'hua
晦暗,hui'an
蛔虫上扰证,hui'chong'shang'rao'zheng
恢复期,hui'fu'qi
回回来,hui'hui'lai
蛔厥,hui'jue
蛔厥证,hui'jue'zheng
溃脓期,hui'nong'qi
灰苔,hui'tai
茴香,hui'xiang
回阳,hui'yang
回阳救急汤,hui'yang'jiu'ji'tang
回阳救逆,hui'yang'jiu'ni
灰指趾甲病,hui'zhi'zhi'jia'bing
混睛障病,hun'jing'zhang'bing
昏厥,hun'jue
昏溃期,hun'kui'qi
昏迷病,hun'mi'bing
火赤疮病,huo'chi'chuang'bing
火毒炽盛气血凝结证,huo'du'chi'sheng'qi'xue'ning'jie'zheng
火毒炽盛热入营血证,huo'du'chi'sheng're'ru'ying'xue'zheng
火毒炽盛证,huo'du'chi'sheng'zheng
火毒传肺证,huo'du'chuan'fei'zheng
火毒传肝证,huo'du'chuan'gan'zheng
火毒传脾证,huo'du'chuan'pi'zheng
火毒传肾证,huo'du'chuan'shen'zheng
火毒传心证,huo'du'chuan'xin'zheng
火毒窜络证,huo'du'cuan'luo'zheng
火毒攻目证,huo'du'gong'mu'zheng
火毒困结证,huo'du'kun'jie'zheng
火毒内攻证,huo'du'nei'gong'zheng
火毒内陷证,huo'du'nei'xian'zheng
火毒凝结证,huo'du'ning'jie'zheng
火毒迫血证,huo'du'po'xue'zheng
火毒入络证,huo'du'ru'luo'zheng
火毒入营证,huo'du'ru'ying'zheng
火毒上攻证,huo'du'shang'gong'zheng
火毒伤津证,huo'du'shang'jin'zheng
火毒伤阴证,huo'du'shang'yin'zheng
火毒外泄证,huo'du'wai'xie'zheng
火毒壅盛证,huo'du'yong'sheng'zheng
火毒郁结证,huo'du'yu'jie'zheng
火毒蕴结证,huo'du'yun'jie'zheng
火毒证,huo'du'zheng
火疳病,huo'gan'bing
霍乱,huo'luan
霍乱转筋,huo'luan'zhuan'jin
活络效灵汤,huo'luo'xiao'ling'tang
火麻仁,huo'ma'ren
霍佩兰,huo'pei'lan
霍朴夏苓汤,huo'pu'xia'ling'tang
火热,huo're
火热炽盛证,huo're'chi'sheng'zheng
火热扰心证,huo're'rao'xin'zheng
火热伤津证,huo're'shang'jin'zheng
火热伤阴证,huo're'shang'yin'zheng
火热邪毒壅盛证,huo're'xie'du'yong'sheng'zheng
火盛伤阴证,huo'sheng'shang'yin'zheng
豁痰,huo'tan
火炭母,huo'tan'mu
藿香,huo'xiang
藿香正气散,huo'xiang'zheng'qi'san
火邪,huo'xie
火邪郁结证,huo'xie'yu'jie'zheng
活血,huo'xue
活血化瘀,huo'xue'hua'yu
活血祛瘀,huo'xue'qu'yu
活血通经,huo'xue'tong'jing
活血行瘀,huo'xue'xing'yu
肌痹,ji'bi
脊痹,ji'bi
肌痹病,ji'bi'bing
疾病,ji'bing
积病,ji'bing
既病防变,ji'bing'fang'bian
荠菜,ji'cai
荠草,ji'cao
济川煎,ji'chuan'jian
急风病,ji'feng'bing
肌肤甲错,ji'fu'jia'cuo
鸡骨草,ji'gu'cao
鸡冠花,ji'guan'hua
急喉痹病,ji'hou'bi'bing
急喉病,ji'hou'bing
急喉风病,ji'hou'feng'bing
急黄,ji'huang
急黄病,ji'huang'bing
激经,ji'jing
急惊风,ji'jing'feng
急惊风病,ji'jing'feng'bing
积聚,ji'ju
积聚病,ji'ju'bing
蒺藜,ji'li
檵木叶,ji'mu'ye
鸡内金,ji'nei'jin
急热惊风,ji're'jing'feng
急乳蛾病,ji'ru'e'bing
肌若鱼鳞,ji'ruo'yu'lin
济湿病,ji'shi'bing
鸡矢藤,ji'shi'teng
及巳,ji'si
鸡苏散,ji'su'san
鸡头,ji'tou
肌痿,ji'wei
急下存阴,ji'xia'cun'yin
吉祥草,ji'xiang'cao
急性肾衰,ji'xing'shen'shuai
急性子,ji'xing'zi
鸡胸,ji'xiong
积雪草,ji'xue'cao
鸡血藤,ji'xue'teng
疾医,ji'yi
积瘀化热证,ji'yu'hua're'zheng
积滞病,ji'zhi'bing
积滞伤胃证,ji'zhi'shang'wei'zheng
瘕病,jia'bing
茄根,jia'gen
加减复脉汤,jia'jian'fu'mai'tang
加减葳蕤汤,jia'jian'wei'rui'tang
加味肾气丸,jia'wei'shen'qi'wan
加味乌药汤,jia'wei'wu'yao'tang
加味逍遥散,jia'wei'xiao'yao'san
甲鱼骨,jia'yu'gu
肩痹,jian'bi
见愁,jian'chou
茧唇口,jian'chun'kou
碱花,jian'hua
建瓴汤,jian'ling'tang
睑内结石病,jian'nei'jie'shi'bing
健脾化湿,jian'pi'hua'shi
健脾丸,jian'pi'wan
建曲,jian'qu
健忘,jian'wang
健忘病,jian'wang'bing
健胃,jian'wei
睑弦赤烂病,jian'xian'chi'lan'bing
见形期,jian'xing'qi
姜半夏,jiang'ban'xia
僵蚕,jiang'can
姜草果仁,jiang'cao'guo'ren
姜厚朴,jiang'hou'po
姜黄,jiang'huang
降火,jiang'huo
将军,jiang'jun
江漏病,jiang'lou'bing
姜皮,jiang'pi
降气,jiang'qi
绛舌,jiang'she
降香,jiang'xiang
降心火,jiang'xin'huo
姜汁,jiang'zhi
胶艾汤,jiao'ai'tang
交肠病,jiao'chang'bing
椒疮病,jiao'chuang'bing
角弓反张,jiao'gong'fan'zhang
绞股蓝,jiao'gu'lan
绞股兰,jiao'gu'lan
脚挛急,jiao'luan'ji
椒目,jiao'mu
胶囊,jiao'nang
脚气冲心,jiao'qi'chong'xin
脚气水肿,jiao'qi'shui'zhong
焦三仙,jiao'san'xian
焦山楂,jiao'shan'zha
脚湿气病,jiao'shi'qi'bing
疖病,jie'bing
桔梗,jie'geng
解肌,jie'ji
解痉,jie'jing
洁净府,jie'jing'fu
解颅,jie'lu
解颅病,jie'lu'bing
解热,jie're
界线型,jie'xian'xing
结胸,jie'xiong
结阳,jie'yang
结阴,jie'yin
芥子,jie'zi
筋痹,jin'bi
筋弛,jin'chi
锦灯笼,jin'deng'long
筋断筋伤证,jin'duan'jin'shang'zheng
禁方,jin'fang
金沸草,jin'fei'cao
金沸草散,jin'fei'cao'san
噤风,jin'feng
金疳病,jin'gan'bing
金狗脊,jin'gou'ji
筋骨不用证,jin'gu'bu'yong'zheng
筋骨草,jin'gu'cao
金果榄,jin'guo'lan
筋急,jin'ji
金锦香,jin'jin'xiang
金精石,jin'jing'shi
津枯肠结证,jin'ku'chang'jie'zheng
津亏热结证,jin'kui're'jie'zheng
金莲花,jin'lian'hua
金铃子散,jin'ling'zi'san
筋瘤病,jin'liu'bing
筋脉失养证,jin'mai'shi'yang'zheng
金礞石,jin'meng'shi
津气欲脱证,jin'qi'yu'tuo'zheng
金钱白花蛇,jin'qian'bai'hua'she
金钱草,jin'qian'cao
金荞麦,jin'qiao'mai
金乔麦,jin'qiao'mai
金沙藤,jin'sha'teng
津伤肠燥证,jin'shang'chang'zao'zheng
津伤化燥证,jin'shang'hua'zao'zheng
金锁固精丸,jin'suo'gu'jing'wan
筋惕,jin'ti
金铁销,jin'tie'xiao
筋痿,jin'wei
锦纹,jin'wen
进行期,jin'xing'qi
津液,jin'ye
津液干枯证,jin'ye'gan'ku'zheng
金叶金兰,jin'ye'jin'lan
津液亏损证,jin'ye'kui'sun'zheng
津液亏证,jin'ye'kui'zheng
金银花,jin'yin'hua
金樱子,jin'ying'zi
金缨子,jin'ying'zi
金樱子肉,jin'ying'zi'rou
筋之府,jin'zhi'fu
京半夏,jing'ban'xia
痉病,jing'bing
京大戟,jing'da'ji
经方,jing'fang
荆防败毒散,jing'fang'bai'du'san
惊风病,jing'feng'bing
惊风四症八侯,jing'feng'si'zheng'ba'hou
惊悸,jing'ji
惊悸病,jing'ji'bing
荆芥,jing'jie
荆芥炭,jing'jie'tan
惊厥,jing'jue
痉咳期,jing'ke'qi
惊恐惊风证,jing'kong'jing'feng'zheng
惊恐痉厥证,jing'kong'jing'jue'zheng
惊恐气逆证,jing'kong'qi'ni'zheng
惊恐伤肾证,jing'kong'shang'shen'zheng
惊恐伤神证,jing'kong'shang'shen'zheng
惊恐证,jing'kong'zheng
惊狂,jing'kuang
精癃病,jing'long'bing
经络,jing'luo
经络瘀滞证,jing'luo'yu'zhi'zheng
经络瘀阻证,jing'luo'yu'zu'zheng
经脉搏瘀阻证,jing'mai'bo'yu'zu'zheng
镜面舌,jing'mian'she
京墨,jing'mo
精气夺则虚,jing'qi'duo'ze'xu
经期延长病,jing'qi'yan'chang'bing
荆三棱,jing'san'leng
京三棱,jing'san'leng
经水后期,jing'shui'hou'qi
经水适断,jing'shui'shi'duan
经水适来,jing'shui'shi'lai
经水先期,jing'shui'xian'qi
经隧,jing'sui
景天三七,jing'tian'san'qi
惊痫,jing'xian
经行发热病,jing'xing'fa're'bing
经行风疹块病,jing'xing'feng'zhen'kuai'bing
经行浮肿病,jing'xing'fu'zhong'bing
经行口糜病,jing'xing'kou'mi'bing
经行情志异常病,jing'xing'qing'zhi'yi'chang'bing
经行乳房胀痛病,jing'xing'ru'fang'zhang'tong'bing
经行身痛病,jing'xing'shen'tong'bing
经行头痛病,jing'xing'tou'tong'bing
经行吐衄病,jing'xing'tu'nv'bing
经行泄泻病,jing'xing'xie'xie'bing
经行眩晕病,jing'xing'xuan'yun'bing
精血亏虚证,jing'xue'kui'xu'zheng
颈痈病,jing'yong'bing
惊震内障病,jing'zhen'nei'zhang'bing
精浊病,jing'zhuo'bing
救必应,jiu'bi'ying
久病伤阴虚火上炎证,jiu'bing'shang'yin'xu'huo'shang'yan'zheng
久病伤阴证,jiu'bing'shang'yin'zheng
韭菜子,jiu'cai'zi
灸草,jiu'cao
酒常山,jiu'chang'shan
酒川芎,jiu'chuan'xiong
酒大黄,jiu'da'huang
酒丹参,jiu'dan'shen
酒当归,jiu'dang'gui
酒黄连,jiu'huang'lian
酒黄芩,jiu'huang'qin
救急稀涎散,jiu'ji'xi'xian'san
九节茶,jiu'jie'cha
九节菖蒲,jiu'jie'chang'pu
酒厥,jiu'jue
九里明,jiu'li'ming
九里香,jiu'li'xiang
久聋病,jiu'long'bing
九龙根,jiu'long'gen
酒女贞子,jiu'nv'zhen'zi
九窍,jiu'qiao
九头狮子草,jiu'tou'shi'zi'cao
九味羌活汤,jiu'wei'qiang'huo'tang
酒乌梢蛇,jiu'wu'shao'she
酒仙茅,jiu'xian'mao
九仙散,jiu'xian'san
九香虫,jiu'xiang'chong
久泄,jiu'xie
救阴,jiu'yin
九脏,jiu'zang
酒齄鼻病,jiu'zha'bi'bing
九种心痛,jiu'zhong'xin'tong
橘白,ju'bai
聚病,ju'bing
橘核,ju'he
橘核丸,ju'he'wan
橘红,ju'hong
菊花,ju'hua
菊花茶调散,ju'hua'cha'tiao'san
拘急,ju'ji
居经,ju'jing
菊苣,ju'ju
橘络,ju'luo
橘皮,ju'pi
橘皮竹茹汤,ju'pi'zhu'ru'tang
聚星障病,ju'xing'zhang'bing
苣英菜,ju'ying'cai
举元煎,ju'yuan'jian
卷柏,juan'bai
卷丹,juan'dan
厥病,jue'bing
爵床,jue'chuang
绝经前后诸病,jue'jing'qian'hou'zhu'bing
决明,jue'ming
决明子,jue'ming'zi
厥逆,jue'ni
厥头痛,jue'tou'tong
厥脱病,jue'tuo'bing
厥心痛,jue'xin'tong
厥阴,jue'yin
厥阴病,jue'yin'bing
厥阴寒格证,jue'yin'han'ge'zheng
厥阴蛔厥证,jue'yin'hui'jue'zheng
厥阴厥证,jue'yin'jue'zheng
厥阴呕哕证,jue'yin'ou'hui'zheng
厥阴热迫大肠证,jue'yin're'po'da'chang'zheng
厥阴上热下寒阴虚证,jue'yin'shang're'xia'han'yin'xu'zheng
厥阴上热下寒证,jue'yin'shang're'xia'han'zheng
厥阴下利证,jue'yin'xia'li'zheng
厥阴血虚寒郁证,jue'yin'xue'xu'han'yu'zheng
厥阴证,jue'yin'zheng
厥证,jue'zheng
皲裂,jun'lie
峻下逐水,jun'xia'zhu'shui
君相火动心肾不交证,jun'xiang'huo'dong'xin'shen'bu'jiao'zheng
君相火动证,jun'xiang'huo'dong'zheng
君相火旺证,jun'xiang'huo'wang'zheng
咯血病,ka'xie'bing
开闭,kai'bi
开鬼门,kai'gui'men
开金锁,kai'jin'suo
开窍,kai'qiao
开窍除痰,kai'qiao'chu'tan
开窍于舌,kai'qiao'yu'she
开胃,kai'wei
开泄,kai'xie
客气上逆,ke'qi'shang'ni
咳嗽,ke'sou
咳嗽病,ke'sou'bing
咳血,ke'xue
咳血方,ke'xue'fang
恐惧伤肾证,kong'ju'shang'shen'zheng
空窍,kong'qiao
空青,kong'qing
孔圣枕中丹,kong'sheng'zhen'zhong'dan
控涎丹,kong'xian'dan
口不仁,kou'bu'ren
口齿病龋齿病,kou'chi'bing'qu'chi'bing
口疮病,kou'chuang'bing
口噤,kou'jin
口糜,kou'mi
口糜病,kou'mi'bing
口僻,kou'pi
口舌痰包者,kou'she'tan'bao'zhe
口眼歪斜,kou'yan'wai'xie
口中和,kou'zhong'he
苦菜,ku'cai
枯草,ku'cao
苦地丁,ku'di'ding
苦丁茶,ku'ding'cha
苦豆草,ku'dou'cao
枯矾,ku'fan
苦瓜干,ku'gua'gan
苦酒,ku'jiu
苦楝皮,ku'lian'pi
枯苓,ku'ling
苦木,ku'mu
枯涩,ku'se
苦参,ku'shen
苦石莲,ku'shi'lian
苦杏仁,ku'xing'ren
苦竹叶,ku'zhu'ye
胯腹痈病,kua'fu'yong'bing
款冬花,kuan'dong'hua
宽筋藤,kuan'jin'teng
宽中开郁,kuan'zhong'kai'yu
狂病,kuang'bing
溃后期,kui'hou'qi
溃疡,kui'yang
昆布,kun'bu
辣蓼,la'liao
腊梅花,la'mei'hua
莱菔子,lai'fu'zi
癞皮病,lai'pi'bing
蓝布正,lan'bu'zheng
烂疔病,lan'ding'bing
烂喉丹沙,lan'hou'dan'sha
烂喉丹痧,lan'hou'dan'sha
烂喉痧病,lan'hou'sha'bing
蓝花参,lan'hua'shen
阑尾化瘀汤,lan'wei'hua'yu'tang
阑尾清化汤,lan'wei'qing'hua'tang
阑尾清解汤,lan'wei'qing'jie'tang
狼把草,lang'ba'cao
莨菪子,lang'dang'zi
狼毒,lang'du
老鹳草,lao'guan'cao
老鹳嘴,lao'guan'zui
劳淋,lao'lin
痨淋,lao'lin
劳淋病,lao'lin'bing
劳伤筋脉证,lao'shang'jin'mai'zheng
劳伤心脾气不摄精证,lao'shang'xin'pi'qi'bu'she'jing'zheng
劳伤心脾证,lao'shang'xin'pi'zheng
老少年,lao'shao'nian
老舌,lao'she
老勿大,lao'wu'da
老鸦瓣,lao'ya'ban
痨瘵,lao'zhai
落枕,lao'zhen
落枕病,lao'zhen'bing
雷公藤,lei'gong'teng
类霍乱,lei'huo'luan
泪窍,lei'qiao
雷丸,lei'wan
类中风,lei'zhong'feng
冷厥,leng'jue
冷泪病,leng'lei'bing
冷哮丸,leng'xiao'wan
里寒,li'han
里喉痈病,li'hou'yong'bing
痢疾,li'ji
里结,li'jie
栗壳,li'ke
藜芦,li'lu
利气,li'qi
理气,li'qi
利窍,li'qiao
里热,li're
里热炽盛,li're'chi'sheng
里热炽盛证,li're'chi'sheng'zheng
理伤续断,li'shang'xu'duan
里实,li'shi
利水,li'shui
利水渗湿,li'shui'shen'shi
利水通淋,li'shui'tong'lin
利水退肿,li'shui'tui'zhong
里虚,li'xu
理血,li'xue
鲤鱼,li'yu
荔枝核,li'zhi'he
理中,li'zhong
理中安蛔汤,li'zhong'an'hui'tang
理中丸,li'zhong'wan
黧足肿病,li'zu'zhong'bing
臁疮,lian'chuang
臁疮病,lian'chuang'bing
莲房,lian'fang
敛汗,lian'han
莲花,lian'hua
连梅安蛔汤,lian'mei'an'hui'tang
连朴饮,lian'pu'yin
连钱草,lian'qian'cao
连翘,lian'qiao
莲肉,lian'rou
莲芯,lian'xin
莲须,lian'xu
敛阴,lian'yin
莲子,lian'zi
莲子心,lian'zi'xin
良附丸,liang'fu'wan
凉膈散,liang'ge'san
良姜,liang'jiang
两面针,liang'mian'zhen
两头尖,liang'tou'jian
凉血,liang'xue
凉燥病,liang'zao'bing
凉燥袭肺证,liang'zao'xi'fei'zheng
蓼大青叶,liao'da'qing'ye
辽藁本,liao'gao'ben
了哥王,liao'ge'wang
列当,lie'dang
淋浊,lin'zhuo
苓甘五味姜辛汤,ling'gan'wu'wei'jiang'xin'tang
苓桂术甘汤,ling'gui'shu'gan'tang
菱角,ling'jiao
羚角钩藤饮,ling'jiao'gou'teng'yin
鲮鲤,ling'li
凌霄花,ling'xiao'hua
羚羊角,ling'yang'jiao
灵芝,ling'zhi
六腑,liu'fu
六腑以通为用,liu'fu'yi'tong'wei'yong
六和曲,liu'he'qu
六和汤,liu'he'tang
硫磺,liu'huang
刘寄奴,liu'ji'nu
六经辨证,liu'jing'bian'zheng
六经病证,liu'jing'bing'zheng
六经之藩篱,liu'jing'zhi'fan'li
六君子汤,liu'jun'zi'tang
流皮漏病,liu'pi'lou'bing
六气,liu'qi
六曲,liu'qu
流痰病,liu'tan'bing
六味地黄丸,liu'wei'di'huang'wan
瘤型,liu'xing
柳芽,liu'ya
六阳脉,liu'yang'mai
柳叶,liu'ye
六一散,liu'yi'san
六淫,liu'yin
留饮,liu'yin
六阴脉,liu'yin'mai
六月雪,liu'yue'xue
柳枝,liu'zhi
流注病,liu'zhu'bing
癃闭,long'bi
癃闭病,long'bi'bing
龙齿,long'chi
龙胆,long'dan
龙胆草,long'dan'cao
龙胆泻肝汤,long'dan'xie'gan'tang
龙骨,long'gu
龙葵,long'kui
龙利叶,long'li'ye
龙脑,long'nao
龙脑香,long'nao'xiang
龙涎香,long'xian'xiang
聋哑病,long'ya'bing
龙牙草,long'ya'cao
龙眼,long'yan
龙眼肉,long'yan'rou
蝼蛄,lou'gu
蝼蛄疖病,lou'gu'jie'bing
漏肩风病,lou'jian'feng'bing
漏睛病,lou'jing'bing
漏睛疮病,lou'jing'chuang'bing
漏芦,lou'lu
漏胎,lou'tai
芦丁,lu'ding
炉甘石,lu'gan'shi
芦根,lu'gen
芦荟,lu'hui
卤碱,lu'jian
鹿角,lu'jiao
鹿角胶,lu'jiao'jiao
鹿角霜,lu'jiao'shuang
路路通,lu'lu'tong
辘轳转关病,lu'lu'zhuan'guan'bing
颅脑痈,lu'nao'yong
鹿茸,lu'rong
鹿肉,lu'rou
鹿肾,lu'shen
鹿胎,lu'tai
鹿尾,lu'wei
鹿衔草,lu'xian'cao
鹿血,lu'xue
陆英,lu'ying
芦竹根,lu'zhu'gen
挛痛,luan'tong
萝卜,luo'bo
罗布麻叶,luo'bu'ma'ye
罗汉果,luo'han'guo
落葵,luo'kui
瘰疠,luo'li
瘰疬病,luo'li'bing
络脉不和证,luo'mai'bu'he'zheng
络脉空虚风邪入中证,luo'mai'kong'xu'feng'xie'ru'zhong'zheng
络脉空虚证,luo'mai'kong'xu'zheng
络脉破损证,luo'mai'po'sun'zheng
络气不和证,luo'qi'bu'he'zheng
络伤出血证,luo'shang'chu'xue'zheng
络石藤,luo'shi'teng
葎草,lv'cao
铝丹,lv'dan
绿豆,lv'dou
绿萼梅,lv'e'mei
绿风内障病,lv'feng'nei'zhang'bing
驴肾,lv'shen
吕宋果,lv'song'guo
马宝,ma'bao
马鞭草,ma'bian'cao
马槟榔,ma'bing'lang
马勃,ma'bo
马菜,ma'cai
马齿苋,ma'chi'xian
马刀侠瘿,ma'dao'xia'ying
马兜铃,ma'dou'ling
麻黄,ma'huang
麻黄附子细辛汤,ma'huang'fu'zi'xi'xin'tang
麻黄根,ma'huang'gen
麻黄加术汤,ma'huang'jia'shu'tang
麻黄绒,ma'huang'rong
麻黄汤,ma'huang'tang
麻黄杏仁甘草石膏汤,ma'huang'xing'ren'gan'cao'shi'gao'tang
马兰,ma'lan
马兰草,ma'lan'cao
马兰头,ma'lan'tou
马利筋,ma'li'jin
马莲,ma'lian
马蔺,ma'lin
马尿泡,ma'niao'pao
马钱子,ma'qian'zi
马前子,ma'qian'zi
麻仁,ma'ren
马蹄金,ma'ti'jin
马尾莲,ma'wei'lian
马辛,ma'xin
