阿部敦,a'bu'dun
机巧魔神,ji'qiao'mo'shen
极上超激人气委员,ji'shang'chao'ji'ren'qi'wei'yuan
极上超激人气委员长,ji'shang'chao'ji'ren'qi'wei'yuan'zhang
极上超人气委员,ji'shang'chao'ren'qi'wei'yuan
极上超人气委员长,ji'shang'chao'ren'qi'wei'yuan'zhang
机神咆哮,ji'shen'pao'xiao
机兽超世纪,ji'shou'chao'shi'ji
吉田里琴,ji'tian'li'qin
极限女孩,ji'xian'nv'hai
机械女神,ji'xie'nv'shen
姬样御用心,ji'yang'yu'yong'xin
吉野,ji'ye
吉野裕行,ji'ye'yu'xing
记忆女神的女儿们,ji'yi'nv'shen'de'nv'er'men
吉沢悠,ji'ze'you
甲斐荣二,jia'fei'rong'er
甲斐田雪,jia'fei'tian'xue
甲斐田裕子,jia'fei'tian'yu'zi
嫁个好人家,jia'ge'hao'ren'jia
甲贺忍法帖,jia'he'ren'fa'tie
佳拉蒂的每日笑话,jia'la'di'de'mei'ri'xiao'hua
加濑亮,jia'lai'liang
加梅莉亚,jia'mei'li'ya
假面女仆卫士,jia'mian'nv'pu'wei'shi
加奈日记,jia'nai'ri'ji
佳奈子,jia'nai'zi
迦南,jia'nan
加藤爱,jia'teng'ai
加藤成亮,jia'teng'cheng'liang
加藤浩次,jia'teng'hao'ci
加藤和树,jia'teng'he'shu
加藤久嵩,jia'teng'jiu'song
加藤罗莎,jia'teng'luo'sha
加藤奈奈绘,jia'teng'nai'nai'hui
加藤晴彦,jia'teng'qing'yan
加藤夏希,jia'teng'xia'xi
加藤英美里,jia'teng'ying'mei'li
家庭教师,jia'ting'jiao'shi
家庭教师杀手,jia'ting'jiao'shi'sha'shou
贾诩文和,jia'xu'wen'he
家有豆芝麻,jia'you'dou'zhi'ma
家有六子,jia'you'liu'zi
架院晓,jia'yuan'xiao
简单易懂的现代魔法,jian'dan'yi'dong'de'xian'dai'mo'fa
间岛淳司,jian'dao'chun'si
剑风传奇,jian'feng'chuan'qi
剑豪生死斗,jian'hao'sheng'si'dou
菅生隆之,jian'sheng'long'zhi
剑士鸟丸与一,jian'shi'niao'wan'yu'yi
菅野美穂,jian'ye'mei'sui
菅野美穗,jian'ye'mei'sui
剑勇传说,jian'yong'chuan'shuo
监狱兔,jian'yu'tu
间奏曲,jian'zou'qu
江角真纪子,jiang'jiao'zhen'ji'zi
江口洋介,jiang'kou'yang'jie
僵尸借贷,jiang'shi'jie'dai
僵尸新娘,jiang'shi'xin'niang
将太的寿司,jiang'tai'de'shou'si
江藤不二子,jiang'teng'bu'er'zi
江田刚,jiang'tian'gang
娇蛮猫娘大横行,jiao'man'mao'niang'da'heng'xing
娇蛮之吻,jiao'man'zhi'wen
交响情人梦,jiao'xiang'qing'ren'meng
交响诗篇,jiao'xiang'shi'pian
角研一郎,jiao'yan'yi'lang
皆本光一,jie'ben'guang'yi
结城梨斗,jie'cheng'li'dou
结城美柑,jie'cheng'mei'gan
皆川纯子,jie'chuan'chun'zi
姐弟物语,jie'di'wu'yu
结婚万岁,jie'hun'wan'sui
结界师,jie'jie'shi
皆口裕子,jie'kou'yu'zi
杰廉,jie'lian
结女,jie'nv
堺雅人,jie'ya'ren
界雅人,jie'ya'ren
杰伊德卡斯特,jie'yi'de'ka'si'te
金城武,jin'cheng'wu
锦户亮,jin'hu'liang
今井浩二,jin'jing'hao'er
金井良信,jin'jing'liang'xin
今井翼,jin'jing'yi
金色的卡修,jin'se'de'ka'xiu
金色的琴弦,jin'se'de'qin'xian
金色黑暗,jin'se'hei'an
金属对决战斗陀螺,jin'shu'dui'jue'zhan'dou'tuo'luo
禁书目录,jin'shu'mu'lu
近所物语芳邻同盟会,jin'suo'wu'yu'fang'lin'tong'meng'hui
近藤隆,jin'teng'long
近藤勇,jin'teng'yong
近藤真彦,jin'teng'zhen'yan
进藤正树,jin'teng'zheng'shu
今天的年班,jin'tian'de'nian'ban
津田健次郎,jin'tian'jian'ci'lang
今天开始做魔王,jin'tian'kai'shi'zuo'mo'wang
今天开始做魔王第三季,jin'tian'kai'shi'zuo'mo'wang'di'san'ji
金田一少年事件薄,jin'tian'yi'shao'nian'shi'jian'bo
金田一少年事件簿,jin'tian'yi'shao'nian'shi'jian'bu
津田沼修,jin'tian'zhao'xiu
金子贵俊,jin'zi'gui'jun
井坂龙一郎,jing'ban'long'yi'lang
惊爆草莓,jing'bao'cao'mei
京本政树,jing'ben'zheng'shu
井出薰,jing'chu'xun
井川比佐志,jing'chuan'bi'zuo'zhi
井川遥,jing'chuan'yao
井口裕香,jing'kou'yu'xiang
精灵俏女巫,jing'ling'qiao'nv'wu
井上和香,jing'shang'he'xiang
井上和彦,jing'shang'he'yan
井上麻理奈,jing'shang'ma'li'nai
井上麻里奈,jing'shang'ma'li'nai
井上喜久子,jing'shang'xi'jiu'zi
井上真央,jing'shang'zhen'yang
京四郎与永远的天空,jing'si'lang'yu'yong'yuan'de'tian'kong
京野琴美,jing'ye'qin'mei
井之原快彦,jing'zhi'yuan'kuai'yan
镜中梦幻城,jing'zhong'meng'huan'cheng
镜装女骑士,jing'zhuang'nv'qi'shi
京子,jing'zi
九凤院苍树,jiu'feng'yuan'cang'shu
九凤院莲丈,jiu'feng'yuan'lian'zhang
九凤院龙士,jiu'feng'yuan'long'shi
九凤院紫,jiu'feng'yuan'zi
九鬼扬羽,jiu'gui'yang'yu
酒井彩名,jiu'jing'cai'ming
酒井法子,jiu'jing'fa'zi
酒井若菜,jiu'jing'ruo'cai
酒井香奈子,jiu'jing'xiang'nai'zi
九具津隆,jiu'ju'jin'long
玖兰枢,jiu'lan'shu
九门真纪,jiu'men'zhen'ji
救命病栋小时,jiu'ming'bing'dong'xiao'shi
久能,jiu'neng
九条美海,jiu'tiao'mei'hai
九耀,jiu'yao
久远寺梦,jiu'yuan'si'meng
久远寺森罗,jiu'yuan'si'sen'luo
久远寺未有,jiu'yuan'si'wei'you
救援英豪,jiu'yuan'ying'hao
菊池家康,ju'chi'jia'kang
菊川怜,ju'chuan'lian
菊理,ju'li
橘美琴,ju'mei'qin
鞠也,ju'ye
橘子酱少年,ju'zi'jiang'shao'nian
绝爱,jue'ai
绝对彼氏,jue'dui'bi'shi
绝对冲击,jue'dui'chong'ji
绝对可怜,jue'dui'ke'lian
绝对可怜小孩,jue'dui'ke'lian'xiao'hai
绝妙侦探,jue'miao'zhen'tan
绝望先生,jue'wang'xian'sheng
军曹,jun'cao
君届,jun'jie
君吻,jun'wen
卡尔班奈迪,ka'er'ban'nai'di
卡利,ka'li
卡娜卡,ka'na'ka
卡夏,ka'xia
卡雅,ka'ya
卡伊,ka'yi
凯伊塞希尔,kai'yi'sai'xi'er
克巴克,ke'ba'ke
可尔比,ke'er'bi
科拉蒂每日的笑话,ke'la'di'mei'ri'de'xiao'hua
克鲁勃,ke'lu'bo
可罗奈,ke'luo'nai
可美克,ke'mei'ke
柯南,ke'nan
柯赛特的肖像,ke'sai'te'de'xiao'xiang
科学的超电磁炮,ke'xue'de'chao'dian'ci'pao
肯普法,ken'pu'fa
空霸,kong'ba
恐怖宠物店,kong'bu'chong'wu'dian
空罐少女,kong'guan'shao'nv
空罐选拔赛,kong'guan'xuan'ba'sai
孔雀王,kong'que'wang
空之境界,kong'zhi'jing'jie
空之境界剧场版,kong'zhi'jing'jie'ju'chang'ban
空中的秋千,kong'zhong'de'qiu'qian
空中秋千,kong'zhong'qiu'qian
堀北真希,ku'bei'zhen'xi
堀江由衣,ku'jiang'you'yi
骷髅,ku'lou
骷髅人,ku'lou'ren
库罗艾,ku'luo'ai
堀内敬子,ku'nei'jing'zi
库帕,ku'pa
堀绚子,ku'xuan'zi
酷伊忍者传,ku'yi'ren'zhe'chuan
跨越时空的思念,kua'yue'shi'kong'de'si'nian
快餐店之恋,kuai'can'dian'zhi'lian
快盗天使,kuai'dao'tian'shi
快递高手,kuai'di'gao'shou
快感指令,kuai'gan'zhi'ling
快乐人组,kuai'le'ren'zu
狂乱家族日记,kuang'luan'jia'zu'ri'ji
傀儡公主,kui'lei'gong'zhu
傀儡师左近,kui'lei'shi'zuo'jin
蜡笔小新,la'bi'xiao'xin
垃圾教师,la'ji'jiao'shi
辣妹掌门人,la'mei'zhang'men'ren
拉欧宇,la'ou'yu
拉欧宇外传,la'ou'yu'wai'zhuan
濑户朝香,lai'hu'chao'xiang
濑户康史,lai'hu'kang'shi
濑户之花嫁,lai'hu'zhi'hua'jia
来来猫,lai'lai'mao
濑尾香,lai'wei'xiang
蓝花,lan'hua
蓝兰岛漂流,lan'lan'dao'piao'liu
蓝龙,lan'long
篮球少年,lan'qiu'shao'nian
蓝色文学,lan'se'wen'xue
蓝堂英,lan'tang'ying
浪客剑心,lang'ke'jian'xin
浪漫追星社,lang'man'zhui'xing'she
狼与香辛料,lang'yu'xiang'xin'liao
狼与辛香料,lang'yu'xin'xiang'liao
老婆是女高中生,lao'po'shi'nv'gao'zhong'sheng
老师的时间,lao'shi'de'shi'jian
老师真伟大,lao'shi'zhen'wei'da
雷光,lei'guang
蕾见不二子,lei'jian'bu'er'zi
雷鸣,lei'ming
蕾娜,lei'na
蕾切尔,lei'qie'er
雷文,lei'wen
雷兹纳,lei'zi'na
离岛晴空,li'dao'qing'kong
莉迪雅,li'di'ya
立花慎之介,li'hua'shen'zhi'jie
莉莉安女子学院,li'li'an'nv'zi'xue'yuan
黎明前的琉璃色,li'ming'qian'de'liu'li'se
莉娜,li'na
栗山千明,li'shan'qian'ming
栗生恵,li'sheng'hui
礼物永不消失的,li'wu'yong'bu'xiao'shi'de
里仲成美,li'zhong'cheng'mei
里仲军平,li'zhong'jun'ping
利子,li'zi
恋爱补给品,lian'ai'bu'ji'pin
恋爱革命,lian'ai'ge'ming
恋爱情结,lian'ai'qing'jie
恋爱世纪,lian'ai'shi'ji
恋爱小魔女,lian'ai'xiao'mo'nv
恋爱诊断,lian'ai'zhen'duan
莲城焰椎真,lian'cheng'yan'zhui'zhen
恋姬无双,lian'ji'wu'shuang
恋空,lian'kong
恋时雨,lian'shi'yu
恋之魔法棒棒糖,lian'zhi'mo'fa'bang'bang'tang
凉风,liang'feng
凉宫春日的忧郁,liang'gong'chun'ri'de'you'yu
凉介,liang'jie
凉崎知惠,liang'qi'zhi'hui
料理仙姬,liao'li'xian'ji
料理新鲜人,liao'li'xin'xian'ren
烈火之炎,lie'huo'zhi'yan
临场,lin'chang
林丹丹,lin'dan'dan
邻居男女的搞笑生活,lin'ju'nan'nv'de'gao'xiao'sheng'huo
林特斯,lin'te'si
铃村健一,ling'cun'jian'yi
绫濑,ling'lai
绫瀬瑠子,ling'lai'liu'zi
绫濑明日奈,ling'lai'ming'ri'nai
绫濑裕人,ling'lai'yu'ren
铃木艾美,ling'mu'ai'mei
铃木保奈美,ling'mu'bao'nai'mei
铃木达央,ling'mu'da'yang
铃木京香,ling'mu'jing'xiang
铃木千寻,ling'mu'qian'xun
铃木杏,ling'mu'xing
铃木杏树,ling'mu'xing'shu
铃三太郎,ling'san'tai'lang
菱田春树,ling'tian'chun'shu
绫小路华恋,ling'xiao'lu'hua'lian
灵异猎人,ling'yi'lie'ren
零之使魔,ling'zhi'shi'mo
铃子,ling'zi
刘备玄徳,liu'bei'xuan'de
柳浩太郎,liu'hao'tai'lang
六瓢,liu'piao
柳时元,liu'shi'yuan
六条壬晴,liu'tiao'ren'qing
柳下大,liu'xia'da
流星之绊,liu'xing'zhi'ban
流星之洛克人,liu'xing'zhi'luo'ke'ren
六爷,liu'ye
柳叶敏郎,liu'ye'min'lang
刘月丽,liu'yue'li
琉兹,liu'zi
泷岛彗,long'dao'hui
滝岛悟,long'dao'wu
龙虎斗,long'hu'dou
龙加,long'jia
龙狼,long'lang
龙鸣,long'ming
龙太郎,long'tai'lang
龙樱,long'ying
泷与翼,long'yu'yi
泷沢沙织,long'ze'sha'zhi
泷泽秀明,long'ze'xiu'ming
龙之书,long'zhi'shu
龙之塔,long'zhi'ta
龙之尾,long'zhi'wei
龙珠,long'zhu
龙珠改,long'zhu'gai
陆军情报部三科,lu'jun'qing'bao'bu'san'ke
鲁卡,lu'ka
路克冯法布雷,lu'ke'feng'fa'bu'lei
露娜,lu'na
鹿男与美丽的奈良,lu'nan'yu'mei'li'de'nai'liang
路斯凯斯,lu'si'kai'si
陆逊伯言,lu'xun'bo'yan
露易斯,lu'yi'si
乱马,luan'ma
乱崎雹霞,luan'qi'bao'xia
乱崎凰火,luan'qi'huang'huo
乱崎凶华,luan'qi'xiong'hua
乱崎银夏,luan'qi'yin'xia
乱崎优歌,luan'qi'you'ge
乱崎月香,luan'qi'yue'xiang
轮入道,lun'ru'dao
落合祐里香,luo'he'you'li'xiang
洛克恩斯托拉托斯,luo'ke'en'si'tuo'la'tuo'si
洛克人,luo'ke'ren
罗伦斯,luo'lun'si
罗密欧与朱丽叶,luo'mi'ou'yu'zhu'li'ye
落语天女,luo'yu'tian'nv
吕布奉先,lv'bu'feng'xian
緑川光,lv'chuan'guang
吕蒙子明,lv'meng'zi'ming
绿瞳者艾琳,lv'tong'zhe'ai'lin
律政英雄,lv'zheng'ying'xiong
抹布女孩,ma'bu'nv'hai
玛德莱克丝,ma'de'lai'ke'si
玛嘉,ma'jia
麻辣教师,ma'la'jiao'shi
玛利亚狂热,ma'li'ya'kuang're
玛丽与伽利,ma'li'yu'jia'li
猫街,mao'jie
猫目静,mao'mu'jing
猫目静先生,mao'mu'jing'xian'sheng
猫先生,mao'xian'sheng
冒险王比特,mao'xian'wang'bi'te
猫眼三姐妹,mao'yan'san'jie'mei
猫愿三角恋,mao'yuan'san'jiao'lian
茅原実里,mao'yuan'shi'li
美波,mei'bo
美川文伽,mei'chuan'wen'jia
美肌一族,mei'ji'yi'zu
美酒贵公子,mei'jiu'gui'gong'zi
美丽人生,mei'li'ren'sheng
美铃,mei'ling
梅鲁特,mei'lu'te
妹妹公主,mei'mei'gong'zhu
美鸟日记,mei'niao'ri'ji
美女与野兽,mei'nv'yu'ye'shou
美女战奇潭,mei'nv'zhan'qi'tan
美少女战士,mei'shao'nv'zhan'shi
美神,mei'shen
美神极乐大作战,mei'shen'ji'le'da'zuo'zhan
每天妈妈,mei'tian'ma'ma
美味关系,mei'wei'guan'xi
美味米饭,mei'wei'mi'fan
美味学院,mei'wei'xue'yuan
没有玫瑰的花店,mei'you'mei'gui'de'hua'dian
美哉,mei'zai
梅之森千世,mei'zhi'sen'qian'shi
门胁舞,men'xie'wu
猛鬼校园,meng'gui'xiao'yuan
梦幻妖子,meng'huan'yao'zi
萌菌物语,meng'jun'wu'yu
萌娘商社,meng'niang'shang'she
梦色蛋糕师,meng'se'dan'gao'shi
梦想夏乡,meng'xiang'xia'xiang
梦之使者,meng'zhi'shi'zhe
米仓凉子,mi'cang'liang'zi
米仓涼子,mi'cang'liang'zi
米村大滋郎,mi'cun'da'zi'lang
密瓜,mi'gua
迷糊餐厅,mi'hu'can'ting
迷糊天使,mi'hu'tian'shi
米花刚史,mi'hua'gang'shi
秘密,mi'mi
秘密花园,mi'mi'hua'yuan
秘密结社鹰之爪,mi'mi'jie'she'ying'zhi'zhao
弥生,mi'sheng
蜜桃女孩,mi'tao'nv'hai
迷途猫,mi'tu'mao
密羽,mi'yu
面探型男,mian'tan'xing'nan
咩咩,mie'mie
明坂,ming'ban
明坂聪美,ming'ban'cong'mei
冥界篇,ming'jie'pian
名取周一,ming'qu'zhou'yi
鸣人之死,ming'ren'zhi'si
明日的与一,ming'ri'de'yu'yi
明石家秋刀鱼,ming'shi'jia'qiu'dao'yu
明石薫,ming'shi'xun
明天的喜多善男,ming'tian'de'xi'duo'shan'nan
冥王计划,ming'wang'ji'hua
名侦探柯南,ming'zhen'tan'ke'nan
名侦探守则,ming'zhen'tan'shou'ze
名冢佳织,ming'zhong'jia'zhi
鸣子叶绘,ming'zi'ye'hui
魔动王,mo'dong'wang
魔法禁书目录,mo'fa'jin'shu'mu'lu
魔法老师白之翼,mo'fa'lao'shi'bai'zhi'yi
魔法美少女,mo'fa'mei'shao'nv
魔法骑士,mo'fa'qi'shi
魔法少女奈叶,mo'fa'shao'nv'nai'ye
魔法使的条件夏之青空,mo'fa'shi'de'tiao'jian'xia'zhi'qing'kong
魔法使的注意事项,mo'fa'shi'de'zhu'yi'shi'xiang
魔法世界,mo'fa'shi'jie
魔法提琴手,mo'fa'ti'qin'shou
魔法先生,mo'fa'xian'sheng
魔法小歌手,mo'fa'xiao'ge'shou
魔法学园,mo'fa'xue'yuan
魔界战记,mo'jie'zhan'ji
魔力宝贝,mo'li'bao'bei
魔力充电娘,mo'li'chong'dian'niang
茉莉花,mo'li'hua
魔力女管家,mo'li'nv'guan'jia
魔力女佣剧场版,mo'li'nv'yong'ju'chang'ban
魔女裁判,mo'nv'cai'pan
魔女的考验,mo'nv'de'kao'yan
魔女的条件,mo'nv'de'tiao'jian
魔神坛斗士,mo'shen'tan'dou'shi
魔术士奥梵,mo'shu'shi'ao'fan
魔天战神,mo'tian'zhan'shen
魔王,mo'wang
魔侦探洛基,mo'zhen'tan'luo'ji
某科学的超电磁炮,mou'ke'xue'de'chao'dian'ci'pao
墓场鬼太郎,mu'chang'gui'tai'lang
木村多江,mu'cun'duo'jiang
木村佳乃,mu'cun'jia'nai
木村了,mu'cun'le
木村良平,mu'cun'liang'ping
木村拓哉,mu'cun'tuo'zai
木村拓栽,mu'cun'tuo'zai
木村亚希子,mu'cun'ya'xi'zi
木村祐一,mu'cun'you'yi
牧岛有希,mu'dao'you'xi
木更津猫眼,mu'geng'jin'mao'yan
目黒俄雨,mu'hei'e'yu
幕末机关说,mu'mo'ji'guan'shuo
木乃伊战士,mu'nai'yi'zhan'shi
木崎爱铃,mu'qi'ai'ling
牧野纮二,mu'ye'hong'er
牧原泉,mu'yuan'quan
幕之内潮,mu'zhi'nei'chao
纳谷六朗,na'gu'liu'lang
那雷逊,na'lei'xun
娜娜,na'na
那奇亚美,na'qi'ya'mei
乃木坂春香,nai'mu'ban'chun'xiang
乃木坂春香的秘密,nai'mu'ban'chun'xiang'de'mi'mi
乃木坂春香的秘密第二季,nai'mu'ban'chun'xiang'de'mi'mi'di'er'ji
乃木坂美夏,nai'mu'ban'mei'xia
南春香,nan'chun'xiang
南冬马,nan'dong'ma
南斗星,nan'dou'xing
南家三姐妹,nan'jia'san'jie'mei
南千秋,nan'qian'qiu
男屋秀彦,nan'wu'xiu'yan
南夏奈,nan'xia'nai
南野,nan'ye
南沢奈央,nan'ze'nai'yang
南泽奈央,nan'ze'nai'yang
内博贵,nei'bo'gui
内村光良,nei'cun'guang'liang
内海光司,nei'hai'guang'si
内海贤二,nei'hai'xian'er
内山理名,nei'shan'li'ming
内田有紀,nei'tian'you'ji
内田有纪,nei'tian'you'ji
內田由加,nei'tian'you'jia
内野圣阳,nei'ye'sheng'yang
内衣战士,nei'yi'zhan'shi
能登麻美子,neng'deng'ma'mei'zi
能乃村步巳,neng'nai'cun'bu'si
尼巴,ni'ba
你不是犯人吧,ni'bu'shi'fan'ren'ba
籾冈理沙,ni'gang'li'sha
你好安妮,ni'hao'an'ni
尼可,ni'ke
尼罗河的女儿,ni'luo'he'de'nv'er
你是主人我是仆,ni'shi'zhu'ren'wo'shi'pu
鲇川太阳,nian'chuan'tai'yang
鲇泽美咲,nian'ze'mei'xiao
鮎真由剧场版,nian'zhen'you'ju'chang'ban
鸟海浩辅,niao'hai'hao'fu
鸟井美津子,niao'jing'mei'jin'zi
柠檬天使计划,ning'meng'tian'shi'ji'hua
努甘,nu'gan
虐杀姬,nue'sha'ji
诺拉,nuo'la
女棒甲子园,nv'bang'jia'zi'yuan
女帝,nv'di
女警女警,nv'jing'nv'jing
女人四十,nv'ren'si'shi
女神候补生,nv'shen'hou'bu'sheng
女神异闻录,nv'shen'yi'wen'lu
女生爱女生,nv'sheng'ai'nv'sheng
女生万岁,nv'sheng'wan'sui
女王之剑流浪的战士,nv'wang'zhi'jian'liu'lang'de'zhan'shi
女王之刃第二季玉座的继承者,nv'wang'zhi'ren'di'er'ji'yu'zuo'de'ji'cheng'zhe
女装骑士,nv'zhuang'qi'shi
女子高中生,nv'zi'gao'zhong'sheng
偶像宣言,ou'xiang'xuan'yan
欧洲元神灵联合组织,ou'zhou'yuan'shen'ling'lian'he'zu'zhi
派遣员的品格,pai'qian'yuan'de'pin'ge
潘多拉,pan'duo'la
潘朵拉之心,pan'duo'la'zhi'xin
叛逆的鲁鲁修,pan'ni'de'lu'lu'xiu
片冈龍之介,pian'gang'long'zhi'jie
片冈南风,pian'gang'nan'feng
片冈珠代,pian'gang'zhu'dai
片濑那奈,pian'lai'na'nai
片桐优姬,pian'tong'you'ji
漂亮爸爸,piao'liang'ba'ba
漂流教室,piao'liu'jiao'shi
贫乏姐妹物语,pin'fa'jie'mei'wu'yu
贫穷贵公子,pin'qiong'gui'gong'zi
贫穷男子,pin'qiong'nan'zi
平川夏实,ping'chuan'xia'shi
平凡奇迹,ping'fan'qi'ji
平冈佑太,ping'gang'you'tai
平冈祐太,ping'gang'you'tai
苹果,ping'guo
平贺才人,ping'he'cai'ren
瓶诘妖精,ping'jie'yao'jing
坪井智浩,ping'jing'zhi'hao
平田宏美,ping'tian'hong'mei
平行世界物语,ping'xing'shi'jie'wu'yu
平野綾,ping'ye'ling
平野绫,ping'ye'ling
粕谷雄太,po'gu'xiong'tai
婆娑罗,po'suo'luo
破天荒游戏,po'tian'huang'you'xi
普罗依斯加奇,pu'luo'yi'si'jia'qi
扑杀天使,pu'sha'tian'shi
葡萄子,pu'tao'zi
七彩的素描,qi'cai'de'su'miao
七城那波,qi'cheng'na'bo
企鹅娘,qi'e'niang
妻夫木聪,qi'fu'mu'cong
七鬼,qi'gui
七海蓝,qi'hai'lan
漆黑的追踪者,qi'hei'de'zhui'zong'zhe
奇幻贵公子,qi'huan'gui'gong'zi
棋魂,qi'hun
奇迹列车,qi'ji'lie'che
奇迹列车欢迎来到大江户线,qi'ji'lie'che'huan'ying'lai'dao'da'jiang'hu'xian
七濑彰,qi'lai'zhang
奇诺之旅,qi'nuo'zhi'lv
奇赛鲁爷,qi'sai'lu'ye
七色星露,qi'se'xing'lu
齐藤太太,qi'teng'tai'tai
齐藤祥太,qi'teng'xiang'tai
齐藤翔太,qi'teng'xiang'tai
奇异搜查事件簿,qi'yi'sou'cha'shi'jian'bu
欺诈猎人,qi'zha'lie'ren
千川勉,qian'chuan'mian
千代启二,qian'dai'qi'er
千贺健永,qian'he'jian'yong
浅间美哉,qian'jian'mei'zai
千金小姐穷光蛋,qian'jin'xiao'jie'qiong'guang'dan
千津子,qian'jin'zi
浅利阳介,qian'li'yang'jie
前男友,qian'nan'you
潜脑调查室,qian'nao'diao'cha'shi
千秋真一,qian'qiu'zhen'yi
前田敦子,qian'tian'dun'zi
前田健,qian'tian'jian
浅香航大,qian'xiang'hang'da
千叶进步,qian'ye'jin'bu
千叶纱子,qian'ye'sha'zi
浅野温子,qian'ye'wen'zi
浅野有纪,qian'ye'you'ji
前野智昭,qian'ye'zhi'zhao
千与千寻,qian'yu'qian'xun
枪神,qiang'shen
蔷薇少女,qiang'wei'shao'nv
蔷薇少女序章,qiang'wei'shao'nv'xu'zhang
强袭魔女,qiang'xi'mo'nv
枪心剑刃,qiang'xin'jian'ren
枪樱姬,qiang'ying'ji
强殖装甲,qiang'zhi'zhuang'jia
俏皮小花仙,qiao'pi'xiao'hua'xian
亲爱一族,qin'ai'yi'zu
琴南奏江,qin'nan'zou'jiang
秦时明月,qin'shi'ming'yue
亲吻姐姐,qin'wen'jie'jie
侵袭龙勇士,qin'xi'long'yong'shi
芹泽文乃,qin'ze'wen'nai
青出于蓝,qing'chu'yu'lan
青春草莓蛋,qing'chun'cao'mei'dan
青春无悔,qing'chun'wu'hui
青空下的约定,qing'kong'xia'de'yue'ding
青木崇高,qing'mu'chong'gao
青涩宝贝,qing'se'bao'bei
轻声密语,qing'sheng'mi'yu
清水雷光,qing'shui'lei'guang
庆太,qing'tai
青野月音,qing'ye'yue'yin
轻音,qing'yin
轻音少女,qing'yin'shao'nv
清原千春,qing'yuan'qian'chun
青之花,qing'zhi'hua
青之六号,qing'zhi'liu'hao
青之时代,qing'zhi'shi'dai
青之炎,qing'zhi'yan
求婚大作战,qiu'hun'da'zuo'zhan
秋津,qiu'jin
秋山纯,qiu'shan'chun
秋山奈奈,qiu'shan'nai'nai
秋叶,qiu'ye
萩原聖人,qiu'yuan'sheng'ren
秋之回忆,qiu'zhi'hui'yi
去吧稻中兵团,qu'ba'dao'zhong'bing'tuan
驱魔少年,qu'mo'shao'nian
泉户真白,quan'hu'zhen'bai
全金属狂潮,quan'jin'shu'kuang'chao
全力兔子,quan'li'tu'zi
犬神,quan'shen
泉孝介,quan'xiao'jie
犬夜叉,quan'ye'cha
犬夜叉完结篇,quan'ye'cha'wan'jie'pian
全职猎人,quan'zhi'lie'ren
犬冢弥生,quan'zhong'mi'sheng
染红的街道,ran'hong'de'jie'dao
热力十七岁,re'li'shi'qi'sui
热血律师,re'xue'lv'shi
忍成修吾,ren'cheng'xiu'wu
人间失格,ren'jian'shi'ge
壬生真比吕,ren'sheng'zhen'bi'lv
人形电脑天使心,ren'xing'dian'nao'tian'shi'xin
人鱼的旋律,ren'yu'de'xuan'lv
人鱼之森,ren'yu'zhi'sen
忍者乱太郎,ren'zhe'luan'tai'lang
日本,ri'ben
日尔曼哈伊卡温希鲁一族,ri'er'man'ha'yi'ka'wen'xi'lu'yi'zu
日高惠美,ri'gao'hui'mei
日剧,ri'ju
日笠阳子,ri'li'yang'zi
日式面包王,ri'shi'mian'bao'wang
荣口勇人,rong'kou'yong'ren
柔泽红香,rou'ze'hong'xiang
如月美冬,ru'yue'mei'dong
若宫奏多,ruo'gong'zou'duo
萨科巴斯,sa'ke'ba'si
塞巴斯蒂安,sai'ba'si'di'an
三代吉,san'dai'ji
三宫紫穂,san'gong'zi'sui
三宮紫穂,san'gong'zi'sui
三国演义,san'guo'yan'yi
三角迷踪,san'jiao'mi'zong
三轮宽,san'lun'kuan
三美姬的轮舞,san'mei'ji'de'lun'wu
三木真一郎,san'mu'zhen'yi'lang
三瓶由布子,san'ping'you'bu'zi
三浦春馬,san'pu'chun'ma
三浦悠,san'pu'you
三浦友和,san'pu'you'he
三桥廉,san'qiao'lian
三上博史,san'shang'bo'shi
三宅健,san'zhai'jian
桑岛法子,sang'dao'fa'zi
桑島法子,sang'dao'fa'zi
涩谷昂,se'gu'ang
瑟伊米娅子,se'yi'mi'ya'zi
森本,sen'ben
森本龙太郎,sen'ben'long'tai'lang
森川智之,sen'chuan'zhi'zhi
森次玲二,sen'ci'ling'er
森久保祥太郎,sen'jiu'bao'xiang'tai'lang
森林大帝勇气改变未来,sen'lin'da'di'yong'qi'gai'bian'wei'lai
森林好小子,sen'lin'hao'xiao'zi
森林王子,sen'lin'wang'zi
森迫永依,sen'po'yong'yi
森丘银影,sen'qiu'yin'ying
森田刚,sen'tian'gang
杀戮都市,sha'lu'du'shi
杀人科,sha'ren'ke
沙耶香的恋爱故事,sha'ye'xiang'de'lian'ai'gu'shi
纱伊阿九斗,sha'yi'a'jiu'dou
鲨鱼黑帮,sha'yu'hei'bang
砂原几,sha'yuan'ji
杉本彩,shan'ben'cai
山本纯,shan'ben'chun
山本耕史,shan'ben'geng'shi
山本太郎,shan'ben'tai'lang
山本芽,shan'ben'ya
山本裕典,shan'ben'yu'dian
杉並,shan'bing
闪电十一人,shan'dian'shi'yi'ren
闪光的夜袭,shan'guang'de'ye'xi
山戸恵,shan'hu'hui
山口达也,shan'kou'da'ye
山口真美,shan'kou'zhen'mei
山口智子,shan'kou'zhi'zi
闪灵二人组,shan'ling'er'ren'zu
山南敬助,shan'nan'jing'zhu
