阿柏怪,a'bai'guai
铁甲暴龙,tie'jia'bao'long
铁甲贝,tie'jia'bei
铁甲犀牛,tie'jia'xi'niu
铁甲蛹,tie'jia'yong
铁壳昆,tie'ke'kun
铁面忍者,tie'mian'ren'zhe
铁炮鱼,tie'pao'yu
铁头,tie'tou
铁头功,tie'tou'gong
铁尾,tie'wei
铁旋,tie'xuan
铁哑铃,tie'ya'ling
铁蛰龙虾,tie'zhe'long'xia
同步,tong'bu
痛打一气,tong'da'yi'qi
痛恨,tong'hen
同命,tong'ming
桐树林,tong'shu'lin
透明体,tou'ming'ti
偷天换日,tou'tian'huan'ri
突击爪,tu'ji'zhao
土居忍士,tu'ju'ren'shi
土狼犬,tu'lang'quan
土龙弟弟,tu'long'di'di
吐丝,tu'si
图图犬,tu'tu'quan
突袭,tu'xi
颓废,tui'fei
吞食兽,tun'shi'shou
吞下,tun'xia
脱皮,tuo'pi
脱壳忍者,tuo'qiao'ren'zhe
挖地洞,wa'di'dong
瓦斯弹,wa'si'dan
腕力,wan'li
玩泥巴,wan'ni'ba
顽皮弹,wan'pi'tan
旺梨果,wang'li'guo
王牌,wang'pai
未白镇,wei'bai'zhen
威吓,wei'he
尾立,wei'li
胃液,wei'ye
未知图腾,wei'zhi'tu'teng
温顺,wen'shun
蚊香蝌蚪,wen'xiang'ke'dou
蚊香蛙,wen'xiang'wa
稳重,wen'zhong
我行我素,wo'xing'wo'su
乌波,wu'bo
武斗镇,wu'dou'zhen
武能,wu'neng
无限能量,wu'xian'neng'liang
武藏,wu'zang
希巴,xi'ba
希尔斯,xi'er'si
戏法大王,xi'fa'da'wang
希鲁夫公司,xi'lu'fu'gong'si
吸盘,xi'pan
吸盘魔偶,xi'pan'mo'ou
吸收,xi'shou
吸收拳,xi'shou'quan
吸血,xi'xie
细雪,xi'xue
蜥蜴王,xi'yi'wang
夏伯,xia'bo
夏干岛,xia'gan'dao
下踢,xia'ti
先决,xian'jue
先拿,xian'na
线球,xian'qiu
先知,xian'zhi
香草岛,xiang'cao'dao
香橘岛,xiang'ju'dao
向日花怪,xiang'ri'hua'guai
向日种子,xiang'ri'zhong'zi
橡实果,xiang'shi'guo
向尾喵,xiang'wei'miao
香柚果,xiang'you'guo
小超,xiao'chao
小椿,xiao'chun
小磁怪,xiao'ci'guai
小次郎,xiao'ci'lang
小丹,xiao'dan
小刚,xiao'gang
小果然,xiao'guo'ran
小海狮,xiao'hai'shi
小黄,xiao'huang
小火龙,xiao'huo'long
小火马,xiao'huo'ma
小建,xiao'jian
小金,xiao'jin
小锯鳄,xiao'ju'e
小橘子岛,xiao'ju'zi'dao
小卡比兽,xiao'ka'bi'shou
小拉达,xiao'la'da
小蓝,xiao'lan
小凌,xiao'ling
小茂,xiao'mao
小美,xiao'mei
小萌,xiao'meng
小茜,xiao'qian
小拳石,xiao'quan'shi
小三郎,xiao'san'lang
小山猪,xiao'shan'zhu
小胜,xiao'sheng
小瞬,xiao'shun
小松,xiao'song
小甜,xiao'tian
小田卷博士,xiao'tian'juan'bo'shi
小偷,xiao'tou
小霞,xiao'xia
小小象,xiao'xiao'xiang
小鸭嘴龙,xiao'ya'zui'long
小遥,xiao'yao
小银,xiao'yin
小智,xiao'zhi
邪恶波动,xie'e'bo'dong
写生,xie'sheng
协调训练家,xie'tiao'xun'lian'jia
歇羽,xie'yu
协助,xie'zhu
新岛,xin'dao
信号光束,xin'hao'guang'shu
信使鸟,xin'shi'niao
心眼,xin'yan
幸福蛋,xing'fu'dan
星桃果,xing'tao'guo
熊宝宝,xiong'bao'bao
秀力史诺顿博士,xiu'li'shi'nuo'dun'bo'shi
蓄电,xu'dian
虚晃一招,xu'huang'yi'zhao
旋风,xuan'feng
旋风刀,xuan'feng'dao
旋风腿,xuan'feng'tui
漩涡列岛,xuan'wo'lie'dao
雪崩,xue'beng
雪成,xue'cheng
雪拉比,xue'la'bi
学舌术,xue'she'shu
雪童子,xue'tong'zi
训练家,xun'lian'jia
亚当,ya'dang
亚空切断,ya'kong'qie'duan
亚朗,ya'lang
亚马多,ya'ma'duo
亚莎,ya'sha
亚希达,ya'xi'da
压榨,ya'zha
鸭嘴火龙,ya'zui'huo'long
炎帝,yan'di
岩浆防护,yan'jiang'fang'hu
岩浆风暴,yan'jiang'feng'bao
烟墨市,yan'mo'shi
烟幕,yan'mu
延烧,yan'shao
岩石爆破,yan'shi'bao'po
岩石粉碎,yan'shi'fen'sui
岩石封闭,yan'shi'feng'bi
岩石炮,yan'shi'pao
岩石偷袭,yan'shi'tou'xi
烟突山,yan'tu'shan
阳光烈焰,yang'guang'lie'yan
阳性,yang'xing
阳阳玛,yang'yang'ma
摇晃舞,yao'huang'wu
摇篮百合,yao'lan'bai'he
咬碎,yao'sui
摇尾巴,yao'wei'ba
咬咬,yao'yao
椰蛋树,ye'dan'shu
夜巨人,ye'ju'ren
夜骷髅,ye'ku'lou
叶绿,ye'lv
叶绿素,ye'lv'su
叶越,ye'yue
伊布,yi'bu
毅力,yi'li
异奇果,yi'qi'guo
一树,yi'shu
以怨报怨,yi'yuan'bao'yuan
一招制敌,yi'zhao'zhi'di
一之岛,yi'zhi'dao
一字斩,yi'zi'zhan
音爆,yin'bao
阴谋,yin'mou
饮奶,yin'nai
银色旋风,yin'se'xuan'feng
音速拳,yin'su'quan
阴性,yin'xing
茵郁市,yin'yu'shi
硬梆梆,ying'bang'bang
樱花鱼,ying'hua'yu
萤火,ying'huo
影子分身,ying'zi'fen'shen
影子击打,ying'zi'ji'da
影子球,ying'zi'qiu
影子拳,ying'zi'quan
影子游戏,ying'zi'you'xi
影子爪,ying'zi'zhao
勇次,yong'ci
勇敢,yong'gan
勇敢之鸟,yong'gan'zhi'niao
勇吉拉,yong'ji'la
永久,yong'jiu
诱惑,you'huo
诱惑身躯,you'huo'shen'qu
由基拉,you'ji'la
悠闲,you'xian
优雅猫,you'ya'mao
优子,you'zi
柚子岛,you'zi'dao
雨翅蛾,yu'chi'e
预感,yu'gan
瑜珈神力,yu'jia'shen'li
瑜珈姿势,yu'jia'zi'shi
宇康,yu'kang
羽毛舞,yu'mao'wu
雨盘,yu'pan
鱼跃龙门,yu'yue'long'men
怨恨,yuan'hen
元气,yuan'qi
原始之力,yuan'shi'zhi'li
怨影娃娃,yuan'ying'wa'wa
源治,yuan'zhi
圆朱市,yuan'zhu'shi
月光,yue'guang
月桂叶,yue'gui'ye
月见山,yue'jian'shan
月精灵,yue'jing'ling
月石,yue'shi
再来一次,zai'lai'yi'ci
早起,zao'qi
噪音,zao'yin
藻玉镇,zao'yu'zhen
增田顺一,zeng'tian'shun'yi
炸蛋,zha'dan
湛蓝市,zhan'lan'shi
章鱼桶,zhang'yu'tong
章鱼桶炮,zhang'yu'tong'pao
兆幅音频,zhao'fu'yin'pin
沼王,zhao'wang
沼跃鱼,zhao'yue'yu
折弯汤匙,zhe'wan'tang'chi
榛果球,zhen'guo'qiu
震级,zhen'ji
真空波,zhen'kong'bo
真新镇,zhen'xin'zhen
针叶暗器,zhen'ye'an'qi
珍珠贝,zhen'zhu'bei
正电拍拍,zheng'dian'pai'pai
正辉,zheng'hui
挣扎,zheng'zha
直冲熊,zhi'chong'xiong
治癒铃声,zhi'yu'ling'sheng
治癒愿望,zhi'yu'yuan'wang
重力,zhong'li
种子机关枪,zhong'zi'ji'guan'qiang
种子炸弹,zhong'zi'zha'dan
种子照明弹,zhong'zi'zhao'ming'dan
咒语,zhou'yu
蛛丝,zhu'si
装腔作势,zhuang'qiang'zuo'shi
追打,zhui'da
追踪,zhui'zong
啄,zhuo
浊流,zhuo'liu
啄食,zhuo'shi
自爆,zi'bao
子弹拳,zi'dan'quan
紫堇市,zi'jin'shi
自然恩惠,zi'ran'en'hui
自然公园,zi'ran'gong'yuan
自然回复,zi'ran'hui'fu
自然能力,zi'ran'neng'li
紫黍果,zi'shu'guo
自我暗示,zi'wo'an'shi
自我复原,zi'wo'fu'yuan
紫椰果,zi'ye'guo
紫苑镇,zi'yuan'zhen
走路草,zou'lu'cao
诅咒娃娃,zu'zhou'wa'wa
