阿鼻元珠,a'bi'yuan'zhu
诸天星辰秘魔七绝乌梭,zhu'tian'xing'chen'mi'mo'qi'jue'wu'suo
诸天欲魔五淫脂魔法,zhu'tian'yu'mo'wu'yin'zhi'mo'fa
朱文,zhu'wen
朱霞潋滟亘遥空,zhu'xia'lian'yan'gen'yao'kong
朱逍遥,zhu'xiao'yao
诛邪刀,zhu'xie'dao
煮雪鸡,zhu'xue'ji
诛淫孽火焚色界天,zhu'yin'nie'huo'fen'se'jie'tian
朱樱,zhu'ying
烛影忽摇红满殿阴风来鬼祖,zhu'ying'hu'yao'hong'man'dian'yin'feng'lai'gui'zu
诸有功,zhu'you'gong
朱由穆,zhu'you'mu
柱子,zhu'zi
转安凭定力,zhuan'an'ping'ding'li
转媸为妍,zhuan'chi'wei'yan
转轮钵,zhuan'lun'bo
转世,zhuan'shi
庄严宝相,zhuang'yan'bao'xiang
庄易,zhuang'yi
追魂娘子,zhui'hun'niang'zi
追魂五毒砂,zhui'hun'wu'du'sha
追云驰电,zhui'yun'chi'dian
追云叟,zhui'yun'sou
追云叟初试桃花瘴,zhui'yun'sou'chu'shi'tao'hua'zhang
卓远峰,zhuo'yuan'feng
灼灼花枝明似焰,zhuo'zhuo'hua'zhi'ming'si'yan
紫电飞芒诛木魃,zi'dian'fei'mang'zhu'mu'ba
紫府迷笈,zi'fu'mi'ji
紫光指甲,zi'guang'zhi'jia
紫海穷边,zi'hai'qiong'bian
紫河魔焰,zi'he'mo'yan
紫金钵盂,zi'jin'bo'yu
紫金冠,zi'jin'guan
紫金泷,zi'jin'long
紫金梭,zi'jin'suo
紫玲谷里见仙姑,zi'ling'gu'li'jian'xian'gu
紫面伽蓝,zi'mian'qie'lan
子母传音针,zi'mu'chuan'yin'zhen
子母戮魂珠,zi'mu'lu'hun'zhu
子母三才降魔针,zi'mu'san'cai'xiang'mo'zhen
子母针,zi'mu'zhen
紫青双剑,zi'qing'shuang'jian
紫清玉女,zi'qing'yu'nv
紫霆珠,zi'ting'zhu
自投罗网困金屏,zi'tou'luo'wang'kun'jin'ping
子午火云针,zi'wu'huo'yun'zhen
紫烟锄,zi'yan'chu
紫郢,zi'ying
紫郢化长虹,zi'ying'hua'chang'hong
紫郢剑,zi'ying'jian
自有元珠,zi'you'yuan'zhu
紫云,zi'yun
紫云宫,zi'yun'gong
紫云宫再入,zi'yun'gong'zai'ru
紫云障,zi'yun'zhang
宗德,zong'de
纵情色界天,zong'qing'se'jie'tian
宗主,zong'zhu
邹勤,zou'qin
阻婚凌氏女,zu'hun'ling'shi'nv
足踏云流行紫昊,zu'ta'yun'liu'xing'zi'hao
阻险窜荒山,zu'xian'cuan'huang'shan
醉道人,zui'dao'ren
最难消受美人恩,zui'nan'xiao'shou'mei'ren'en
醉仙作伐,zui'xian'zuo'fa
醉眼笑今古,zui'yan'xiao'jin'gu
尊胜禅师,zun'sheng'chan'shi
尊者,zun'zhe
左道,zuo'dao
坐化,zuo'hua
左清虚,zuo'qing'xu
座下,zuo'xia
左心,zuo'xin
