阿炳饭店,a'bing'fan'dian
福德都会,fu'de'dou'hui
福斗,fu'dou
福多多,fu'duo'duo
福坊村,fu'fang'cun
福富软件,fu'fu'ruan'jian
覆釜山,fu'fu'shan
福港楼,fu'gang'lou
福光路,fu'guang'lu
富贵鸟,fu'gui'niao
富贵鸟男装,fu'gui'niao'nan'zhuang
富贵天成,fu'gui'tian'cheng
福海大酒楼,fu'hai'da'jiu'lou
富豪山庄,fu'hao'shan'zhuang
富豪夜总会,fu'hao'ye'zong'hui
福和御园,fu'he'yu'yuan
福湖村,fu'hu'cun
福华,fu'hua
富华家园,fu'hua'jia'yuan
福华堂,fu'hua'tang
福华苑,fu'hua'yuan
福会新村,fu'hui'xin'cun
福辉珠宝,fu'hui'zhu'bao
福机,fu'ji
福基楼,fu'ji'lou
扶架,fu'jia
富佳机电厂,fu'jia'ji'dian'chang
福建博物院,fu'jian'bo'wu'yuan
福建大剧院,fu'jian'da'ju'yuan
福建电大,fu'jian'dian'da
福建电视台,fu'jian'dian'shi'tai
福建电影制片厂,fu'jian'dian'ying'zhi'pian'chang
福建东方大酒店,fu'jian'dong'fang'da'jiu'dian
福建东方电器,fu'jian'dong'fang'dian'qi
福建东南电视台,fu'jian'dong'nan'dian'shi'tai
福建儿童发展职业学院,fu'jian'er'tong'fa'zhan'zhi'ye'xue'yuan
福建丰吉,fu'jian'feng'ji
福建蜂疗医院,fu'jian'feng'liao'yi'yuan
福建工程学院,fu'jian'gong'cheng'xue'yuan
福建工贸学校,fu'jian'gong'mao'xue'xiao
福建供销大厦,fu'jian'gong'xiao'da'sha
福建工业学校,fu'jian'gong'ye'xue'xiao
福建广播电台,fu'jian'guang'bo'dian'tai
福建海峡电视台,fu'jian'hai'xia'dian'shi'tai
福建航运学校,fu'jian'hang'yun'xue'xiao
福建会堂,fu'jian'hui'tang
福建机器厂,fu'jian'ji'qi'chang
福建教育编辑部,fu'jian'jiao'yu'bian'ji'bu
福建教育出版社,fu'jian'jiao'yu'chu'ban'she
福建教育电视台,fu'jian'jiao'yu'dian'shi'tai
福建教育学院,fu'jian'jiao'yu'xue'yuan
福建警察学院,fu'jian'jing'cha'xue'yuan
福建警官学校,fu'jian'jing'guan'xue'xiao
福建警官学院,fu'jian'jing'guan'xue'yuan
福建经济快报,fu'jian'jing'ji'kuai'bao
福建经济学校,fu'jian'jing'ji'xue'xiao
福建京剧院,fu'jian'jing'ju'yuan
福建客车厂,fu'jian'ke'che'chang
福建老年大学,fu'jian'lao'nian'da'xue
福建理工学校,fu'jian'li'gong'xue'xiao
福建旅行社,fu'jian'lv'xing'she
福建农林大学,fu'jian'nong'lin'da'xue
福建青旅,fu'jian'qing'lv
福建青年杂志社,fu'jian'qing'nian'za'zhi'she
福建人才大厦,fu'jian'ren'cai'da'sha
福建日报社,fu'jian'ri'bao'she
福建省安监局,fu'jian'sheng'an'jian'ju
福建省博物馆,fu'jian'sheng'bo'wu'guan
福建省财政厅,fu'jian'sheng'cai'zheng'ting
福建省残联,fu'jian'sheng'can'lian
福建省测绘局,fu'jian'sheng'ce'hui'ju
福建省档案馆,fu'jian'sheng'dang'an'guan
福建省地税局,fu'jian'sheng'di'shui'ju
福建省地震局,fu'jian'sheng'di'zhen'ju
福建省地质医院,fu'jian'sheng'di'zhi'yi'yuan
福建省电教馆,fu'jian'sheng'dian'jiao'guan
福建省发改委,fu'jian'sheng'fa'gai'wei
福建省法学会,fu'jian'sheng'fa'xue'hui
福建省妇联,fu'jian'sheng'fu'lian
福建省高级法院,fu'jian'sheng'gao'ji'fa'yuan
福建省高招办,fu'jian'sheng'gao'zhao'ban
福建省歌舞剧院,fu'jian'sheng'ge'wu'ju'yuan
福建省公安厅,fu'jian'sheng'gong'an'ting
福建省公路局,fu'jian'sheng'gong'lu'ju
福建省工商局,fu'jian'sheng'gong'shang'ju
福建省工商联,fu'jian'sheng'gong'shang'lian
福建省公证处,fu'jian'sheng'gong'zheng'chu
福建省国税局,fu'jian'sheng'guo'shui'ju
福建省国土厅,fu'jian'sheng'guo'tu'ting
福建省海事局,fu'jian'sheng'hai'shi'ju
福建省航道局,fu'jian'sheng'hang'dao'ju
福建省红十字会,fu'jian'sheng'hong'shi'zi'hui
福建省画院,fu'jian'sheng'hua'yuan
福建省环保局,fu'jian'sheng'huan'bao'ju
福建省计算中心,fu'jian'sheng'ji'suan'zhong'xin
福建省纪委,fu'jian'sheng'ji'wei
福建省计委,fu'jian'sheng'ji'wei
福建省检察院,fu'jian'sheng'jian'cha'yuan
福建省建设厅,fu'jian'sheng'jian'she'ting
福建省交通厅,fu'jian'sheng'jiao'tong'ting
福建省教育厅,fu'jian'sheng'jiao'yu'ting
福建省经贸委,fu'jian'sheng'jing'mao'wei
福建省科技馆,fu'jian'sheng'ke'ji'guan
福建省科技厅,fu'jian'sheng'ke'ji'ting
福建省科协,fu'jian'sheng'ke'xie
福建省劳动厅,fu'jian'sheng'lao'dong'ting
福建省老年医院,fu'jian'sheng'lao'nian'yi'yuan
福建省立医院,fu'jian'sheng'li'yi'yuan
福建省林业厅,fu'jian'sheng'lin'ye'ting
福建省旅游公司,fu'jian'sheng'lv'you'gong'si
福建省旅游局,fu'jian'sheng'lv'you'ju
福建省美术馆,fu'jian'sheng'mei'shu'guan
福建省民政厅,fu'jian'sheng'min'zheng'ting
福建省民政学校,fu'jian'sheng'min'zheng'xue'xiao
福建省农业厅,fu'jian'sheng'nong'ye'ting
福建省拍卖行,fu'jian'sheng'pai'mai'hang
福建省气象局,fu'jian'sheng'qi'xiang'ju
福建省人大,fu'jian'sheng'ren'da
福建省人民医院,fu'jian'sheng'ren'min'yi'yuan
福建省人民政府,fu'jian'sheng'ren'min'zheng'fu
福建省人事厅,fu'jian'sheng'ren'shi'ting
福建省社科院,fu'jian'sheng'she'ke'yuan
福建省审计厅,fu'jian'sheng'shen'ji'ting
福建省水利厅,fu'jian'sheng'shui'li'ting
福建省司法厅,fu'jian'sheng'si'fa'ting
福建生态工程学校,fu'jian'sheng'tai'gong'cheng'xue'xiao
福建生态工程学院,fu'jian'sheng'tai'gong'cheng'xue'yuan
福建省体工队,fu'jian'sheng'ti'gong'dui
福建省体育馆,fu'jian'sheng'ti'yu'guan
福建省体育局,fu'jian'sheng'ti'yu'ju
福建省体育中心,fu'jian'sheng'ti'yu'zhong'xin
福建省统计局,fu'jian'sheng'tong'ji'ju
福建省图书馆,fu'jian'sheng'tu'shu'guan
福建省团校,fu'jian'sheng'tuan'xiao
福建省委,fu'jian'sheng'wei
福建省委党校,fu'jian'sheng'wei'dang'xiao
福建省卫生厅,fu'jian'sheng'wei'sheng'ting
福建省委员会,fu'jian'sheng'wei'yuan'hui
福建省文化厅,fu'jian'sheng'wen'hua'ting
福建省文联,fu'jian'sheng'wen'lian
福建省文物局,fu'jian'sheng'wen'wu'ju
福建省物价局,fu'jian'sheng'wu'jia'ju
福建省新华书店,fu'jian'sheng'xin'hua'shu'dian
福建省烟草公司,fu'jian'sheng'yan'cao'gong'si
福建省盐务局,fu'jian'sheng'yan'wu'ju
福建省药材公司,fu'jian'sheng'yao'cai'gong'si
福建省药检所,fu'jian'sheng'yao'jian'suo
福建省邮电学校,fu'jian'sheng'you'dian'xue'xiao
福建省邮政局,fu'jian'sheng'you'zheng'ju
福建省杂技团,fu'jian'sheng'za'ji'tuan
福建省招标公司,fu'jian'sheng'zhao'biao'gong'si
福建省政府,fu'jian'sheng'zheng'fu
福建省政协,fu'jian'sheng'zheng'xie
福建省质监局,fu'jian'sheng'zhi'jian'ju
福建省肿瘤医院,fu'jian'sheng'zhong'liu'yi'yuan
福建省总工会,fu'jian'sheng'zong'gong'hui
福建师大,fu'jian'shi'da
福建师大二附中,fu'jian'shi'da'er'fu'zhong
福建师大附中,fu'jian'shi'da'fu'zhong
福建师范大学,fu'jian'shi'fan'da'xue
福建司法学校,fu'jian'si'fa'xue'xiao
福建同春药业,fu'jian'tong'chun'yao'ye
福建外经贸学院,fu'jian'wai'jing'mao'xue'yuan
福建网球俱乐部,fu'jian'wang'qiu'ju'le'bu
福建卫生学校,fu'jian'wei'sheng'xue'xiao
福建新华印刷厂,fu'jian'xin'hua'yin'shua'chang
福建行政学院,fu'jian'xing'zheng'xue'yuan
福建医大,fu'jian'yi'da
福建医科大学,fu'jian'yi'ke'da'xue
福建艺术学校,fu'jian'yi'shu'xue'xiao
福建音乐学院,fu'jian'yin'yue'xue'yuan
福建永辉集团,fu'jian'yong'hui'ji'tuan
福建中豪,fu'jian'zhong'hao
福建中旅集团,fu'jian'zhong'lv'ji'tuan
福建中医学院,fu'jian'zhong'yi'xue'yuan
福建洲际大酒店,fu'jian'zhou'ji'da'jiu'dian
福捷塑胶,fu'jie'su'jiao
福杰苑,fu'jie'yuan
福锦苑,fu'jin'yuan
福康园,fu'kang'yuan
妇科门诊,fu'ke'men'zhen
洑口乡,fu'kou'xiang
富莱酒店,fu'lai'jiu'dian
福乐佳超市,fu'le'jia'chao'shi
府里,fu'li
福里村,fu'li'cun
富利来,fu'li'lai
福利医院,fu'li'yi'yuan
浮莲,fu'lian
福莲花苑,fu'lian'hua'yuan
福临东城,fu'lin'dong'cheng
福林堂,fu'lin'tang
夫岭,fu'ling
福龙,fu'long
福隆购物广场,fu'long'gou'wu'guang'chang
福禄,fu'lu
福禄坊,fu'lu'fang
福禄轩,fu'lu'xuan
福马加油站,fu'ma'jia'you'zhan
福马路,fu'ma'lu
福马路口,fu'ma'lu'kou
福马名城,fu'ma'ming'cheng
福马新村,fu'ma'xin'cun
复茂饼家,fu'mao'bing'jia
福美小区,fu'mei'xiao'qu
福美苑,fu'mei'yuan
富民花园,fu'min'hua'yuan
富民眼镜,fu'min'yan'jing
福民药店,fu'min'yao'dian
福明苑,fu'ming'yuan
福奈特,fu'nai'te
浮岐村,fu'qi'cun
富侨保健,fu'qiao'bao'jian
福侨大厦,fu'qiao'da'sha
福清陈厝,fu'qing'chen'cuo
福清党校,fu'qing'dang'xiao
福清第二实验小学,fu'qing'di'er'shi'yan'xiao'xue
福清第二中学,fu'qing'di'er'zhong'xue
福清地税局,fu'qing'di'shui'ju
福清东门,fu'qing'dong'men
福清二中,fu'qing'er'zhong
福清妇幼保健院,fu'qing'fu'you'bao'jian'yuan
福清高速公路口,fu'qing'gao'su'gong'lu'kou
福清公交公司,fu'qing'gong'jiao'gong'si
福清公交南站,fu'qing'gong'jiao'nan'zhan
福清光电园,fu'qing'guang'dian'yuan
福清海关,fu'qing'hai'guan
福清好又多,fu'qing'hao'you'duo
福清华侨大厦,fu'qing'hua'qiao'da'sha
福清华侨中学,fu'qing'hua'qiao'zhong'xue
福清火车站,fu'qing'huo'che'zhan
福清建材市场,fu'qing'jian'cai'shi'chang
福清建设局,fu'qing'jian'she'ju
福清较场路口,fu'qing'jiao'chang'lu'kou
福清交警大队,fu'qing'jiao'jing'da'dui
福清交通局,fu'qing'jiao'tong'ju
福清街心公园,fu'qing'jie'xin'gong'yuan
福清旧货市场,fu'qing'jiu'huo'shi'chang
福清梁厝,fu'qing'liang'cuo
福清两馆一中心,fu'qing'liang'guan'yi'zhong'xin
福清南门兜,fu'qing'nan'men'dou
福清汽车站,fu'qing'qi'che'zhan
福清棋山车场,fu'qing'qi'shan'che'chang
福清侨中,fu'qing'qiao'zhong
福清轻工学校,fu'qing'qing'gong'xue'xiao
福清融城中学,fu'qing'rong'cheng'zhong'xue
福清融侨园,fu'qing'rong'qiao'yuan
福清三华学校,fu'qing'san'hua'xue'xiao
福清山前,fu'qing'shan'qian
福清市,fu'qing'shi
福清市公安局,fu'qing'shi'gong'an'ju
福清市工商局,fu'qing'shi'gong'shang'ju
福清市建设局,fu'qing'shi'jian'she'ju
福清市交通局,fu'qing'shi'jiao'tong'ju
福清市教育局,fu'qing'shi'jiao'yu'ju
福清市人大,fu'qing'shi'ren'da
福清市人事局,fu'qing'shi'ren'shi'ju
福清市卫生局,fu'qing'shi'wei'sheng'ju
福清市邮政局,fu'qing'shi'you'zheng'ju
福清市政府,fu'qing'shi'zheng'fu
福清田中,fu'qing'tian'zhong
福清文光中学,fu'qing'wen'guang'zhong'xue
福清西门车场,fu'qing'xi'men'che'chang
福清西园小学,fu'qing'xi'yuan'xiao'xue
福清新华书店,fu'qing'xin'hua'shu'dian
福清医院,fu'qing'yi'yuan
福清一中,fu'qing'yi'zhong
福清邮电局,fu'qing'you'dian'ju
福清玉融公园,fu'qing'yu'rong'gong'yuan
福清总工会,fu'qing'zong'gong'hui
浮泉村,fu'quan'cun
福泉花园,fu'quan'hua'yuan
富泉乡,fu'quan'xiang
夫人村,fu'ren'cun
福人社区,fu'ren'she'qu
福日大厦,fu'ri'da'sha
福日花园,fu'ri'hua'yuan
福日新城,fu'ri'xin'cheng
芙蓉茶坊,fu'rong'cha'fang
芙蓉村,fu'rong'cun
芙蓉洞,fu'rong'dong
福荣花园,fu'rong'hua'yuan
芙蓉山,fu'rong'shan
芙蓉园,fu'rong'yuan
芙蓉寨,fu'rong'zhai
福瑞社区,fu'rui'she'qu
福瑞新村,fu'rui'xin'cun
福三中,fu'san'zhong
富沙,fu'sha
富山,fu'shan
浮山,fu'shan
阜山,fu'shan
浮山村,fu'shan'cun
阜山村,fu'shan'cun
富商世家,fu'shang'shi'jia
福盛饭店,fu'sheng'fan'dian
福盛花园,fu'sheng'hua'yuan
福盛苑,fu'sheng'yuan
副食品基地,fu'shi'pin'ji'di
福仕新村,fu'shi'xin'cun
福顺路,fu'shun'lu
福思特,fu'si'te
福四中,fu'si'zhong
福藤苑,fu'teng'yuan
福田村,fu'tian'cun
福田公司,fu'tian'gong'si
福添来,fu'tian'lai
福田汽车,fu'tian'qi'che
斧头山,fu'tou'shan
斧头石,fu'tou'shi
福湾财茂服装城,fu'wan'cai'mao'fu'zhuang'cheng
福湾斗门,fu'wan'dou'men
福湾佳和超市,fu'wan'jia'he'chao'shi
福湾路,fu'wan'lu
福沃,fu'wo
福五中,fu'wu'zhong
福溪,fu'xi
浮曦村,fu'xi'cun
福霞小区,fu'xia'xiao'qu
福线,fu'xian
阜巷,fu'xiang
福祥花园,fu'xiang'hua'yuan
福祥门诊部,fu'xiang'men'zhen'bu
福祥社区,fu'xiang'she'qu
福新东路,fu'xin'dong'lu
福新公寓,fu'xin'gong'yu
福新路,fu'xin'lu
福新路口,fu'xin'lu'kou
福新苑,fu'xin'yuan
福新支路,fu'xin'zhi'lu
富兴宾馆,fu'xing'bin'guan
福兴茶会小区,fu'xing'cha'hui'xiao'qu
福星村,fu'xing'cun
福兴大道,fu'xing'da'dao
福兴花园,fu'xing'hua'yuan
福兴楼,fu'xing'lou
富兴路,fu'xing'lu
福兴女子医院,fu'xing'nv'zi'yi'yuan
福兴投资区,fu'xing'tou'zi'qu
福星新村,fu'xing'xin'cun
福兴医院,fu'xing'yi'yuan
福星幼儿园,fu'xing'you'er'yuan
浮洋,fu'yang
富洋村,fu'yang'cun
福耀玻璃,fu'yao'bo'li
福耀集团,fu'yao'ji'tuan
福耀汽车玻璃,fu'yao'qi'che'bo'li
辅翼,fu'yi
辅翼村,fu'yi'cun
福怡花园,fu'yi'hua'yuan
附一医院,fu'yi'yi'yuan
福荫公寓,fu'yin'gong'yu
福友,fu'you
妇幼保健院,fu'you'bao'jian'yuan
浮屿,fu'yu
福屿花园,fu'yu'hua'yuan
福屿社区,fu'yu'she'qu
富裕世家,fu'yu'shi'jia
福屿天桥,fu'yu'tian'qiao
富裕新村,fu'yu'xin'cun
福屿新村,fu'yu'xin'cun
福源,fu'yuan
福源超市,fu'yuan'chao'shi
福源大厦,fu'yuan'da'sha
福苑大厦,fu'yuan'da'sha
福园花园,fu'yuan'hua'yuan
福圆花园,fu'yuan'hua'yuan
福源花园,fu'yuan'hua'yuan
福苑花园,fu'yuan'hua'yuan
福源机械,fu'yuan'ji'xie
福源旅馆,fu'yuan'lv'guan
福源山,fu'yuan'shan
福源新村,fu'yuan'xin'cun
福园苑,fu'yuan'yuan
福泽家园,fu'ze'jia'yuan
福泽苑,fu'ze'yuan
附中,fu'zhong
福州八中,fu'zhou'ba'zhong
福州保税区,fu'zhou'bao'shui'qu
福州博物馆,fu'zhou'bo'wu'guan
福州车辆段,fu'zhou'che'liang'duan
福州城门中学,fu'zhou'cheng'men'zhong'xue
福州春天,fu'zhou'chun'tian
福州大饭店,fu'zhou'da'fan'dian
福州大酒家,fu'zhou'da'jiu'jia
福州大戏院,fu'zhou'da'xi'yuan
福州大鞋城,fu'zhou'da'xie'cheng
福州大学,fu'zhou'da'xue
福州大学北门,fu'zhou'da'xue'bei'men
福州大学图书馆,fu'zhou'da'xue'tu'shu'guan
福州大学新区,fu'zhou'da'xue'xin'qu
福州大学医院,fu'zhou'da'xue'yi'yuan
福州第八中学,fu'zhou'di'ba'zhong'xue
福州第二中学,fu'zhou'di'er'zhong'xue
福州第七中学,fu'zhou'di'qi'zhong'xue
福州第三中学,fu'zhou'di'san'zhong'xue
福州第十九中学,fu'zhou'di'shi'jiu'zhong'xue
福州第十六中学,fu'zhou'di'shi'liu'zhong'xue
福州第十四中学,fu'zhou'di'shi'si'zhong'xue
福州第十五中学,fu'zhou'di'shi'wu'zhong'xue
福州第十一中学,fu'zhou'di'shi'yi'zhong'xue
福州第四十中学,fu'zhou'di'si'shi'zhong'xue
福州第四中学,fu'zhou'di'si'zhong'xue
福州第一中学,fu'zhou'di'yi'zhong'xue
福州电大,fu'zhou'dian'da
福州电视中心,fu'zhou'dian'shi'zhong'xin
福州电业局,fu'zhou'dian'ye'ju
福州电子城,fu'zhou'dian'zi'cheng
福州电子职专,fu'zhou'dian'zi'zhi'zhuan
福州东南眼科医院,fu'zhou'dong'nan'yan'ke'yi'yuan
福州东南眼科医院金山新院,fu'zhou'dong'nan'yan'ke'yi'yuan'jin'shan'xin'yuan
福州动物园,fu'zhou'dong'wu'yuan
福州二附小,fu'zhou'er'fu'xiao
福州二十四中,fu'zhou'er'shi'si'zhong
福州儿童医院,fu'zhou'er'tong'yi'yuan
福州阀门厂,fu'zhou'fa'men'chang
福州港客运站,fu'zhou'gang'ke'yun'zhan
福州港务集团,fu'zhou'gang'wu'ji'tuan
福州高级中学,fu'zhou'gao'ji'zhong'xue
福州高速西养护段,fu'zhou'gao'su'xi'yang'hu'duan
福州格致中学,fu'zhou'ge'zhi'zhong'xue
福州公交公司,fu'zhou'gong'jiao'gong'si
福州工业学校,fu'zhou'gong'ye'xue'xiao
福州鼓山中学,fu'zhou'gu'shan'zhong'xue
福州广场,fu'zhou'guang'chang
福州广告公司,fu'zhou'guang'gao'gong'si
福州规划设计院,fu'zhou'gui'hua'she'ji'yuan
福州国际旅行社,fu'zhou'guo'ji'lv'xing'she
福州锅炉厂,fu'zhou'guo'lu'chang
福州海关,fu'zhou'hai'guan
福州海峡国际会展中心,fu'zhou'hai'xia'guo'ji'hui'zhan'zhong'xin
福州海员学校,fu'zhou'hai'yuan'xue'xiao
福州豪廷,fu'zhou'hao'ting
福州花鸟市场,fu'zhou'hua'niao'shi'chang
福州华侨中学,fu'zhou'hua'qiao'zhong'xue
福州画院,fu'zhou'hua'yuan
福州火车站,fu'zhou'huo'che'zhan
福州机床厂,fu'zhou'ji'chuang'chang
福州机务段,fu'zhou'ji'wu'duan
福州建材市场,fu'zhou'jian'cai'shi'chang
福州建工集团,fu'zhou'jian'gong'ji'tuan
福州交通职专,fu'zhou'jiao'tong'zhi'zhuan
福州教育宾馆,fu'zhou'jiao'yu'bin'guan
福州教育学院,fu'zhou'jiao'yu'xue'yuan
福州金桥学校,fu'zhou'jin'qiao'xue'xiao
福州金山小学,fu'zhou'jin'shan'xiao'xue
福州经济开发区,fu'zhou'jing'ji'kai'fa'qu
福州旧货市场,fu'zhou'jiu'huo'shi'chang
福州康桥中学,fu'zhou'kang'qiao'zhong'xue
福州科技馆,fu'zhou'ke'ji'guan
福州科技学院,fu'zhou'ke'ji'xue'yuan
福州励志中学,fu'zhou'li'zhi'zhong'xue
福州六和,fu'zhou'liu'he
福州闽剧院,fu'zhou'min'ju'yuan
福州民族中学,fu'zhou'min'zu'zhong'xue
福州农校,fu'zhou'nong'xiao
福州汽车厂,fu'zhou'qi'che'chang
福州汽车西站,fu'zhou'qi'che'xi'zhan
福州人民会堂,fu'zhou'ren'min'hui'tang
福州日报社,fu'zhou'ri'bao'she
福州软件园,fu'zhou'ruan'jian'yuan
福州三牧中学,fu'zhou'san'mu'zhong'xue
福州三十二中,fu'zhou'san'shi'er'zhong
福州商业学校,fu'zhou'shang'ye'xue'xiao
福州市,fu'zhou'shi
福州市博物馆,fu'zhou'shi'bo'wu'guan
福州市财政局,fu'zhou'shi'cai'zheng'ju
福州时代中学,fu'zhou'shi'dai'zhong'xue
福州市档案馆,fu'zhou'shi'dang'an'guan
福州市档案局,fu'zhou'shi'dang'an'ju
福州市第一技工学校,fu'zhou'shi'di'yi'ji'gong'xue'xiao
福州市第一医院,fu'zhou'shi'di'yi'yi'yuan
福州市地震局,fu'zhou'shi'di'zhen'ju
福州市电业局,fu'zhou'shi'dian'ye'ju
福州市动物园,fu'zhou'shi'dong'wu'yuan
福州市二医院,fu'zhou'shi'er'yi'yuan
福州市歌舞剧院,fu'zhou'shi'ge'wu'ju'yuan
福州市公安局,fu'zhou'shi'gong'an'ju
福州市公路局,fu'zhou'shi'gong'lu'ju
福州市工商局,fu'zhou'shi'gong'shang'ju
福州市公证处,fu'zhou'shi'gong'zheng'chu
福州市国税局,fu'zhou'shi'guo'shui'ju
福州市国土局,fu'zhou'shi'guo'tu'ju
福州市环保局,fu'zhou'shi'huan'bao'ju
福州市纪委,fu'zhou'shi'ji'wei
福州市检察院,fu'zhou'shi'jian'cha'yuan
福州市建设局,fu'zhou'shi'jian'she'ju
福州市交通局,fu'zhou'shi'jiao'tong'ju
福州市教育局,fu'zhou'shi'jiao'yu'ju
福州市经委,fu'zhou'shi'jing'wei
福州市勘测院,fu'zhou'shi'kan'ce'yuan
福州市科技局,fu'zhou'shi'ke'ji'ju
福州市劳动局,fu'zhou'shi'lao'dong'ju
福州市粮食局,fu'zhou'shi'liang'shi'ju
福州市林业局,fu'zhou'shi'lin'ye'ju
福州市聋哑学校,fu'zhou'shi'long'ya'xue'xiao
福州市煤气公司,fu'zhou'shi'mei'qi'gong'si
福州市民政局,fu'zhou'shi'min'zheng'ju
福州市农业局,fu'zhou'shi'nong'ye'ju
福州市气象局,fu'zhou'shi'qi'xiang'ju
福州市人才市场,fu'zhou'shi'ren'cai'shi'chang
福州市人大,fu'zhou'shi'ren'da
福州市人民医院,fu'zhou'shi'ren'min'yi'yuan
福州市人民政府,fu'zhou'shi'ren'min'zheng'fu
福州市人事局,fu'zhou'shi'ren'shi'ju
福州市水利局,fu'zhou'shi'shui'li'ju
福州市司法局,fu'zhou'shi'si'fa'ju
福州市体育馆,fu'zhou'shi'ti'yu'guan
福州市统计局,fu'zhou'shi'tong'ji'ju
福州市土地局,fu'zhou'shi'tu'di'ju
福州市团委,fu'zhou'shi'tuan'wei
福州市委,fu'zhou'shi'wei
福州市委党校,fu'zhou'shi'wei'dang'xiao
福州市卫生局,fu'zhou'shi'wei'sheng'ju
福州市文化局,fu'zhou'shi'wen'hua'ju
福州市物价局,fu'zhou'shi'wu'jia'ju
福州市乌山小学,fu'zhou'shi'wu'shan'xiao'xue
福州市信访局,fu'zhou'shi'xin'fang'ju
福州市艺术学校,fu'zhou'shi'yi'shu'xue'xiao
福州市邮政局,fu'zhou'shi'you'zheng'ju
福州市园林局,fu'zhou'shi'yuan'lin'ju
福州市政府,fu'zhou'shi'zheng'fu
福州市政协,fu'zhou'shi'zheng'xie
福州市中医院,fu'zhou'shi'zhong'yi'yuan
福州师专,fu'zhou'shi'zhuan
福州市总工会,fu'zhou'shi'zong'gong'hui
福州书店,fu'zhou'shu'dian
福州水表厂,fu'zhou'shui'biao'chang
福州四十中,fu'zhou'si'shi'zhong
福州台钻厂,fu'zhou'tai'zuan'chang
福州图书馆,fu'zhou'tu'shu'guan
福州外国语学校,fu'zhou'wai'guo'yu'xue'xiao
福州晚报,fu'zhou'wan'bao
福州晚报社,fu'zhou'wan'bao'she
福州晚报印刷厂,fu'zhou'wan'bao'yin'shua'chang
福州文庙,fu'zhou'wen'miao
福州乌山小学,fu'zhou'wu'shan'xiao'xue
福州消毒站,fu'zhou'xiao'du'zhan
福州杨桥中学,fu'zhou'yang'qiao'zhong'xue
福州业余大学,fu'zhou'ye'yu'da'xue
福州一化,fu'zhou'yi'hua
福州英才中学,fu'zhou'ying'cai'zhong'xue
福州英华职业学院,fu'zhou'ying'hua'zhi'ye'xue'yuan
福州永达,fu'zhou'yong'da
福州油墨厂,fu'zhou'you'mo'chang
福州则徐中学,fu'zhou'ze'xu'zhong'xue
福州站,fu'zhou'zhan
福州展览城,fu'zhou'zhan'lan'cheng
福州职业技术学院,fu'zhou'zhi'ye'ji'shu'xue'yuan
福州中机中泰,fu'zhou'zhong'ji'zhong'tai
福州总医院,fu'zhou'zong'yi'yuan
服装加工店,fu'zhuang'jia'gong'dian
服装女人,fu'zhuang'nv'ren
服装设计,fu'zhuang'she'ji
盖山宾馆,gai'shan'bin'guan
盖山投资区,gai'shan'tou'zi'qu
盖山镇政府新村,gai'shan'zhen'zheng'fu'xin'cun
盖洋村,gai'yang'cun
盖洋乡,gai'yang'xiang
甘厝,gan'cuo
感恩村,gan'en'cun
甘洪路,gan'hong'lu
橄榄岛,gan'lan'dao
橄榄湾,gan'lan'wan
干面,gan'mian
甘泉寺,gan'quan'si
干休所,gan'xiu'suo
干休所站,gan'xiu'suo'zhan
甘蔗广场,gan'zhe'guang'chang
甘竹桥头,gan'zhu'qiao'tou
甘竹桥头北,gan'zhu'qiao'tou'bei
甘竹桥头南,gan'zhu'qiao'tou'nan
岗贝,gang'bei
港边,gang'bian
钢材市场,gang'cai'shi'chang
钢厂,gang'chang
缸村,gang'cun
港东村,gang'dong'cun
港咀,gang'ju
港口路,gang'kou'lu
港里,gang'li
港里村,gang'li'cun
岗连,gang'lian
港南,gang'nan
岗前,gang'qian
钢琴世界,gang'qin'shi'jie
冈头,gang'tou
岗头,gang'tou
港头,gang'tou
港头村,gang'tou'cun
港头派出所,gang'tou'pai'chu'suo
岗头山,gang'tou'shan
港头市场,gang'tou'shi'chang
港头镇,gang'tou'zhen
岗尾,gang'wei
港尾,gang'wei
港西,gang'xi
港西村,gang'xi'cun
岗洋,gang'yang
岗仔头,gang'zai'tou
高安村,gao'an'cun
高坂,gao'ban
高邦,gao'bang
高鼻,gao'bi
高车,gao'che
高塍,gao'cheng
高厝,gao'cuo
高厝村,gao'cuo'cun
高东村,gao'dong'cun
高峰村,gao'feng'cun
高峰桥,gao'feng'qiao
高峰寺,gao'feng'si
高盖山,gao'gai'shan
高盖山公园,gao'gai'shan'gong'yuan
高冈,gao'gang
高港村,gao'gang'cun
高工小区,gao'gong'xiao'qu
高官,gao'guan
高湖,gao'hu
高湖村,gao'hu'cun
高湖小区,gao'hu'xiao'qu
高景商贸中心,gao'jing'shang'mao'zhong'xin
高局,gao'ju
高岭村,gao'ling'cun
高垄,gao'long
高龙集团,gao'long'ji'tuan
高楼,gao'lou
高楼村,gao'lou'cun
高仑村,gao'lun'cun
高螺头,gao'luo'tou
高坪,gao'ping
高岐,gao'qi
高桥,gao'qiao
高桥大厦,gao'qiao'da'sha
高桥饭店,gao'qiao'fan'dian
高桥坑,gao'qiao'keng
高桥楼,gao'qiao'lou
高桥新村,gao'qiao'xin'cun
高日,gao'ri
高沙,gao'sha
高山,gao'shan
高山茶庄,gao'shan'cha'zhuang
高山村,gao'shan'cun
高山顶,gao'shan'ding
高山冻,gao'shan'dong
高山派出所,gao'shan'pai'chu'suo
高山寺,gao'shan'si
