阿斗,a'dou
酒诗,jiu'shi
救他,jiu'ta
九血,jiu'xue
救援,jiu'yuan
就这样吧,jiu'zhe'yang'ba
菊花刀,ju'hua'dao
举荐,ju'jian
据守,ju'shou
巨象,ju'xiang
绝策,jue'ce
绝处逢生,jue'chu'feng'sheng
决斗,jue'dou
绝对零度,jue'dui'ling'du
绝境,jue'jing
绝情,jue'qing
绝世的舞姬,jue'shi'de'wu'ji
觉醒,jue'xing
觉醒技,jue'xing'ji
决意的巾帼,jue'yi'de'jin'guo
决一死战,jue'yi'si'zhan
绝影,jue'ying
君临天下,jun'lin'tian'xia
君且安坐,jun'qie'an'zuo
军威,jun'wei
峻刑,jun'xing
军争,jun'zheng
军争包,jun'zheng'bao
军争篇,jun'zheng'pian
君子乐胥,jun'zi'le'xu
卡差,ka'cha
卡距离,ka'ju'li
开辟险路,kai'pi'xian'lu
开五谷,kai'wu'gu
堪此重任,kan'ci'zhong'ren
看尔乃插标卖首,kan'er'nai'cha'biao'mai'shou
看来我命中注定将丧命于此,kan'lai'wo'ming'zhong'zhu'ding'jiang'sang'ming'yu'ci
看破,kan'po
看我的厉害,kan'wo'de'li'hai
看我三步之内取你小命,kan'wo'san'bu'zhi'nei'qu'ni'xiao'ming
看我神威,kan'wo'shen'wei
看我先登城头,kan'wo'xian'deng'cheng'tou
看我先行破敌,kan'wo'xian'xing'po'di
可夺天下,ke'duo'tian'xia
克复中原,ke'fu'zhong'yuan
可敢挡我,ke'gan'dang'wo
可敢杀我,ke'gan'sha'wo
可敢与我一战,ke'gan'yu'wo'yi'zhan
克己,ke'ji
可免一死,ke'mian'yi'si
可如何是好,ke'ru'he'shi'hao
可斩华雄,ke'zhan'hua'xiong
控场,kong'chang
空城,kong'cheng
空城绝唱,kong'cheng'jue'chang
孔门之后,kong'men'zhi'hou
孔明,kong'ming
控牌,kong'pai
孔融,kong'rong
控手牌,kong'shou'pai
控血线,kong'xue'xian
扣减,kou'jian
扣血,kou'xue
哭喊吧,ku'han'ba
苦肉,ku'rou
跨蹈汉南,kua'dao'han'nan
快来与我等决一死战,kuai'lai'yu'wo'deng'jue'yi'si'zhan
宽限,kuan'xian
狂暴,kuang'bao
狂奔的蜗牛,kuang'ben'de'wo'niu
狂风,kuang'feng
狂风标记,kuang'feng'biao'ji
狂斧,kuang'fu
匡扶汉室,kuang'fu'han'shi
狂骨,kuang'gu
狂直之士,kuang'zhi'zhi'shi
溃敌于无形,kui'di'yu'wu'xing
溃围,kui'wei
扩充包,kuo'chong'bao
扩展包,kuo'zhan'bao
拉仇恨,la'chou'hen
垃圾技能,la'ji'ji'neng
拉卡差,la'ka'cha
辣手摧花,la'shou'cui'hua
来来来,lai'lai'lai
来人护驾,lai'ren'hu'jia
来世再报,lai'shi'zai'bao
来世再报了,lai'shi'zai'bao'le
来香一个,lai'xiang'yi'ge
狼顾,lang'gu
狼顾之鬼,lang'gu'zhi'gui
老不死的,lao'bu'si'de
老当益壮,lao'dang'yi'zhuang
老夫,lao'fu
老夫有病在身,lao'fu'you'bing'zai'shen
老骥伏枥,lao'ji'fu'li
老奸巨猾,lao'jian'ju'hua
老将的逆袭,lao'jiang'de'ni'xi
老谋深算,lao'mou'shen'suan
老天不助我袁家,lao'tian'bu'zhu'wo'yuan'jia
老天不助我袁家啊,lao'tian'bu'zhu'wo'yuan'jia'a
老诸葛,lao'zhu'ge
乐不思蜀,le'bu'si'shu
乐进,le'jin
乐上,le'shang
乐上他,le'shang'ta
乐他,le'ta
雷电伤害,lei'dian'shang'hai
雷公助我,lei'gong'zhu'wo
雷击,lei'ji
雷杀,lei'sha
冷酷的毒士,leng'ku'de'du'shi
冷色,leng'se
冷血皇后,leng'xue'huang'hou
立不世之功,li'bu'shi'zhi'gong
离婚,li'hun
离魂,li'hun
离婚蝉,li'hun'chan
离魂蝉,li'hun'chan
疠火,li'huo
离间,li'jian
历尽沧桑,li'jin'cang'sang
礼让,li'rang
李儒,li'ru
立下首功,li'xia'shou'gong
立义将军,li'yi'jiang'jun
历战之躯,li'zhan'zhi'qu
连动,lian'dong
连环,lian'huan
连环传导,lian'huan'chuan'dao
连环状态,lian'huan'zhuang'tai
联盟维系者,lian'meng'wei'xi'zhe
连绵不绝,lian'mian'bu'jue
连弩,lian'nu
连破,lian'po
连清人,lian'qing'ren
连上,lian'shang
连我俩,lian'wo'lia
怜香惜玉,lian'xiang'xi'yu
恋心殷殷,lian'xin'yin'yin
恋心殷殷妾心所系,lian'xin'yin'yin'qie'xin'suo'xi
连营,lian'ying
炼狱武神,lian'yu'wu'shen
两边都看不见了,liang'bian'dou'kan'bu'jian'le
亮兵器吧,liang'bing'qi'ba
亮出,liang'chu
两个桃,liang'ge'tao
两国交战,liang'guo'jiao'zhan
粮尽援绝,liang'jin'yuan'jue
亮身份,liang'shen'fen
两仪生四象,liang'yi'sheng'si'xiang
两忠,liang'zhong
料敌机先,liao'di'ji'xian
廖化,liao'hua
辽神,liao'shen
料事如神,liao'shi'ru'shen
烈弓,lie'gong
烈弓不等式,lie'gong'bu'deng'shi
烈刃,lie'ren
裂围,lie'wei
林包,lin'bao
林扩展包,lin'kuo'zhan'bao
琳琅妙笔,lin'lang'miao'bi
临危受命,lin'wei'shou'ming
凌波微步,ling'bo'wei'bu
零手牌,ling'shou'pai
聆听吧,ling'ting'ba
凌统,ling'tong
刘备,liu'bei
刘表,liu'biao
留大点,liu'da'dian
刘惮,liu'dan
留得青山在,liu'de'qing'shan'zai
留得青山在不怕没柴烧,liu'de'qing'shan'zai'bu'pa'mei'chai'shao
刘封,liu'feng
六号位,liu'hao'wei
留酒,liu'jiu
流离,liu'li
流落异乡愁断肠,liu'luo'yi'xiang'chou'duan'chang
流氓云,liu'mang'yun
六人局,liu'ren'ju
留杀,liu'sha
刘禅,liu'shan
留闪,liu'shan
刘协,liu'xie
刘玄德,liu'xuan'de
六血,liu'xue
龙胆,long'dan
龙的衣钵,long'de'yi'bo
龙堕九天,long'duo'jiu'tian
龙魂,long'hun
龙马精神,long'ma'jing'shen
龙吟,long'yin
龙吟当驸,long'yin'dang'fu
龙吟九霄,long'yin'jiu'xiao
龙战于野,long'zhan'yu'ye
鲁大师,lu'da'shi
陆连清,lu'lian'qing
陆神将,lu'shen'jiang
鲁肃,lu'su
陆逊,lu'xun
鲁子敬,lu'zi'jing
乱臣贼子,luan'chen'zei'zi
乱击,luan'ji
乱箭肃敌,luan'jian'su'di
乱射,luan'she
乱世的奸雄,luan'shi'de'jian'xiong
乱世的枭雄,luan'shi'de'xiao'xiong
乱世歌姬,luan'shi'ge'ji
乱世巾帼,luan'shi'jin'guo
乱世名医,luan'shi'ming'yi
乱武,luan'wu
略懂略懂,lue'dong'lue'dong
裸奔,luo'ben
落井下石,luo'jing'xia'shi
洛神,luo'shen
洛神赋,luo'shen'fu
罗袜生尘,luo'wa'sheng'chen
落雁,luo'yan
裸衣,luo'yi
落英,luo'ying
吕布,lv'bu
吕奉先,lv'feng'xian
吕蒙,lv'meng
吕子明,lv'zi'ming
马参军,ma'can'jun
马超,ma'chao
马岱,ma'dai
马孟起,ma'meng'qi
马上有对象,ma'shang'you'dui'xiang
马上有福,ma'shang'you'fu
马上有钱,ma'shang'you'qian
马上有学问,ma'shang'you'xue'wen
马上有运气,ma'shang'you'yun'qi
马术,ma'shu
马谡,ma'su
马腾,ma'teng
妈我冷,ma'wo'leng
马忠,ma'zhong
买卖不成,mai'mai'bu'cheng
卖血,mai'xue
满宠,man'chong
漫卷,man'juan
慢苦,man'ku
满身都是破绽,man'shen'dou'shi'po'zhan
满手牌,man'shou'pai
满体力,man'ti'li
满血,man'xue
冒死以谏,mao'si'yi'jian
没黑桃,mei'hei'tao
没红杀,mei'hong'sha
没红桃,mei'hong'tao
每回合,mei'hui'he
没酒,mei'jiu
没酒了,mei'jiu'le
美髯公,mei'ran'gong
美人儿,mei'ren'er
没杀,mei'sha
没闪,mei'shan
没桃,mei'tao
没无懈,mei'wu'xie
没想到吧,mei'xiang'dao'ba
媚眼如丝,mei'yan'ru'si
没有红杀,mei'you'hong'sha
没有酒,mei'you'jiu
没有酒啦,mei'you'jiu'la
没有距离,mei'you'ju'li
没有杀,mei'you'sha
没有闪,mei'you'shan
没有桃,mei'you'tao
没有无懈,mei'you'wu'xie
孟获,meng'huo
猛进,meng'jin
孟起,meng'qi
猛锐盖世,meng'rui'gai'shi
梦魇标记,meng'yan'biao'ji
梦醉良缘,meng'zui'liang'yuan
秘计,mi'ji
咪桃,mi'tao
密诏,mi'zhao
谜之仙人,mi'zhi'xian'ren
面杀,mian'sha
妙法仁心,miao'fa'ren'xin
灭计,mie'ji
命不该绝,ming'bu'gai'jue
明策,ming'ce
明反,ming'fan
明内,ming'nei
名士,ming'shi
名士之风,ming'shi'zhi'feng
明哲,ming'zhe
明置,ming'zhi
明置势力,ming'zhi'shi'li
明忠,ming'zhong
明珠蒙尘,ming'zhu'meng'chen
摸二弃一,mo'er'qi'yi
莫跟哥哥客气,mo'gen'ge'ge'ke'qi
魔将,mo'jiang
摸牌,mo'pai
摸牌阶段,mo'pai'jie'duan
摸三弃一,mo'san'qi'yi
魔仕,mo'shi
魔王,mo'wang
摸一弃二,mo'yi'qi'er
摸一弃三,mo'yi'qi'san
谋当如鬼,mou'dang'ru'gui
谋断,mou'duan
谋溃,mou'kui
谋略过人,mou'lue'guo'ren
谋谟之勋,mou'mo'zhi'xun
某以丞相为父,mou'yi'cheng'xiang'wei'fu
谋诛,mou'zhu
拿八卦,na'ba'gua
拿兵,na'bing
拿兵粮,na'bing'liang
拿刀,na'dao
拿盾,na'dun
拿方天,na'fang'tian
哪个说我有勇无谋,na'ge'shuo'wo'you'yong'wu'mou
拿古锭刀,na'gu'ding'dao
拿寒冰,na'han'bing
呐喊破敌,na'han'po'di
拿加一,na'jia'yi
拿减一,na'jian'yi
拿菊花刀,na'ju'hua'dao
拿距离,na'ju'li
拿来吧,na'lai'ba
拿乐,na'le
拿连弩,na'lian'nu
拿马,na'ma
拿命来,na'ming'lai
拿你,na'ni
拿你的,na'ni'de
拿麒麟弓,na'qi'lin'gong
拿青缸,na'qing'gang
拿青龙,na'qing'long
拿去拿去,na'qu'na'qu
拿仁王,na'ren'wang
拿杀,na'sha
拿闪,na'shan
拿闪电,na'shan'dian
拿手牌,na'shou'pai
拿他,na'ta
拿他八卦,na'ta'ba'gua
拿他刀,na'ta'dao
拿他的,na'ta'de
拿她的,na'ta'de
拿他盾,na'ta'dun
拿他加一,na'ta'jia'yi
拿他减一,na'ta'jian'yi
拿他连弩,na'ta'lian'nu
拿他马,na'ta'ma
拿他仁王,na'ta'ren'wang
拿他手牌,na'ta'shou'pai
拿他武器,na'ta'wu'qi
拿他装备,na'ta'zhuang'bei
拿桃,na'tao
拿藤甲,na'teng'jia
拿我,na'wo
拿我的,na'wo'de
拿武器,na'wu'qi
拿无懈,na'wu'xie
拿丈八,na'zhang'ba
拿装备,na'zhuang'bei
奈何,nai'he
奈何奈何啊,nai'he'nai'he'a
乃天命也,nai'tian'ming'ye
难道这就是失败的滋味吗,nan'dao'zhe'jiu'shi'shi'bai'de'zi'wei'ma
难道这就是桃园吗,nan'dao'zhe'jiu'shi'tao'yuan'ma
难道真的是天命难违,nan'dao'zhen'de'shi'tian'ming'nan'wei
男婚女嫁,nan'hun'nv'jia
南蛮,nan'man
南蛮入侵,nan'man'ru'qin
南蛮王,nan'man'wang
南蛮再起,nan'man'zai'qi
内奸,nei'jian
内事不决,nei'shi'bu'jue
内事不决问张昭,nei'shi'bu'jue'wen'zhang'zhao
能服于人,neng'fu'yu'ren
能进能退,neng'jin'neng'tui
能进能退乃真正法器,neng'jin'neng'tui'nai'zhen'zheng'fa'qi
你办事儿,ni'ban'shi'er
你办事儿我放心,ni'ban'shi'er'wo'fang'xin
你办事我放心,ni'ban'shi'wo'fang'xin
你的还是我的,ni'de'hai'shi'wo'de
你的计谋被识破了,ni'de'ji'mou'bei'shi'po'le
你的牌太多,ni'de'pai'tai'duo
你的牌太多啦,ni'de'pai'tai'duo'la
你的死活,ni'de'si'huo
你的死活与我何干,ni'de'si'huo'yu'wo'he'gan
你的死期到了,ni'de'si'qi'dao'le
你害我,ni'hai'wo
你可敢挡我,ni'ke'gan'dang'wo
你可感觉得到,ni'ke'gan'jue'de'dao
你可识得此阵,ni'ke'shi'de'ci'zhen
你来嘛,ni'lai'ma
你累了,ni'lei'le
你满身都是破绽,ni'man'shen'dou'shi'po'zhan
你们都得听我的号令,ni'men'dou'de'ting'wo'de'hao'ling
你们也别想得到,ni'men'ye'bie'xiang'de'dao
你奈我何,ni'nai'wo'he
你能逃得过我的手掌心吗,ni'neng'tao'de'guo'wo'de'shou'zhang'xin'ma
你是招还是不招,ni'shi'zhao'hai'shi'bu'zhao
你死我活,ni'si'wo'huo
逆天而行,ni'tian'er'xing
逆天改命,ni'tian'gai'ming
逆天难,ni'tian'nan
逆我者亡,ni'wo'zhe'wang
你信吗,ni'xin'ma
你要替妾身做主啊,ni'yao'ti'qie'shen'zuo'zhu'a
逆贼凶,ni'zei'xiong
你招还是不招,ni'zhao'hai'shi'bu'zhao
年高德劭,nian'gao'de'shao
年轻的贤君,nian'qing'de'xian'jun
涅槃,nie'pan
涅盘,nie'pan
宁错杀,ning'cuo'sha
宁教我负天下人,ning'jiao'wo'fu'tian'xia'ren
牛金,niu'jin
怒砍,nu'kan
怒弃,nu'qi
怒送,nu'song
暖色,nuan'se
怕被兵,pa'bei'bing
怕被乐,pa'bei'le
怕兵,pa'bing
怕乐,pa'le
怕死,pa'si
牌不是万能的,pai'bu'shi'wan'neng'de
牌堆,pai'dui
牌堆底,pai'dui'di
牌堆顶,pai'dui'ding
排异,pai'yi
判草花,pan'cao'hua
判定,pan'ding
判定阶段,pan'ding'jie'duan
判定牌,pan'ding'pai
判定区,pan'ding'qu
判方块,pan'fang'kuai
判方片,pan'fang'pian
潘凤,pan'feng
判黑,pan'hei
判红,pan'hong
判红桃,pan'hong'tao
判洛,pan'luo
潘马,pan'ma
判梅花,pan'mei'hua
潘璋,pan'zhang
潘璋马忠,pan'zhang'ma'zhong
庞德,pang'de
庞士元,pang'shi'yuan
庞统,pang'tong
炮灰,pao'hui
咆哮,pao'xiao
匹夫之勇,pi'fu'zhi'yong
皮厚不挡刀,pi'hou'bu'dang'dao
劈死,pi'si
劈中,pi'zhong
翩仪,pian'yi
飘忽若神,piao'hu'ruo'shen
飘飖兮若流风之回雪,piao'yao'xi'ruo'liu'feng'zhi'hui'xue
拼点,pin'dian
拼他,pin'ta
拼我,pin'wo
拼主公,pin'zhu'gong
平反大将,ping'fan'da'jiang
破敌军阵,po'di'jun'zhen
破军,po'jun
破掳大将军,po'lu'da'jiang'jun
破虏大将军,po'lu'da'jiang'jun
破蜀克敌,po'shu'ke'di
破魏大功,po'wei'da'gong
破阵杀敌,po'zhen'sha'di
破阵斩将,po'zhen'zhan'jiang
破竹之咒,po'zhu'zhi'zhou
普杀,pu'sha
普通杀,pu'tong'sha
骑兵列队,qi'bing'lie'dui
奇才,qi'cai
奇策,qi'ce
奇策在此,qi'ce'zai'ci
弃光,qi'guang
七号位,qi'hao'wei
骑虎之殇,qi'hu'zhi'shang
其疾如风,qi'ji'ru'feng
旗开得胜,qi'kai'de'sheng
其利断金,qi'li'duan'jin
麒麟弓,qi'lin'gong
奇谋,qi'mou
岂能,qi'neng
岂能安然无恙,qi'neng'an'ran'wu'yang
岂能窥视,qi'neng'kui'shi
岂能窥视仙人变幻,qi'neng'kui'shi'xian'ren'bian'huan
岂能消亡,qi'neng'xiao'wang
弃牌,qi'pai
弃牌堆,qi'pai'dui
弃牌阶段,qi'pai'jie'duan
弃牌数,qi'pai'shu
七擒七纵,qi'qin'qi'zong
七人局,qi'ren'ju
弃杀,qi'sha
弃杀闪,qi'sha'shan
起手,qi'shou
弃桃,qi'tao
岂无人乎,qi'wu'ren'hu
奇袭,qi'xi
奇袭敌军,qi'xi'di'jun
七星,qi'xing
祈星辰之力,qi'xing'chen'zhi'li
其徐如林,qi'xu'ru'lin
七血,qi'xue
其血玄黄,qi'xue'xuan'huang
弃置,qi'zhi
七纵之恩,qi'zong'zhi'en
前锋,qian'feng
前将军,qian'jiang'jun
千里袭人,qian'li'xi'ren
千里一怒,qian'li'yi'nu
潜龙于渊,qian'long'yu'yuan
千年不息,qian'nian'bu'xi
千秋万载,qian'qiu'wan'zai
谦退之节,qian'tui'zhi'jie
黔武,qian'wu
潜袭,qian'xi
谦逊,qian'xun
谦者德之秉也,qian'zhe'de'zhi'bing'ye
枪出如龙,qiang'chu'ru'long
强袭,qiang'xi
巧变,qiao'bian
巧变二,qiao'bian'er
巧变三,qiao'bian'san
巧变四,qiao'bian'si
巧变一,qiao'bian'yi
巧说,qiao'shuo
且待我,qie'dai'wo
且待我杀出一条血路,qie'dai'wo'sha'chu'yi'tiao'xue'lu
切记小心行事,qie'ji'xiao'xin'xing'shi
且慢,qie'man
且听我最后一言,qie'ting'wo'zui'hou'yi'yan
且听我最后一言忠言逆耳啊,qie'ting'wo'zui'hou'yi'yan'zhong'yan'ni'er'a
妾心所系,qie'xin'suo'xi
擒龙伏虎,qin'long'fu'hu
侵掠如火,qin'lue'ru'huo
琴音,qin'yin
亲友从我游,qin'you'cong'wo'you
请鞭挞我吧,qing'bian'ta'wo'ba
倾城,qing'cheng
请出就戮,qing'chu'jiu'lu
倾倒众生,qing'dao'zhong'sheng
青缸,qing'gang
青釭,qing'gang
青缸剑,qing'gang'jian
青釭剑,qing'gang'jian
倾国,qing'guo
倾国倾城,qing'guo'qing'cheng
卿可灭之,qing'ke'mie'zhi
倾力为国,qing'li'wei'guo
青龙,qing'long
青龙偃月刀,qing'long'yan'yue'dao
青囊,qing'nang
轻身为国,qing'shen'wei'guo
请恕老臣直言,qing'shu'lao'chen'zhi'yan
请休息吧,qing'xiu'xi'ba
情义还在,qing'yi'hai'zai
请饮一杯,qing'yin'yi'bei
请助我一臂之力,qing'zhu'wo'yi'bi'zhi'li
求拆,qiu'chai
求父亲救救大汉江山吧,qiu'fu'qin'jiu'jiu'da'han'jiang'shan'ba
求觉醒,qiu'jue'xing
求劈,qiu'pi
求桃,qiu'tao
求无懈,qiu'wu'xie
求醒,qiu'xing
求援,qiu'yuan
驱车布肉鱼,qu'che'bu'rou'yu
驱车炖驴肉,qu'che'dun'lv'rou
取封侯爵赏,qu'feng'hou'jue'shang
驱虎,qu'hu
驱虎吞狼,qu'hu'tun'lang
驱虎吞狼之计,qu'hu'tun'lang'zhi'ji
取你首级,qu'ni'shou'ji
取你小命,qu'ni'xiao'ming
取汝狗头,qu'ru'gou'tou
取汝首级,qu'ru'shou'ji
取汝性命,qu'ru'xing'ming
驱邪祛秽,qu'xie'qu'hui
取义成仁,qu'yi'cheng'ren
驱主公,qu'zhu'gong
全都去死吧,quan'dou'qu'si'ba
权计,quan'ji
全军偷鸡,quan'jun'tou'ji
全军突击,quan'jun'tu'ji
全扩,quan'kuo
全力攻城,quan'li'gong'cheng
全弃,quan'qi
全制,quan'zhi
全职杀手,quan'zhi'sha'shou
群雄,qun'xiong
群雄霸者,qun'xiong'ba'zhe
群雄角色,qun'xiong'jue'se
群雄势力,qun'xiong'shi'li
群雄武者,qun'xiong'wu'zhe
群雄野心,qun'xiong'ye'xin
然后死吧,ran'hou'si'ba
然尚有九子可夺天下,ran'shang'you'jiu'zi'ke'duo'tian'xia
燃烧吧,ran'shao'ba
让你失望了,rang'ni'shi'wang'le
让着礼之主也,rang'zhe'li'zhi'zhu'ye
让这熊熊业火,rang'zhe'xiong'xiong'ye'huo
让这一切灰飞烟灭吧,rang'zhe'yi'qie'hui'fei'yan'mie'ba
惹火上身,re'huo'shang'shen
仁爱的神童,ren'ai'de'shen'tong
任城王,ren'cheng'wang
仁德,ren'de
人恒爱之,ren'heng'ai'zhi
人家空虚寂寞冷嘛,ren'jia'kong'xu'ji'mo'leng'ma
忍戒,ren'jie
人马一体,ren'ma'yi'ti
任你横行霸道,ren'ni'heng'xing'ba'dao
人是铁,ren'shi'tie
人是铁饭是钢,ren'shi'tie'fan'shi'gang
仁王,ren'wang
仁王盾,ren'wang'dun
仁心,ren'xin
仁义高洁,ren'yi'gao'jie
忍一时,ren'yi'shi
忍一时风平浪静,ren'yi'shi'feng'ping'lang'jing
任意张牌,ren'yi'zhang'pai
仁者爱人,ren'zhe'ai'ren
日东月西兮徒相望,ri'dong'yue'xi'xi'tu'xiang'wang
容我三思,rong'wo'san'si
肉林,rou'lin
肉山,rou'shan
肉眼凡胎,rou'yan'fan'tai
汝等,ru'deng
汝等尽可放心,ru'deng'jin'ke'fang'xin
汝等看好了,ru'deng'kan'hao'le
汝等小儿,ru'deng'xiao'er
汝等休想前进一步,ru'deng'xiu'xiang'qian'jin'yi'bu
如断其臂,ru'duan'qi'bi
如何是好,ru'he'shi'hao
如今之计,ru'jin'zhi'ji
汝气数已尽,ru'qi'shu'yi'jin
儒生雄才,ru'sheng'xiong'cai
如遇明主,ru'yu'ming'zhu
如月之恒,ru'yue'zhi'heng
如月之恒江之永矣,ru'yue'zhi'heng'jiang'zhi'yong'yi
锐不可当,rui'bu'ke'dang
锐不可挡,rui'bu'ke'dang
若吾早知如此,ruo'wu'zao'zhi'ru'ci
若愚,ruo'yu
塞翁失马,sai'weng'shi'ma
三国杀,san'guo'sha
三号位,san'hao'wei
三尖两刃刀,san'jian'liang'ren'dao
三将,san'jiang
三军听我号令,san'jun'ting'wo'hao'ling
三连反,san'lian'fan
三杀,san'sha
三桃,san'tao
三位反,san'wei'fan
三血,san'xue
三朝虎臣,san'zhao'hu'chen
杀不到,sha'bu'dao
杀出一条血路,sha'chu'yi'tiao'xue'lu
杀当闪,sha'dang'shan
杀很大,sha'hen'da
杀我,sha'wo
山包,shan'bao
闪避,shan'bi
山不厌高,shan'bu'yan'gao
闪当杀,shan'dang'sha
闪电,shan'dian
山河霸主,shan'he'ba'zhu
山扩展包,shan'kuo'zhan'bao
伤敌一千,shang'di'yi'qian
伤敌于千里之外,shang'di'yu'qian'li'zhi'wai
伤害来源,shang'hai'lai'yuan
上将,shang'jiang
上将杀手,shang'jiang'sha'shou
伤逝,shang'shi
伤一敌可连其百,shang'yi'di'ke'lian'qi'bai
尚有九子,shang'you'jiu'zi
少年将军,shao'nian'jiang'jun
烧手牌,shao'shou'pai
舌灿莲花,she'can'lian'hua
涉猎,she'lie
涉灵愈伤,she'ling'yu'shang
射人先射马,she'ren'xian'she'ma
舍生取义,she'sheng'qu'yi
神八卦,shen'ba'gua
神曹,shen'cao
神曹操,shen'cao'cao
身曹心汉,shen'cao'xin'han
神出鬼没,shen'chu'gui'mo
神挡杀神,shen'dang'sha'shen
神愤,shen'fen
身份局,shen'fen'ju
身份牌,shen'fen'pai
神关,shen'guan
神关羽,shen'guan'yu
神鬼莫测,shen'gui'mo'ce
甚好,shen'hao
神话达人,shen'hua'da'ren
神话再临,shen'hua'zai'lin
神戟,shen'ji
神技能,shen'ji'neng
神加一,shen'jia'yi
神将,shen'jiang
神坑,shen'keng
神连营,shen'lian'ying
神吕布,shen'lv'bu
神吕蒙,shen'lv'meng
什么都懂一点,shen'me'dou'dong'yi'dian
什么都略懂一点,shen'me'dou'lue'dong'yi'dian
神蒙,shen'meng
神司马,shen'si'ma
神司马懿,shen'si'ma'yi
神速,shen'su
神藤甲,shen'teng'jia
身体要紧,shen'ti'yao'jin
神威,shen'wei
神威如龙,shen'wei'ru'long
神仙难救,shen'xian'nan'jiu
神医,shen'yi
神赵云,shen'zhao'yun
神智,shen'zhi
神之怒火,shen'zhi'nu'huo
神周,shen'zhou
神周瑜,shen'zhou'yu
神诸,shen'zhu
神诸葛,shen'zhu'ge
神诸葛亮,shen'zhu'ge'liang
神装,shen'zhuang
盛不能奋身出命,sheng'bu'neng'fen'shen'chu'ming
圣光之国士,sheng'guang'zhi'guo'shi
生活更多彩一些,sheng'huo'geng'duo'cai'yi'xie
生生不息,sheng'sheng'bu'xi
生死有命,sheng'si'you'ming
剩余体力,sheng'yu'ti'li
胜造七级浮屠,sheng'zao'qi'ji'fu'tu
十倍奉还给我,shi'bei'feng'huan'gei'wo
恃才傲物,shi'cai'ao'wu
恃才放旷,shi'cai'fang'kuang
石城侯,shi'cheng'hou
誓仇,shi'chou
师法天地,shi'fa'tian'di
时候未到,shi'hou'wei'dao
时机已到,shi'ji'yi'dao
失礼了,shi'li'le
失去体力,shi'qu'ti'li
世人皆,shi'ren'jie
世人皆错看我,shi'ren'jie'cuo'kan'wo
世人皆知,shi'ren'jie'zhi
时日无多,shi'ri'wu'duo
势如破竹,shi'ru'po'zhu
食色性也,shi'se'xing'ye
是时候了,shi'shi'hou'le
誓讨汉贼,shi'tao'han'zei
是我疏忽了,shi'wo'shu'hu'le
嗜血成性,shi'xue'cheng'xing
嗜血的独狼,shi'xue'de'du'lang
失血过多,shi'xue'guo'duo
失血过多了,shi'xue'guo'duo'le
恃勇,shi'yong
使用或打出,shi'yong'huo'da'chu
是友是敌,shi'you'shi'di
士元,shi'yuan
实在是杀不动了,shi'zai'shi'sha'bu'dong'le
实在是守不住了,shi'zai'shi'shou'bu'zhu'le
逝者不死,shi'zhe'bu'si
受到伤害,shou'dao'shang'hai
受到一点伤害,shou'dao'yi'dian'shang'hai
收南蛮,shou'nan'man
手牌,shou'pai
手牌上限,shou'pai'shang'xian
手牌数,shou'pai'shu
手气卡,shou'qi'ka
守谦退之节,shou'qian'tui'zhi'jie
收人,shou'ren
收人头,shou'ren'tou
收万箭,shou'wan'jian
首尾不见,shou'wei'bu'jian
手眼通天,shou'yan'tong'tian
寿与天齐,shou'yu'tian'qi
术爸,shu'ba
鼠辈,shu'bei
鼠辈哪里走,shu'bei'na'li'zou
淑德,shu'de
蜀国,shu'guo
蜀汉的辅翼,shu'han'de'fu'yi
蜀汉就不会倒下,shu'han'jiu'bu'hui'dao'xia
蜀汉谋主,shu'han'mou'zhu
蜀汉衰矣,shu'han'shuai'yi
蜀汉忠义,shu'han'zhong'yi
蜀将,shu'jiang
蜀将何在,shu'jiang'he'zai
淑慎,shu'shen
蜀势力,shu'shi'li
蜀势力角色,shu'shi'li'jue'se
属性杀,shu'xing'sha
属性伤害,shu'xing'shang'hai
蜀之霸者,shu'zhi'ba'zhe
蜀之武者,shu'zhi'wu'zhe
蜀之终结者,shu'zhi'zhong'jie'zhe
孰重孰轻,shu'zhong'shu'qing
孰重孰轻一秤便知,shu'zhong'shu'qing'yi'cheng'bian'zhi
双将,shuang'jiang
双内,shuang'nei
双内局,shuang'nei'ju
双刃,shuang'ren
双杀,shuang'sha
双头,shuang'tou
双雄,shuang'xiong
谁的无懈,shui'de'wu'xie
谁敢出战,shui'gan'chu'zhan
谁敢得罪我,shui'gan'de'zui'wo
谁敢留你到五更,shui'gan'liu'ni'dao'wu'geng
谁敢杀我,shui'gan'sha'wo
谁来与我大战三百回合,shui'lai'yu'wo'da'zhan'san'bai'hui'he
谁来与我同去,shui'lai'yu'wo'tong'qu
谁能挡我,shui'neng'dang'wo
水无常形,shui'wu'chang'xing
水淹,shui'yan
水淹七军,shui'yan'qi'jun
谁与争锋,shui'yu'zheng'feng
顺八卦,shun'ba'gua
顺刀,shun'dao
顺光,shun'guang
顺加一,shun'jia'yi
顺减一,shun'jian'yi
顺距离,shun'ju'li
顺乐,shun'le
顺连弩,shun'lian'nu
顺马,shun'ma
顺你,shun'ni
顺你的,shun'ni'de
顺仁王,shun'ren'wang
顺手牌,shun'shou'pai
顺手牵羊,shun'shou'qian'yang
顺他,shun'ta
顺她,shun'ta
顺他的,shun'ta'de
顺她的,shun'ta'de
顺天之命,shun'tian'zhi'ming
顺我,shun'wo
顺我的,shun'wo'de
