阿鼻元珠,a'bi'yuan'zhu
乾天烈火,qian'tian'lie'huo
乾天太乙无音神雷,qian'tian'tai'yi'wu'yin'shen'lei
乾天一元神雷霹雳子,qian'tian'yi'yuan'shen'lei'pi'li'zi
千晓,qian'xiao
潜行挪移大法,qian'xing'nuo'yi'da'fa
潜行之法,qian'xing'zhi'fa
千叶神雷冲,qian'ye'shen'lei'chong
千载沉香,qian'zai'chen'xiang
伽蓝珠,qie'lan'zhu
秦寒萼,qin'han'e
秦朗,qin'lang
秦深,qin'shen
秦渔,qin'yu
秦渔之妻,qin'yu'zhi'qi
秦陨,qin'yun
秦紫玲,qin'zi'ling
青城山金鞭崖,qing'cheng'shan'jin'bian'ya
青帝之子,qing'di'zhi'zi
青玕谷,qing'gan'gu
青罡剑,qing'gang'jian
青海派,qing'hai'pai
青莲峪,qing'lian'yu
青灵,qing'ling
青灵谷,qing'ling'gu
青灵火,qing'ling'huo
青灵囊,qing'ling'nang
青冥剑,qing'ming'jian
青霓剑,qing'ni'jian
清宁扇,qing'ning'shan
青牛剑,qing'niu'jian
青蛇,qing'she
青蜃瓶,qing'shen'ping
青索剑,qing'suo'jian
青阳柱,qing'yang'zhu
青瑶锁,qing'yao'suo
青竹灵符,qing'zhu'ling'fu
穷奇,qiong'qi
邱聆,qiu'ling
裘芷仙,qiu'zhi'xian
全真洞,quan'zhen'dong
髯仙,ran'xian
髯仙李元化,ran'xian'li'yuan'hua
燃脂头陀,ran'zhi'tou'tuo
忍大师,ren'da'shi
任寿,ren'shou
日月僧,ri'yue'seng
日月五星轮,ri'yue'wu'xing'lun
柔骨丝,rou'gu'si
如意金连环,ru'yi'jin'lian'huan
如意水烟罗,ru'yi'shui'yan'luo
阮纠,ruan'jiu
阮征,ruan'zheng
阮徵,ruan'zheng
三宝神光,san'bao'shen'guang
三才火云环,san'cai'huo'yun'huan
三才清宁圈,san'cai'qing'ning'quan
三光杵,san'guang'chu
三光神火,san'guang'shen'huo
散花灯檠,san'hua'deng'qing
散花檠,san'hua'qing
三角金牌,san'jiao'jin'pai
三卷天书,san'juan'tian'shu
三棱戮魔刺,san'leng'lu'mo'ci
三棱心如剑,san'leng'xin'ru'jian
三昧真火,san'mei'zhen'huo
三盘经,san'pan'jing
三七遁法,san'qi'dun'fa
三七转光轮,san'qi'zhuan'guang'lun
三尸元神,san'shi'yuan'shen
三眼红猊薛蟒,san'yan'hong'ni'xue'mang
三阳一气剑,san'yang'yi'qi'jian
三阴神铅灭阳弹,san'yin'shen'qian'mie'yang'tan
三英二云,san'ying'er'yun
三元剑,san'yuan'jian
三元秘笈,san'yuan'mi'ji
三元一体坎离化身之法,san'yuan'yi'ti'kan'li'hua'shen'zhi'fa
丧门锏,sang'men'jian
丧门剑,sang'men'jian
沙红燕,sha'hong'yan
沙佘,sha'she
善化罗新,shan'hua'luo'xin
商风子,shang'feng'zi
上官红,shang'guan'hong
尚和阳,shang'he'yang
商弘,shang'hong
上清道法,shang'qing'dao'fa
商梧,shang'wu
商壮,shang'zhuang
少阳,shao'yang
摄魂瓶,she'hun'ping
摄心镜,she'xin'jing
摄心铃,she'xin'ling
神木钵,shen'mu'bo
神泥,shen'ni
神尼优昙,shen'ni'you'tan
神女梭,shen'nv'suo
申若兰,shen'ruo'lan
神鲨刺,shen'sha'ci
神手比邱,shen'shou'bi'qiu
神手青雕徐岳,shen'shou'qing'diao'xu'yue
申屠宏,shen'tu'hong
神驼,shen'tuo
神驼乙休,shen'tuo'yi'xiu
身外化身之法,shen'wai'hua'shen'zhi'fa
申无垢,shen'wu'gou
申无咎,shen'wu'jiu
申无妄,shen'wu'wang
神仙洞,shen'xian'dong
神行无影粉牡丹张亮,shen'xing'wu'ying'fen'mu'dan'zhang'liang
沈琇,shen'xiu
神眼邱林,shen'yan'qiu'lin
神婴剑,shen'ying'jian
神禹令,shen'yu'ling
神竹禁制,shen'zhu'jin'zhi
圣姑,sheng'gu
圣姑伽音,sheng'gu'ga'yin
圣姑伽因,sheng'gu'ga'yin
圣姑伽因师太,sheng'gu'ga'yin'shi'tai
圣陵,sheng'ling
笙签,sheng'qian
石道人,shi'dao'ren
十地小人圈,shi'di'xiao'ren'quan
十二都天神熬,shi'er'dou'tian'shen'ao
十二花煞神罡,shi'er'hua'sha'shen'gang
石慧,shi'hui
石火电光,shi'huo'dian'guang
施龙姑,shi'long'gu
石明珠,shi'ming'zhu
史南溪,shi'nan'xi
尸毗老人,shi'pi'lao'ren
石奇,shi'qi
石生,shi'sheng
石髓,shi'sui
石完,shi'wan
师文恭,shi'wen'gong
史邢曼,shi'xing'man
石玉珠,shi'yu'zhu
狮子天,shi'zi'tian
收剑口诀,shou'jian'kou'jue
蜀山剑侠传,shu'shan'jian'xia'zhuan
霜蛟剑,shuang'jiao'jian
双龙剪,shuang'long'jian
霜谭剑,shuang'tan'jian
水遁,shui'dun
水镜道人,shui'jing'dao'ren
水晶照影之法,shui'jing'zhao'ying'zhi'fa
水晶子,shui'jing'zi
水母,shui'mu
水母宫,shui'mu'gong
水母姬旋,shui'mu'ji'xuan
水母玄阴镜,shui'mu'xuan'yin'jing
四恶神网,si'e'shen'wang
四九遁法,si'jiu'dun'fa
四九邪器,si'jiu'xie'qi
四绝神叉,si'jue'shen'cha
司空兰,si'kong'lan
司空湛,si'kong'zhan
司徒平,si'tu'ping
四象,si'xiang
嵩山二老,song'shan'er'lao
素女偷元,su'nv'tou'yuan
苏宪祥,su'xian'xiang
素因大师,su'yin'da'shi
燧人钻,sui'ren'zuan
孙同康,sun'tong'kang
孙洵,sun'xun
缩河行地之法,suo'he'xing'di'zhi'fa
桫椤灵符,suo'luo'ling'fu
娑罗蒲团,suo'luo'pu'tuan
缩天透影之法,suo'tian'tou'ying'zhi'fa
索影金盘,suo'ying'jin'pan
锁云洞,suo'yun'dong
太白分光剑,tai'bai'fen'guang'jian
太白金刀,tai'bai'jin'dao
太白山,tai'bai'shan
太皓戈,tai'hao'ge
太昊真诀,tai'hao'zhen'jue
太极,tai'ji
太青五行禁制之法,tai'qing'wu'xing'jin'zhi'zhi'fa
太虚宫,tai'xu'gong
太虚精气,tai'xu'jing'qi
太虚神镜,tai'xu'shen'jing
太阳,tai'yang
太阳真火,tai'yang'zhen'huo
太乙纯阳真火,tai'yi'chun'yang'zhen'huo
太乙遁,tai'yi'dun
太乙分光剑,tai'yi'fen'guang'jian
太一混元祖师,tai'yi'hun'yuan'zu'shi
太乙金鳞舟,tai'yi'jin'lin'zhou
太乙六阳青灵辟魔铠,tai'yi'liu'yang'qing'ling'pi'mo'kai
太乙青灵箭,tai'yi'qing'ling'jian
太乙青灵旗门,tai'yi'qing'ling'qi'men
太乙青灵竹叶神符,tai'yi'qing'ling'zhu'ye'shen'fu
太乙清宁扇,tai'yi'qing'ning'shan
太乙如意圈,tai'yi'ru'yi'quan
太乙神雷,tai'yi'shen'lei
太乙天罡剑气,tai'yi'tian'gang'jian'qi
太乙五烟罗,tai'yi'wu'yan'luo
太乙玄戈,tai'yi'xuan'ge
太乙元精,tai'yi'yuan'jing
太乙真金,tai'yi'zhen'jin
太阴赤血神焰,tai'yin'chi'xue'shen'yan
太阴鬼箓,tai'yin'gui'lu
太阴奇门阵法,tai'yin'qi'men'zhen'fa
太阴潜行之法,tai'yin'qian'xing'zhi'fa
太阴神雷,tai'yin'shen'lei
太阴吸魂之法,tai'yin'xi'hun'zhi'fa
太阴星落幡,tai'yin'xing'luo'fan
太元真人,tai'yuan'zhen'ren
太元祖师,tai'yuan'zu'shi
唐石,tang'shi
桃花飞刀,tao'hua'fei'dao
桃花七刹剑,tao'hua'qi'sha'jian
桃花七刹销魂网,tao'hua'qi'sha'xiao'hun'wang
桃花七煞销魂网,tao'hua'qi'sha'xiao'hun'wang
桃木飞剑,tao'mu'fei'jian
腾蛇环,teng'she'huan
天残,tian'can
天池上人,tian'chi'shang'ren
天痴上人,tian'chi'shang'ren
天都,tian'dou
天遁镜,tian'dun'jing
天罡地煞图,tian'gang'di'sha'tu
天高晦明遁,tian'gao'hui'ming'dun
天垢珠,tian'gou'zhu
天狐,tian'hu
天黄正气珠,tian'huang'zheng'qi'zhu
天黄珠,tian'huang'zhu
天玑迷阵,tian'ji'mi'zhen
天蓝神砂,tian'lan'shen'sha
天狼钉,tian'lang'ding
天龙禅,tian'long'chan
天龙伏魔剑,tian'long'fu'mo'jian
天龙剑,tian'long'jian
天龙剪,tian'long'jian
天聋老女,tian'long'lao'nv
天芒刺,tian'mang'ci
天蒙禅师,tian'meng'chan'shi
天魔钉,tian'mo'ding
天魔遁法,tian'mo'dun'fa
天魔化血神刀,tian'mo'hua'xue'shen'dao
天魔解体大法,tian'mo'jie'ti'da'fa
天魔聚毒幡,tian'mo'ju'du'fan
天魔裂形大法,tian'mo'lie'xing'da'fa
天魔摄魂舞,tian'mo'she'hun'wu
天魔阴火,tian'mo'yin'huo
天魔阴火幡,tian'mo'yin'huo'fan
天魔诛,tian'mo'zhu
天木神针,tian'mu'shen'zhen
天宁珠,tian'ning'zhu
天蓬山绝顶灵峤宫,tian'peng'shan'jue'ding'ling'qiao'gong
天视,tian'shi
天孙锦,tian'sun'jin
天瘟球,tian'wen'qiu
天象剑,tian'xiang'jian
天啸,tian'xiao
天辛飞剑,tian'xin'fei'jian
天心环,tian'xin'huan
天心双环,tian'xin'shuang'huan
天刑咒,tian'xing'zhou
天玄屏,tian'xuan'ping
天璇神砂,tian'xuan'shen'sha
天眼通,tian'yan'tong
天眼透视之法,tian'yan'tou'shi'zhi'fa
天一金母,tian'yi'jin'mu
天一玄冰,tian'yi'xuan'bing
天一贞水,tian'yi'zhen'shui
铁贔仙盾,tie'bi'xian'dun
铁赑仙盾,tie'bi'xian'dun
铁笛仙李昆吾,tie'di'xian'li'kun'wu
铁鼓吏,tie'gu'li
铁鼓仙周萌兄弟,tie'gu'xian'zhou'meng'xiong'di
铁肩老祖,tie'jian'lao'zu
铁沙弥悟修,tie'sha'mi'wu'xiu
铁姝,tie'shu
铁掌僧,tie'zhang'seng
铁掌仙祝鹗,tie'zhang'xian'zhu'e
铁钟道人,tie'zhong'dao'ren
通臂神猿鹿清,tong'bi'shen'yuan'lu'qing
通天神雷,tong'tian'shen'lei
铜椰岛,tong'ye'dao
佟元奇,tong'yuan'qi
透视法,tou'shi'fa
透雾分光宝镜,tou'wu'fen'guang'bao'jing
透雾缝分光镜,tou'wu'feng'fen'guang'jing
屠龙刀,tu'long'dao
屠龙师太,tu'long'shi'tai
屠龙师太善法大师,tu'long'shi'tai'shan'fa'da'shi
团沙岛主,tuan'sha'dao'zhu
脱骨代身之法,tuo'gu'dai'shen'zhi'fa
脱脱大师,tuo'tuo'da'shi
万蚕金钵,wan'can'jin'bo
万里飞虹,wan'li'fei'hong
万里飞虹佟元奇,wan'li'fei'hong'tong'yuan'qi
万妙仙姑,wan'miao'xian'gu
万妙仙姑许飞娘,wan'miao'xian'gu'xu'fei'niang
万魔软红砂,wan'mo'ruan'hong'sha
万年寒晶,wan'nian'han'jing
万年温玉,wan'nian'wen'yu
万年续断接骨生肌灵玉膏,wan'nian'xu'duan'jie'gu'sheng'ji'ling'yu'gao
顽石大师,wan'shi'da'shi
万珍,wan'zhen
王娟娟,wang'juan'juan
王龙化,wang'long'hua
韦八公,wei'ba'gong
魏枫娘,wei'feng'niang
韦蛟,wei'jiao
韦青青,wei'qing'qing
卫仙客,wei'xian'ke
文笔峰,wen'bi'feng
瘟篁葫芦,wen'huang'hu'lu
瘟篁迷魂砂,wen'huang'mi'hun'sha
文琪,wen'qi
武当翠屏峰,wu'dang'cui'ping'feng
武当派,wu'dang'pai
武当七女,wu'dang'qi'nv
无敌金刚赛达摩慧能,wu'di'jin'gang'sai'da'mo'hui'neng
五丁斧,wu'ding'fu
五毒天王列霸多,wu'du'tian'wang'lie'ba'duo
五毒仙剑,wu'du'xian'jian
五毒追魂砂,wu'du'zhui'hun'sha
五遁神桩,wu'dun'shen'zhuang
无发仙吕元子,wu'fa'xian'lv'yuan'zi
五方五行天魔铜行遁法,wu'fang'wu'xing'tian'mo'tong'xing'dun'fa
无缝天衣,wu'feng'tian'yi
五福仙子,wu'fu'xian'zi
五福仙子孙洵,wu'fu'xian'zi'sun'xun
蜈蚣,wu'gong
吴宫,wu'gong
五鬼摄魂之法,wu'gui'she'hun'zhi'fa
五癸神光,wu'gui'shen'guang
五鬼天王尚和阳,wu'gui'tian'wang'shang'he'yang
五鬼阴风钉,wu'gui'yin'feng'ding
五鬼隐行遁,wu'gui'yin'xing'dun
无华氏,wu'hua'shi
五火赤氛旗,wu'huo'chi'fen'qi
五火乾坤罗,wu'huo'qian'kun'luo
五火神雷,wu'huo'shen'lei
五火须弥针,wu'huo'xu'mi'zhen
无极,wu'ji
无极圈,wu'ji'quan
乌金芒,wu'jin'mang
无咎上人,wu'jiu'shang'ren
五雷天心正法,wu'lei'tian'xin'zheng'fa
乌灵剑,wu'ling'jian
乌灵珠,wu'ling'zhu
乌龙剑,wu'long'jian
乌龙剪,wu'long'jian
乌莽,wu'mang
吴玫,wu'mei
无名禅师,wu'ming'chan'shi
仵人龙,wu'ren'long
巫山峡,wu'shan'xia
伍神师,wu'shen'shi
五台派,wu'tai'pai
乌头婆,wu'tou'po
吴文琪,wu'wen'qi
巫峡神羊峰,wu'xia'shen'yang'feng
无相仙法,wu'xiang'xian'fa
无形护身佛光,wu'xing'hu'shen'fo'guang
无行剑,wu'xing'jian
无行剑遁,wu'xing'jian'dun
无形剑气,wu'xing'jian'qi
五行禁制,wu'xing'jin'zhi
五行绝灭散,wu'xing'jue'mie'san
五行雷火梭,wu'xing'lei'huo'suo
五行炉鼎,wu'xing'lu'ding
无行魔障,wu'xing'mo'zhang
五行挪移迷魔障紫云障,wu'xing'nuo'yi'mi'mo'zhang'zi'yun'zhang
五行神火针,wu'xing'shen'huo'zhen
无形神砂,wu'xing'shen'sha
五星神钺,wu'xing'shen'yue
五行真火,wu'xing'zhen'huo
无形诸天魔网,wu'xing'zhu'tian'mo'wang
乌牙洞,wu'ya'dong
五阴毒雷,wu'yin'du'lei
五淫呼血兜,wu'yin'hu'xue'dou
无音神雷,wu'yin'shen'lei
五淫脂,wu'yin'zhi
吴元智,wu'yuan'zhi
五岳锦云兜,wu'yue'jin'yun'dou
五岳行者陈太真,wu'yue'xing'zhe'chen'tai'zhen
乌云神鲛丝网,wu'yun'shen'jiao'si'wang
五云石,wu'yun'shi
五云锁仙屏,wu'yun'suo'xian'ping
五云桃花毒瘴,wu'yun'tao'hua'du'zhang
五云桃花瘴,wu'yun'tao'hua'zhang
乌鸩刺,wu'zhen'ci
无终岭,wu'zhong'ling
西川八魔,xi'chuan'ba'mo
西方天龙幡唱,xi'fang'tian'long'fan'chang
西方野佛,xi'fang'ye'fo
西方野魔,xi'fang'ye'mo
西崆峒,xi'kong'tong
西南十七圣地,xi'nan'shi'qi'sheng'di
西天目山,xi'tian'mu'shan
吸星球,xi'xing'qiu
吸星神簪,xi'xing'shen'zan
西藏派,xi'zang'pai
侠僧轶凡,xia'seng'yi'fan
仙都,xian'dou
陷空老祖,xian'kong'lao'zu
仙箓,xian'lu
先天大衍神术,xian'tian'da'yan'shen'shu
先天离合神光,xian'tian'li'he'shen'guang
先天奇门禁法,xian'tian'qi'men'jin'fa
先天神雷,xian'tian'shen'lei
先天神术,xian'tian'shen'shu
先天水母坎金丸,xian'tian'shui'mu'kan'jin'wan
先天太乙神雷,xian'tian'tai'yi'shen'lei
先天五遁,xian'tian'wu'dun
先天五行无量遁法,xian'tian'wu'xing'wu'liang'dun'fa
先天真火,xian'tian'zhen'huo
向芳淑,xiang'fang'shu
湘江五侠,xiang'jiang'wu'xia
香泉谷,xiang'quan'gu
向善,xiang'shan
香雾迷魂砂,xiang'wu'mi'hun'sha
香雪洞,xiang'xue'dong
香云宝盖,xiang'yun'bao'gai
小霸王铁鞭廉守敬,xiao'ba'wang'tie'bian'lian'shou'jing
小藏炼魂却敌大法,xiao'cang'lian'hun'que'di'da'fa
笑和尚,xiao'he'shang
销魂鉴,xiao'hun'jian
销魂散,xiao'hun'san
小昆仑,xiao'kun'lun
小灵猴,xiao'ling'hou
小孟尝陶钧,xiao'meng'chang'tao'jun
小南极磁光子午线,xiao'nan'ji'ci'guang'zi'wu'xian
小髯客,xiao'ran'ke
枭神娘,xiao'shen'niang
萧十九妹,xiao'shi'jiu'mei
萧泰,xiao'tai
小仙童,xiao'xian'tong
小修罗遁法,xiao'xiu'luo'dun'fa
小衍神数,xiao'yan'shen'shu
萧玉,xiao'yu
晓月禅师,xiao'yue'chan'shi
小旃檀妙法,xiao'zhan'tan'miao'fa
小诸天四九归元招魂之法,xiao'zhu'tian'si'jiu'gui'yuan'zhao'hun'zhi'fa
谢琳,xie'lin
谢山,xie'shan
谢璎,xie'ying
辛辰子,xin'chen'zi
心灯,xin'deng
心灯之火,xin'deng'zhi'huo
辛金剑,xin'jin'jian
心灵剑,xin'ling'jian
辛凌霄,xin'ling'xiao
心如神尼,xin'ru'shen'ni
辛如玉,xin'ru'yu
信香,xin'xiang
幸辰子,xing'chen'zi
星落,xing'luo
熊经鸟伸图,xiong'jing'niao'shen'tu
熊血儿,xiong'xue'er
修罗刀,xiu'luo'dao
修罗幡,xiu'luo'fan
修罗飞刀,xiu'luo'fei'dao
修罗神钉,xiu'luo'shen'ding
修罗网,xiu'luo'wang
修罗錾,xiu'luo'zan
许飞娘,xu'fei'niang
须弥神光,xu'mi'shen'guang
许元通,xu'yuan'tong
玄冰谷,xuan'bing'gu
玄都剑,xuan'dou'jian
玄都羽士,xuan'dou'yu'shi
玄儿,xuan'er
璇光尺,xuan'guang'chi
玄龟,xuan'gui
玄龟殿,xuan'gui'dian
玄门度气之法,xuan'men'du'qi'zhi'fa
玄门先天一气大擒拿法,xuan'men'xian'tian'yi'qi'da'qin'na'fa
玄女遁,xuan'nv'dun
玄女针,xuan'nv'zhen
玄牝珠,xuan'pin'zhu
玄殊,xuan'shu
玄霜剑,xuan'shuang'jian
玄天移行大法,xuan'tian'yi'hang'da'fa
玄阴聚兽幡,xuan'yin'ju'shou'fan
玄阴六阳迷神灵剑,xuan'yin'liu'yang'mi'shen'ling'jian
玄阴神幕,xuan'yin'shen'mu
玄阴神煞,xuan'yin'shen'sha
玄阴真气,xuan'yin'zhen'qi
玄阴之火,xuan'yin'zhi'huo
玄阴珠,xuan'yin'zhu
玄英剑,xuan'ying'jian
轩辕法王,xuan'yuan'fa'wang
轩辕老怪,xuan'yuan'lao'guai
玄真子,xuan'zhen'zi
血光返照太阴神镜,xue'guang'fan'zhao'tai'yin'shen'jing
血光护神之法,xue'guang'hu'shen'zhi'fa
雪魂珠,xue'hun'zhu
血莲萼,xue'lian'e
薛萍,xue'ping
血刹幡,xue'sha'fan
雪山派,xue'shan'pai
血身大法,xue'shen'da'fa
血神经,xue'shen'jing
血神子,xue'shen'zi
血神子邓隐,xue'shen'zi'deng'yin
血焰叉,xue'yan'cha
血焰针,xue'yan'zhen
血影鞭,xue'ying'bian
血影魔头,xue'ying'mo'tou
血影神光,xue'ying'shen'guang
荀兰因,xun'lan'yin
巽灵珠,xun'ling'zhu
雅各达,ya'ge'da
雁荡山,yan'dang'shan
严姑婆,yan'gu'po
雁湖,yan'hu
严人英,yan'ren'ying
艳尸,yan'shi
严师婆,yan'shi'po
严瑛姆,yan'ying'mu
烟中神鹗,yan'zhong'shen'e
杨成志,yang'cheng'zhi
羊艮,yang'gen
杨姑婆,yang'gu'po
杨瑾,yang'jin
杨鲤,yang'li
阳魄,yang'po
妖番乌萨齐,yao'fan'wu'sa'qi
药夫子,yao'fu'zi
姚开江,yao'kai'jiang
姚开疆,yao'kai'jiang
妖魔血刀,yao'mo'xue'dao
妖尼,yao'ni
姚瑟,yao'se
妖尸,yao'shi
妖尸谷辰,yao'shi'gu'chen
叶缤,ye'bin
夜明珠,ye'ming'zhu
易鼎,yi'ding
依还岭幻波池,yi'hai'ling'huan'bo'chi
依还神姑,yi'hai'shen'gu
遗偈,yi'ji
易静,yi'jing
移山换岳之法,yi'shan'huan'yue'zhi'fa
移山缩地法,yi'shan'suo'di'fa
易晟,yi'sheng
乙休,yi'xiu
一音大师,yi'yin'da'shi
一元祖师,yi'yuan'zu'shi
易震,yi'zhen
一真大师,yi'zhen'da'shi
一真上人,yi'zhen'shang'ren
易周,yi'zhou
阴长泰,yin'chang'tai
阴风八卦幡,yin'feng'ba'gua'fan
银河剑,yin'he'jian
尹红樱,yin'hong'ying
阴魂毒火弹,yin'hun'du'huo'tan
阴火,yin'huo
阴雷,yin'lei
阴雷珠,yin'lei'zhu
阴灵幡,yin'ling'fan
隐名剑仙钟先生,yin'ming'jian'xian'zhong'xian'sheng
阴魔大擒拿法,yin'mo'da'qin'na'fa
阴魔聚兽化骨销行大法,yin'mo'ju'shou'hua'gu'xiao'xing'da'fa
阴魔迷箓,yin'mo'mi'lu
阴魔网,yin'mo'wang
隐身法,yin'shen'fa
银姝,yin'shu
阴四娘,yin'si'niang
尹松云,yin'song'yun
阴素棠,yin'su'tang
隐行幡,yin'xing'fan
因意入窍魔法,yin'yi'ru'qiao'mo'fa
璎珞垂珠,ying'luo'chui'zhu
有根禅师,you'gen'chan'shi
游居士,you'ju'shi
幽灵碧焰梭,you'ling'bi'yan'suo
幽灵阴火,you'ling'yin'huo
游龙子韦少少,you'long'zi'wei'shao'shao
优昙大师,you'tan'da'shi
优昙为师,you'tan'wei'shi
玉版天书,yu'ban'tian'shu
尉迟元,yu'chi'yuan
郁次谷,yu'ci'gu
余道人,yu'dao'ren
俞德,yu'de
禹鼎,yu'ding
玉洞真人岳韫,yu'dong'zhen'ren'yue'yun
郁芳衡,yu'fang'heng
玉虎,yu'hu
玉虎剑,yu'hu'jian
余建,yu'jian
玉璃膏,yu'li'gao
鱼龙幻光球,yu'long'huan'guang'qiu
玉龙剑,yu'long'jian
余峦,yu'luan
玉罗刹,yu'luo'cha
玉娘子,yu'niang'zi
玉娘子崔盈,yu'niang'zi'cui'ying
虞舜农,yu'shun'nong
玉兔,yu'tu
虞孝,yu'xiao
余英男,yu'ying'nan
俞允中,yu'yun'zhong
元癸神剑,yuan'gui'shen'jian
元皓,yuan'hao
袁化,yuan'hua
元敬,yuan'jing
元觉,yuan'jue
元命神幡,yuan'ming'shen'fan
元神幻化,yuan'shen'huan'hua
元神转世修积,yuan'shen'zhuan'shi'xiu'ji
袁星,yuan'xing
鸳鸯霹雳剑,yuan'yang'pi'li'jian
元阴摄神妖法,yuan'yin'she'shen'yao'fa
元元大师,yuan'yuan'da'shi
月儿岛,yue'er'dao
越女剑诀,yue'nv'jian'jue
越女经,yue'nv'jing
岳琴滨,yue'qin'bin
岳雯,yue'wen
云雷仙网,yun'lei'xian'wang
云雷真人,yun'lei'zhen'ren
云灵山,yun'ling'shan
云南雄狮岭,yun'nan'xiong'shi'ling
云雾幡,yun'wu'fan
云雾山,yun'wu'shan
云中飞鹤周淳,yun'zhong'fei'he'zhou'chun
云紫绡,yun'zi'xiao
展翅金鹏许钺,zhan'chi'jin'peng'xu'yue
旃檀佛光,zhan'tan'fo'guang
章虎儿,zhang'hu'er
张锦雯,zhang'jin'wen
章南姑,zhang'nan'gu
张琪,zhang'qi
张瑶青,zhang'yao'qing
张瑶清,zhang'yao'qing
照胆碧,zhao'dan'bi
赵鹤,zhao'he
赵蕙,zhao'hui
赵铁娘,zhao'tie'niang
赵心源,zhao'xin'yuan
赵燕儿,zhao'yan'er
甄兑,zhen'dui
甄艮,zhen'gen
真如剪,zhen'ru'jian
振霄锤,zhen'xiao'chui
郑八姑,zheng'ba'gu
郑颠仙,zheng'dian'xian
正修庵,zheng'xiu'an
郑元规,zheng'yuan'gui
知非禅师,zhi'fei'chan'shi
智公禅师,zhi'gong'chan'shi
芝马,zhi'ma
智通,zhi'tong
芝仙,zhi'xian
众生环,zhong'sheng'huan
中阳,zhong'yang
宙光盘,zhou'guang'pan
周轻云,zhou'qing'yun
周云从,zhou'yun'cong
周中汇,zhou'zhong'hui
诸葛警我,zhu'ge'jing'wo
诸葛英,zhu'ge'ying
朱鸿,zhu'hong
朱红,zhu'hong
诛魂收魄之法,zhu'hun'shou'po'zhi'fa
朱灵,zhu'ling
朱砂吼章彰,zhu'sha'hou'zhang'zhang
竺声,zhu'sheng
竺生,zhu'sheng
竺笙,zhu'sheng
诸天宝鉴,zhu'tian'bao'jian
诸天挪移大法,zhu'tian'nuo'yi'da'fa
诸天神火,zhu'tian'shen'huo
诸天神魔化血飞身大法,zhu'tian'shen'mo'hua'xue'fei'shen'da'fa
诸天星辰秘魔七绝乌梭,zhu'tian'xing'chen'mi'mo'qi'jue'wu'suo
诸天欲魔五淫脂魔法,zhu'tian'yu'mo'wu'yin'zhi'mo'fa
朱文,zhu'wen
诛邪刀,zhu'xie'dao
朱樱,zhu'ying
朱由穆,zhu'you'mu
转轮盂,zhuan'lun'yu
庄易,zhuang'yi
追魂童子,zhui'hun'tong'zi
追云叟白谷逸,zhui'yun'sou'bai'gu'yi
捉光掠影之法,zhuo'guang'lue'ying'zhi'fa
紫府秘笈,zi'fu'mi'ji
紫金钵盂,zi'jin'bo'yu
紫金梭,zi'jin'suo
紫筠篮,zi'jun'lan
紫面伽兰雷音,zi'mian'ga'lan'lei'yin
子母传音针,zi'mu'chuan'yin'zhen
子母龙雀环,zi'mu'long'que'huan
子母如意神砂,zi'mu'ru'yi'shen'sha
子母三才降魔针,zi'mu'san'cai'jiang'mo'zhen
子母阴魂夺命红砂,zi'mu'yin'hun'duo'ming'hong'sha
紫清灵焰,zi'qing'ling'yan
紫清仙府,zi'qing'xian'fu
紫清玉府,zi'qing'yu'fu
紫霆珠,zi'ting'zhu
子午火云针,zi'wu'huo'yun'zhen
紫烟锄,zi'yan'chu
紫郢剑,zi'ying'jian
紫玉锄,zi'yu'chu
紫云宫,zi'yun'gong
紫云仙障,zi'yun'xian'zhang
醉道人,zui'dao'ren
醉方朔,zui'fang'shuo
尊胜禅师,zun'sheng'chan'shi
左清虚,zuo'qing'xu
坐忘丹,zuo'wang'dan
