挨黑打,ai'hei'da
啷呗儿,lang'bei'er
啷高,lang'gao
浪高,lang'gao
啷个,lang'ge
朗个,lang'ge
榔个,lang'ge
浪个得,lang'ge'de
浪个读,lang'ge'du
浪个还,lang'ge'hai
浪个回答,lang'ge'hui'da
啷个嘛,lang'ge'ma
啷个起的,lang'ge'qi'de
啷块,lang'kuai
浪块,lang'kuai
啷块起,lang'kuai'qi
捞粑,lao'ba
老巴子,lao'ba'zi
老把子,lao'ba'zi
老庚,lao'geng
老哈,lao'ha
老汉,lao'han
老汉儿,lao'han'er
老汉过生,lao'han'guo'sheng
老坎,lao'kan
老坎儿,lao'kan'er
痨老水子,lao'lao'shui'zi
老练,lao'lian
老猫儿,lao'mao'er
老南桥,lao'nan'qiao
老牛吃嫩草,lao'niu'chi'nen'cao
老妞儿,lao'niu'er
捞前,lao'qian
捞轻,lao'qing
老人公,lao'ren'gong
老人婆,lao'ren'po
老水子,lao'shui'zi
痨死,lao'si
老太娘,lao'tai'niang
老太爷,lao'tai'ye
劳慰,lao'wei
醪糟蛋,lao'zao'dan
老丈母,lao'zhang'mu
老丈人,lao'zhang'ren
老子,lao'zi
老子心头,lao'zi'xin'tou
老嘴,lao'zui
勒豆是,le'dou'shi
嘞句话,le'ju'hua
勒里,le'li
勒两张,le'liang'zhang
嘞样子,le'yang'zi
肋巴骨,lei'ba'gu
冷个长,leng'ge'chang
冷个丑,leng'ge'chou
冷个恼火,leng'ge'nao'huo
冷个撇,leng'ge'pie
愣个想,leng'ge'xiang
楞个做,leng'ge'zuo
冷飕飕,leng'sou'sou
冷疼了,leng'teng'le
例边,li'bian
李扯火,li'che'huo
理扯火,li'che'huo
梨儿,li'er
里骂,li'ma
理抹,li'mo
连二杆,lian'er'gan
莲花白,lian'hua'bai
两耳屎,liang'er'shi
凉粉,liang'fen
亮火虫,liang'huo'chong
两娘母,liang'niang'mu
亮皮子,liang'pi'zi
亮爽,liang'shuang
亮瓦瓦,liang'wa'wa
凉席,liang'xi
两爷子,liang'ye'zi
列巴骨,lie'ba'gu
临济镇,lin'ji'zhen
临邛镇,lin'qiong'zhen
流鼻子,liu'bi'zi
绺倒不放,liu'dao'bu'fang
绺得紧,liu'de'jin
溜肩膀,liu'jian'bang
绺起,liu'qi
刘前进,liu'qian'jin
溜酸,liu'suan
拢打,long'da
龙拱车,long'gong'che
龙门阵,long'men'zhen
垄门子,long'men'zi
笼起,long'qi
瘘瘦,lou'shou
乱决人,luan'jue'ren
峦民,luan'min
卵子大,luan'zi'da
罗兜,luo'dou
落教,luo'jiao
落气,luo'qi
螺丝骨,luo'si'gu
啰唣,luo'zao
码不实在,ma'bu'shi'zai
马倒,ma'dao
蚂嘟子,ma'du'zi
麻广广,ma'guang'guang
麻鬼哦,ma'gui'o
麻花,ma'hua
麻螂子,ma'lang'zi
妈老汉了,ma'lao'han'le
马老壳,ma'lao'ke
麻了,ma'le
马连骨,ma'lian'gu
麻麻亮,ma'ma'liang
麻麻鱼,ma'ma'yu
麻麻扎扎,ma'ma'zha'zha
妈卖嘛批,ma'mai'ma'pi
马脑壳,ma'nao'ke
嘛批,ma'pi
麻坯,ma'pi
麻批,ma'pi
麻起,ma'qi
马起脸,ma'qi'lian
麻人,ma'ren
麻肉,ma'rou
麻汤,ma'tang
麻糖,ma'tang
麻尾,ma'wei
麻窝子,ma'wo'zi
麻炎儿,ma'yan'er
妈哟,ma'yo
麻杂,ma'za
麻扎,ma'zha
麻扎扎,ma'zha'zha
卖勾子,mai'gou'zi
慢慢摆,man'man'bai
莽莽,mang'mang
铓铓,mang'mang
莽起是整,mang'qi'shi'zheng
莽子,mang'zi
毛厕,mao'ce
茅厕,mao'ce
猫得,mao'de
猫儿狐,mao'er'hu
猫儿起,mao'er'qi
猫儿起麻起,mao'er'qi'ma'qi
猫儿灶狗,mao'er'zao'gou
茅房,mao'fang
毛根儿,mao'gen'er
冒火,mao'huo
毛焦火辣,mao'jiao'huo'la
毛脚火辣,mao'jiao'huo'la
毛了,mao'le
冒莽的,mao'mang'de
冒皮皮,mao'pi'pi
毛起,mao'qi
猫起,mao'qi
茂起,mao'qi
猫起麻起,mao'qi'ma'qi
猫杀,mao'sha
猫煞,mao'sha
茅室,mao'shi
茅司,mao'si
茅斯,mao'si
猫司机,mao'si'ji
毛脱,mao'tuo
毛血旺,mao'xue'wang
猫优,mao'you
么姑娘,me'gu'niang
没得,mei'de
没得点样子,mei'de'dian'yang'zi
没得搞,mei'de'gao
没的抓拿,mei'de'zhua'na
每夺,mei'duo
妹儿娃子,mei'er'wa'zi
没来头,mei'lai'tou
没老少,mei'lao'shao
霉老子,mei'lao'zi
煤油灯,mei'you'deng
煤油灯儿,mei'you'deng'er
没有搞赢,mei'you'gao'ying
没长醒,mei'zhang'xing
闷墩,men'dun
闷墩儿,men'dun'er
闷起,men'qi
闷生子,men'sheng'zi
梦脚,meng'jiao
密到脑壳弄哦,mi'dao'nao'ke'nong'o
米豆腐,mi'dou'fu
棉扯棉扯的,mian'che'mian'che'de
免求得,mian'qiu'de
瞄到,miao'dao
蔑到,mie'dao
灭灭,mie'mie
抿甜,min'tian
泯甜,min'tian
明儿天,ming'er'tian
明年个儿,ming'nian'ge'er
明年子,ming'nian'zi
明晚夕,ming'wan'xi
摸包包,mo'bao'bao
默倒,mo'dao
莫得,mo'de
默得,mo'de
莫的咯,mo'de'ge
莫得捞捞,mo'de'lao'lao
莫的钱钱,mo'de'qian'qian
莫得抓拿,mo'de'zhua'na
默斗,mo'dou
摸搞,mo'gao
莫搞,mo'gao
莫慌,mo'huang
抹货,mo'huo
莫来头,mo'lai'tou
莫棱个,mo'leng'ge
莫名隔儿,mo'ming'ge'er
莫名堂,mo'ming'tang
莫奈何,mo'nai'he
磨皮擦痒,mo'pi'ca'yang
母母,mu'mu
哪百气,na'bai'qi
那才怪,na'cai'guai
哪个,na'ge
那关几,na'guan'ji
哪合儿,na'he'er
哪们,na'men
哪们喃,na'men'nan
哪们喃唵,na'men'nan'an
拿切吃,na'qie'chi
拿切卖,na'qie'mai
拿问,na'wen
拿问你,na'wen'ni
拿下切,na'xia'qie
哪阵,na'zhen
奶汤面,nai'tang'mian
奶娃儿,nai'wa'er
奶娃娃,nai'wa'wa
南宝乡,nan'bao'xiang
难球的,nan'qiu'de
难为你,nan'wei'ni
脑壳,nao'ke
脑壳有包,nao'ke'you'bao
脑壳有乒乓,nao'ke'you'ping'pang
闹麻了,nao'ma'le
闹热,nao're
闹噻,nao'sai
呢儿,ne'er
恁个,nen'ge
嫩凯,nen'kai
你得行不,ni'dei'xing'bu
你过场多,ni'guo'chang'duo
你黑扯,ni'hei'che
你嘿想,ni'hei'xiang
你莫遭,ni'mo'zao
你娃,ni'wa
你虾子,ni'xia'zi
你想不想耍,ni'xiang'bu'xiang'shua
你凶啥子,ni'xiong'sha'zi
你硬是以为,ni'ying'shi'yi'wei
你咋朗孔哦,ni'za'lang'kong'o
年晨个儿,nian'chen'ge'er
年晨子,nian'chen'zi
年纪吧轻,nian'ji'ba'qing
撵趟趟儿,nian'tang'tang'er
娘个儿,niang'ge'er
孃个儿,niang'ge'er
孃名堂,niang'ming'tang
孃孃,niang'niang
娘人,niang'ren
孃人,niang'ren
娘西,niang'xi
孃西,niang'xi
扭到废,niu'dao'fei
牛黄丸,niu'huang'wan
扭精,niu'jing
扭掐,niu'qia
扭骚,niu'sao
牛跳马板,niu'tiao'ma'ban
农二哥,nong'er'ge
弄归一,nong'gui'yi
弄过切,nong'guo'qie
农喝皮,nong'he'pi
弄你,nong'ni
弄孃,nong'niang
弄孃西,nong'niang'xi
弄死当睡着,nong'si'dang'shui'zhao
弄血沁,nong'xue'qin
弄血腥,nong'xue'xing
女娃儿,nv'wa'er
哦豁,o'huo
哦霍,o'huo
哦尿尿,o'niao'niao
怄人,ou'ren
耙耳朵,pa'er'duo
趴耳朵,pa'er'duo
爬海,pa'hai
帊和,pa'he
葩红苕,pa'hong'shao
爬开,pa'kai
怕毛,pa'mao
爬哦,pa'o
爬远点,pa'yuan'dian
帕子,pa'zi
排轮子,pai'lun'zi
盘海,pan'hai
盘盘,pan'pan
滂臭,pang'chou
滂屎臭,pang'shi'chou
滂重,pang'zhong
泡菜,pao'cai
跑得脱,pao'de'tuo
跑的脱,pao'de'tuo
跑得脱马脑壳,pao'de'tuo'ma'nao'ke
泡灯影儿,pao'deng'ying'er
抛皮,pao'pi
跑起去了,pao'qi'qu'le
泡哨,pao'shao
泡少,pao'shao
泡梢,pao'shao
呸死了,pei'si'le
胚一哈,pei'yi'ha
烹香,peng'xiang
疲打嘴歪,pi'da'zui'wai
屁儿,pi'er
批话,pi'hua
批话多,pi'hua'duo
批人,pi'ren
批噻来噻,pi'sai'lai'sai
批噻噻,pi'sai'sai
批酸壳掉,pi'suan'ke'diao
批酸刻调,pi'suan'ke'tiao
批酸尿酸,pi'suan'niao'suan
皮砣子盖脸,pi'tuo'zi'gai'lian
批我的教,pi'wo'de'jiao
片片鱼,pian'pian'yu
撇的很,pie'de'hen
撇火,pie'huo
撇火药,pie'huo'yao
撇脸,pie'lian
撇脱,pie'tuo
凭哪点,ping'na'dian
泼烦,po'fan
婆娘,po'niang
婆婆儿,po'po'er
铺盖,pu'gai
铺盖窝儿,pu'gai'wo'er
匍爬,pu'pa
扑爬,pu'pa
匍爬跟斗儿,pu'pa'gen'dou'er
扑爬连颠,pu'pa'lian'dian
扑秋闷闲,pu'qiu'men'xian
起打猫儿心肠,qi'da'mao'er'xin'chang
气倒起,qi'dao'qi
起都起来不到,qi'dou'qi'lai'bu'dao
棋柑,qi'gan
七拱八翘,qi'gong'ba'qiao
七姑娘,qi'gu'niang
起哈,qi'ha
起轰,qi'hong
奇麻子,qi'ma'zi
蜞蚂子,qi'ma'zi
气起跑,qi'qi'pao
七翘八拱,qi'qiao'ba'gong
齐甚,qi'shen
欺头,qi'tou
欠耳子,qian'er'zi
千烦,qian'fan
千翻儿,qian'fan'er
前进镇,qian'jin'zhen
签啥子字,qian'sha'zi'zi
强头子,qiang'tou'zi
翘根,qiao'gen
翘根儿,qiao'gen'er
撬狗儿,qiao'gou'er
跷脚牛肉,qiao'jiao'niu'rou
荞面,qiao'mian
敲盘子,qiao'pan'zi
悄悄个儿,qiao'qiao'ge'er
悄悄咪咪,qiao'qiao'mi'mi
敲沙罐,qiao'sha'guan
切猫儿,qie'mao'er
清风雅静,qing'feng'ya'jing
情够,qing'gou
青勾子,qing'gou'zi
青勾子娃娃,qing'gou'zi'wa'wa
倾候,qing'hou
清候,qing'hou
清花亮色,qing'hua'liang'se
清死严缝,qing'si'yan'feng
清汤面,qing'tang'mian
青头姑娘,qing'tou'gu'niang
清早八晨,qing'zao'ba'chen
清早八早,qing'zao'ba'zao
穷劳饿瞎,qiong'lao'e'xia
穷痨饿瞎,qiong'lao'e'xia
穷痨饿虾,qiong'lao'e'xia
丘八儿,qiu'ba'er
秋瓣儿,qiu'ban'er
球打个,qiu'da'ge
秋得很,qiu'de'hen
丘儿,qiu'er
秋儿,qiu'er
球烦,qiu'fan
球光光,qiu'guang'guang
球逛逛,qiu'guang'guang
球经不懂,qiu'jing'bu'dong
秋老虎,qiu'lao'hu
球墨名堂,qiu'mo'ming'tang
球莫名堂,qiu'mo'ming'tang
秋蚊子,qiu'wen'zi
曲薄,qu'bo
区黑,qu'hei
区麻打黑,qu'ma'da'hei
区麻黑,qu'ma'hei
黢麻黑,qu'ma'hei
区三声,qu'san'sheng
曲鳝,qu'shan
曲鳝儿,qu'shan'er
雀到,que'dao
确黑,que'hei
雀黑,que'hei
缺缺,que'que
雀雀儿,que'que'er
确实看起,que'shi'kan'qi
群头哦,qun'tou'o
冉义镇,ran'yi'zhen
热不热和,re'bu're'huo
热和,re'huo
惹毛,re'mao
惹毛老,re'mao'lao
热天头,re'tian'tou
人笨怪刀顿,ren'ben'guai'dao'dun
人不好的,ren'bu'hao'de
认都不认不到,ren'dou'bu'ren'bu'dao
认黄,ren'huang
人些也,ren'xie'ye
人造不住,ren'zao'bu'zhu
认账不赖帐,ren'zhang'bu'lai'zhang
日白,ri'bai
日白匠,ri'bai'jiang
日白撩谎,ri'bai'liao'huang
日不拢耸,ri'bu'long'song
日不弄耸,ri'bu'nong'song
日跶,ri'da
日得起壳子,ri'de'qi'ke'zi
日的起壳子,ri'de'qi'ke'zi
日怪,ri'guai
日龙,ri'long
日龙包,ri'long'bao
日妈那,ri'ma'na
日妈一天,ri'ma'yi'tian
日你,ri'ni
日你妈,ri'ni'ma
日批,ri'pi
日洋白,ri'yang'bai
日这,ri'zhe
萨果,sa'guo
撒俩,sa'lia
洒拿子,sa'na'zi
撒子,sa'zi
撒子哦,sa'zi'o
三大三天,san'da'san'tian
三飘一,san'piao'yi
伞眼子,san'yan'zi
丧德,sang'de
嗓等,sang'deng
桑泡儿,sang'pao'er
扫底,sao'di
臊狗儿,sao'gou'er
骚龙门阵,sao'long'men'zhen
扫皮,sao'pi
臊皮,sao'pi
臊堂子,sao'tang'zi
臊子,sao'zi
啬甲子,se'jia'zi
瑟天,se'tian
杀板儿孩,sha'ban'er'hai
杀坊,sha'fang
杀割,sha'ge
杀鸽,sha'ge
刹国,sha'guo
刹郭,sha'guo
杀国,sha'guo
杀果,sha'guo
杀锅,sha'guo
沙你,sha'ni
沙牛,sha'niu
沙人,sha'ren
沙他,sha'ta
杀铁,sha'tie
沙我,sha'wo
杀一脚,sha'yi'jiao
啥子,sha'zi
啥子不得了,sha'zi'bu'de'liao
啥子接口,sha'zi'jie'kou
啥子角色,sha'zi'jue'se
啥子课件,sha'zi'ke'jian
啥子女人,sha'zi'nv'ren
啥子哦,sha'zi'o
啥子人些,sha'zi'ren'xie
啥子社会哦,sha'zi'she'hui'o
啥子事,sha'zi'shi
啥子意思也,sha'zi'yi'si'ye
啥子注意,sha'zi'zhu'yi
闪板,shan'ban
闪火,shan'huo
闪骰子,shan'tou'zi
上梁,shang'liang
上前天,shang'qian'tian
上切了勒,shang'qie'le'le
赏午,shang'wu
烧坊,shao'fang
烧符纸,shao'fu'zhi
烧公鸡,shao'gong'ji
烧火,shao'huo
少来哄我,shao'lai'hong'wo
少来豁我,shao'lai'huo'wo
少午,shao'wu
少午间,shao'wu'jian
烧鸭子,shao'ya'zi
舌村,she'cun
射拱,she'gong
舌家子,she'jia'zi
舌老,she'lao
设贴,she'tie
舍物,she'wu
身材撇,shen'cai'pie
神戳戳,shen'chuo'chuo
神措措,shen'cuo'cuo
神撮撮,shen'cuo'cuo
婶儿,shen'er
神咣咣,shen'guang'guang
伸手大将军,shen'shou'da'jiang'jun
身体瞥,shen'ti'pie
生意瞥,sheng'yi'pie
生意秋,sheng'yi'qiu
生意烫,sheng'yi'tang
屎粑粑,shi'ba'ba
十八怪,shi'ba'guai
是不是啥子,shi'bu'shi'sha'zi
是勒,shi'le
视频嗦,shi'pin'suo
事情堆起,shi'qing'dui'qi
十圈儿,shi'quan'er
湿洼洼,shi'wa'wa
手背,shou'bei
收秤,shou'cheng
手倒拐,shou'dao'guai
手指拇,shou'zhi'mu
熟筋,shu'jin
书气,shu'qi
熟人熟事的,shu'ren'shu'shi'de
输脱,shu'tuo
耍出事,shua'chu'shi
耍横,shua'heng
耍了朋友的,shua'le'peng'you'de
耍朋友,shua'peng'you
耍掌了,shua'zhang'le
耍长了,shua'zhang'le
甩都不甩,shuai'dou'bu'shuai
甩火腿,shuai'huo'tui
甩你两皮砣,shuai'ni'liang'pi'tuo
甩识,shuai'shi
涮坛子,shuan'tan'zi
睡戳咯,shui'chuo'ge
水凼凼,shui'dang'dang
水荡荡,shui'dang'dang
水的很,shui'de'hen
睡告告,shui'gao'gao
水流水淌,shui'liu'shui'tang
水龙,shui'long
水蒲喽,shui'pu'lou
水叶子,shui'ye'zi
水叶子面,shui'ye'zi'mian
睡着了所,shui'zhao'le'suo
说白话,shuo'bai'hua
说不称投,shuo'bu'cheng'tou
说锤子,shuo'chui'zi
说勒西,shuo'le'xi
说起都烦,shuo'qi'dou'fan
说求得,shuo'qiu'de
说醒豁,shuo'xing'huo
丝瓜,si'gua
死花花,si'hua'hua
私活路,si'huo'lu
私娘子,si'niang'zi
撕皮,si'pi
死皮,si'pi
死皮赖活,si'pi'lai'huo
撕髂子,si'qia'zi
丝袜子,si'wa'zi
厮娃子,si'wa'zi
私娃子,si'wa'zi
松活,song'huo
算球,suan'qiu
算坛,suan'tan
算坛子,suan'tan'zi
酸汤,suan'tang
蒜头儿,suan'tou'er
摌耳屎,sun'er'shi
笋子熬肉,sun'zi'ao'rou
笋子焖肉,sun'zi'men'rou
梭边鱼,suo'bian'yu
梭二爷,suo'er'ye
梭老二,suo'lao'er
梭梭,suo'suo
梭梭板,suo'suo'ban
梭叶子,suo'ye'zi
梭夜子,suo'ye'zi
梭椰子,suo'ye'zi
梭爷子,suo'ye'zi
睃一哈,suo'yi'ha
睃一下,suo'yi'xia
蓑衣子,suo'yi'zi
挞谷子,ta'gu'zi
她日妈,ta'ri'ma
他是冷个,ta'shi'leng'ge
塌塌,ta'ta
塔塔,ta'ta
踏踏,ta'ta
挞挞面,ta'ta'mian
挞桶,ta'tong
踏谑,ta'xue
踏雪人,ta'xue'ren
胎狗儿,tai'gou'er
胎神,tai'shen
太阳宝,tai'yang'bao
摊摊,tan'tan
汤亮,tang'liang
汤圆粉子,tang'yuan'fen'zi
讨花,tao'hua
讨口,tao'kou
讨口子,tao'kou'zi
讨挑子,tao'tiao'zi
讨厌,tao'yan
忒宝,tei'bao
忒儿宝,tei'er'bao
藤藤菜,teng'teng'cai
藤藤儿菜,teng'teng'er'cai
蹄花,ti'hua
蹄花儿,ti'hua'er
提簧,ti'huang
提劲,ti'jing
提劲打靶,ti'jing'da'ba
体子,ti'zi
天棒,tian'bang
天棒槌,tian'bang'chui
天狗吃月,tian'gou'chi'yue
天老爷,tian'lao'ye
甜皮鸭,tian'pi'ya
天台山镇,tian'tai'shan'zhen
天堂壑,tian'tang'he
跳房,tiao'fang
跳房子,tiao'fang'zi
挑挑儿,tiao'tiao'er
筒筒饭,tong'tong'fan
投怂,tou'song
投耸,tou'song
偷油婆,tou'you'po
头柱香,tou'zhu'xiang
土狗子,tu'gou'zi
土老肥,tu'lao'fei
土老坎,tu'lao'kan
土痣子,tu'zhi'zi
退神光,tui'shen'guang
推屎爬儿,tui'shi'pa'er
推死耙,tui'si'ba
托儿车,tuo'er'che
拖孩儿,tuo'hai'er
脱笼垮稀,tuo'long'kua'xi
妥神,tuo'shen
砣砣肉,tuo'tuo'rou
拖鞋儿,tuo'xie'er
妥眼皮,tuo'yan'pi
砣子,tuo'zi
娃儿,wa'er
挖连,wa'lian
洼涟,wa'lian
瓦塌,wa'ta
娃娃儿书,wa'wa'er'shu
挖爪,wa'zhao
歪的,wai'de
歪东西,wai'dong'xi
歪货,wai'huo
歪人,wai'ren
外先人,wai'xian'ren
弯豆颠,wan'dou'dian
弯而格揪,wan'er'ge'jiu
玩格,wan'ge
晚后天,wan'hou'tian
弯脚杆,wan'jiao'gan
万精油,wan'jing'you
弯酸,wan'suan
弯弯,wan'wan
望绿了,wang'lv'le
往年个儿,wang'nian'ge'er
往年子,wang'nian'zi
网起,wang'qi
网起的,wang'qi'de
忘求咯,wang'qiu'ge
旺实,wang'shi
旺子,wang'zi
猥琐琐,wei'suo'suo
萎缩缩,wei'suo'suo
威胁我所,wei'xie'wo'suo
温都都的,wen'dou'dou'de
温嘟嘟,wen'du'du
温嘟嘟的,wen'du'du'de
瘟伤,wen'shang
瘟商,wen'shang
瘟猪,wen'zhu
瘟猪子,wen'zhu'zi
翁倒,weng'dao
翁到,weng'dao
窝耙屎,wo'ba'shi
我才不得管,wo'cai'bu'de'guan
我豆来,wo'dou'lai
喔喝,wo'he
我黑凶,wo'hei'xiong
喔豁,wo'huo
我勒两天,wo'le'liang'tian
窝料,wo'liao
卧龙镇,wo'long'zhen
我没浪个,wo'mei'lang'ge
我们勒点,wo'men'le'dian
我们婆娘,wo'men'po'niang
窝尿,wo'niao
蜗尿,wo'niao
窝屎,wo'shi
窝稀,wo'xi
喔宣宣,wo'xuan'xuan
我遭得,wo'zao'de
我最记得到,wo'zui'ji'de'dao
杌凳子,wu'deng'zi
雾独独,wu'du'du
乌儿麻杂,wu'er'ma'za
屋里头,wu'li'tou
乌猫儿灶狗,wu'mao'er'zao'gou
污猫狗皂,wu'mao'gou'zao
污猫皂狗,wu'mao'zao'gou
屋头,wu'tou
杌杌儿,wu'wu'er
乌宣宣,wu'xuan'xuan
屋檐水,wu'yan'shui
稀巴巴,xi'ba'ba
稀粑粑,xi'ba'ba
稀粑烂,xi'ba'lan
稀巴五烂,xi'ba'wu'lan
洗白,xi'bai
洗白了,xi'bai'le
喜的好,xi'de'hao
西得好,xi'de'hao
希花儿,xi'hua'er
稀客,xi'ke
稀烂,xi'lan
稀溜耙,xi'liu'ba
洗脑壳,xi'nao'ke
稀撇,xi'pie
稀瞥,xi'pie
稀奇,xi'qi
希求,xi'qiu
稀球,xi'qiu
稀球几吧,xi'qiu'ji'ba
稀王八烂,xi'wang'ba'lan
西脏八脏,xi'zang'ba'zang
洗澡泡菜,xi'zao'pao'cai
下耙蛋,xia'ba'dan
下叫,xia'jiao
下课,xia'ke
瞎孔,xia'kong
下烂药,xia'lan'yao
下了喃,xia'le'nan
瞎眉日眼,xia'mei'ri'yan
瞎迷串眼,xia'mi'chuan'yan
瞎迷日眼,xia'mi'ri'yan
虾爬,xia'pa
下嗓,xia'sang
下水里头,xia'shui'li'tou
虾子,xia'zi
虾子娃娃,xia'zi'wa'wa
线鸡,xian'ji
仙健,xian'jian
先猫儿,xian'mao'er
仙人板板,xian'ren'ban'ban
先人板板,xian'ren'ban'ban
仙人摘桃,xian'ren'zhai'tao
鲜鲜,xian'xian
乡坝底下,xiang'ba'di'xia
乡坝头,xiang'ba'tou
向儿葵,xiang'er'kui
响簧,xiang'huang
想精想怪,xiang'jing'xiang'guai
想孃,xiang'niang
想耍好久,xiang'shua'hao'jiu
香香,xiang'xiang
相因,xiang'yin
想遭弄,xiang'zao'nong
晓得,xiao'de
笑得稀烂,xiao'de'xi'lan
小鬼,xiao'gui
小家把是,xiao'jia'ba'shi
小妹崽,xiao'mei'zai
晓球不得,xiao'qiu'bu'de
笑人八沙,xiao'ren'ba'sha
宵夜,xiao'ye
宵夜没得,xiao'ye'mei'de
笑遭了,xiao'zao'le
写符纸,xie'fu'zhi
写铺子,xie'pu'zi
写生意,xie'sheng'yi
心坎儿,xin'kan'er
心口板板,xin'kou'ban'ban
心口头,xin'kou'tou
心球慌,xin'qiu'huang
心球焦,xin'qiu'jiao
心头黑烦,xin'tou'hei'fan
心头有个数,xin'tou'you'ge'shu
新迎子,xin'ying'zi
新玉麦粑,xin'yu'mai'ba
醒耳壳耳,xing'er'ke'er
醒豁,xing'huo
醒瞌睡,xing'ke'shui
行事,xing'shi
行实,xing'shi
行唆,xing'suo
星宿子,xing'xiu'zi
醒眼,xing'yan
凶巴巴,xiong'ba'ba
凶惨老,xiong'can'lao
兄弟些,xiong'di'xie
雄起,xiong'qi
胸罩,xiong'zhao
虚儿,xu'er
虚你,xu'ni
悬吊吊,xuan'diao'diao
悬吊吊的,xuan'diao'diao'de
悬眉搭眼,xuan'mei'da'yan
悬宰,xuan'zai
学得撇,xue'de'pie
削尖脑壳,xue'jian'nao'ke
削尖脑壳往里钻,xue'jian'nao'ke'wang'li'zuan
血旺儿,xue'wang'er
洵白,xun'bai
讯白,xun'bai
迅白,xun'bai
寻短路,xun'duan'lu
牙巴,ya'ba
呀儿,ya'er
鸭儿,ya'er
牙埂子,ya'geng'zi
牙狗,ya'gou
牙尖,ya'jian
牙尖十八怪,ya'jian'shi'ba'guai
牙刷儿,ya'shua'er
雅鱼,ya'yu
牙猪,ya'zhu
烟锅巴,yan'guo'ba
烟灰竿,yan'hui'gan
眼火,yan'huo
眼睛下乡,yan'jing'xia'xiang
檐老鼠,yan'lao'shu
檐老鼠儿,yan'lao'shu'er
眼流巴沙,yan'liu'ba'sha
眼溜子,yan'liu'zi
眼气,yan'qi
眼水,yan'shui
堰塘,yan'tang
眼眨毛,yan'zha'mao
眼子,yan'zi
言子儿,yan'zi'er
羊安镇,yang'an'zhen
养不家,yang'bu'jia
洋铲,yang'chan
殃的很,yang'de'hen
羊癫疯,yang'dian'feng
羊儿疯,yang'er'feng
杨辣子,yang'la'zi
洋马儿,yang'ma'er
洋盘,yang'pan
殃人,yang'ren
洋芋,yang'yu
洋芋花,yang'yu'hua
疡子,yang'zi
样子嗦,yang'zi'suo
幺爸,yao'ba
要本儿,yao'ben'er
要不得,yao'bu'de
要不得嗦,yao'bu'de'suo
幺出去,yao'chu'qu
要得,yao'de
幺儿,yao'er
幺儿子,yao'er'zi
腰杆,yao'gan
幺牯儿,yao'gu'er
要鸡儿不得,yao'ji'er'bu'de
妖精十八怪,yao'jing'shi'ba'guai
妖精十怪,yao'jing'shi'guai
窑裤,yao'ku
腰裤,yao'ku
要库尔,yao'ku'er
要来爪子,yao'lai'zhua'zi
幺妹,yao'mei
幺妹儿,yao'mei'er
要哪门,yao'na'men
幺女,yao'nv
幺女子,yao'nv'zi
要球不得,yao'qiu'bu'de
要求喃,yao'qiu'nan
要啥子有啥子,yao'sha'zi'you'sha'zi
幺台,yao'tai
腰抬,yao'tai
妖艳儿,yao'yan'er
幺圆,yao'yuan
要遭弄,yao'zao'nong
叶儿粑,ye'er'ba
夜壶,ye'hu
夜猫子,ye'mao'zi
夜天,ye'tian
野物,ye'wu
夜资,ye'zi
一把连,yi'ba'lian
一大坨,yi'da'tuo
一斗碗,yi'dou'wan
一耳屎,yi'er'shi
一个把个,yi'ge'ba'ge
一个们,yi'ge'men
一哈,yi'ha
一哈儿,yi'ha'er
以林,yi'lin
一买卖,yi'mai'mai
一毛根儿,yi'mao'gen'er
一匍爬,yi'pu'pa
一气猫儿,yi'qi'mao'er
衣裳,yi'shang
意思斗是,yi'si'dou'shi
一斜一斜,yi'xie'yi'xie
阴倒,yin'dao
阴倒日怪,yin'dao'ri'guai
阴斗,yin'dou
阴悄悄,yin'qiao'qiao
应该不是哟,ying'gai'bu'shi'yo
硬是,ying'shi
硬是港,ying'shi'gang
硬是凶,ying'shi'xiong
硬是有点悬,ying'shi'you'dian'xuan
影响,ying'xiang
硬肘,ying'zhou
哟祸,yo'huo
有点贵样,you'dian'gui'yang
有点悬,you'dian'xuan
有好远哟,you'hao'yuan'yo
油济济,you'ji'ji
油淋鸭,you'lin'ya
油泡子翻翻,you'pao'zi'fan'fan
忧人,you'ren
有喂,you'wei
有喜了,you'xi'le
有盐有味,you'yan'you'wei
油蚱蜢儿,you'zha'meng'er
油榨乡,you'zha'xiang
玉带街,yu'dai'jie
遇得倒,yu'de'dao
遇得倒哟,yu'de'dao'yo
芋儿鸡,yu'er'ji
钰了,yu'le
玉麦子,yu'mai'zi
遇求得,yu'qiu'de
院坝,yuan'ba
渊兜,yuan'dou
圆范,yuan'fan
圆圆,yuan'yuan
月儿光,yue'er'guang
约会嗦,yue'hui'suo
越看越喜剧,yue'kan'yue'xi'ju
匀兑,yun'dui
杂的喃,za'de'nan
咋个,za'ge
咋个的嘛,za'ge'de'ma
咋个的喃,za'ge'de'nan
咋个的呢,za'ge'de'ne
咋个儿,za'ge'er
杂个样嘛,za'ge'yang'ma
咂卷儿,za'juan'er
咋哪,za'na
扎起,za'qi
杂种,za'zhong
崽儿,zai'er
宰你,zai'ni
宰你没商量,zai'ni'mei'shang'liang
宰人,zai'ren
栽罪,zai'zui
赞花儿,zan'hua'er
赞林子,zan'lin'zi
赞灵子,zan'ling'zi
赞铃子,zan'ling'zi
遭不住,zao'bu'zhu
唣的很,zao'de'hen
